Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"DJ Johnson","COL","AA",27,1,1,2.7979276823470896,43,0,0,0,4,1,,64.1,271,53,24,20,4,24,2,7,5,0,51,"12578"
"Jake Esch","SDP","AA",27,0,3,2.855768811773328,6,4,1,0,0,0,,34.2,153,37,17,11,2,16,1,1,1,0,19,"12756"
"Michael Kelly","SDP","AA",24,7,2,2.9763783103616444,15,15,0,0,0,0,,84.2,344,68,31,28,6,30,0,3,3,1,91,"12791"
"Abel De Los Santos","LAA","AA",24,4,2,2.945454136872151,25,0,0,0,4,1,,36.2,151,29,13,12,3,13,1,0,2,0,41,"12962"
"Colten Brewer","NYY","AA",24,3,1,1.3064517736683228,29,0,0,0,11,2,,41.1,173,37,10,6,0,11,1,1,3,0,43,"12997"
"Taylor Jungmann","MIL","AA",27,1,2,4.363636363636363,9,6,0,0,0,0,,33,145,35,18,16,5,17,0,1,4,1,31,"13119"
"Henry Owens","BOS","AA",24,3,6,4.578947368421052,12,12,0,0,0,0,,57,265,40,34,29,2,55,0,11,11,1,49,"13143"
"Sam Selman","KCR","AA",26,4,3,2.974576655834218,24,0,0,0,5,1,,39.1,163,21,15,13,1,19,2,7,7,0,59,"13397"
"Connor Sadzeck","TEX","AA",25,4,8,6.245552279712205,38,13,0,0,0,3,,93.2,418,104,67,65,13,39,0,9,6,1,111,"13483"
"Brandon Brennan","CHW","AA",25,2,2,5.357142857142857,28,0,0,0,9,0,,42,189,47,28,25,1,20,6,2,9,0,39,"13527"
"Josh D. Smith","BOS","AA",27,5,1,3.2562816567181656,33,0,0,0,1,1,,66.1,297,61,27,24,5,34,0,8,5,0,75,"13629"
"Tayler Scott","MIL","AA",25,4,6,2.335134942533343,42,0,0,0,2,3,,61.2,270,57,21,16,3,35,2,1,13,1,63,"13652"
"Corey Oswalt","NYM","AA",23,12,5,2.2779154602569154,24,24,2,1,0,0,,134.1,548,118,40,34,9,40,0,4,7,0,119,"13677"
"Joey Krehbiel","ARI","AA",24,2,4,3.272727272727273,44,0,0,0,4,1,,55,235,45,23,20,3,27,1,1,5,0,74,"13707"
"Max Fried","ATL","AA",23,2,11,5.919231464002341,19,19,0,0,0,0,,86.2,385,88,61,57,8,43,2,7,6,2,85,"13743"
"Chris Flexen","NYM","AA",22,6,1,1.6643833876953764,7,7,2,1,0,0,,48.2,179,28,10,9,4,7,0,0,1,0,50,"13896"
"Tim Peterson","NYM","AA",26,5,3,1.1385543215238567,41,0,0,0,7,2,,55.1,202,33,8,7,1,10,1,0,2,0,53,"13946"
"Cesar Vargas","SDP","AA",25,3,3,3.610465436577503,33,2,0,0,0,1,,57.1,241,49,24,23,2,25,0,1,7,0,66,"14099"
"Chris Mazza","MIA","AA",27,4,7,3.006818390365489,28,26,0,0,0,0,,146.2,610,138,56,49,7,41,2,13,4,1,93,"14151"
"Luke Bard","MIN","AA",26,4,3,2.5796180851073136,33,0,0,0,5,1,,52.1,228,50,16,15,4,20,3,5,3,0,78,"14288"
"Joel Payamps","ARI","AA",23,6,6,4.776173548298284,17,17,1,1,0,0,,92.1,400,104,56,49,13,21,1,4,4,0,56,"14332"
"Williams Jerez","BOS","AA",25,2,0,3.155844468534838,29,0,0,0,4,4,,51.1,213,50,21,18,3,17,1,1,2,1,47,"14338"
"Caleb Frare","NYY","AA",23,2,2,4.2772270765811315,24,0,0,0,0,1,,33.2,146,19,16,16,2,34,0,1,5,2,42,"14353"
"Yohander Mendez","TEX","AA",22,7,8,3.7917678346623997,24,24,1,1,0,0,,137.2,556,114,60,58,23,43,0,10,2,2,124,"14391"
"Robinson Leyer","CHW","AA",24,2,4,3.5485717379823294,38,0,0,0,4,4,,58.1,254,49,29,23,2,33,4,2,6,0,62,"14399"
"Yunior Marte","KCR","AA",22,1,2,5.75,17,0,0,0,1,1,,36,169,33,23,23,5,27,2,3,4,0,38,"14416"
"Matt Ramsey","MIL","AA",27,3,3,3.654135757576592,48,0,0,0,27,2,,44.1,194,42,21,18,4,18,1,1,5,0,58,"14460"
"Daniel Camarena","NYY","AA",24,2,4,3.810484339865942,15,15,1,0,0,0,,82.2,351,89,46,35,5,20,0,0,0,0,48,"14467"
"Randy Rosario","MIN","AA",23,1,0,4.081395710913699,32,0,0,0,1,2,,57.1,245,57,29,26,4,23,0,3,4,0,45,"14508"
"Dereck Rodriguez","MIN","AA",25,5,4,3.942478142289568,15,13,0,0,0,0,,75.1,322,74,36,33,9,27,0,3,4,0,62,"14509"
"Thyago Vieira","SEA","AA",24,2,3,3.71559685041751,29,0,0,0,2,1,,36.1,152,30,18,15,1,15,0,2,4,1,35,"14510"
"Jorge Lopez","MIL","AA",24,8,8,4.254019710039803,39,13,1,1,7,2,,103.2,437,92,53,49,7,38,2,5,11,0,105,"14527"
"Felix Jorge","MIN","AA",23,10,3,3.542079475484374,22,22,0,0,0,0,,134.2,563,142,57,53,11,37,0,2,4,1,99,"14532"
"Konner Wade","COL","AA",25,9,7,4.2804880040093405,33,15,0,0,0,0,,109.1,456,118,55,52,15,21,0,3,2,1,79,"14655"
"Duane Underwood Jr.","CHC","AA",22,13,7,4.434782608695652,25,24,0,0,0,0,,138,585,130,75,68,13,50,0,9,11,1,98,"14677"
"Severino Gonzalez","MIA","AA",24,5,5,4.278688524590164,31,5,0,0,3,4,,61,250,59,32,29,9,12,0,1,2,0,38,"14697"
"Ty Buttrey","BOS","AA",24,1,4,3.717391304347826,30,0,0,0,4,0,,46,194,39,22,19,1,23,1,2,5,3,56,"14719"
"Jose Manuel Fernandez","TOR","AA",24,1,2,5.438849517915521,41,0,0,0,4,1,,46.1,215,52,30,28,4,26,2,1,0,0,48,"14733"
"Wes Parsons","ATL","AA",24,3,3,2.70873786407767,26,10,0,0,3,1,,103,421,83,36,31,5,33,1,5,9,0,98,"14764"
"Ryan Eades","MIN","AA",25,4,3,3.6302523335851036,28,8,0,0,0,1,,79.1,323,59,33,32,3,31,0,2,2,0,58,"14808"
"Taylor Williams","MIL","AA",25,0,2,3.0857139493981554,22,14,0,0,0,0,,46.2,199,42,22,16,2,21,1,1,7,0,57,"14899"
"Scott Barlow","LAD","AA",24,6,3,2.0962733912627125,19,19,0,0,0,0,,107.1,417,60,33,25,9,37,0,5,4,0,124,"14993"
"Jairo Labourt","DET","AA",23,1,1,2.6413040740278415,21,0,0,0,4,3,,30.2,118,23,10,9,3,7,0,0,2,0,36,"14996"
"Yacksel Rios","PHI","AA",24,1,2,1.894736842105263,24,0,0,0,2,2,,38,146,22,12,8,2,10,1,2,7,1,47,"15007"
"Kyle Finnegan","OAK","AA",25,1,3,3.190908648278164,29,0,0,0,9,2,,36.2,151,36,13,13,4,8,1,1,5,0,36,"15009"
"Victor Alcantara","DET","AA",24,1,2,3.457316751497152,30,2,0,0,1,1,,54.2,237,46,26,21,1,34,1,1,3,1,57,"15028"
"Tim Mayza","TOR","AA",25,1,1,4.590000700378525,29,0,0,0,4,3,,33.1,146,32,18,17,5,15,2,1,1,0,42,"15042"
"Lou Trivino","OAK","AA",25,7,1,2.4300003707886306,23,0,0,0,1,2,,33.1,138,31,9,9,0,10,0,1,0,1,34,"15043"
"Austin Voth","WSN","AA",25,3,4,5.1349698058492095,10,10,0,0,0,0,,54.1,239,63,34,31,8,13,0,2,2,0,44,"15047"
"Yency Almonte","COL","AA",23,5,3,2.004366945782587,14,14,0,0,0,0,,76.1,311,58,19,17,4,31,0,3,0,1,71,"15068"
"Kyle McGowin","WSN","AA",25,1,5,6.539061720483098,8,8,0,0,0,0,,42.2,202,58,35,31,12,16,0,2,3,0,39,"15071"
"Hunter Wood","TBR","AA",23,4,4,4.757142857142857,12,12,0,0,0,0,,70,292,68,38,37,7,24,0,2,1,0,68,"15091"
"Collin Wiles","TEX","AA",23,9,12,4.86,28,25,1,1,0,0,,150,643,177,92,81,22,28,0,6,6,0,107,"15106"
"Drew Anderson","PHI","AA",23,9,4,3.59442758418955,21,21,0,0,0,0,,107.2,446,81,49,43,13,40,0,8,4,2,86,"15130"
"Jake Newberry","KCR","AA",22,4,2,2.1315787333861165,36,0,0,0,15,2,,50.2,212,45,17,12,3,19,2,0,3,1,33,"15136"
"Ashton Goudeau","KCR","AA",24,3,7,5.368421052631579,21,7,0,0,1,0,,57,261,78,39,34,7,17,1,0,4,1,43,"15139"
"Luiz Gohara","ATL","AA",20,2,1,2.5961538461538463,12,11,0,0,0,0,,52,217,42,17,15,2,18,1,3,4,0,60,"15166"
"Layne Somsen","LAD","AA",28,5,1,2.076923294583341,19,0,0,0,3,1,,30.1,140,31,11,7,0,18,0,0,6,0,30,"15301"
"Kyle Lloyd","SDP","AA",26,7,5,3.7137550681591467,15,15,1,1,0,0,,89.2,366,78,40,37,2,24,0,1,4,0,89,"15378"
"Stephen Gonsalves","MIN","AA",22,8,3,2.679389469023812,15,15,0,0,0,0,,87.1,352,67,28,26,7,23,0,4,5,0,96,"15492"
"Kohl Stewart","MIN","AA",22,5,6,4.090909090909091,16,16,0,0,0,0,,77,335,72,41,35,4,45,0,4,13,0,52,"15502"
"Jen-Ho Tseng","CHC","AA",22,7,3,2.9889300575920785,15,15,0,0,0,0,,90.1,376,79,38,30,7,24,0,6,5,1,83,"15524"
"Eric Yardley","SDP","AA",26,3,1,2.054347996450341,44,0,0,0,6,3,,61.1,246,52,18,14,2,12,0,3,0,0,52,"15538"
"Ariel Hernandez","CIN","AA",25,2,0,2.1818181818181817,24,0,0,0,1,1,,33,131,18,8,8,0,20,0,1,6,1,39,"15603"
"Phillips Valdez","WSN","AA",25,0,2,2.7209302325581395,25,0,0,0,1,1,,43,176,37,14,13,1,13,1,1,0,0,34,"15605"
"Dan Slania","SFG","AA",25,5,3,3.585062467650257,13,13,1,1,0,0,,80.1,338,81,35,32,5,28,0,0,9,0,55,"15639"
"Yefry Ramirez","BAL","AA",23,15,3,3.4745309732362872,24,24,3,1,0,0,,124.1,514,105,51,48,15,49,2,6,8,0,117,"15655"
"Ronald Herrera","NYY","AA",22,8,0,1.125,9,9,0,0,0,0,,56,211,34,10,7,2,12,0,2,1,0,42,"15688"
"Luis Castillo","CIN","AA",24,4,4,2.5767636486236225,14,14,1,0,0,0,,80.1,317,68,24,23,5,13,0,3,3,1,81,"15689"
"Jimmy Cordero","WSN","AA",25,2,6,6.837663015158816,41,0,0,0,0,3,,51.1,243,52,47,39,7,38,2,2,8,2,40,"15690"
"Brad Keller","ARI","AA",21,10,9,4.683673834016281,26,26,0,0,0,0,,130.2,580,142,73,68,7,57,1,7,10,1,111,"15734"
"Zack Littell","MIN","AA",21,10,0,2.416342268986549,14,14,0,0,0,0,,85.2,349,70,30,23,4,26,0,5,6,1,85,"15823"
"Kent Emanuel","HOU","AA",25,5,5,4.600897175803227,16,11,0,0,0,0,,74.1,323,95,42,38,7,17,0,5,2,0,63,"15849"
"Fernando Romero","MIN","AA",22,11,9,3.528,24,23,1,1,0,0,,125,545,124,59,49,4,45,0,10,4,1,120,"15885"
"Victor Arano","PHI","AA",22,1,2,4.189654621301241,32,0,0,0,9,2,,38.2,165,39,20,18,7,11,0,1,7,0,38,"15915"
"Keury Mella","CIN","AA",23,4,10,4.298507462686567,27,26,1,1,1,0,,134,576,135,73,64,14,43,0,6,9,0,109,"15964"
"Brady Feigl","TEX","AA",26,1,1,5.451922277021808,27,0,0,0,0,1,,34.2,165,46,23,21,3,10,0,1,4,0,37,"15968"
"Akeem Bostick","HOU","AA",22,6,6,4.593361286676892,18,13,0,0,0,0,,80.1,349,97,42,41,7,20,0,1,3,0,58,"15979"
"Cy Sneed","HOU","AA",24,9,5,5.010309278350515,22,14,0,0,1,1,,97,435,117,61,54,12,33,1,5,6,0,81,"16106"
"Chris Ellis","STL","AA",24,5,9,4.454545454545454,19,17,0,0,0,0,,99,425,98,51,49,7,32,1,8,6,0,95,"16125"
"David Hess","BAL","AA",23,11,9,3.8488118413468335,27,26,0,0,0,0,,154.1,644,137,75,66,16,53,1,2,1,0,123,"16130"
"Justin Shafer","TOR","AA",24,5,2,3.413793103448276,37,0,0,0,1,3,,58,242,45,23,22,6,26,1,2,3,0,48,"16132"
"Brandon Leibrandt","PHI","AA",24,6,2,3.344037165375759,13,13,0,0,0,0,,72.2,296,77,29,27,4,23,1,0,3,1,52,"16135"
"Jace Fry","CHW","AA",23,2,1,2.779412076547519,33,0,0,0,3,1,,45.1,192,36,14,14,1,24,2,1,8,0,52,"16159"
"Max Povse","SEA","AA",23,3,2,3.4615384615384617,9,8,0,0,0,0,,39,163,34,17,15,1,14,0,2,0,0,32,"16165"
"Justin Anderson","LAA","AA",24,3,2,5.062499561093109,42,0,0,0,1,0,,58.2,261,56,35,33,7,29,1,5,3,0,36,"16201"
"Brett Graves","OAK","AA",24,1,1,5.9684204534811265,7,6,0,0,0,0,,31.2,149,48,22,21,1,10,0,2,4,0,28,"16218"
"Aaron Bummer","CHW","AA",23,1,3,3,17,1,0,0,3,0,,33,137,29,11,11,2,16,3,0,2,0,34,"16258"
"Sam Howard","COL","AA",24,1,4,2.3309355076780807,9,9,1,1,0,0,,46.1,182,31,13,12,5,10,0,2,1,0,40,"16265"
"A.J. Ladwig","DET","AA",24,7,6,5.16300965135196,21,20,1,0,0,0,,106.1,467,135,67,61,16,21,0,2,0,0,75,"16266"
"John Means","BAL","AA",24,9,9,4.110069963865618,26,24,0,0,0,0,,142.1,623,158,77,65,16,36,0,6,12,0,124,"16269"
"Austen Williams","WSN","AA",24,1,6,6.8478260869565215,10,10,0,0,0,0,,46,212,67,38,35,6,11,0,3,3,0,34,"16309"
"Alex McRae","PIT","AA",24,10,5,3.6080180626012766,27,25,1,0,0,0,,149.2,635,170,71,60,9,36,0,6,11,0,89,"16317"
"Gabriel Moya","ARI","AA",22,6,1,0.7714284621258326,47,0,0,0,24,0,,58.1,219,30,6,5,2,15,0,1,2,1,87,"16348"
"Ryan Borucki","TOR","AA",23,2,3,1.9424462563984006,7,7,0,0,0,0,,46.1,179,31,11,10,2,8,1,4,1,0,42,"16350"
"Tyler Mahle","CIN","AA",22,7,3,1.588235294117647,14,14,1,1,0,0,,85,323,57,15,15,5,17,1,2,0,0,87,"16358"
"Ryan Castellani","COL","AA",21,9,12,4.805084435085721,27,27,1,1,0,0,,157.1,682,163,94,84,16,47,0,12,13,1,132,"16377"
"Brad Wieck","SDP","AA",25,2,1,2.6413040740278415,31,0,0,0,7,1,,30.2,127,21,12,9,1,13,0,2,0,0,51,"16390"
"Foster Griffin","KCR","AA",21,11,5,3.611465319150239,18,18,0,0,0,0,,104.2,439,108,46,42,11,34,2,1,1,0,81,"16432"
"Conner Greene","TOR","AA",22,5,10,5.291457692167019,26,25,0,0,0,0,,132.2,611,141,86,78,7,83,1,4,13,1,92,"16455"
"Nick Gardewine","TEX","AA",23,1,2,2.2090906026541135,33,0,0,0,6,1,,36.2,154,35,10,9,2,12,0,2,0,1,53,"16513"
"Austin Gomber","STL","AA",23,10,7,3.335664335664336,26,26,0,0,0,0,,143,590,116,64,53,17,51,0,6,5,0,140,"16561"
"Kyle Bird","TBR","AA",24,4,2,3.028037599084986,53,0,0,0,0,2,,71.1,300,64,31,24,2,29,2,4,6,1,68,"16618"
"Ryan Thompson","HOU","AA",25,2,3,2.593220338983051,31,0,0,0,6,3,,59,245,59,24,17,3,11,1,2,3,0,55,"16647"
"Zac Curtis","SEA","AA",24,1,2,3.506493853927598,41,0,0,0,13,4,,51.1,220,43,21,20,3,19,0,6,6,0,60,"16684"
"Dean Deetz","HOU","AA",23,4,2,1.8151258176754457,8,6,0,0,0,0,,39.2,150,27,8,8,3,9,0,1,0,0,42,"16687"
"Julian Merryweather","CLE","AA",25,4,2,3.3749996611946846,9,9,0,0,0,0,,50.2,204,37,21,19,3,10,0,5,3,1,52,"16703"
"Artie Lewicki","DET","AA",25,9,4,3.7636363636363637,20,20,0,0,0,0,,110,460,107,53,46,5,24,0,3,1,0,90,"16731"
"Montana DuRapau","PIT","AA",25,2,2,1.486238740167004,27,0,0,0,14,1,,36.1,150,28,7,6,0,14,2,1,3,0,39,"16768"
"Josh James","HOU","AA",24,4,8,4.381578947368421,21,11,0,0,3,1,,76,343,79,48,37,1,32,0,7,7,0,72,"16794"
"Tim Hill","KCR","AA",27,1,2,4.173913043478261,36,0,0,0,4,2,,69,296,76,36,32,2,19,2,1,2,0,75,"16814"
"Brennan Bernardino","CIN","AA",25,2,4,4.462810480141188,38,0,0,0,0,2,,40.1,180,42,22,20,5,19,0,3,5,0,42,"16835"
"Cam Hill","CLE","AA",23,4,4,3.1764708474283347,41,0,0,0,13,2,,62.1,254,55,26,22,7,16,0,1,1,0,50,"16840"
"Reed Garrett","TEX","AA",24,2,5,4.980583262113295,44,4,0,0,10,5,,68.2,296,69,41,38,10,31,2,3,5,2,70,"16866"
"Greg Mahle","LAA","AA",24,6,0,2.659090909090909,30,0,0,0,4,2,,44,170,31,14,13,2,10,1,2,2,0,39,"16877"
"Aaron Wilkerson","MIL","AA",28,11,4,3.161592279896629,24,24,2,2,0,0,,142.1,562,117,54,50,12,36,2,2,3,0,143,"16904"
"Touki Toussaint","ATL","AA",21,3,4,3.17647018093203,7,7,1,0,0,0,,39.2,169,30,19,14,3,22,1,2,3,0,44,"16929"
"Luis Ortiz","MIL","AA",21,4,7,4.007067353862175,22,20,1,1,0,0,,94.1,392,79,42,42,12,37,0,4,6,0,79,"16942"
"Grant Holmes","OAK","AA",21,11,12,4.48988733253823,29,24,0,0,0,0,,148.1,644,149,82,74,15,61,2,9,15,1,150,"16944"
"Jake Jewell","LAA","AA",24,7,8,4.836898790402238,24,23,1,1,0,1,,124.2,541,136,73,67,14,41,0,12,11,1,81,"16958"
"Tanner Banks","CHW","AA",25,3,8,6.180723459700937,12,11,0,0,0,0,,55.1,256,76,45,38,8,16,0,2,2,1,41,"16990"
"Ariel Jurado","TEX","AA",21,9,11,4.585987261146497,27,27,0,0,0,0,,157,672,188,93,80,16,37,0,10,5,0,95,"17030"
"Sean Reid-Foley","TOR","AA",21,10,11,5.087940088622133,27,27,0,0,0,0,,132.2,590,145,82,75,22,53,0,6,3,1,122,"17034"
"Domingo Acevedo","NYY","AA",23,5,1,2.382353093915224,14,14,1,0,0,0,,79.1,311,65,23,21,8,17,0,2,1,1,82,"17092"
"Austin Davis","PHI","AA",24,4,2,2.872340425531915,32,0,0,0,1,2,,47,198,45,17,15,3,20,1,1,5,0,46,"17117"
"Osmer Morales","LAA","AA",24,4,4,4.834061457475651,16,16,0,0,0,0,,76.1,324,77,42,41,11,29,0,2,3,2,81,"17133"
"Domingo German","NYY","AA",24,1,4,3,6,6,1,0,0,0,,33,142,32,13,11,4,10,0,2,2,0,38,"17149"
"Gabe Speier","ARI","AA",22,2,6,4.304347826086956,36,4,0,0,2,1,,69,308,81,47,33,4,31,1,2,2,1,50,"17170"
"Jalen Beeks","BOS","AA",23,5,1,2.189189414894456,9,9,1,1,0,0,,49.1,202,35,12,12,3,22,0,3,2,0,58,"17192"
"Sam Coonrod","SFG","AA",24,4,11,4.688103353921416,24,18,0,0,0,1,,103.2,448,96,62,54,7,42,1,10,4,0,94,"17264"
"Thomas Pannone","CLE","AA",23,7,3,2.923076923076923,20,20,1,0,0,0,,117,474,98,43,38,14,29,1,5,4,0,110,"17281"
"Michael Kopech","CHW","AA",21,8,7,2.865921909861726,22,22,0,0,0,0,,119.1,488,77,45,38,6,60,0,6,8,1,155,"17282"
"Justus Sheffield","NYY","AA",21,7,6,3.18214303055589,17,17,1,1,0,0,,93.1,405,94,43,33,14,33,1,3,8,0,82,"17285"
"Framber Valdez","HOU","AA",23,5,5,5.877551020408164,12,9,0,0,0,0,,49,228,60,33,32,4,23,0,5,3,1,53,"17295"
"Josh Taylor","ARI","AA",24,4,7,5.010309278350515,33,14,0,0,1,2,,97,436,115,59,54,7,46,0,1,4,1,91,"17359"
"Matt Gage","SFG","AA",24,4,4,2.8846153846153846,13,13,1,1,0,0,,78,326,77,25,25,5,20,1,4,1,1,55,"17381"
"Erick Fedde","WSN","AA",24,3,3,3.0355032326515,17,7,0,0,0,0,,56.1,228,45,21,19,4,18,1,1,4,0,54,"17425"
"Heath Fillmyer","OAK","AA",23,11,5,3.4877507938479004,29,29,0,0,0,0,,149.2,639,158,66,58,19,51,0,6,16,1,115,"17466"
"Chad Sobotka","ATL","AA",23,3,1,5.516129032258065,18,0,0,0,0,3,,31,140,29,19,19,1,19,0,2,7,0,23,"17470"
"Jack Flaherty","STL","AA",21,7,2,1.4210527457028637,10,10,0,0,0,0,,63.1,242,47,10,10,2,11,0,0,1,0,62,"17479"
"Genesis Cabrera","TBR","AA",20,5,4,3.6185572702556916,12,12,0,0,0,0,,64.2,295,75,32,26,6,27,0,3,5,1,51,"17490"
"Andrew Moore","SEA","AA",23,1,2,2.0769227721987837,6,5,0,0,0,0,,34.2,138,28,8,8,4,9,0,0,2,0,33,"17553"
"JT Brubaker","PIT","AA",23,7,6,4.442159731526881,26,24,0,0,0,0,,129.2,576,150,73,64,9,45,0,8,9,0,109,"17578"
"Tanner Scott","BAL","AA",22,0,2,2.217391304347826,24,24,0,0,0,0,,69,290,45,17,17,2,46,0,2,6,0,87,"17586"
"Mitch Keller","PIT","AA",21,2,2,3.1153841582981756,6,6,0,0,0,0,,34.2,142,25,14,12,2,11,0,2,0,0,45,"17594"
"Taylor Clarke","ARI","AA",24,9,7,2.9101797736701176,21,21,0,0,0,0,,111.1,455,94,41,36,7,39,0,4,3,0,107,"17611"
"Cody Carroll","NYY","AA",24,2,5,2.6619721170314863,26,0,0,0,5,4,,47.1,198,36,15,14,4,22,1,3,2,0,59,"17664"
"Rogelio Armenteros","HOU","AA",23,2,3,1.9285715787125863,14,10,0,0,1,0,,65.1,260,49,15,14,3,19,0,2,2,1,74,"17679"
"Tyler Alexander","DET","AA",22,8,9,5.07469842200601,27,26,1,0,0,0,,138.1,614,178,95,78,20,23,1,7,3,1,120,"17735"
"Brody Koerner","NYY","AA",23,6,3,4.075472284780867,12,12,0,0,0,0,,70.2,312,84,32,32,7,20,0,3,2,0,45,"17748"
"Patrick Weigel","ATL","AA",22,3,0,2.8928575369777048,7,7,0,0,0,0,,37.1,153,32,13,12,2,11,0,2,0,0,38,"17792"
"Trey Wingenter","SDP","AA",23,2,1,2.454545192633655,49,0,0,0,20,6,,47.2,194,33,16,13,6,19,0,2,6,0,64,"17793"
"Jose Mujica","TBR","AA",21,13,8,3.032397208333869,25,25,0,0,0,0,,154.1,622,128,56,52,18,44,0,2,3,0,86,"17821"
"Adbert Alzolay","CHC","AA",22,0,3,3.0306117730258593,7,7,0,0,0,0,,32.2,135,27,12,11,0,12,0,2,0,1,30,"17859"
"Ian Gibaut","TBR","AA",23,6,1,2.2215187727994534,43,0,0,0,10,5,,52.2,222,33,21,13,6,26,1,5,6,1,63,"17871"
"Nestor Cortes","NYY","AA",22,5,0,2.5961538461538463,18,7,0,0,0,0,,52,209,35,15,15,3,20,0,5,0,2,45,"17874"
"Brett Kennedy","SDP","AA",22,13,7,3.702127659574468,26,26,0,0,0,0,,141,588,133,62,58,16,38,0,7,7,0,134,"17877"
"Dennis Santana","LAD","AA",21,3,1,5.510203223683381,7,7,0,0,0,0,,32.2,154,32,23,20,2,23,0,3,2,0,37,"17878"
"Garrett Cleavinger","BAL","AA",23,2,5,5.999999788072381,38,0,0,0,4,4,,54,256,57,42,36,5,32,1,5,6,0,59,"17897"
"Bobby Poyner","BOS","AA",24,0,1,0.9391305593912618,27,0,0,0,9,1,,38.1,147,19,7,4,2,11,0,1,0,1,52,"17987"
"Tanner Anderson","PIT","AA",24,10,8,3.374999742507954,30,19,0,0,0,3,,133.1,547,134,54,50,6,33,2,1,8,0,97,"18029"
"Matt Hall","DET","AA",23,1,0,3.085714285714286,6,6,0,0,0,0,,35,156,30,16,12,2,21,0,1,0,0,39,"18076"
"Ryan Meisinger","BAL","AA",23,4,3,3,41,0,0,0,6,3,,63,265,55,24,21,2,21,1,0,4,0,67,"18105"
"Chance Adams","NYY","AA",22,4,0,1.0285714285714285,6,6,0,0,0,0,,35,142,23,6,4,2,15,0,1,0,0,32,"18135"
"Ryan Helsley","STL","AA",22,3,1,2.673266922863207,6,6,0,0,0,0,,33.2,141,25,12,10,4,15,0,1,3,0,41,"18138"
"Anthony Misiewicz","TBR","AA",22,6,4,4.004785164118562,12,12,1,1,0,0,,69.2,280,66,32,31,7,16,0,1,4,0,56,"18152"
"James Naile","OAK","AA",24,2,3,3.210810545983347,14,10,0,0,0,0,,61.2,252,55,30,22,5,17,0,0,2,1,42,"18186"
"P.J. Conlon","NYM","AA",23,8,9,3.375,28,22,3,3,1,0,,136,565,130,53,51,14,38,8,4,2,1,108,"18213"
"Andrew Suarez","SFG","AA",24,4,4,2.955223880597015,11,11,0,0,0,0,,67,284,72,30,22,3,15,0,3,8,0,55,"18300"
"Pedro Payano","TEX","AA",22,4,5,3.62845871686121,17,16,0,0,0,0,,84.1,371,76,37,34,4,42,0,16,6,2,77,"18313"
"Jacob Waguespack","PHI","AA",23,3,2,3.6486486486486487,7,6,0,0,0,0,,37,163,37,17,15,2,16,1,2,1,0,35,"18318"
"Josh Sborz","LAD","AA",23,8,8,3.8571431934590534,24,24,0,0,0,0,,116.2,505,106,60,50,8,56,2,4,7,0,81,"18323"
