"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Springer, George","543807","2019","4","53.2","0.8","1.1","-0.6","1.2","34.1","47","25"
"Stewart, Christin","621514","2019","-3","35.7","-0.7","-0.4","0","-1.1","30.4","42","15"
"Tapia, Raimel","606132","2019","2","50.8","1.2","-0.3","0.2","1","32.8","59","30"
"Tauchman, Mike","643565","2019","6","73","0.3","0.2","0.4","0.9","33.6","37","27"
"Tilson, Charlie","605508","2019","1","52.9","-0.4","-1.5","0.2","-0.9","31.7","34","18"
"Trout, Mike","545361","2019","-5","45.6","0.2","-2.4","0.8","-1.3","32.3","79","36"
"Verdugo, Alex","657077","2019","4","60.6","1.1","1","-1.5","0.7","34","33","20"
"Winker, Jesse","608385","2019","-9","34.1","-1.7","-1.4","0.3","-2.8","29.1","41","14"
"Yastrzemski, Mike","573262","2019","4","46.5","1.1","-0.4","0.5","1.2","34.3","43","20"
"Yelich, Christian","592885","2019","-6","29.5","-2.1","-1.5","0.7","-2.9","29.4","61","18"
