Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Enny Romero ","Marines (NPB)",31,8,9,3.3554914774587763,20,20,0,0,0,0,0,115.1,481,107,52,43,7,38,0,2,0,2,77,"Enny Romero","4001",
"Matt Shoemaker ","Giants (NPB)",35,4,8,4.248251974906227,18,18,1,1,0,0,0,95.1,406,92,50,45,13,30,0,5,1,0,65,"Matt Shoemaker","4776",
"Katsunori Hirai ","Lions (NPB)",30,6,8,2.888888888888889,30,13,0,0,0,1,1,81,349,77,34,26,7,27,1,6,1,0,48,"Katsunori Hirai","sa3062953",
"Keisuke Honda ","Lions (NPB)",29,4,2,1.9668874669078162,45,0,0,0,0,2,14,50.1,202,37,11,11,2,15,1,3,3,0,33,"Keisuke Honda","sa3062954",
"Tatsuya Imai ","Lions (NPB)",24,5,1,2.413407924094085,9,9,0,0,0,0,0,59.2,246,37,16,16,3,34,0,5,1,0,61,"Tatsuya Imai","sa3062955",
"Koyo Aoyagi ","Tigers (NPB)",28,26,8,2.0513347665315904,48,48,8,4,0,0,0,324.2,1288,252,92,74,14,64,8,16,0,0,264,"Koyo Aoyagi","sa3062961",
"Kento Fujishima ","Dragons (NPB)",24,2,1,2.1315793753331587,50,1,0,0,0,1,3,50.2,201,39,12,12,3,11,0,1,0,0,43,"Kento Fujishima","sa3062964",
"Tatsushi Masuda ","Lions (NPB)",34,2,5,2.454545515346416,52,0,0,0,31,3,0,51.1,200,37,14,14,7,10,3,0,0,0,34,"Tatsushi Masuda","sa3062974",
"Yudai Ohno ","Dragons (NPB)",33,8,8,2.464968152866242,23,23,4,2,0,0,0,157,625,126,50,43,7,37,1,6,1,0,108,"Yudai Ohno","sa3062988",
"Kaima Taira ","Lions (NPB)",22,1,3,1.5606937104459426,61,0,0,0,9,5,28,57.2,226,36,15,10,2,18,4,2,3,0,75,"Kaima Taira","sa3062990",
"Kona Takahashi ","Lions (NPB)",25,12,8,2.2030361807046086,26,26,0,0,0,0,0,175.2,705,153,48,43,9,51,2,11,5,0,128,"Kona Takahashi","sa3062992",
"Tatsuya Shimizu ","Dragons (NPB)",22,3,3,3.0397354065078237,54,0,0,0,1,2,23,50.1,194,28,17,17,1,17,1,1,2,0,51,"Tatsuya Shimizu","sa3062995",
"Yuya Yanagi ","Dragons (NPB)",28,9,11,3.6391305554972293,25,24,3,1,0,0,0,153.1,648,154,64,62,17,37,1,5,8,0,124,"Yuya Yanagi","sa3063008",
"Kaito Yoza ","Lions (NPB)",26,10,7,2.878962599322022,20,19,1,1,0,0,0,115.2,463,104,39,37,11,16,0,4,2,0,61,"Kaito Yoza","sa3063010",
"Raidel Martinez ","Dragons (NPB)",25,4,3,0.9700599245567059,56,0,0,0,39,2,0,55.2,213,30,6,6,2,12,2,4,0,0,62,"Raidel Martinez","sa3063073",
"Takayuki Katoh ","Fighters (NPB)",30,8,7,2.0112868202699836,22,21,3,2,0,0,0,147.2,564,124,35,33,9,11,0,1,0,0,98,"Takayuki Katoh","sa3063076",
"Nobutaka Imamura ","Giants (NPB)",28,2,4,3.566038505850415,55,0,0,0,0,1,18,53,227,45,24,21,3,22,1,4,1,0,34,"Nobutaka Imamura","sa3063086",
"Hirotoshi Takanashi ","Swallows (NPB)",31,7,9,4.295454651856228,20,19,1,1,0,0,0,102.2,447,103,51,49,11,41,1,6,2,0,84,"Hirotoshi Takanashi","sa3063091",
"Kenta Uehara ","Fighters (NPB)",28,3,5,3.1909093122246004,25,11,0,0,0,1,0,73.1,302,73,28,26,2,21,0,3,2,0,59,"Kenta Uehara","sa3063105",
"Cristopher Mercedes ","Giants (NPB)",28,5,7,3.18126902882874,20,20,0,0,0,0,0,110.1,458,107,44,39,7,31,1,3,1,0,74,"Cristopher Mercedes","sa3063164",
"Suguru Iwazaki ","Tigers (NPB)",31,1,6,1.9636364998305234,57,0,0,0,28,5,2,55,239,63,16,12,1,10,1,2,0,0,44,"Suguru Iwazaki","sa3063177",
"Juri Hara ","Swallows (NPB)",28,8,7,4.8482973281410935,22,20,0,0,0,0,0,107.2,476,132,59,58,14,32,1,5,1,0,52,"Juri Hara","sa3063221",
"Masanori Ishikawa ","Swallows (NPB)",42,6,4,4.5,16,16,0,0,0,0,0,84,357,93,45,42,16,15,2,3,1,0,39,"Masanori Ishikawa","sa3063224",
"Yasuhiro Ogawa ","Swallows (NPB)",32,8,8,2.8173913978043066,25,25,1,1,0,0,0,153.1,621,145,50,48,16,32,1,3,2,0,91,"Yasuhiro Ogawa","sa3063236",
"Keiji Takahashi ","Swallows (NPB)",25,8,2,2.6298701950140173,17,17,2,1,0,0,0,102.2,416,75,32,30,9,37,3,9,1,0,113,"Keiji Takahashi","sa3063239",
"Atsushi Endoh ","Carp (NPB)",23,4,7,3.5886077682209145,20,17,0,0,0,0,0,105.1,434,104,47,42,17,18,1,3,0,0,78,"Atsushi Endoh","sa3063278",
"Kouya Fujii ","Hawks (NPB)",25,5,1,1.1183432962400264,55,0,0,0,3,2,17,56.1,218,18,9,7,4,27,3,1,1,0,81,"Kouya Fujii","sa3063279",
"Aren Kuri ","Carp (NPB)",30,6,9,3.334916985479323,26,24,0,0,0,0,0,140.1,609,147,55,52,13,53,3,8,1,0,121,"Aren Kuri","sa3063286",
"Daichi Ohsera ","Carp (NPB)",31,8,9,4.721675054303064,23,23,3,2,0,0,0,135.1,583,156,73,71,18,27,2,2,0,0,97,"Daichi Ohsera","sa3063295",
"Hiroki Tokoda ","Carp (NPB)",27,8,6,2.8421052631578947,17,17,1,1,0,0,0,114,446,87,36,36,10,28,2,4,2,1,74,"Hiroki Tokoda","sa3063300",
"Takahiro Matsuba ","Dragons (NPB)",31,6,7,3.33,19,19,0,0,0,0,0,100,404,96,38,37,4,18,2,2,0,0,51,"Takahiro Matsuba","sa3063343",
"Yuki Nishi ","Tigers (NPB)",31,9,9,2.184269737818677,23,23,2,2,0,0,0,148.1,599,132,40,36,8,26,3,5,2,0,93,"Yuki Nishi","sa3063344",
"Daiki Tajima ","Buffaloes (NPB)",25,9,3,2.664,20,20,1,1,0,0,0,125,513,115,41,37,12,37,0,2,3,1,92,"Daiki Tajima","sa3063350",
"Taisuke Yamaoka ","Buffaloes (NPB)",26,6,8,2.6015625,22,21,2,1,0,0,1,128,518,118,42,37,6,27,0,7,2,0,99,"Taisuke Yamaoka","sa3063353",
"Sachiya Yamasaki ","Buffaloes (NPB)",29,5,8,3.4534884486861217,24,19,0,0,0,0,1,114.2,475,112,58,44,13,27,0,6,4,0,91,"Sachiya Yamasaki","sa3063354",
"Ayumu Ishikawa ","Marines (NPB)",34,7,7,2.926829268292683,20,20,0,0,0,0,0,123,504,128,48,40,12,20,3,4,0,0,67,"Ayumu Ishikawa","sa3063393",
"Naoya Masuda ","Marines (NPB)",32,1,2,3.2884615384615383,52,0,0,0,25,5,0,52,224,46,21,19,6,19,3,3,8,0,47,"Naoya Masuda","sa3063396",
"Taiki Tojo ","Marines (NPB)",30,4,4,2.0769232644457634,59,0,0,0,0,1,24,56.1,227,51,14,13,3,10,2,4,1,0,63,"Taiki Tojo","sa3063411",
"Hideaki Wakui ","Golden Eagles (NPB)",36,4,3,3.5357142857142856,10,10,1,0,0,0,0,56,224,50,23,22,6,10,0,1,0,0,35,"Hideaki Wakui","sa3063413",
"Wataru Karashima ","Golden Eagles (NPB)",31,6,4,3.4,17,17,0,0,0,0,0,90,371,86,36,34,10,24,0,3,0,0,53,"Wataru Karashima","sa3063455",
"Takayuki Kishi ","Golden Eagles (NPB)",37,8,10,3.1914893617021276,22,22,0,0,0,0,0,141,555,116,51,50,18,28,0,1,2,1,118,"Takayuki Kishi","sa3063457",
"Manabu Mima ","Marines (NPB)",35,10,6,2.906515643555112,20,20,1,1,0,0,0,117.2,481,107,40,38,9,29,2,3,6,0,86,"Manabu Mima","sa3063460",
"Naoto Nishiguchi ","Golden Eagles (NPB)",25,4,0,2.2634733124091455,61,0,0,0,0,1,17,55.2,233,39,16,14,2,26,2,2,1,0,59,"Naoto Nishiguchi","sa3063463",
"Takahiro Norimoto ","Golden Eagles (NPB)",31,10,8,3.456,21,21,1,0,0,0,0,125,536,127,54,48,9,38,0,4,3,0,104,"Takahiro Norimoto","sa3063465",
"Chia-Hao Sung ","Golden Eagles (NPB)",29,4,2,2.6129033544185196,54,0,0,0,0,0,14,51.2,209,45,18,15,5,15,1,0,2,0,38,"Chia-Hao Sung","sa3063469",
"Nao Higashihama ","Hawks (NPB)",32,10,6,3.110294117647059,23,23,1,1,0,0,0,136,542,114,47,47,14,37,0,1,3,0,94,"Nao Higashihama","sa3063503",
"Shuta Ishikawa ","Hawks (NPB)",30,7,10,3.366748291864308,23,23,1,1,0,0,0,136.1,585,122,57,51,9,57,1,8,0,0,106,"Shuta Ishikawa","sa3063505",
"Yuki Matsumoto ","Hawks (NPB)",26,5,1,2.6644740185579523,44,0,0,0,0,0,11,50.2,206,40,15,15,6,14,1,1,1,0,60,"Yuki Matsumoto","sa3063512",
"Livan Moinelo ","Hawks (NPB)",26,1,1,1.0253165052059756,53,0,0,0,24,4,2,52.2,202,22,10,6,2,20,1,2,2,0,87,"Livan Moinelo","sa3063513",
"Katsuki Azuma ","BayStars (NPB)",26,1,6,4.618421284445777,12,9,0,0,0,0,0,50.2,229,67,30,26,5,10,0,2,1,0,41,"Katsuki Azuma","sa3063565",
"Haruhiro Hamaguchi ","BayStars (NPB)",27,8,7,3.364985315565582,19,19,0,0,0,0,0,112.1,464,104,42,42,8,33,1,2,3,1,88,"Haruhiro Hamaguchi","sa3063568",
"Kenta Ishida ","BayStars (NPB)",29,7,4,2.95141718637673,15,15,0,0,0,0,0,82.1,337,67,30,27,8,26,3,1,3,0,68,"Kenta Ishida","sa3063572",
"Masaya Kyoyama ","BayStars (NPB)",23,2,2,3.233533081855686,17,9,0,0,0,0,0,55.2,254,56,24,20,4,30,0,5,7,0,39,"Masaya Kyoyama","sa3063577",
"Yasuaki Yamasaki ","BayStars (NPB)",29,0,2,1.3251534052457612,56,0,0,0,37,3,0,54.1,197,29,9,8,4,9,1,0,1,0,42,"Yasuaki Yamasaki","sa3063589",
"Shosei Togo ","Giants (NPB)",22,12,8,2.6213593786359994,25,25,3,1,0,0,0,171.2,702,146,52,50,11,51,1,8,3,0,154,"Shosei Togo","sa3063629",
"Kazuya Ojima ","Marines (NPB)",25,3,11,3.139534995129075,24,24,0,0,0,0,0,143.1,599,140,57,50,10,43,1,4,1,0,89,"Kazuya Ojima","sa3063638",
"Yugo Bandoh ","Hawks (NPB)",26,3,3,3.1764706530335505,25,7,2,1,0,0,0,62.1,255,45,22,22,8,24,1,2,0,0,48,"Yugo Bandoh","sa3063645",
"Atsuki Yuasa ","Tigers (NPB)",22,2,3,1.0862069679922544,59,0,0,0,0,2,27,58,221,38,7,7,1,12,0,0,2,0,67,"Atsuki Yuasa","sa3063660",
"Kosei Yoshida ","Fighters (NPB)",21,2,3,4.263158493887438,51,4,0,0,0,1,2,63.1,256,53,30,30,5,23,0,1,4,0,40,"Kosei Yoshida","sa3063677",
"Wataru Matsumoto ","Lions (NPB)",25,7,6,3.192802307034946,21,21,1,0,0,0,0,129.2,536,106,49,46,8,44,1,3,3,0,104,"Wataru Matsumoto","sa3063688",
"Taiga Kamichatani ","BayStars (NPB)",25,3,6,4.725000180244453,13,12,1,1,0,0,0,66.2,278,65,40,35,8,17,3,2,0,1,49,"Taiga Kamichatani","sa3063696",
"Shinichi Ohnuki ","BayStars (NPB)",28,11,8,2.7658538644077106,24,24,0,0,0,0,0,136.2,562,126,48,42,13,36,2,8,4,0,118,"Shinichi Ohnuki","sa3063700",
"Tomohisa Ohzeki ","Hawks (NPB)",24,7,6,2.9309211997444353,21,15,2,2,0,0,0,101.1,409,88,37,33,8,28,0,4,1,1,70,"Tomohisa Ohzeki","sa3063734",
"Hiroya Miyagi ","Buffaloes (NPB)",20,11,8,3.155056287960311,24,24,2,1,0,0,0,148.1,612,137,57,52,11,30,1,6,0,0,127,"Hiroya Miyagi","sa3063746",
"Ryota Takinaka ","Golden Eagles (NPB)",27,2,9,4.615384615384615,15,15,0,0,0,0,0,78,346,94,44,40,12,27,0,3,1,0,42,"Ryota Takinaka","sa3063755",
"Fumiya Motomae ","Marines (NPB)",24,3,2,4.660714285714286,12,11,0,0,0,0,0,56,254,61,32,29,14,26,1,2,2,1,40,"Fumiya Motomae","sa3063765",
"Masato Morishita ","Carp (NPB)",24,10,8,3.1735076433727003,27,27,3,2,0,0,0,178.2,764,195,67,63,13,44,0,8,3,1,133,"Masato Morishita","sa3063771",
"Junya Nishi ","Tigers (NPB)",20,6,3,2.6767243139809125,14,13,1,0,0,0,0,77.1,309,67,24,23,7,19,0,1,2,0,60,"Junya Nishi","sa3063773",
"Hiromu Ise ","BayStars (NPB)",24,3,3,1.7205884283389403,71,0,0,0,1,2,29,68,269,52,14,13,1,17,4,5,2,0,69,"Hiromu Ise","sa3063779",
"Hiroki Ohnishi ","Swallows (NPB)",24,3,2,4.448864118496301,43,1,0,0,0,0,1,58.2,260,74,34,29,8,15,4,2,1,0,42,"Hiroki Ohnishi","sa3063788",
"Masashi Itoh ","Tigers (NPB)",26,9,5,2.6341462434295564,20,20,6,2,0,0,0,136.2,539,119,45,40,10,22,3,2,1,0,92,"Masashi Itoh","sa3063806",
"Takahisa Hayakawa ","Golden Eagles (NPB)",23,5,9,3.8571430399233915,19,19,0,0,0,0,0,107.1,444,105,48,46,19,23,0,3,0,0,86,"Takahisa Hayakawa","sa3063830",
"Hiromi Itoh ","Fighters (NPB)",24,10,9,2.9486080407019526,26,23,2,2,1,0,0,155.2,653,140,60,51,5,49,0,5,5,0,112,"Hiromi Itoh","sa3063835",
"Haruka Nemoto ","Fighters (NPB)",19,3,3,2.521978127698715,13,11,0,0,0,0,0,60.2,254,52,19,17,8,24,0,4,1,0,53,"Haruka Nemoto","sa3063836",
"Iori Yamasaki ","Giants (NPB)",23,5,5,3.143835780723038,20,17,0,0,0,0,1,97.1,410,95,37,34,6,20,1,9,0,0,55,"Iori Yamasaki","sa3063840",
"Naofumi Kizawa ","Swallows (NPB)",24,9,3,2.9431281749221423,55,0,0,0,0,0,5,70.1,284,57,28,23,3,21,1,3,5,0,52,"Naofumi Kizawa","sa3063857",
"Taisei Irie ","BayStars (NPB)",23,5,1,3.0000003633045456,57,0,0,0,0,2,8,63,262,49,23,21,4,26,2,1,2,0,69,"Taisei Irie","sa3063861",
"Shoma Sato ","Marines (NPB)",24,2,6,4.643312214731404,11,9,0,0,0,0,0,52.1,214,48,28,27,4,16,0,1,1,0,28,"Shoma Sato","sa3063868",
"Yoshinobu Mizukami ","Lions (NPB)",23,4,4,1.767857263282862,60,0,0,0,1,3,26,56,218,34,13,11,1,17,1,5,4,0,40,"Yoshinobu Mizukami","sa3063882",
"Yuji Akahoshi ","Giants (NPB)",22,5,5,4.038461933474608,31,13,0,0,0,3,4,78,347,81,50,35,8,32,1,4,0,0,52,"Yuji Akahoshi","sa3063888",
"Taisei Ota ","Giants (NPB)",23,1,3,2.0526315789473686,57,0,0,0,37,1,0,57,221,38,17,13,7,13,0,3,1,0,60,"Taisei Ota","sa3063889",
"Koki Kitayama ","Fighters (NPB)",23,3,5,3.5064941145032114,55,1,0,0,9,2,5,51.1,219,37,21,20,3,28,1,4,1,1,58,"Koki Kitayama","sa3063900",
"Ryuya Matsumoto ","Carp (NPB)",22,4,2,3.5568866337858,50,0,0,0,0,1,1,55.2,240,58,23,22,5,15,1,3,0,0,54,"Ryuya Matsumoto","sa3063915",
"Hiroto Takahashi ","Dragons (NPB)",19,6,7,2.4685714823820164,19,19,0,0,0,0,0,116.2,462,79,34,32,8,42,3,4,1,0,134,"Hiroto Takahashi","sa3063923",
"Chihiro Sumida ","Lions (NPB)",22,1,10,3.7469388921913267,16,14,0,0,0,0,0,81.2,357,90,38,34,4,30,0,1,4,0,73,"Chihiro Sumida","sa3063941",
"Joe Gunkel ","Tigers (NPB)",30,5,5,2.729241802084973,16,16,1,0,0,0,0,92.1,372,80,32,28,6,16,1,3,1,0,52,"Joe Gunkel","sa738176",
