Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Kaito Yoza ","Lions (NPB)",27,1,6,4.135135135135135,14,14,0,0,0,0,0,74,312,70,38,34,9,21,0,5,1,0,35,"Kaito Yoza","sa3063010",
"Takayuki Katoh ","Fighters (NPB)",31,7,9,2.8653062116757204,24,24,3,1,0,0,0,163.1,648,162,59,52,14,16,2,1,2,1,83,"Takayuki Katoh","sa3063076",
"Kenta Uehara ","Fighters (NPB)",29,4,7,2.753289611881136,19,18,0,0,0,0,0,101.1,424,101,40,31,7,22,1,4,0,0,74,"Kenta Uehara","sa3063105",
"Cristopher Mercedes ","Marines (NPB)",29,4,8,3.3266477099158043,22,20,0,0,1,0,0,116.1,483,111,46,43,8,36,0,2,3,0,58,"Cristopher Mercedes","sa3063164",
"Suguru Iwazaki ","Tigers (NPB)",32,3,3,1.767857263282862,60,0,0,0,35,3,5,56,217,32,13,11,3,14,0,2,0,0,62,"Suguru Iwazaki","sa3063177",
"Hiroto Saiki ","Tigers (NPB)",24,8,5,1.8202247581101483,19,18,1,1,0,0,1,118.2,473,88,29,24,8,36,1,2,3,0,107,"Hiroto Saiki","sa3063185",
"Masanori Ishikawa ","Swallows (NPB)",43,2,5,3.9789474483077893,13,12,0,0,0,0,0,63.1,267,75,32,28,11,6,0,0,1,0,22,"Masanori Ishikawa","sa3063224",
"Yasuhiro Ogawa ","Swallows (NPB)",33,10,8,3.375,23,23,0,0,0,0,0,144,579,124,60,54,14,33,2,4,2,0,86,"Yasuhiro Ogawa","sa3063236",
"Keiji Takahashi ","Swallows (NPB)",26,4,9,4.603278803672886,20,20,0,0,0,0,0,101.2,445,104,53,52,20,47,3,6,3,0,94,"Keiji Takahashi","sa3063239",
"Kouya Fujii ","Hawks (NPB)",26,5,3,2.3592233883468254,33,9,0,0,0,2,6,68.2,284,45,21,18,3,32,1,7,1,0,83,"Kouya Fujii","sa3063279",
"Aren Kuri ","Carp (NPB)",31,8,8,2.529636785084501,26,26,3,3,0,0,0,174.1,706,142,58,49,8,49,7,10,2,0,129,"Aren Kuri","sa3063286",
"Daichi Ohsera ","Carp (NPB)",32,6,11,3.609254357139201,23,23,0,0,0,0,0,129.2,539,117,53,52,15,33,4,4,2,0,103,"Daichi Ohsera","sa3063295",
"Hiroki Tokoda ","Carp (NPB)",28,11,7,2.1923076923076925,24,23,2,2,0,0,0,156,636,144,46,38,13,28,1,5,3,0,86,"Hiroki Tokoda","sa3063300",
"Takahiro Matsuba ","Dragons (NPB)",32,1,4,3.2774567919364794,11,11,0,0,0,0,0,57.2,232,55,23,21,1,14,1,1,1,0,20,"Takahiro Matsuba","sa3063343",
"Yuki Nishi ","Tigers (NPB)",32,8,5,3.572307860027976,18,18,2,1,0,0,0,108.1,452,106,47,43,8,24,2,8,0,1,56,"Yuki Nishi","sa3063344",
"Daiki Tajima ","Buffaloes (NPB)",26,6,4,3.085714381804622,13,13,0,0,0,0,0,81.2,338,73,31,28,9,18,0,2,2,0,64,"Daiki Tajima","sa3063350",
"Taisuke Yamaoka ","Buffaloes (NPB)",27,2,1,2.297872526929533,31,12,0,0,3,0,7,94,390,75,26,24,4,33,2,3,7,0,97,"Taisuke Yamaoka","sa3063353",
"Sachiya Yamasaki ","Buffaloes (NPB)",30,11,5,3.245524423331899,23,23,0,0,0,0,0,130.1,537,127,48,47,7,24,0,5,0,0,80,"Sachiya Yamasaki","sa3063354",
"Soichiro Yamazaki ","Buffaloes (NPB)",25,1,1,2.076923229285257,53,0,0,0,9,1,18,52,211,42,12,12,3,18,0,0,0,0,60,"Soichiro Yamazaki","sa3063355",
"Kohei Azuma ","Buffaloes (NPB)",23,6,0,2.0636943176584017,10,8,0,0,0,0,0,52.1,209,45,14,12,2,9,0,5,1,0,40,"Kohei Azuma","sa3063382",
"Naoya Masuda ","Marines (NPB)",33,2,5,3.7125000885128996,58,0,0,0,36,1,2,53.1,222,49,23,22,9,14,1,1,4,0,54,"Naoya Masuda","sa3063396",
"Yuji Nishino ","Marines (NPB)",32,8,5,2.6923076923076925,18,18,1,0,0,0,0,117,464,109,39,35,4,23,0,4,1,0,92,"Yuji Nishino","sa3063401",
"Atsuki Taneichi ","Marines (NPB)",24,10,7,3.424390498790499,23,23,0,0,0,0,0,136.2,571,124,56,52,12,45,1,7,3,0,157,"Atsuki Taneichi","sa3063410",
"Hideaki Wakui ","Dragons (NPB)",37,5,13,3.972972972972973,21,21,0,0,0,0,0,111,479,116,53,49,9,30,1,2,1,0,89,"Hideaki Wakui","sa3063413",
"Shoma Fujihira ","Golden Eagles (NPB)",24,2,4,4.440789696582478,11,11,0,0,0,0,0,50.2,231,50,30,25,5,27,0,1,5,0,42,"Shoma Fujihira","sa3063449",
"Takahide Ikeda ","Fighters (NPB)",28,1,5,3.0397354065078237,51,1,0,0,0,2,18,50.1,195,33,18,17,5,12,0,2,1,0,45,"Takahide Ikeda","sa3063453",
"Wataru Karashima ","Golden Eagles (NPB)",32,1,5,4.55844167135763,10,10,0,0,0,0,0,51.1,224,57,27,26,7,16,0,1,1,0,24,"Wataru Karashima","sa3063455",
"Takayuki Kishi ","Golden Eagles (NPB)",38,9,5,3.066482124074249,20,20,1,1,0,0,0,120.1,506,123,44,41,10,20,0,3,2,0,76,"Takayuki Kishi","sa3063457",
"Manabu Mima ","Marines (NPB)",36,3,9,4.759322280072864,18,18,0,0,0,0,0,98.1,429,106,55,52,13,32,1,3,1,0,67,"Manabu Mima","sa3063460",
"Takahiro Norimoto ","Golden Eagles (NPB)",32,8,8,2.6129032258064515,24,24,0,0,0,0,0,155,636,134,57,45,7,44,0,1,5,0,111,"Takahiro Norimoto","sa3063465",
"Nao Higashihama ","Hawks (NPB)",33,6,7,4.515050282431773,17,17,0,0,0,0,0,99.2,428,114,50,50,6,24,0,0,1,0,73,"Nao Higashihama","sa3063503",
"Shuta Ishikawa ","Hawks (NPB)",31,4,7,4.235294117647059,22,22,1,1,0,0,0,119,523,104,61,56,15,58,2,8,3,0,113,"Shuta Ishikawa","sa3063505",
"Reiji Kozawa ","Swallows (NPB)",25,6,4,3.019736993676085,29,14,1,1,0,0,0,101.1,411,83,38,34,10,29,1,9,1,0,83,"Reiji Kozawa","sa3063511",
"Koutaro Ohtake ","Tigers (NPB)",28,12,2,2.2556963768060516,21,21,1,1,0,0,0,131.2,513,122,36,33,10,12,0,3,0,0,82,"Koutaro Ohtake","sa3063561",
"Katsuki Azuma ","BayStars (NPB)",27,16,3,1.984526170757188,24,24,4,2,0,0,0,172.1,665,149,40,38,14,15,2,1,1,0,133,"Katsuki Azuma","sa3063565",
"Haruhiro Hamaguchi ","BayStars (NPB)",28,3,7,4.5,14,13,1,0,0,0,0,68,304,71,42,34,6,35,1,0,1,0,56,"Haruhiro Hamaguchi","sa3063568",
"Kenta Ishida ","BayStars (NPB)",30,4,9,3.9661016949152543,23,23,0,0,0,0,0,118,500,127,56,52,12,30,1,5,3,0,99,"Kenta Ishida","sa3063572",
"Kentaro Taira ","BayStars (NPB)",27,4,4,3.4887641197111177,11,11,0,0,0,0,0,59.1,246,58,23,23,5,13,2,0,1,0,61,"Kentaro Taira","sa3063587",
"Shosei Togo ","Giants (NPB)",23,12,5,2.3823529411764706,24,24,4,2,0,0,0,170,676,141,49,45,14,39,0,3,2,0,141,"Shosei Togo","sa3063629",
"Kai Yokogawa ","Giants (NPB)",22,4,8,3.948616838937199,20,16,0,0,0,0,0,84.1,348,79,38,37,10,24,0,4,2,0,46,"Kai Yokogawa","sa3063631",
"Kazuya Ojima ","Marines (NPB)",26,10,6,3.524210639526709,25,25,0,0,0,0,0,158.1,657,143,64,62,14,57,0,6,2,0,114,"Kazuya Ojima","sa3063638",
"Yugo Bandoh ","Hawks (NPB)",27,5,4,3.0361448573969514,30,11,0,0,0,0,0,83,349,73,32,28,5,34,0,3,1,0,58,"Yugo Bandoh","sa3063645",
"Sotaro Shimauchi ","Carp (NPB)",26,3,3,2.3142859160754323,62,0,0,0,2,3,27,58.1,235,50,17,15,3,17,0,0,4,1,64,"Sotaro Shimauchi","sa3063665",
"Takuya Yasaki ","Carp (NPB)",28,4,2,2.8051948746816184,54,0,0,0,24,2,2,51.1,221,48,17,16,5,24,5,0,0,0,38,"Takuya Yasaki","sa3063668",
"Wataru Matsumoto ","Lions (NPB)",26,6,8,3.4714286470997107,20,20,1,0,0,0,0,116.2,496,102,48,45,14,48,1,5,3,1,89,"Wataru Matsumoto","sa3063688",
"Taiga Kamichatani ","BayStars (NPB)",26,5,3,2.1093752514571253,46,1,0,0,0,2,2,64,270,53,21,15,3,26,4,4,3,0,54,"Taiga Kamichatani","sa3063696",
"Shinichi Ohnuki ","BayStars (NPB)",29,5,4,2.947598449680275,13,13,1,1,0,0,0,76.1,304,57,27,25,6,18,2,4,0,0,55,"Shinichi Ohnuki","sa3063700",
"Noboru Shimizu ","Swallows (NPB)",26,1,8,2.9815951618029626,56,0,0,0,0,2,30,54.1,220,50,20,18,6,6,2,2,1,0,47,"Noboru Shimizu","sa3063713",
"Carter Stewart, Jr. ","Hawks (NPB)",23,3,6,3.375000221975933,14,14,0,0,0,0,0,77.1,344,70,31,29,7,42,1,1,3,0,67,"Carter Stewart, Jr.","sa3063716",
"Tomohisa Ohzeki ","Hawks (NPB)",25,5,7,2.923566950016069,17,17,2,1,0,0,0,104.2,427,86,36,34,11,35,0,6,1,0,76,"Tomohisa Ohzeki","sa3063734",
"Kenya Suzuki ","Fighters (NPB)",25,6,4,2.6307695395565958,24,12,0,0,0,0,1,65,273,59,24,19,3,21,0,3,0,0,23,"Kenya Suzuki","sa3063738",
"Hiroya Miyagi ","Buffaloes (NPB)",21,10,4,2.2704547029290425,22,22,3,3,0,0,0,146.2,575,107,38,37,7,31,1,5,1,0,122,"Hiroya Miyagi","sa3063746",
"Masato Morishita ","Carp (NPB)",25,9,6,3.0075948205259366,20,20,3,1,0,0,0,131.2,544,127,49,44,10,36,1,2,3,0,94,"Masato Morishita","sa3063771",
"Junya Nishi ","Tigers (NPB)",21,5,2,3.8571431283655917,17,11,1,0,0,0,1,72.1,316,79,33,31,9,28,0,3,0,0,45,"Junya Nishi","sa3063773",
"Hiromu Ise ","BayStars (NPB)",25,4,6,3.2185433715965193,58,0,0,0,2,2,20,50.1,212,54,21,18,6,16,2,0,0,0,43,"Hiromu Ise","sa3063779",
"Hiroki Ohnishi ","Swallows (NPB)",25,2,2,3.6000007490679824,46,0,0,0,0,2,2,55,226,53,23,22,3,12,3,3,2,0,35,"Hiroki Ohnishi","sa3063788",
"Masashi Itoh ","Tigers (NPB)",27,10,5,2.3931819841684505,21,21,3,2,0,0,0,146.2,572,120,40,39,8,21,2,4,3,0,91,"Masashi Itoh","sa3063806",
"Shoki Murakami ","Tigers (NPB)",25,10,6,1.7459584910882502,22,21,2,1,0,0,0,144.1,532,92,30,28,9,15,0,1,0,0,137,"Shoki Murakami","sa3063807",
"Shunpeita Yamashita ","Buffaloes (NPB)",20,9,3,1.6105263157894736,16,16,0,0,0,0,0,95,383,71,21,17,2,30,0,4,4,1,101,"Shunpeita Yamashita","sa3063816",
"Takahisa Hayakawa ","Golden Eagles (NPB)",24,6,7,3.4448276768343082,17,17,0,0,0,0,0,96.2,413,102,42,37,13,27,0,2,0,0,78,"Takahisa Hayakawa","sa3063830",
"Seiryu Uchi ","Golden Eagles (NPB)",21,4,2,2.2771086430477134,53,0,0,0,0,1,6,55.1,222,38,17,14,5,17,2,1,1,1,35,"Seiryu Uchi","sa3063832",
"Hiromi Itoh ","Fighters (NPB)",25,7,10,3.46304359313446,24,24,3,1,0,0,0,153.1,649,147,64,59,11,41,0,8,2,0,134,"Hiromi Itoh","sa3063835",
"Iori Yamasaki ","Giants (NPB)",24,10,5,2.7181208053691277,23,23,3,1,0,0,0,149,586,119,46,45,10,25,3,7,3,0,106,"Iori Yamasaki","sa3063840",
"Ryoji Kuribayashi ","Carp (NPB)",26,3,7,2.923567163121622,55,0,0,0,18,5,8,52.1,210,42,18,17,4,19,2,1,2,0,51,"Ryoji Kuribayashi","sa3063850",
"Naofumi Kizawa ","Swallows (NPB)",25,2,3,2.7169815231872447,56,0,0,0,0,6,11,53,227,42,19,16,3,26,2,5,2,0,49,"Naofumi Kizawa","sa3063857",
"Yuji Akahoshi ","Giants (NPB)",23,5,5,3.391304347826087,12,12,0,0,0,0,0,69,281,70,27,26,5,13,1,4,0,0,64,"Yuji Akahoshi","sa3063888",
"Koki Kitayama ","Fighters (NPB)",24,6,5,3.409091303171251,14,11,0,0,0,0,0,66,273,49,26,25,9,34,1,0,1,2,58,"Koki Kitayama","sa3063900",
"Shohei Mori ","Carp (NPB)",25,4,2,4.529032480992101,12,10,0,0,0,0,0,51.2,224,58,29,26,7,10,0,1,0,1,38,"Shohei Mori","sa3063916",
"Hiroto Takahashi ","Dragons (NPB)",20,7,11,2.5273972602739727,25,25,1,1,0,0,0,146,621,129,52,41,6,51,0,9,8,0,145,"Hiroto Takahashi","sa3063923",
"Chihiro Sumida ","Lions (NPB)",23,9,10,3.435114503816794,22,22,2,1,0,0,0,131,554,123,52,50,11,41,0,7,2,0,128,"Chihiro Sumida","sa3063941",
"Kojiro Yoshimura ","Swallows (NPB)",25,4,2,4.325966942001405,12,11,0,0,0,0,0,60.1,257,66,31,29,9,14,0,2,1,0,46,"Kojiro Yoshimura","sa3063985",
"Kosei Shoji ","Golden Eagles (NPB)",22,5,3,3.3647417193645657,19,19,0,0,0,0,0,109.2,460,90,43,41,6,48,0,5,3,0,93,"Kosei Shoji","sa3063990",
