Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Toshiki Sakurai ","Giants (NPB)",25,8,6,4.320000202824529,29,17,0,0,0,0,0,108.1,472,109,53,52,12,42,0,4,1,0,82,"Toshiki Sakurai","sa3063103",
"Kazuto Taguchi ","Giants (NPB)",23,3,3,4.132653865552214,55,2,0,0,1,1,14,65.1,276,59,30,30,11,18,2,2,2,0,66,"Kazuto Taguchi","sa3063108",
"Cristopher Mercedes ","Giants (NPB)",25,8,8,3.5152356056460903,22,22,0,0,0,0,0,120.1,512,137,49,47,12,28,1,5,2,0,89,"Cristopher Mercedes","sa3063164",
"Kyosuke Takagi ","Giants (NPB)",29,3,1,3.833334145722738,55,0,0,0,0,1,8,54,220,51,23,23,11,13,2,0,1,0,48,"Kyosuke Takagi","sa3063166",
"Daiki Enokida ","Lions (NPB)",32,4,3,6.521739130434782,13,13,0,0,0,0,0,69,319,86,54,50,12,21,0,9,2,0,33,"Daiki Enokida","sa3063170",
"Minoru Iwata ","Tigers (NPB)",35,3,4,4.519313452702255,14,14,1,0,0,0,0,77.2,336,90,46,39,13,21,0,3,2,0,43,"Minoru Iwata","sa3063176",
"Suguru Iwazaki ","Tigers (NPB)",28,3,0,1.0062112993289283,48,0,0,0,0,0,19,53.2,204,24,11,6,5,17,1,3,1,0,58,"Suguru Iwazaki","sa3063177",
"Ryoma Matsuda ","Hawks (NPB)",25,2,4,3.807693145684421,51,1,0,0,0,2,2,52,230,41,23,22,8,32,0,3,0,1,57,"Ryoma Matsuda","sa3063179",
"Kouki Moriya ","Tigers (NPB)",25,2,2,3.0000006357830125,57,0,0,0,0,0,3,54,217,45,19,18,3,17,3,0,2,0,53,"Kouki Moriya","sa3063181",
"Hiroya Shimamoto ","Tigers (NPB)",26,4,0,1.6685395761506376,63,0,0,0,1,2,9,59.1,229,42,13,11,4,14,0,4,0,0,60,"Hiroya Shimamoto","sa3063186",
"Haruto Takahashi ","Tigers (NPB)",23,3,9,3.7750760753846344,19,18,0,0,0,0,0,109.2,474,115,56,46,9,38,2,0,4,0,125,"Haruto Takahashi","sa3063188",
"Daichi Takeyasu ","Buffaloes (NPB)",24,3,2,4.5,10,10,1,1,0,0,0,54,234,63,28,27,5,17,0,5,1,0,37,"Daichi Takeyasu","sa3063189",
"Ryo Akiyoshi ","Fighters (NPB)",30,0,5,2.961290468340989,53,0,0,0,25,1,0,51.2,212,38,19,17,6,19,3,2,0,0,48,"Ryo Akiyoshi","sa3063220",
"Juri Hara ","Swallows (NPB)",25,3,7,4.864864864864865,12,12,1,0,0,0,0,74,322,85,44,40,10,19,1,5,5,0,57,"Juri Hara","sa3063221",
"Masanori Ishikawa ","Swallows (NPB)",39,8,6,3.8364612829484006,23,23,0,0,0,0,0,124.1,514,117,57,53,18,26,2,4,2,1,88,"Masanori Ishikawa","sa3063224",
"Kazuki Kondoh ","Swallows (NPB)",35,3,3,3.5660382491832587,59,0,0,0,0,5,12,53,245,57,23,21,6,32,4,0,2,0,54,"Kazuki Kondoh","sa3063228",
"Yasuhiro Ogawa ","Swallows (NPB)",29,5,12,4.565762295064734,26,26,2,1,0,0,0,159.2,686,173,91,81,26,36,0,2,1,0,132,"Yasuhiro Ogawa","sa3063236",
"Keiji Takahashi ","Swallows (NPB)",22,4,6,5.758741565983996,20,19,0,0,0,0,0,95.1,438,99,68,61,14,53,2,8,5,0,99,"Keiji Takahashi","sa3063239",
"Yugo Umeno ","Swallows (NPB)",20,2,3,3.724138070999599,68,0,0,0,4,2,16,67.2,282,55,34,28,7,25,0,1,4,0,77,"Yugo Umeno","sa3063242",
"Hiroki Yamada ","Swallows (NPB)",30,5,4,3.8983960400256836,14,11,0,0,0,0,0,62.1,268,70,29,27,10,16,1,1,1,0,45,"Hiroki Yamada","sa3063244",
"Makoto Aduwa ","Carp (NPB)",20,3,5,4.320000119850856,19,14,1,0,0,0,0,91.2,404,101,52,44,14,27,0,4,2,0,52,"Makoto Aduwa","sa3063277",
"Aren Kuri ","Carp (NPB)",27,8,8,3.508474803114733,27,19,1,1,0,1,2,118,498,107,50,46,11,41,0,4,1,0,96,"Aren Kuri","sa3063286",
"Yusuke Nomura ","Carp (NPB)",30,6,5,4.059440776021505,18,18,0,0,0,0,0,95.1,414,96,52,43,6,34,2,2,0,0,65,"Yusuke Nomura","sa3063293",
"Daichi Ohsera ","Carp (NPB)",28,11,9,3.5307693343755084,26,25,6,2,0,0,0,173.1,712,176,72,68,22,35,2,4,4,0,136,"Daichi Ohsera","sa3063295",
"Hiroki Tokoda ","Carp (NPB)",24,7,6,2.964200693222497,25,24,1,0,0,0,0,139.2,590,131,54,46,17,48,3,5,2,0,101,"Hiroki Tokoda","sa3063300",
"Chihiro Kaneko ","Fighters (NPB)",35,8,7,3.0364742345485105,26,19,0,0,0,0,1,109.2,460,106,42,37,10,40,0,0,2,0,75,"Chihiro Kaneko","sa3063337",
"Hirotoshi Masui ","Buffaloes (NPB)",35,1,4,4.827814691501003,53,0,0,0,18,4,8,50.1,230,51,29,27,5,24,3,1,1,0,64,"Hirotoshi Masui","sa3063342",
"Yuki Nishi ","Tigers (NPB)",28,10,8,2.924564883221119,26,26,1,1,0,0,0,172.1,702,159,60,56,12,36,2,9,2,0,112,"Yuki Nishi","sa3063344",
"Kohei Suzuki ","Buffaloes (NPB)",25,4,6,4.309446468263631,19,19,0,0,0,0,0,102.1,451,100,56,49,15,49,0,3,4,0,88,"Kohei Suzuki","sa3063348",
"Taisuke Yamaoka ","Buffaloes (NPB)",23,13,4,3.7058823529411766,26,26,2,0,0,0,0,170,699,154,77,70,16,45,1,4,2,0,154,"Taisuke Yamaoka","sa3063353",
"Sachiya Yamasaki ","Buffaloes (NPB)",26,2,3,4.500000635782968,36,2,0,0,0,1,0,54,236,49,27,27,6,28,3,3,2,0,37,"Sachiya Yamasaki","sa3063354",
"Tsubasa Sakakibara ","Buffaloes (NPB)",20,3,4,2.7226892501888273,13,13,1,0,0,0,0,79.1,333,64,29,24,5,37,0,5,6,0,59,"Tsubasa Sakakibara","sa3063384",
"Kuan-Yu Chen ","Marines (NPB)",28,1,1,3.6315794334517943,44,0,0,0,0,1,3,57,253,54,28,23,2,27,3,2,2,0,45,"Kuan-Yu Chen","sa3063389",
"Kota Futaki ","Marines (NPB)",23,7,10,4.4067360996966665,22,22,1,0,0,0,0,128.2,538,127,68,63,16,30,0,6,3,0,115,"Kota Futaki","sa3063392",
"Ayumu Ishikawa ","Marines (NPB)",31,8,5,3.6404495162202966,27,17,0,0,0,1,2,118.2,503,129,50,48,9,28,1,4,2,0,81,"Ayumu Ishikawa","sa3063393",
"Daiki Iwashita ","Marines (NPB)",22,5,3,3.6435988082937913,21,17,0,0,0,0,1,96.1,406,80,44,39,14,47,1,2,2,0,74,"Daiki Iwashita","sa3063394",
"Naoya Masuda ","Marines (NPB)",29,4,5,2.1477273658287466,60,0,0,0,27,2,0,58.2,229,36,15,14,5,22,2,2,1,0,56,"Naoya Masuda","sa3063396",
"Yuji Nishino ","Marines (NPB)",28,2,3,2.9571428571428573,37,6,1,1,2,1,2,70,277,56,23,23,6,23,0,0,1,0,64,"Yuji Nishino","sa3063401",
"Tomohito Sakai ","Marines (NPB)",26,5,4,4.369942678323942,54,0,0,0,0,2,14,57.2,248,51,28,28,9,25,4,1,1,0,60,"Tomohito Sakai","sa3063405",
"Atsuki Taneichi ","Marines (NPB)",20,8,2,3.2400000706263965,26,17,0,0,0,1,2,116.2,506,114,47,42,11,51,1,2,5,0,135,"Atsuki Taneichi","sa3063410",
"Taiki Tojo ","Marines (NPB)",27,1,0,3.783440409724827,58,0,0,0,0,2,9,52.1,232,52,26,22,7,21,1,7,1,0,53,"Taiki Tojo","sa3063411",
"Hideaki Wakui ","Marines (NPB)",33,3,7,4.5,18,17,2,1,0,0,0,104,462,121,58,52,14,27,1,6,3,0,87,"Hideaki Wakui","sa3063413",
"Koji Aoyama ","Golden Eagles (NPB)",35,2,4,2.70000025749209,62,0,0,0,0,2,9,53.1,208,37,16,16,8,18,4,0,1,0,36,"Koji Aoyama","sa3063448",
"Wataru Karashima ","Golden Eagles (NPB)",28,9,6,4.142045634098297,27,18,0,0,0,0,1,117.1,518,119,59,54,14,57,3,0,1,0,84,"Wataru Karashima","sa3063455",
"Yasunori Kikuchi ","Carp (NPB)",29,1,3,2.8032788638304953,58,0,0,0,0,0,10,61,240,39,21,19,4,23,2,0,4,0,43,"Yasunori Kikuchi","sa3063456",
"Takayuki Kishi ","Golden Eagles (NPB)",34,3,5,3.5551602388744485,15,15,0,0,0,0,0,93.2,381,80,37,37,12,25,1,1,1,0,86,"Takayuki Kishi","sa3063457",
"Manabu Mima ","Golden Eagles (NPB)",32,8,5,4.009280600517942,25,25,2,0,0,0,0,143.2,600,146,69,64,19,24,0,4,3,0,112,"Manabu Mima","sa3063460",
"Kohei Morihara ","Golden Eagles (NPB)",27,4,2,1.9687501173466515,64,0,0,0,0,3,18,64,255,47,15,14,3,18,1,1,0,0,65,"Kohei Morihara","sa3063462",
"Takahiro Norimoto ","Golden Eagles (NPB)",28,5,5,2.7794117647058822,12,12,0,0,0,0,0,68,269,58,27,21,7,10,0,3,1,1,67,"Takahiro Norimoto","sa3063465",
"Takahiro Shiomi ","Golden Eagles (NPB)",30,3,1,3.1558442340168207,9,8,0,0,0,0,0,51.1,197,42,18,18,6,9,0,0,1,0,47,"Takahiro Shiomi","sa3063467",
"Ryota Ishibashi ","Golden Eagles (NPB)",28,8,7,3.816754079159805,28,19,0,0,0,1,0,127.1,535,116,60,54,20,35,0,6,5,0,71,"Ryota Ishibashi","sa3063500",
"Livan Moinelo ","Hawks (NPB)",23,3,1,1.5168540626143605,60,0,0,0,4,4,31,59.1,245,37,13,10,4,25,1,6,3,0,86,"Livan Moinelo","sa3063513",
"Yuito Mori ","Hawks (NPB)",27,2,3,2.207547169811321,54,0,0,0,35,4,1,53,213,40,13,13,5,13,1,2,1,0,59,"Yuito Mori","sa3063514",
"Jumpei Takahashi ","Hawks (NPB)",22,3,2,2.6470592195188067,45,0,0,0,0,1,9,51,205,36,17,15,4,17,2,5,2,0,58,"Jumpei Takahashi","sa3063520",
"Rei Takahashi ","Hawks (NPB)",23,12,6,3.335664335664336,23,23,0,0,0,0,0,143,584,114,56,53,10,49,0,11,3,1,73,"Rei Takahashi","sa3063521",
"Shota Takeda ","Hawks (NPB)",26,5,3,4.554217286095427,32,12,0,0,1,1,8,83,361,78,48,42,6,40,0,4,2,0,70,"Shota Takeda","sa3063522",
"Koutaro Ohtake ","Hawks (NPB)",24,5,4,3.8207547169811322,17,17,1,0,0,0,0,106,442,111,47,45,13,20,1,4,0,1,72,"Koutaro Ohtake","sa3063561",
"Haruhiro Hamaguchi ","BayStars (NPB)",24,6,5,3.170040681663895,17,16,2,2,0,0,1,82.1,341,59,33,29,8,38,1,3,1,0,85,"Haruhiro Hamaguchi","sa3063568",
"Shoichi Inoh ","BayStars (NPB)",33,4,5,4.757142857142857,15,14,0,0,0,0,0,70,309,74,43,37,5,28,3,3,3,1,50,"Shoichi Inoh","sa3063571",
"Kenta Ishida ","BayStars (NPB)",26,4,1,2.144860195420202,40,7,0,0,0,0,6,71.1,285,59,19,17,7,21,4,0,2,0,78,"Kenta Ishida","sa3063572",
"Yuki Kuniyoshi ","BayStars (NPB)",27,5,3,4.802884967722157,53,1,0,0,0,3,4,69.1,299,62,37,37,9,28,2,2,3,0,81,"Yuki Kuniyoshi","sa3063576",
"Kazuki Mishima ","BayStars (NPB)",29,5,4,4.334862992153761,71,0,0,0,0,5,19,72.2,309,67,36,35,10,31,4,0,2,0,62,"Kazuki Mishima","sa3063579",
"Kentaro Taira ","BayStars (NPB)",23,5,6,4.114285714285714,15,14,0,0,0,0,0,70,289,68,34,32,9,17,2,0,0,1,55,"Kentaro Taira","sa3063587",
"Yasuaki Yamasaki ","BayStars (NPB)",26,3,2,1.95,61,0,0,0,30,5,0,60,243,44,18,13,6,19,2,0,0,0,54,"Yasuaki Yamasaki","sa3063589",
"Yuki Takahashi ","Giants (NPB)",22,5,7,3.193548387096774,18,18,0,0,0,0,0,93,395,70,34,33,14,48,1,5,1,0,89,"Yuki Takahashi","sa3063628",
"Kazuya Ojima ","Marines (NPB)",22,3,5,4.306748567048724,10,10,0,0,0,0,0,54.1,232,55,28,26,5,20,0,1,0,0,45,"Kazuya Ojima","sa3063638",
"Hiroshi Kaino ","Hawks (NPB)",22,2,5,4.14204590342759,65,0,0,0,8,4,21,58.2,253,49,28,27,6,34,1,4,3,0,73,"Hiroshi Kaino","sa3063647",
"Yudai Aranishi ","Buffaloes (NPB)",26,1,4,5.574193822759509,13,8,0,0,0,0,0,51.2,221,55,32,32,6,18,0,2,1,0,42,"Yudai Aranishi","sa3063678",
"Wataru Matsumoto ","Lions (NPB)",22,7,4,4.535156520316393,16,16,0,0,0,0,0,85.1,384,87,47,43,11,46,1,2,8,0,65,"Wataru Matsumoto","sa3063688",
"Taiga Kamichatani ","BayStars (NPB)",22,7,6,3.962686567164179,25,24,1,1,0,0,0,134,584,136,68,59,14,51,6,3,3,1,102,"Taiga Kamichatani","sa3063696",
"Shinichi Ohnuki ","BayStars (NPB)",25,6,5,4.995000190544135,15,15,0,0,0,0,0,66.2,302,81,38,37,7,25,3,2,1,0,54,"Shinichi Ohnuki","sa3063700",
"Kyle Regnault ","Carp (NPB)",30,6,3,3.3370789377515933,52,0,0,0,0,1,10,59.1,265,53,25,22,7,34,7,3,0,1,67,"Kyle Regnault","sa526832",
"Bryan Rodriguez ","Fighters (NPB)",27,6,7,3.251824998609167,34,10,0,0,1,1,8,91.1,383,89,36,33,7,27,3,4,5,0,55,"Bryan Rodriguez","sa550590",
"Geronimo Franzua ","Carp (NPB)",25,8,6,2.762790795713586,67,0,0,0,12,10,9,71.2,308,55,29,22,8,32,5,7,1,0,94,"Geronimo Franzua","sa597245",
