"bpid","mlbid","Name","Age","Season","Team","Games","Innings","Fielded Plays","RDA Outs","Range Out Score","Attempt Range","THR Opps","THR Rate","RDA","THR","CDA","DRP"
150551,694212,"Samuel Basallo",20,2025,"BAL",24,196.7,10,0,-0.3,0,,,0,,-0.6,-0.6
158731,800311,"Didier Fuentes",20,2025,"ATL",4,13,,,,,,,,,0,
170244,805811,"Bryce Eldridge",20,2025,"SF",4,34,4,0,-0.1,-1,,,0,,0,0
147956,691406,"Junior Caminero",21,2025,"TB",148,1259.3,337,-0.7,-0.2,-2,,,-0.5,,0,-0.5
150534,694192,"Jackson Chourio",21,2025,"MIL",129,1138.7,464,-7.2,-2.2,,111,0,-6,0,0,-5.9
150544,694203,"Denzer Guzman",21,2025,"LAA",13,110,39,-0.3,-0.9,0,,,-0.2,,0,-0.2
150547,694208,"Moisés Ballesteros",21,2025,"CHC",2,10,,,,,,,,,0,0
150806,699134,"Bradgley Rodriguez",21,2025,"SD",7,7.7,2,0,0.1,,,,0,,0,0
151195,695600,"Carter Jensen",21,2025,"KC",10,66.7,1,0,-0.2,,,,0,,0.1,0.1
153071,702056,"Trey Yesavage",21,2025,"TOR",3,14,,,,,,,,,0,
153283,702674,"Caden Dana",21,2025,"LAA",7,32.3,2,0,-0.3,,,,0,,0,0
153804,701350,"Roman Anthony",21,2025,"BOS",52,442.3,133,1.5,1.9,,9,-0.007,1.2,-0.1,0,1.2
153843,701398,"Sal Stewart",21,2025,"CIN",17,114,31,0.1,0,0,,,0.1,,0,0.1
157293,702284,"Cole Young",21,2025,"SEA",74,623,190,0.2,0.1,0,,,0.1,,0,0.1
157722,702616,"Jackson Holliday",21,2025,"BAL",145,1259.7,404,-5.2,-1.4,-1.5,1,0,-3.7,0,0,-3.7
111669,682634,"Kevin Alcántara",22,2025,"CHC",7,37,8,0,-0.3,,,,0,,0,0
141799,683357,"Owen Caissie",22,2025,"CHC",8,50.3,22,-0.1,-0.7,,,,-0.1,,0,-0.1
141891,683409,"Angel Chivilli",22,2025,"COL",43,58.7,8,0,-0.6,,,,0,,0,0
147897,691185,"Maximo Acosta",22,2025,"MIA",19,160.3,47,-0.3,-0.7,0.3,,,-0.2,,0,-0.2
147898,691182,"Adael Amador",22,2025,"COL",41,309.3,108,-0.9,-0.8,-8,,,-0.6,,0,-0.6
147900,691176,"Jasson Domínguez",22,2025,"NYY",100,793,305,-6.4,-3.7,,53,-0.002,-5.3,-0.1,0,-5.4
147988,691373,"Jhostynxon Garcia",22,2025,"BOS",4,25,5,0,0.1,,,,0,,0,0
148008,691251,"Andry Lara",22,2025,"WSH",9,14.3,3,0,0,,,,0,,0,0
148109,691441,"Cristian Mena",22,2025,"AZ",3,6.7,1,0,0.8,,,,0,,0,0
148223,691587,"Eury Pérez",22,2025,"MIA",20,95.3,7,0,-0.1,,,,0,,0,0
148246,691594,"Javier Sanoja",22,2025,"MIA",115,785,285,0.8,0.2,1.2,23,0.002,0.5,0,0,0.6
148298,691781,"Brady House",22,2025,"WSH",72,615.3,194,0.2,0.1,0,,,0.1,,0,0.1
148300,691783,"Jordan Lawlar",22,2025,"AZ",18,121,44,-0.1,-0.2,0.5,,,-0.1,,0,-0.1
148304,691785,"Marcelo Mayer",22,2025,"BOS",44,308.7,79,0.1,0.2,-1,,,0.1,,0,0.1
148307,691777,"Max Muncy",22,2025,"ATH",60,491.7,140,-0.7,-0.5,-1.2,2,0,-0.5,0,0,-0.5
148424,692030,"Jose Corniell",22,2025,"TEX",1,1.7,1,0,0.3,,,,0,,0,0
148648,694497,"Evan Carter",22,2025,"TEX",60,460,167,4.5,4.1,,19,-0.001,3.7,0,0,3.7
149874,696030,"Alejandro Osuna",22,2025,"TEX",56,388,137,0.5,0.7,,4,-0.005,0.4,0,0,0.4
150017,700337,"Edgar Quero",22,2025,"CWS",72,579,12,0,-0.3,,,,0,,-9.1,-9.1
150294,692585,"Yanquiel Fernández",22,2025,"COL",22,147,84,-2.4,-4.7,,,,-2,,0,-2
151206,701538,"Jackson Merrill",22,2025,"SD",114,1001.3,431,-2.2,-0.8,,61,0.006,-1.8,0.4,0,-1.5
151225,695578,"James Wood",22,2025,"WSH",123,1067.3,406,4.9,2.1,,72,0.001,4.1,0.1,0,4.1
151426,696149,"Bubba Chandler",22,2025,"PIT",7,31.3,3,0,-0.3,,,,0,,0,0
151486,695670,"Harry Ford",22,2025,"SEA",4,14,1,0,-0.2,,,,0,,-0.1,-0.1
151488,700363,"AJ Smith-Shawver",22,2025,"ATL",9,44.3,6,0,0.1,,,,0,,0,0
151521,695734,"Daylen Lile",22,2025,"WSH",75,624.3,275,-6.5,-4.1,,24,-0.005,-5.4,-0.1,0,-5.5
151544,700246,"Carson Williams",22,2025,"TB",32,255.7,85,-0.2,-0.2,-1,,,-0.1,,0,-0.1
151613,695549,"Jackson Jobe",22,2025,"DET",10,49,6,0,-0.4,,,,0,,0,0
151625,695534,"Chase Petty",22,2025,"CIN",3,6,,,,,,,,,0,
151723,695505,"Chase Burns",22,2025,"CIN",13,43.3,5,0,-0.1,,,,0,,0,0
152771,695506,"Jac Caglianone",22,2025,"KC",54,427.3,181,-2.7,-2.5,0.1,17,0,-2.2,0,0,-2.2
153809,701358,"Cam Smith",22,2025,"HOU",132,1079.3,390,5.5,2.4,,80,-0.004,4.6,-0.3,0,4.2
153974,701762,"Nick Kurtz",22,2025,"ATH",112,970.7,185,-0.8,-0.4,4,,,-0.6,,0,-0.6
156087,691720,"Kyle Karros",22,2025,"COL",42,343.3,108,0.3,0.4,3,,,0.2,,0,0.2
157008,695681,"Christian Moore",22,2025,"LAA",53,411.7,128,-0.4,-0.3,0,,,-0.3,,0,-0.3
160614,696270,"Ryan Johnson",22,2025,"LAA",14,14.7,1,0,0,,,,0,,0,0
161459,801139,"Payton Tolle",22,2025,"BOS",7,16.3,1,0,-0.1,,,,0,,0,0
162781,804636,"Jonah Tong",22,2025,"NYM",5,18.7,2,0,-0.3,,,,0,,0,0
163722,805373,"Nacho Alvarez Jr.",22,2025,"ATL",58,495.3,147,0,0,-4,,,0,,0,0
166694,806960,"Luis Morales",22,2025,"ATH",10,48.7,3,0,-0.1,,,,0,,0,0
170199,807712,"Luke Keaschall",22,2025,"MIN",41,360,131,-0.8,-0.7,1,,,-0.6,,0,-0.6
111462,682668,"Luisangel Acuña",23,2025,"NYM",91,484.3,146,2.2,1.6,9.1,,,1.6,,0,1.6
111885,682626,"Francisco Alvarez",23,2025,"NYM",74,596,18,0,-0.1,,,,0,,0.1,0.1
112555,679883,"Luinder Avila",23,2025,"KC",13,14,,,,,,,,,0,
113517,682653,"Warming Bernabel",23,2025,"COL",37,298.7,75,-0.5,-0.8,1,,,-0.4,,0,-0.4
116377,682729,"Jonatan Clase",23,2025,"TOR",31,254.3,102,-0.3,-0.4,,36,0.001,-0.2,0,0,-0.2
117798,682829,"Elly De La Cruz",23,2025,"CIN",158,1382,498,-1,-0.2,11,1,-0.001,-0.7,0,0,-0.7
118994,679922,"Carlos Duran",23,2025,"ATH",1,0.3,,,,,,,,,0,
121867,682790,"Wikelman González",23,2025,"CWS",16,20.3,1,0,-0.3,,,,0,,0,0
127835,682622,"Noelvi Marte",23,2025,"CIN",89,732.7,245,-0.3,-0.2,0.2,,,-0.2,,0,-0.2
127926,682657,"Angel Martínez",23,2025,"CLE",136,1057.7,417,-1.9,-0.7,-0.2,75,0.002,-1.5,0.2,0,-1.3
128054,679885,"Justin Martinez",23,2025,"AZ",17,15.3,3,0,0,,,,0,,0,0
128307,682641,"Luis Matos",23,2025,"SF",50,394,158,-0.7,-0.7,,32,-0.002,-0.6,-0.1,0,-0.6
130914,678877,"Jhonkensy Noel",23,2025,"CLE",67,351,147,-2,-2.3,0,50,0.01,-1.7,0.5,0,-1.2
131840,677347,"Kyren Paris",23,2025,"LAA",42,341,135,-1,-1.1,0,35,-0.003,-0.8,-0.1,0,-0.9
133524,682663,"Agustín Ramírez",23,2025,"MIA",73,605.7,10,0,-0.3,,,,0,,-6.8,-6.8
133655,682868,"Bryan Ramos",23,2025,"CWS",4,28,7,0,-0.5,0,,,0,,0,0
139025,678662,"Ezequiel Tovar",23,2025,"COL",95,800.7,303,0.6,0.2,1,1,-0.001,0.4,0,0,0.4
141711,683155,"Joey Estes",23,2025,"ATH",3,11,,,,,,,,,0,
142066,683618,"Edgardo Henriquez",23,2025,"LAD",22,19,5,0,0.1,,,,0,,0,0
142085,683627,"Anthony Molina",23,2025,"COL",17,34.7,5,0,1.1,,,,0,,0,0
142588,683748,"Victor Mesa Jr.",23,2025,"MIA",15,92.3,42,-0.2,-0.6,,6,0,-0.2,0,0,-0.2
144172,687231,"Darell Hernaiz",23,2025,"ATH",51,438.7,132,-0.3,-0.3,-1.1,,,-0.2,,0,-0.2
144717,687637,"Dylan Beavers",23,2025,"BAL",35,300.3,108,0.7,1.1,,,,0.6,,0,0.6
145915,689254,"Mason Fluharty",23,2025,"TOR",55,52.7,1,0,-0.1,,,,0,,0,0
147751,690953,"Mick Abel",23,2025,,10,39,2,0,-0.3,,,,0,,0,0
147776,686611,"Dylan Crews",23,2025,"WSH",83,713,314,8,4.4,,85,0,6.6,0,0,6.7
147790,690976,"Alex Freeland",23,2025,"LAD",29,216.3,76,-0.2,-0.1,-0.3,,,-0.1,,0,-0.1
147801,690984,"Petey Halpin",23,2025,"CLE",4,15,4,-0.1,-2.1,,,,-0.1,,0,-0.1
147803,690986,"Kyle Harrison",23,2025,,11,35.7,2,0,-0.4,,,,0,,0,0
147804,690987,"Robert Hassell III",23,2025,"WSH",63,473,200,3.1,2.3,,37,0.002,2.6,0.1,0,2.6
147807,690990,"Cade Horton",23,2025,"CHC",23,118,7,0,-0.3,,,,0,,0,0
147813,690993,"Colt Keith",23,2025,"DET",80,583,178,-0.7,-0.4,-0.6,,,-0.5,,0,-0.5
147819,690997,"Nolan McLean",23,2025,"NYM",8,48,8,0,0.1,,,,0,,0,0
147846,691011,"Drew Romo",23,2025,"COL",1,2,,,,,,,,,0,0
147855,691016,"Tyler Soderstrom",23,2025,"ATH",153,1261.7,449,3.1,1.3,0,62,-0.001,2.6,0,0,2.6
147861,691019,"Kyle Teel",23,2025,"CWS",62,502.3,15,0,-0.3,,,,0,,1.2,1.2
147867,691023,"Jordan Walker",23,2025,"STL",108,885.3,357,-4.3,-2,,71,0.004,-3.6,0.3,0,-3.3
147872,691026,"Masyn Winn",23,2025,"STL",129,1107.7,398,-2.2,-0.6,-9,1,-0.001,-1.6,0,0,-1.6
148154,691718,"Pete Crow-Armstrong",23,2025,"CHC",156,1357,629,11.3,2.7,,103,0.002,9.4,0.3,0,9.6
148274,691769,"Philip Abner",23,2025,"AZ",5,3.7,,,,,,,,,0,
148324,691799,"Grant Taylor",23,2025,"CWS",36,36.7,1,0,-0.1,,,,0,,0,0
148363,691951,"Sam Aldegheri",23,2025,"LAA",4,13.7,,,,,,,,,0,
148371,691907,"Tsung-Che Cheng",23,2025,"PIT",3,22,7,0,0.1,0,,,0,,0,0
148616,691723,"Coby Mayo",23,2025,"BAL",73,605.3,112,-0.6,-0.5,-3.6,,,-0.4,,0,-0.4
148617,691728,"Zac Veen",23,2025,"COL",10,85,26,0,0.2,,18,0.002,0,0,0,0
148643,694377,"Nick Yorke",23,2025,"PIT",21,170,68,-0.1,-0.3,0.7,,,-0.1,,0,-0.1
148658,695336,"Thomas Saggese",23,2025,"STL",80,646.3,218,-2.1,-1.1,-2.2,,,-1.5,,0,-1.5
151347,695657,"Colson Montgomery",23,2025,"CWS",71,598,190,0.3,0.1,0.3,,,0.2,,0,0.2
151666,701656,"Logan Henderson",23,2025,"MIL",5,25.3,,,,,,,,,0,
151692,692230,"Carlos Rodriguez",23,2025,"MIL",4,9.7,,,,,,,,,0,
151715,700187,"Troy Taylor",23,2025,"SEA",8,6.7,,,,,,,,,0,
156048,692225,"Kristian Campbell",23,2025,"BOS",66,540.7,186,-2.6,-1.5,-6.1,15,0,-1.9,0,0,-1.9
156461,694728,"Brice Matthews",23,2025,"HOU",13,110.3,31,0,-0.1,0.9,,,0,,0,0
156680,694819,"Jacob Misiorowski",23,2025,"MIL",15,66,5,-0.1,-2.8,,,,-0.1,,0,-0.1
160132,694384,"Nolan Schanuel",23,2025,"LAA",131,1131,228,-2,-0.9,-5.3,2,0,-1.4,0,0,-1.4
160224,694462,"Hurston Waldrep",23,2025,"ATL",10,56.3,6,0,-0.4,,,,0,,0,0
160384,694671,"Wyatt Langford",23,2025,"TEX",133,1160.7,481,7.3,2.6,,81,0.001,6.1,0.1,0,6.1
160972,692216,"C.J. Kayfus",23,2025,"CLE",42,317,96,1,1.7,0.2,,,0.8,,0,0.8
161277,699625,"Jimmy Crooks",23,2025,"STL",14,105.3,5,0,-0.2,,,,0,,-0.3,-0.3
161332,694973,"Paul Skenes",23,2025,"PIT",32,187.7,11,0,-0.3,,,,0,,0,0
161602,801403,"Chase Dollander",23,2025,"COL",21,98,10,0,-0.4,,,,0,,0,0
163439,805779,"Jacob Wilson",23,2025,"ATH",124,1053.7,328,-10.7,-3.5,-10,,,-7.7,,0,-7.7
163779,805367,"Chase Meidroth",23,2025,"CWS",121,1019.3,312,0.5,0.2,-1,,,0.4,,0,0.4
163878,806185,"Hayden Birdsong",23,2025,"SF",21,65.7,5,0,-0.4,,,,0,,0,0
163965,802419,"Thomas Harrington",23,2025,"PIT",3,8.7,2,0,-0.6,,,,0,,0,0
164332,808963,"Roki Sasaki",23,2025,"LAD",10,36.3,2,0,-0.4,,,,0,,0,0
170210,807713,"Matt Shaw",23,2025,"CHC",125,1016,320,3.7,1.3,3,,,2.7,,0,2.7
170375,813349,"Connelly Early",23,2025,"BOS",4,19.3,2,0,-0.3,,,,0,,0,0
173462,820862,"José Fermin",23,2025,"LAA",40,34.3,2,0,-0.3,,,,0,,0,0
110327,675848,"Juan Mejia",24,2025,"COL",55,61.3,6,0,0,,1,0.001,0,0,0,0
110387,672456,"Keider Montero",24,2025,"DET",20,90.7,11,0,-0.4,,,,0,,0,0
111298,677595,"Ronny Mauricio",24,2025,"NYM",53,363,121,0.9,0.8,2.4,,,0.6,,0,0.6
111303,677870,"Leo Jiménez",24,2025,"TOR",16,84,24,0.1,0.3,-0.1,,,0.1,,0,0.1
111305,677592,"Everson Pereira",24,2025,"TB",22,162.7,54,-0.1,-0.3,,,,-0.1,,0,-0.1
111352,682928,"CJ Abrams",24,2025,"WSH",142,1224.3,475,-0.5,-0.1,7,,,-0.4,,0,-0.4
112289,678215,"Luarbert Arias",24,2025,"MIA",7,10.3,,,,,,,,,0,
112765,681460,"Brooks Baldwin",24,2025,"CWS",101,737.7,283,-3.2,-1.8,0,43,0.002,-2.6,0.1,0,-2.5
112947,678489,"Jorge Barrosa",24,2025,"AZ",30,176.3,82,0.8,1.6,,4,0.001,0.7,0,0,0.7
113730,672012,"Tyler Black",24,2025,"MIL",4,19.3,4,0,-0.1,0,,,0,,0,0
114206,671737,"Taj Bradley",24,2025,,27,142.7,11,-0.1,-0.8,,,,-0.1,,0,-0.1
114935,671732,"Lawrence Butler",24,2025,"ATH",150,1236.3,529,-0.4,0,,101,-0.006,-0.3,-0.6,0,-0.9
117444,681168,"Luis Curvelo",24,2025,"TEX",17,19,3,0,-0.1,,,,0,,0,0
120108,680755,"Braydon Fisher",24,2025,"TOR",52,50,5,0,-0.1,,,,0,,0,0
122780,682995,"Hunter Barco",24,2025,"PIT",2,3,,,,,,,,,0,
122787,682998,"Corbin Carroll",24,2025,"AZ",139,1218.3,494,15.9,5.4,,102,0.003,13.2,0.3,0,13.5
122795,682985,"Riley Greene",24,2025,"DET",133,1146.3,481,4.4,1.6,,93,-0.001,3.7,-0.1,0,3.6
122896,671739,"Michael Harris II",24,2025,"ATL",160,1397,606,-0.6,-0.2,,83,0.001,-0.5,0.1,0,-0.4
123218,683002,"Gunnar Henderson",24,2025,"BAL",145,1249.7,472,-2.5,-0.6,4,,,-1.8,,0,-1.8
123722,677956,"Rece Hinds",24,2025,"CIN",14,107.7,47,-0.3,-1.2,,8,0.007,-0.2,0.1,0,-0.2
126791,681432,"Luke Little",24,2025,"CHC",2,2.7,1,0,-0.4,,,,0,,0,0
128864,678554,"Curtis Mead",24,2025,,75,544,124,0.3,0.2,0.5,,,0.2,,0,0.2
129321,682825,"Luis Mey",24,2025,"CIN",23,21,2,0,0,,,,0,,0,0
131720,681624,"Andy Pages",24,2025,"LAD",156,1369,549,2.6,0.8,,112,0.001,2.2,0.1,0,2.2
132154,678894,"Liover Peguero",24,2025,"PIT",29,200.7,61,0,0,-0.1,,,0,,0,0
132337,678821,"Luis Peralta",24,2025,"COL",22,19,1,0,0.1,,,,0,,0,0
133260,682990,"Quinn Priester",24,2025,"MIL",29,157.3,25,0,-0.3,,,,0,,0,0
133479,678882,"Ceddanne Rafaela",24,2025,"BOS",155,1332.3,539,19.3,5.4,0,116,0,16,0,0,16
134616,677587,"Brayan Rocchio",24,2025,"CLE",114,944.3,315,-2.2,-0.7,-1,,,-1.6,,0,-1.6
134822,677594,"Julio Rodríguez",24,2025,"SEA",159,1406.3,614,11.1,2.7,,112,-0.002,9.2,-0.2,0,9
135022,679032,"Johan Rojas",24,2025,"PHI",65,418.7,172,1.5,1.4,,48,-0.001,1.2,0,0,1.2
138565,677588,"José Tena",24,2025,"WSH",49,390.3,119,-2,-1.9,-3.6,1,-0.001,-1.4,0,0,-1.4
139549,671655,"George Valera",24,2025,"CLE",5,32,11,-0.1,-2,,,,-0.1,,0,-0.1
140120,678391,"Jorbit Vivas",24,2025,"NYY",29,178,49,-0.2,-0.5,0,,,-0.1,,0,-0.1
140156,683011,"Anthony Volpe",24,2025,"NYY",153,1303.7,438,3.6,0.9,14,,,2.6,,0,2.6
141257,680573,"Simeon Woods Richardson",24,2025,"MIN",23,111.3,6,0,-0.3,,,,0,,0,0
141319,680736,"Justin Wrobleski",24,2025,"LAD",24,66.7,9,0,-0.1,,,,0,,0,0
141718,683227,"Cody Freeman",24,2025,"TEX",32,241.7,73,0.2,0.1,1.8,,,0.1,,0,0.1
141735,683090,"Matthew Lugo",24,2025,"LAA",26,147.7,57,-1.6,-4.5,,12,-0.001,-1.3,0,0,-1.3
141747,683083,"Nasim Nuñez",24,2025,"WSH",32,224,92,0.3,0.5,1,,,0.2,,0,0.2
141755,683175,"Connor Phillips",24,2025,"CIN",21,25,,,,,,,,,0,
143047,685326,"McCade Brown",24,2025,"COL",7,25.7,5,0,-0.3,,,,0,,0,0
143786,686563,"Jonathan Cannon",24,2025,"CWS",22,103.7,7,0,0,,,,0,,0,0
143959,686948,"Drake Baldwin",24,2025,"ATL",97,759.7,22,0,0.1,,,,0,,-1.7,-1.7
143969,686930,"Mason Barnett",24,2025,"ATH",5,22.3,4,0,-0.3,,,,0,,0,0
144003,687134,"Bradley Blalock",24,2025,"COL",14,58.7,7,-0.1,-1,,,,-0.1,,0,-0.1
144267,686799,"Jack Kochanowicz",24,2025,"LAA",23,111,10,0,-0.1,,,,0,,0,0
144289,686797,"Brooks Lee",24,2025,"MIN",137,1132.7,357,-5.1,-1.5,-4.9,,,-3.7,,0,-3.7
144346,687209,"Zach Maxwell",24,2025,"CIN",8,10,,,,,,,,,0,
144355,686790,"Trevor McDonald",24,2025,"SF",3,15,2,0,-0.1,,,,0,,0,0
144429,687263,"Zach Neto",24,2025,"LAA",125,1078.3,391,1.6,0.5,5,,,1.2,,0,1.2
144449,687074,"Tyler Owens",24,2025,"DET",3,3,,,,,,,,,0,
144455,687223,"Carson Palmquist",24,2025,"COL",9,34.3,4,0,0.9,,,,0,,0,0
144540,687221,"Dalton Rushing",24,2025,"LAD",49,353.3,15,0,-0.1,0,,,0,,-1.8,-1.8
144555,687363,"Victor Scott II",24,2025,"STL",138,1118,506,12.2,3.6,,101,-0.001,10.1,-0.1,0,10.1
144607,687075,"Brandon Sproat",24,2025,"NYM",4,20.7,2,0,-0.3,,,,0,,0,0
144718,687597,"Jordan Beck",24,2025,"COL",139,1159.3,513,-4.6,-1.6,,108,0.004,-3.8,0.4,0,-3.4
144755,687847,"Marc Church",24,2025,"TEX",5,4.7,,,,,,,,,0,
144811,687551,"Drew Gilbert",24,2025,"SF",38,271,124,1.2,1.5,,,,1,,0,1
144849,687863,"Porter Hodge",24,2025,"CHC",36,33,2,0,-0.3,,,,0,,0,0
144940,687529,"Grant McCray",24,2025,"SF",22,73.3,25,0,0.3,,,,0,,0,0
145096,687515,"Colby Thomas",24,2025,"ATH",44,269.7,104,0.1,0.1,,,,0.1,,0,0.1
145156,687931,"Carson Whisenhunt",24,2025,"SF",5,23.3,1,0,0,,,,0,,0,0
145203,688642,"Zach Agnos",24,2025,"COL",30,31.3,3,0,0.1,,,,0,,0,0
145872,688138,"Logan Evans",24,2025,"SEA",16,81.3,4,0,0.1,,,,0,,0,0
146336,690829,"Ben Joyce",24,2025,"LAA",5,4.3,,,,,,,,,0,
146339,690291,"Jace Jung",24,2025,"DET",19,130,53,-0.3,-0.6,2.9,,,-0.2,,0,-0.2
146369,689147,"Orion Kerkering",24,2025,"PHI",69,60,9,0,0,,,,0,,0,0
146515,682988,"Tyler Locklear",24,2025,"AZ",30,256.3,44,-0.4,-0.9,-4,,,-0.3,,0,-0.3
146693,689200,"Jacob Melton",24,2025,"HOU",31,202.7,85,0.1,0.2,,10,-0.001,0.1,0,0,0.1
146945,688363,"Graham Pauley",24,2025,"MIA",62,447.7,154,-0.3,-0.2,1.8,,,-0.2,,0,-0.2
147123,690022,"Ryan Ritter",24,2025,"COL",59,506.7,188,-0.5,-0.3,0.1,,,-0.4,,0,-0.4
147607,689958,"Andrew Walters",24,2025,"CLE",2,1.3,,,,,,,,,0,
148204,682989,"Victor Mederos",24,2025,"LAA",5,17,,,,,,,,,0,
149389,692285,"Luis Guerrero",24,2025,"BOS",13,17.3,,,,,,,,,0,
150972,700270,"Yilber Díaz",24,2025,"AZ",1,3,,,,,,,,,0,
151394,700932,"Kyle Manzardo",24,2025,"CLE",56,459.7,95,-0.4,-0.4,0.2,,,-0.3,,0,-0.3
151438,700241,"Michael McGreevy",24,2025,"STL",17,95.7,16,0.1,0.6,,,,0.1,,0,0.1
151531,697812,"Joe Rock",24,2025,"TB",3,7.7,,,,,,,,,0,
152811,675512,"Troy Melton",24,2025,"DET",16,45.7,5,0,0,,,,0,,0,0
153929,701675,"Nathan Church",24,2025,"STL",26,164.3,82,0.5,1,,,,0.4,,0,0.4
155346,693645,"Cam Schlittler",24,2025,"NYY",14,73,5,0,-0.4,,,,0,,0,0
156820,694918,"Blade Tidwell",24,2025,"NYM",4,15,1,0,-0.3,,,,0,,0,0
158579,800048,"Parker Messick",24,2025,"CLE",7,39.7,3,0,-1.4,,,,0,,0,0
158580,800049,"Adam Mazur",24,2025,"MIA",6,30,3,0,-0.1,,,,0,,0,0
162174,802415,"Chandler Simpson",24,2025,"TB",105,873,325,-4.5,-2,,31,-0.001,-3.7,0,0,-3.8
163702,805300,"Jakob Marsee",24,2025,"MIA",55,475,208,1.7,1.3,,,,1.4,,0,1.4
163734,805904,"Zach Cole",24,2025,"HOU",14,116,45,-0.2,-1,,,,-0.2,,0,-0.2
163793,805123,"AJ Blubaugh",24,2025,"HOU",11,32,4,0,-0.3,,,,0,,0,0
163807,804668,"Rafael Flores",24,2025,"PIT",7,42,8,0,-0.1,0,,,0,,0,0
163990,805427,"Drew Sommers",24,2025,"DET",4,3,,,,,,,,,0,
167784,810938,"Ben Williamson",24,2025,"SEA",85,703,209,1.8,1,-2,,,1.3,,0,1.3
170364,815083,"Mitch Farris",24,2025,"LAA",5,24.3,1,0,0,,,,0,,0,0
108077,666659,"Sauryn Lao",25,2025,,8,11,1,0,0.3,,,,0,,0,0
108552,666619,"Gregory Santos",25,2025,"SEA",8,7,,,,,,,,,0,
109139,671277,"Luis García Jr.",25,2025,"WSH",131,1093.3,383,-5.2,-1.4,-14.8,3,0.026,-3.7,0.1,0,-3.7
109355,672356,"Gabriel Arias",25,2025,"CLE",129,1070.3,362,5,1.5,3.3,2,0,3.6,0,0,3.6
109543,672744,"Alexander Canario",25,2025,"PIT",83,521,230,-3.7,-2.4,,55,0,-3.1,0,0,-3
109622,672710,"Roansy Contreras",25,2025,,5,12.7,1,0,0.4,,,,0,,0,0
109864,672580,"Maikel Garcia",25,2025,"KC",155,1336.7,421,7.9,2.2,9.2,4,0.001,5.7,0,0,5.7
109907,672782,"Yoendrys Gómez",25,2025,,21,62.7,7,0,0.6,,,,0,,0,0
110017,671056,"Iván Herrera",25,2025,"STL",18,132,15,-0.2,-2.1,,,,-0.2,,-0.1,-0.3
110402,672515,"Gabriel Moreno",25,2025,"AZ",75,598,13,0.1,1.1,,1,-0.002,0.1,0,3.8,3.9
110476,672359,"Tirso Ornelas",25,2025,"SD",6,33,14,0,-0.3,,11,-0.001,0,0,0,0
110535,672724,"Oswald Peraza",25,2025,,100,649.7,220,-1.1,-0.6,0.7,,,-0.8,,0,-0.8
110536,672695,"Geraldo Perdomo",25,2025,"AZ",161,1425,490,7.8,1.7,-1,1,-0.001,5.6,0,0,5.6
110551,672761,"Wenceel Pérez",25,2025,"DET",99,817.3,316,1.5,0.9,,30,-0.003,1.2,-0.1,0,1.2
110621,671218,"Heliot Ramos",25,2025,"SF",154,1332.7,497,-8,-2.8,,91,0,-6.6,0,0,-6.6
110685,671286,"Johnathan Rodríguez",25,2025,"CLE",28,177.3,67,-2.3,-5.9,,7,0.004,-1.9,0,0,-1.9
110868,672820,"Lenyn Sosa",25,2025,"CWS",127,1070.7,301,-2.1,-0.7,-2.9,1,0,-1.5,0,0,-1.5
111017,668901,"Mark Vientos",25,2025,"NYM",75,579,175,-5.2,-3.2,-13.2,,,-3.7,,0,-3.7
111079,672582,"Angel Zerpa",25,2025,"KC",69,64.7,12,0,0,,,,0,,0,0
111097,676962,"Ben Brown",25,2025,"CHC",25,106.3,6,-0.1,-1.1,,,,-0.1,,0,-0.1
111154,676679,"Luis Vázquez",25,2025,"BAL",31,139.3,39,-0.1,-0.4,0.6,,,-0.1,,0,-0.1
111177,676282,"Joey Cantillo",25,2025,"CLE",34,95.3,11,0,0.5,,,,0,,0,0
111200,668881,"Hunter Greene",25,2025,"CIN",19,107.7,7,0,-0.3,,,,0,,0,0
111498,677941,"Jordyn Adams",25,2025,"BAL",9,23,10,0,-0.8,,,,0,,0,0
112382,681293,"Spencer Arrighetti",25,2025,"HOU",7,35.3,3,0,0,,,,0,,0,0
112437,677952,"Braxton Ashcraft",25,2025,"PIT",26,69.7,7,0,-0.3,,,,0,,0,0
112639,678225,"Ji Hwan Bae",25,2025,"PIT",9,59.7,24,0.4,2.4,,6,0,0.3,0,0,0.3
112807,677943,"Will Banfield",25,2025,"CIN",7,26,,,,,,,,,0.3,0.3
112867,680718,"Addison Barger",25,2025,"TOR",133,1026.3,324,0.7,0.2,-0.5,22,0.022,0.4,0.5,0,0.9
113344,678368,"Valente Bellozo",25,2025,"MIA",32,81.3,7,0,-0.5,,,,0,,0,0
113835,669208,"Ryan Bliss",25,2025,"SEA",11,98.7,40,0,0,1,,,0,,0,0
114159,671212,"Joe Boyle",25,2025,"TB",13,52,2,0,-0.3,,,,0,,0,0
114818,680732,"Sean Burke",25,2025,"CWS",28,134.3,15,0,0.4,,,,0,,0,0
114867,681347,"Mike Burrows",25,2025,"PIT",23,96,7,0,-0.4,,,,0,,0,0
115660,671213,"Triston Casas",25,2025,"BOS",28,235,44,0,-0.1,-1,2,0,0,0,0,0
116366,672016,"Denzel Clarke",25,2025,"ATH",47,383.7,234,9.6,6.2,,54,-0.002,8,-0.1,0,7.9
117074,681297,"Colton Cowser",25,2025,"BAL",90,766.7,312,-1.2,-0.6,,37,-0.001,-1,-0.1,0,-1
