Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Tyler O'Neill","STL","LF",48,41,344,89,0,0,0,0,0,0,0,0,,,,,,1,,"Tyler O'Neill",15711,641933
"Willy Adames","TBR","SS",53,51,450,53,132,9,4,5,24,15,9,3,,,,,,0.95360825,,"Willy Adames",15986,642715
"Cody Bellinger","LAD","CF",39,38,335.2,103,1,1,0,1,0,0,0,0,,,,,,0.99047619,,"Cody Bellinger",15998,641355
"Trea Turner","WSN","SS",59,59,479.2,77,120,9,6,3,31,16,16,1,,,,,,0.95631068,,"Trea Turner",16252,607208
"Michael Conforto","NYM","RF",52,52,438.1,92,6,0,0,0,0,1,0,0,,,,,,1,,"Michael Conforto",16376,624424
"Rhys Hoskins","PHI","1B",40,40,333.2,315,21,4,4,0,31,2,1,33,1,,,,,0.98823529,,"Rhys Hoskins",16472,656555
"Kyle Schwarber","CHC","LF",48,48,363.1,70,3,0,0,0,0,0,0,0,,,,,,1,,"Kyle Schwarber",16478,656941
"Isiah Kiner-Falefa","TEX","3B",46,42,366.1,32,79,5,4,1,4,4,0,0,,,,,,0.95689655,,"Isiah Kiner-Falefa",16512,643396
"Danny Jansen","TOR","C",43,40,342.1,332,20,2,1,0,1,0,1,1,,20,6,3,8,0.99435028,,"Danny Jansen",16535,643376
"Ramón Laureano","OAK","CF",53,53,447,144,2,0,0,0,0,0,0,0,,,,,,1,,"Ramon Laureano",17128,657656
"Yoán Moncada","CHW","3B",52,51,448,33,101,6,3,3,16,14,3,1,,,,,,0.95714286,,"Yoan Moncada",17232,660162
"Rafael Devers","BOS","3B",57,55,475,30,84,14,5,9,9,9,0,3,,,,,,0.890625,,"Rafael Devers",17350,646240
"Eloy Jiménez","CHW","LF",54,54,453.2,68,0,1,1,0,0,0,0,0,,,,,,0.98550725,,"Eloy Jimenez",17484,650391
"Alex Bregman","HOU","3B",42,41,363.1,23,72,2,1,1,2,2,0,0,,,,,,0.97938144,,"Alex Bregman",17678,608324
"Ian Happ","CHC","CF",51,49,360.2,73,3,0,0,0,0,1,0,0,,,,,,1,,"Ian Happ",17919,664023
"Paul DeJong","STL","SS",45,45,369,52,100,4,1,3,22,9,14,1,,,,,,0.97435897,,"Paul DeJong",18015,657557
"Brian Anderson","MIA","3B",56,55,460,32,119,9,3,6,11,11,0,0,,,,,,0.94375,,"Brian Anderson",18289,605119
"Dansby Swanson","ATL","SS",60,60,513.1,74,152,2,0,2,37,20,18,1,,,,,,0.99122807,,"Dansby Swanson",18314,621020
"Kyle Tucker","HOU","LF",41,40,352,76,1,1,1,0,0,1,0,0,,,,,,0.98717949,,"Kyle Tucker",18345,663656
"Austin Riley","ATL","3B",46,45,383.1,31,95,6,3,3,5,4,1,2,,,,,,0.95454545,,"Austin Riley",18360,663586
"Victor Robles","WSN","CF",52,51,422.2,121,1,0,0,0,0,1,0,0,,,,,,1,,"Victor Robles",18363,645302
"Trent Grisham","SDP","CF",59,57,496.1,134,3,2,1,1,0,1,0,0,,,,,,0.98561151,,"Trent Grisham",18564,663757
"Yuli Gurriel","HOU","1B",55,54,472,412,50,1,1,0,38,4,0,38,1,,,,,0.99784017,,"Yuli Gurriel",19198,493329
"Lourdes Gurriel Jr.","TOR","LF",53,49,437.2,100,3,1,0,1,0,0,0,0,,,,,,0.99038462,,"Lourdes Gurriel Jr.",19238,666971
"Nicky Lopez","KCR","2B",53,50,424,74,135,2,1,1,31,8,25,2,,,,,,0.99052133,,"Nicky Lopez",19339,670032
"Sean Murphy","OAK","C",43,39,339.1,334,14,2,1,1,1,0,1,0,,15,6,4,11,0.99428571,,"Sean Murphy",19352,669221
"Kyle Lewis","SEA","CF",57,56,478.2,133,1,2,1,1,0,0,0,0,,,,,,0.98529412,,"Kyle Lewis",19508,641786
"Fernando Tatis Jr.","SDP","SS",57,57,473.1,72,116,3,1,2,30,14,16,2,,,,,,0.98429319,,"Fernando Tatis Jr.",19709,665487
"Keston Hiura","MIL","2B",49,49,406,66,83,6,2,4,12,6,9,1,,,,,,0.96129032,,"Keston Hiura",20003,669374
"Luis Robert Jr.","CHW","CF",56,55,483,151,2,1,1,0,0,0,0,0,,,,,,0.99350649,,"Luis Robert Jr.",20043,673357
"Evan White","SEA","1B",54,52,443,370,32,1,1,0,33,6,0,32,7,,,,,0.99751861,,"Evan White",20078,657108
