"id","name","pitches","rv_tot","pct_tot","rv_11","pct_11","rv_12","pct_12","rv_13","pct_13","rv_14","pct_14","rv_16","pct_16","rv_17","pct_17","rv_18","pct_18","rv_19","pct_19"
488771,"Castro, Jason",1809,-0.6208348894223468,0.5042613636363636,0,0.3103448275862069,0,0.5161290322580645,0,0.14285714285714285,-1,0.5636363636363636,0,0.6821192052980133,0,0.47619047619047616,0,0.5460992907801419,0,0.31343283582089554
663698,"Bart, Joey",2212,1.361895209661669,0.4934601664684899,0,0.24,-1,0.38,0,0.2765957446808511,0,0.625,0,0.6911764705882353,1,0.4044943820224719,1,0.5157894736842106,1,0.37662337662337664
641929,"Odom, Joseph",1162,-1.7814421315508673,0.4344978165938865,0,0.14285714285714285,0,0.5348837209302325,0,0.2777777777777778,-1,0.5434782608695652,0,0.5555555555555556,-1,0.15625,-1,0.48514851485148514,0,0.30357142857142855
605421,"Pérez, Michael",1830,-1.87513655295537,0.4657320872274143,0,0.2,1,0.6352941176470588,0,0.2571428571428571,0,0.6333333333333333,-1,0.5811965811965812,-1,0.17777777777777778,-1,0.45652173913043476,0,0.20967741935483872
600474,"Severino, Pedro",2504,-4.153678062482876,0.45774647887323944,0,0.2459016393442623,-1,0.3877551020408163,0,0.16279069767441862,0,0.6463414634146342,0,0.6455026455026455,0,0.3384615384615385,-2,0.45217391304347826,0,0.2847222222222222
547379,"Pérez, Roberto",2065,1.8649612258767754,0.5164141414141414,0,0.06976744186046512,0,0.5353535353535354,0,0.2127659574468085,0,0.664179104477612,1,0.7180851063829787,0,0.3111111111111111,0,0.5514705882352942,1,0.3
595978,"Hedges, Austin",1907,1.31651010727157,0.4945652173913043,1,0.21153846153846154,0,0.4588235294117647,0,0.25,0,0.6,0,0.6822916666666666,0,0.2972972972972973,0,0.5478260869565217,1,0.32941176470588235
641924,"Nottingham, Jacob",1263,-0.2453929696742152,0.4989429175475687,0,0.16129032258064516,0,0.4418604651162791,0,0.2631578947368421,0,0.67,0,0.6933333333333334,0,0.3617021276595745,0,0.5588235294117647,0,0.25
572863,"Garneau, Dustin",1098,0.8288338978986733,0.47665847665847666,0,0.2,-1,0.4125,0,0.3181818181818182,1,0.7878787878787878,0,0.625,0,0.4642857142857143,0,0.4852941176470588,0,0.1111111111111111
425772,"Mathis, Jeff",1677,2.4003628368317638,0.4963609898107715,0,0.2222222222222222,1,0.5454545454545454,0,0.2222222222222222,0,0.6216216216216216,1,0.6830985915492958,0,0.3333333333333333,0,0.5258620689655172,0,0.2571428571428571
519390,"Vogt, Stephen",1608,1.4785113814272877,0.52,0,0.3870967741935484,-1,0.375,0,0.26666666666666666,0,0.5714285714285714,1,0.6875,0,0.3076923076923077,0,0.6136363636363636,0,0.359375
572287,"Zunino, Mike",1820,-2.6879641969643098,0.45125348189415043,0,0.10869565217391304,1,0.4824561403508772,0,0.22807017543859648,-1,0.6548672566371682,-1,0.6388888888888888,0,0.2777777777777778,-1,0.4435483870967742,-1,0.22727272727272727
669221,"Murphy, Sean",2949,-0.12526760535257248,0.4961106309420916,0,0.22077922077922077,0,0.44525547445255476,-1,0.12727272727272726,0,0.6601941747572816,1,0.6718146718146718,-1,0.2602739726027397,1,0.5775862068965517,0,0.22033898305084745
620443,"Torrens, Luis",1553,-3.4943311997273137,0.45977011494252873,0,0.20512820512820512,0,0.46875,0,0.2,0,0.6384615384615384,-2,0.5619047619047619,0,0.3709677419354839,0,0.49586776859504134,-1,0.1896551724137931
595453,"Wallach, Chad",1039,-0.5773009044223497,0.4607594936708861,0,0.2413793103448276,0,0.5,0,0.1875,0,0.6428571428571429,-1,0.55,0,0.30612244897959184,0,0.5869565217391305,-1,0.21568627450980393
641598,"Garver, Mitch",1466,-0.430158575035812,0.46415770609318996,0,0.13953488372093023,0,0.46774193548387094,0,0.18518518518518517,-1,0.55,0,0.5842696629213483,0,0.38461538461538464,0,0.5403225806451613,0,0.40540540540540543
545358,"Stassi, Max",2122,1.0477604923333534,0.5051150895140665,0,0.15625,0,0.5116279069767442,0,0.2702702702702703,-1,0.592391304347826,1,0.7301587301587301,0,0.3142857142857143,1,0.5815602836879432,1,0.35135135135135137
521692,"Perez, Salvador",2558,1.0293017379007434,0.48895582329317266,0,0.1794871794871795,0,0.45255474452554745,0,0.14545454545454545,2,0.7624309392265194,0,0.7182320441988951,1,0.36764705882352944,-1,0.43548387096774194,0,0.2636363636363636
605170,"Caratini, Victor",1517,1.254223428652825,0.5238907849829352,0,0.1388888888888889,1,0.5875,0,0.34782608695652173,-1,0.6237623762376238,1,0.672,0,0.43333333333333335,0,0.5703125,0,0.2222222222222222
465041,"Cervelli, Francisco",1113,-1.2646429895160276,0.4806378132118451,0,0.23809523809523808,0,0.425531914893617,0,0.0625,1,0.7012987012987013,0,0.6739130434782609,0,0.27586206896551724,-1,0.4661016949152542,-1,0.15384615384615385
644433,"Tromp, Chadwick",1507,3.2918642775343807,0.5018587360594795,0,0.19047619047619047,0,0.3709677419354839,0,0.17391304347826086,2,0.6982758620689655,-1,0.6276595744680851,1,0.38596491228070173,1,0.5643564356435643,0,0.37209302325581395
