"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Kemp, Matt","461314","2017","-15","21.2","-3.3","-1.6","0.2","-4.7","28","52","11"
"Kepler, Max","596146","2017","6","56.3","0","-0.9","0.7","-0.2","32.1","80","45"
"Kiermaier, Kevin","595281","2017","10","75.5","2.1","1.1","0","3.3","37.2","49","37"
"Kim, Hyun Soo","547957","2017","-3","20","-1.1","-0.9","0.4","-1.5","30.2","35","7"
"Lagares, Juan","501571","2017","6","73","0.9","0.5","-0.3","1.5","34.5","37","27"
"Mahtook, Mikie","543484","2017","0","40.9","0","-0.3","0.5","0.4","33.8","44","18"
"Mancini, Trey","641820","2017","-6","30.8","-1.8","-1.3","0.4","-2.7","29.3","39","12"
"Margot, Manuel","622534","2017","9","58.3","1.6","2","-1","2.6","36.1","72","42"
"Markakis, Nick","455976","2017","-4","37.8","-1.2","-0.5","-0.3","-2","29.7","82","31"
"Marte, Starling","516782","2017","0","48.6","-0.7","-0.4","0.1","-1.1","32.1","35","17"
"Martinez, J.D.","502110","2017","-6","28.3","-1.2","-0.8","0.4","-1.7","30.7","46","13"
"Maybin, Cameron","457727","2017","3","52.8","0.3","0.3","0.3","0.9","34.2","72","38"
"Mazara, Nomar","608577","2017","-3","34.4","-1.1","0","0","-1.1","31.2","64","22"
"McCutchen, Andrew","457705","2017","-5","45.2","-0.1","-2","0.9","-1.2","32.5","84","38"
"Ozuna, Marcell","542303","2017","-1","43.2","-0.3","0.6","0.1","0.4","32.7","81","35"
"Parra, Gerardo","467827","2017","3","51.3","0.6","1.8","-1","1.4","33.6","39","20"
"Pederson, Joc","592626","2017","-5","30.8","-1","-0.7","-0.2","-2","31.2","39","12"
"Pence, Hunter","452254","2017","-2","42.9","-0.4","-0.5","0.3","-0.7","31.9","63","27"
"Peralta, David","444482","2017","-3","43.4","0.1","0.4","0.2","0.7","33.1","76","33"
"Pham, Tommy","502054","2017","7","54.1","1","-0.3","-0.2","0.5","32.8","61","33"
"Pillar, Kevin","607680","2017","-1","46.8","-0.7","-0.6","0.6","-0.8","32.6","77","36"
"Pirela, José","517369","2017","-1","43.6","1.1","1.2","-0.7","1.7","33.5","39","17"
"Piscotty, Stephen","572039","2017","0","52.8","-0.3","-1.1","0.7","-0.8","32.1","36","19"
"Polanco, Gregory","570256","2017","-1","40","0.9","0.3","0.1","1.3","33.8","45","18"
"Pollock, AJ","572041","2017","0","55.6","0","-2.1","0.6","-1.5","32.1","54","30"
"Puig, Yasiel","624577","2017","-3","46.7","-1.3","-1.9","0.8","-2.4","30.3","75","35"
"Reddick, Josh","502210","2017","5","53.6","0.3","0.7","0.4","1.4","33.3","56","30"
"Renfroe, Hunter","592669","2017","-2","37.7","-0.6","0.3","-0.4","-0.8","31.9","61","23"
"Revere, Ben","519184","2017","3","54.1","-0.1","1.4","-1.2","0.1","32.3","37","20"
"Rickard, Joey","572073","2017","4","59","0.5","1.5","-0.6","1.4","34","39","23"
"Rosario, Eddie","592696","2017","-4","36.1","0","0.5","-0.1","0.4","33.5","72","26"
"Santana, Domingo","570267","2017","-6","34","-1.6","0","0.2","-1.3","30.4","50","17"
"Schebler, Scott","594988","2017","0","46.3","0.9","-0.4","-0.3","0.2","32.4","67","31"
"Schwarber, Kyle","656941","2017","-6","30.6","-1.7","-0.4","-0.5","-2.7","29.7","36","11"
"Smith, Mallex","605480","2017","1","54.3","0.5","-0.8","0.7","0.3","33.3","35","19"
"Smith, Seth","452234","2017","-1","43.2","-0.3","0.1","0.6","0.4","33.3","44","19"
"Souza Jr., Steven","519306","2017","7","55.4","1.6","0.7","0.1","2.3","34.6","74","41"
"Span, Denard","452655","2017","-9","33.8","-0.2","-2.1","1","-1.2","32.4","71","24"
"Springer, George","543807","2017","0","41.7","-0.1","0.7","-0.5","0","33.3","72","30"
"Stanton, Giancarlo","519317","2017","-4","41.1","0","-1.2","0.7","-0.5","32.3","73","30"
"Taylor, Chris","621035","2017","2","55.8","0.7","-0.2","-0.1","0.3","33.3","43","24"
"Taylor, Michael A.","572191","2017","7","62.7","1.9","0.8","-0.2","2.5","36.5","59","37"
"Trout, Mike","545361","2017","-6","42.3","-1.2","-2.7","0.8","-3.1","30.6","52","22"
"Upton, Justin","457708","2017","1","43.9","0.2","-0.8","0.9","0.4","32.5","66","29"
"Werth, Jayson","150029","2017","-5","33.3","-1.8","-0.7","0.7","-1.8","31.1","42","14"
"Williams, Nick","608384","2017","-4","25","-0.7","-1.1","-0.8","-2.6","29.4","36","9"
"Yelich, Christian","592885","2017","-1","41.9","0.6","-1.5","0.7","-0.2","33.2","86","36"
"Zimmer, Bradley","605548","2017","3","57.6","0.7","-0.2","0","0.5","33.3","33","19"
