Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Gio Urshela","MIN","3B",136,131,1144.2,100,237,6,1,5,25,21,5,1,,,,,,0.98250729,,"Gio Urshela",10681,570482
"Jurickson Profar","SDP","LF",146,141,1237.2,229,10,4,2,2,0,2,0,0,,,,,,0.98353909,,"Jurickson Profar",10815,595777
"Jonathan Schoop","DET","2B",129,127,1106,207,313,3,3,0,77,25,57,4,,,,,,0.99426386,,"Jonathan Schoop",11265,570731
"Mark Canha","NYM","LF",123,113,981.2,169,2,0,0,0,0,1,0,0,,,,,,1,,"Mark Canha",11445,592192
"Christian Yelich","MIL","LF",115,114,1008.2,189,2,1,1,0,0,1,0,0,,,,,,0.99479167,,"Christian Yelich",11477,592885
"Michael A. Taylor","KCR","CF",123,114,1010,289,8,3,3,0,0,0,0,0,,,,,,0.99,,"Michael A. Taylor",11489,572191
"Manny Machado","SDP","3B",134,132,1143,94,217,11,5,6,24,16,7,4,,,,,,0.96583851,,"Manny Machado",11493,592518
"Nick Castellanos","PHI","RF",121,119,1009.1,217,8,0,0,0,0,3,0,0,,,,,,1,,"Nick Castellanos",11737,592206
"J.T. Realmuto","PHI","C",133,130,1131.2,1151,49,8,1,6,1,7,1,3,,38,30,2,35,0.99337748,,"J.T. Realmuto",11739,592663
"Xander Bogaerts","BOS","SS",146,146,1249.2,171,401,10,6,4,74,45,29,5,,,,,,0.98281787,,"Xander Bogaerts",12161,593428
"Rougned Odor","BAL","2B",129,111,1019.1,209,296,16,8,8,72,25,48,1,,,,,,0.96928983,,"Rougned Odor",12282,596059
"Kolten Wong","MIL","2B",131,115,1030.2,182,255,17,10,7,54,22,33,5,,,,,,0.96255507,,"Kolten Wong",12532,543939
"Marcus Semien","TEX","2B",148,148,1293,252,398,7,1,6,80,32,54,5,,,,,,0.98934551,,"Marcus Semien",12533,543760
"C.J. Cron","COL","1B",121,120,1028,1033,59,7,5,2,106,7,0,112,10,,,,,0.99363057,,"C.J. Cron",12546,543068
"Eugenio Suárez","SEA","3B",130,129,1144,112,226,10,3,7,20,17,4,3,,,,,,0.97126437,,"Eugenio Suarez",12552,553993
"Francisco Lindor","NYM","SS",159,159,1378.2,198,385,9,4,5,78,31,49,2,,,,,,0.9847973,,"Francisco Lindor",12916,596019
"Brandon Nimmo","NYM","CF",151,148,1282.1,304,4,0,0,0,0,1,0,0,,,,,,1,,"Brandon Nimmo",12927,607043
"Javier Báez","DET","SS",133,132,1122.2,187,354,26,9,17,72,43,30,3,,,,,,0.95414462,,"Javier Baez",12979,595879
"Teoscar Hernández","TOR","RF",117,115,966.2,227,10,4,3,1,0,1,0,0,,,,,,0.98340249,,"Teoscar Hernandez",13066,606192
"Josh Bell","- - -","1B",124,120,1044.1,868,83,9,5,4,75,3,0,77,11,,,,,0.990625,,"Josh Bell",13145,605137
"Christian Walker","ARI","1B",150,146,1292,1109,78,5,4,1,95,13,2,97,10,,,,,0.99580537,,"Christian Walker",13419,572233
"José Ramírez","CLE","3B",127,127,1109.2,91,234,10,4,6,25,20,6,2,,,,,,0.97014925,,"Jose Ramirez",13510,608070
"Jesse Winker","SEA","LF",118,113,972,176,5,4,3,1,0,0,0,0,,,,,,0.97837838,,"Jesse Winker",13590,608385
"Patrick Wisdom","CHC","3B",105,103,903,66,187,14,7,7,27,22,5,1,,,,,,0.94756554,,"Patrick Wisdom",13602,621550
"Mookie Betts","LAD","RF",136,133,1154.1,298,8,2,1,1,0,4,0,0,,,,,,0.99350649,,"Mookie Betts",13611,605141
"Jeimer Candelario","DET","3B",117,112,974,75,197,11,6,5,16,12,5,1,,,,,,0.96113074,,"Jeimer Candelario",13621,600869
"Corey Seager","TEX","SS",144,144,1259,176,407,17,10,7,88,48,40,4,,,,,,0.97166667,,"Corey Seager",13624,608369
"Jacob Stallings","MIA","C",110,103,906,918,24,2,0,2,0,0,1,1,,61,14,0,30,0.99788136,,"Jacob Stallings",13723,607732
"Carlos Correa","MIN","SS",132,129,1113.1,157,307,8,2,6,48,27,22,3,,,,,,0.98305085,,"Carlos Correa",14162,621043
"Andrew Velazquez","LAA","SS",124,100,906,106,271,8,2,6,43,26,15,3,,,,,,0.97922078,,"Andrew Velazquez",14196,623205
"Matt Olson","ATL","1B",162,161,1441,1209,101,8,8,0,98,9,2,98,17,,,,,0.9939302,,"Matt Olson",14344,621566
"Ryan McMahon","COL","3B",145,132,1176.1,88,257,17,9,8,27,25,3,1,,,,,,0.95303867,,"Ryan McMahon",15112,641857
"Adam Frazier","SEA","2B",124,113,991.2,191,238,6,5,1,56,17,41,4,,,,,,0.9862069,,"Adam Frazier",15223,624428
"Hunter Renfroe","MIL","RF",118,118,1043.2,210,11,4,2,2,0,2,0,0,,,,,,0.98222222,,"Hunter Renfroe",15464,592669
"J.P. Crawford","SEA","SS",144,143,1254,162,326,14,7,7,64,48,19,4,,,,,,0.97211155,,"J.P. Crawford",15491,641487
"Amed Rosario","CLE","SS",140,139,1241,151,357,12,2,10,55,31,24,7,,,,,,0.97692308,,"Amed Rosario",15518,642708
"José Abreu","CHW","1B",128,128,1136.1,954,51,11,9,1,84,12,1,88,8,,,,,0.98917323,,"Jose Abreu",15676,547989
"Rowdy Tellez","MIL","1B",139,126,1144,946,81,2,1,1,76,7,0,84,10,,,,,0.99805637,,"Rowdy Tellez",15679,642133
"Willy Adames","MIL","SS",136,136,1199.2,178,334,14,3,11,66,38,29,1,,,,,,0.97338403,,"Willy Adames",15986,642715
"Cody Bellinger","LAD","CF",144,135,1223,322,2,3,2,1,0,0,0,0,,,,,,0.99082569,,"Cody Bellinger",15998,641355
"Trea Turner","LAD","SS",160,160,1386.2,174,334,16,7,9,48,31,19,5,,,,,,0.96946565,,"Trea Turner",16252,607208
"Rhys Hoskins","PHI","1B",151,150,1298.1,1098,103,12,8,4,94,9,2,99,8,,,,,0.99010717,,"Rhys Hoskins",16472,656555
"Kyle Schwarber","PHI","LF",139,138,1167,182,3,1,1,0,0,0,0,0,,,,,,0.99462366,,"Kyle Schwarber",16478,656941
"Matt Chapman","TOR","3B",153,151,1344.1,164,263,5,1,4,36,31,6,4,,,,,,0.98842593,,"Matt Chapman",16505,656305
"Isiah Kiner-Falefa","NYY","SS",138,131,1185,149,331,15,9,6,47,30,16,5,,,,,,0.96969697,,"Isiah Kiner-Falefa",16512,643396
"Jonah Heim","TEX","C",111,102,900.2,839,37,3,0,3,0,1,0,2,,57,13,3,41,0.99658703,,"Jonah Heim",16930,641680
"Gleyber Torres","NYY","2B",124,121,1082.2,192,270,7,5,2,47,14,34,2,,,,,,0.98507463,,"Gleyber Torres",16997,650402
"Jorge Mateo","BAL","SS",149,142,1257.1,181,417,17,10,7,86,54,35,3,,,,,,0.97235772,,"Jorge Mateo",17273,622761
"Rafael Devers","BOS","3B",138,137,1186,124,255,14,5,9,25,20,6,3,,,,,,0.96437659,,"Rafael Devers",17350,646240
"Taylor Ward","LAA","RF",125,122,1069,263,5,5,3,2,0,1,0,0,,,,,,0.98168498,,"Taylor Ward",17548,621493
"Myles Straw","CLE","CF",152,144,1309,371,12,2,0,2,0,2,0,0,,,,,,0.99480519,,"Myles Straw",17620,664702
"Alex Bregman","HOU","3B",154,153,1360.1,144,263,7,4,3,35,26,11,2,,,,,,0.98309179,,"Alex Bregman",17678,608324
"Andrew Benintendi","- - -","LF",124,119,1041.1,214,4,0,0,0,0,0,0,0,,,,,,1,,"Andrew Benintendi",17901,643217
"Brendan Rodgers","COL","2B",134,133,1168.1,218,411,10,5,5,95,38,59,2,,,,,,0.98435055,,"Brendan Rodgers",17907,663898
"Ian Happ","CHC","LF",146,142,1233.1,274,8,3,3,0,0,1,0,0,,,,,,0.98947368,,"Ian Happ",17919,664023
"Cedric Mullins","BAL","CF",150,140,1259.2,358,9,0,0,0,0,4,0,0,,,,,,1,,"Cedric Mullins",17929,656775
"Ty France","SEA","1B",127,124,1084.1,816,72,3,1,0,70,3,1,72,15,,,,,0.996633,,"Ty France",17982,664034
"Jake Cronenworth","SDP","2B",147,142,1239.2,205,308,4,2,2,72,18,55,4,,,,,,0.99226306,,"Jake Cronenworth",18036,630105
"Dansby Swanson","ATL","SS",161,161,1433,193,391,8,3,5,73,41,33,3,,,,,,0.98648649,,"Dansby Swanson",18314,621020
"Kyle Tucker","HOU","RF",147,145,1276.1,287,8,3,1,2,0,1,0,0,,,,,,0.98993289,,"Kyle Tucker",18345,663656
"Austin Riley","ATL","3B",159,157,1408,97,283,14,9,5,17,17,3,1,,,,,,0.96446701,,"Austin Riley",18360,663586
"Victor Robles","WSN","CF",128,110,971.2,340,7,6,3,3,0,3,0,0,,,,,,0.98300283,,"Victor Robles",18363,645302
"Ryan Mountcastle","BAL","1B",124,123,1079.1,963,75,5,3,2,107,3,0,110,18,,,,,0.99520614,,"Ryan Mountcastle",18373,663624
"Trent Grisham","SDP","CF",148,124,1143,341,3,2,2,0,0,1,0,0,,,,,,0.99421965,,"Trent Grisham",18564,663757
"Ke'Bryan Hayes","PIT","3B",133,128,1102.2,109,307,12,8,4,31,34,0,3,,,,,,0.97196262,,"Ke'Bryan Hayes",18577,663647
"Jared Walsh","LAA","1B",118,106,959,842,46,5,4,1,80,4,1,81,9,,,,,0.9944009,,"Jared Walsh",18607,665120
"Will Smith","LAD","C",109,106,956.1,968,32,3,0,3,1,1,1,4,,46,10,4,28,0.99700897,,"Will Smith",19197,669257
"Yuli Gurriel","HOU","1B",142,138,1226.1,1057,45,4,4,0,102,8,1,102,14,,,,,0.99638336,,"Yuli Gurriel",19198,493329
"Pete Alonso","NYM","1B",134,133,1141.2,912,92,8,4,4,96,5,3,98,5,,,,,0.99209486,,"Pete Alonso",19251,624413
"Bryan Reynolds","PIT","CF",127,125,1063,277,2,2,2,0,0,1,0,0,,,,,,0.99288256,,"Bryan Reynolds",19326,668804
"Sean Murphy","OAK","C",116,116,1004,878,40,8,2,5,0,1,1,2,,42,19,2,34,0.99136069,,"Sean Murphy",19352,669221
"Nathaniel Lowe","TEX","1B",153,150,1327.1,1252,70,9,8,0,115,13,3,119,14,,,,,0.99323817,,"Nathaniel Lowe",19566,663993
"Vladimir Guerrero Jr.","TOR","1B",128,126,1119,969,47,10,6,4,74,7,2,78,19,,,,,0.99025341,,"Vladimir Guerrero Jr.",19611,665489
"Bo Bichette","TOR","SS",157,157,1374.1,166,363,23,11,12,54,31,24,4,,,,,,0.95833333,,"Bo Bichette",19612,666182
"Andrés Giménez","CLE","2B",125,120,1073,226,317,9,5,4,67,24,46,1,,,,,,0.98369565,,"Andres Gimenez",19950,665926
"Santiago Espinal","TOR","2B",120,105,945,148,255,4,1,3,48,20,30,6,,,,,,0.99017199,,"Santiago Espinal",19997,669289
"Juan Soto","- - -","RF",151,151,1298.1,304,3,3,2,1,0,0,0,0,,,,,,0.99032258,,"Juan Soto",20123,665742
"Nico Hoerner","CHC","SS",133,128,1117.2,127,359,13,5,8,52,36,19,4,,,,,,0.9739479,,"Nico Hoerner",21479,663538
"Cal Raleigh","SEA","C",115,99,917,911,28,6,2,4,0,3,0,0,,53,25,3,22,0.99365079,,"Cal Raleigh",21534,663728
"Alec Bohm","PHI","3B",135,132,1146.2,92,241,13,6,7,20,22,0,0,,,,,,0.96242775,,"Alec Bohm",21618,664761
"Jeremy Peña","HOU","SS",134,132,1165,146,347,19,10,9,62,40,22,2,,,,,,0.96289063,,"Jeremy Pena",21636,665161
"Geraldo Perdomo","ARI","SS",140,131,1160,169,329,14,6,8,74,50,25,9,,,,,,0.97265625,,"Geraldo Perdomo",22799,672695
"Julio Rodríguez","SEA","CF",130,130,1126.2,357,3,6,4,2,0,0,0,0,,,,,,0.98360656,,"Julio Rodriguez",23697,677594
"Alek Thomas","ARI","CF",112,102,907.1,311,4,3,3,0,0,2,0,0,,,,,,0.99056604,,"Alek Thomas",23792,677950
"Steven Kwan","CLE","LF",123,110,1019.2,224,7,2,2,0,0,2,0,0,,,,,,0.99141631,,"Steven Kwan",24610,680757
"Michael Harris II","ATL","CF",114,114,1021,252,3,2,2,0,0,0,0,0,,,,,,0.9922179,,"Michael Harris II",25931,671739
"Spencer Torkelson","DET","1B",109,105,925,805,51,2,2,0,73,2,1,73,8,,,,,0.997669,,"Spencer Torkelson",27465,679529
"Ha-Seong Kim","SDP","SS",131,125,1092,119,327,8,5,3,58,44,13,2,,,,,,0.98237885,,"Ha-Seong Kim",27506,673490
"Seiya Suzuki","CHC","RF",106,104,905.1,201,3,4,2,2,0,2,0,0,,,,,,0.98076923,,"Seiya Suzuki",30116,673548
