Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Ronald Acuña Jr.","ATL","RF",156,156,1361,281,10,5,3,2,0,1,0,0,,,,,,0.98310811,,"Ronald Acuna Jr.",18401,660670
"Trent Grisham","SDP","CF",153,142,1276,303,1,4,4,0,0,1,0,0,,,,,,0.98701299,,"Trent Grisham",18564,663757
"Luis Arraez","MIA","2B",134,129,1124,219,315,4,2,2,84,32,55,7,,,,,,0.99256506,,"Luis Arraez",18568,650333
"Ke'Bryan Hayes","PIT","3B",122,118,1037.2,93,266,6,1,5,30,31,0,3,,,,,,0.98356164,,"Ke'Bryan Hayes",18577,663647
"Leody Taveras","TEX","CF",140,138,1226.1,357,5,1,0,1,0,0,0,0,,,,,,0.99724518,,"Leody Taveras",18900,665750
"Will Smith","LAD","C",111,106,959,937,32,4,2,2,0,0,1,2,,72,19,2,35,0.995889,,"Will Smith",19197,669257
"Pete Alonso","NYM","1B",144,144,1256.2,983,122,6,4,2,112,7,0,116,18,,,,,0.99459946,,"Pete Alonso",19251,624413
"Adolis García","TEX","RF",135,130,1125.2,283,11,5,4,1,0,1,0,0,,,,,,0.98327759,,"Adolis Garcia",19287,666969
"Randy Arozarena","TBR","LF",139,137,1219.2,245,8,0,0,0,0,1,0,0,,,,,,1,,"Randy Arozarena",19290,668227
"Bryan Reynolds","PIT","LF",119,112,965,204,1,1,1,0,0,0,0,0,,,,,,0.99514563,,"Bryan Reynolds",19326,668804
"Austin Hays","BAL","LF",137,125,1123,233,3,0,0,0,0,0,0,0,,,,,,1,,"Austin Hays",19363,669720
"TJ Friedl","CIN","CF",126,108,962.1,274,6,1,1,0,0,1,0,0,,,,,,0.99644128,,"TJ Friedl",19522,670770
"Nathaniel Lowe","TEX","1B",161,161,1409.1,1221,106,3,2,1,124,10,2,122,12,,,,,0.99774436,,"Nathaniel Lowe",19566,663993
"Bryan De La Cruz","MIA","LF",142,132,1159.1,247,5,5,5,0,0,2,0,0,,,,,,0.98054475,,"Bryan De La Cruz",19600,650559
"Keibert Ruiz","WSN","C",117,116,1014.2,888,36,8,1,6,0,4,0,1,,119,21,8,43,0.99141631,,"Keibert Ruiz",19610,660688
"Vladimir Guerrero Jr.","TOR","1B",121,120,1065,864,67,8,5,3,82,11,0,81,21,,,,,0.9914803,,"Vladimir Guerrero Jr.",19611,665489
"Bo Bichette","TOR","SS",130,129,1136.1,122,265,8,3,5,55,33,22,4,,,,,,0.97974684,,"Bo Bichette",19612,666182
"Fernando Tatis Jr.","SDP","RF",137,134,1175.1,282,12,6,3,3,0,1,0,0,,,,,,0.98,,"Fernando Tatis Jr.",19709,665487
"Connor Wong","BOS","C",121,105,944,953,45,11,4,7,3,2,2,3,,68,18,7,31,0.98909812,,"Connor Wong",19896,657136
"Andrés Giménez","CLE","2B",150,146,1308,259,401,6,3,3,83,34,49,5,,,,,,0.99099099,,"Andres Gimenez",19950,665926
"Isaac Paredes","TBR","3B",116,109,933.1,69,186,11,8,3,14,16,0,1,,,,,,0.95864662,,"Isaac Paredes",20036,670623
"Luis Robert Jr.","CHW","CF",143,141,1207.2,370,7,3,3,0,0,3,0,0,,,,,,0.99210526,,"Luis Robert Jr.",20043,673357
"Juan Soto","SDP","LF",154,154,1345,254,10,3,3,0,0,2,0,0,,,,,,0.98876404,,"Juan Soto",20123,665742
"Luis García Jr.","WSN","2B",121,112,996.1,182,276,8,3,5,75,20,56,1,,,,,,0.98283262,,"Luis Garcia Jr.",20391,671277
"William Contreras","MIL","C",108,108,942.2,969,30,11,5,6,1,1,1,3,,77,16,2,33,0.98910891,,"William Contreras",20503,661388
"Nico Hoerner","CHC","2B",135,134,1167,226,363,7,1,6,69,27,47,4,,,,,,0.98825503,,"Nico Hoerner",21479,663538
"Cal Raleigh","SEA","C",128,114,1038,1083,40,10,0,9,1,4,1,2,,78,27,3,31,0.99117387,,"Cal Raleigh",21534,663728
"Jeremy Peña","HOU","SS",150,149,1327.2,200,362,14,9,5,84,46,40,3,,,,,,0.97569444,,"Jeremy Pena",21636,665161
"Brice Turang","MIL","2B",119,103,917,164,268,6,4,2,51,16,35,2,,,,,,0.98630137,,"Brice Turang",22186,668930
"Jack Suwinski","PIT","CF",120,112,931.1,265,2,1,0,1,0,0,0,0,,,,,,0.99626866,,"Jack Suwinski",22244,669261
"Triston Casas","BOS","1B",125,115,1037,858,95,5,3,2,82,7,2,83,10,,,,,0.99478079,,"Triston Casas",22514,671213
"Ryan Noda","OAK","1B",119,106,935,728,47,7,4,2,72,3,0,76,14,,,,,0.99104859,,"Ryan Noda",23312,676116
"Wander Franco","TBR","SS",111,108,948,116,310,9,5,4,52,32,18,5,,,,,,0.97931034,,"Wander Franco",23667,677551
"Julio Rodríguez","SEA","CF",152,152,1342.1,355,3,2,1,1,0,2,0,0,,,,,,0.99444444,,"Julio Rodriguez",23697,677594
"Alek Thomas","ARI","CF",117,104,920,278,5,2,2,0,0,4,0,0,,,,,,0.99298246,,"Alek Thomas",23792,677950
"Ezequiel Tovar","COL","SS",153,152,1327,179,392,7,1,6,91,49,42,6,,,,,,0.98788927,,"Ezequiel Tovar",24064,678662
"Steven Kwan","CLE","LF",153,151,1352,344,10,4,0,4,0,2,0,0,,,,,,0.98882682,,"Steven Kwan",24610,680757
"James Outman","LAD","CF",135,124,1103.2,299,3,2,1,1,0,1,0,0,,,,,,0.99342105,,"James Outman",24770,681546
"Brenton Doyle","COL","CF",125,118,1023.2,373,10,1,1,0,0,3,0,0,,,,,,0.99739583,,"Brenton Doyle",25479,686668
"Bobby Witt Jr.","KCR","SS",149,147,1280,169,344,12,7,5,65,33,32,4,,,,,,0.97714286,,"Bobby Witt Jr.",25764,677951
"CJ Abrams","WSN","SS",151,148,1294.2,245,384,22,9,12,94,54,43,3,,,,,,0.96620584,,"CJ Abrams",25768,682928
"Shea Langeliers","OAK","C",123,116,1028,945,47,10,3,7,2,2,2,2,,84,38,7,54,0.99001996,,"Shea Langeliers",25816,669127
"Michael Harris II","ATL","CF",138,137,1205,306,8,2,1,1,0,3,0,0,,,,,,0.99367089,,"Michael Harris II",25931,671739
"Andrew Vaughn","CHW","1B",143,139,1229.1,950,69,5,4,0,81,6,1,84,11,,,,,0.99511719,,"Andrew Vaughn",26197,683734
"Adley Rutschman","BAL","C",110,104,934.2,932,45,6,1,5,0,2,0,3,,57,16,0,39,0.99389624,,"Adley Rutschman",26288,668939
"Bryson Stott","PHI","2B",149,144,1294.1,235,362,5,4,1,69,24,46,2,,,,,,0.99169435,,"Bryson Stott",26294,681082
"Josh Jung","TEX","3B",121,120,1050,77,258,4,1,3,22,22,0,1,,,,,,0.98820059,,"Josh Jung",26299,673962
"Spencer Torkelson","DET","1B",154,154,1366.1,1137,89,11,10,0,108,12,2,111,29,,,,,0.99110752,,"Spencer Torkelson",27465,679529
"Anthony Volpe","NYY","SS",157,150,1346.2,186,357,17,9,8,60,32,30,1,,,,,,0.96964286,,"Anthony Volpe",27647,683011
"Michael Massey","KCR","2B",118,104,906,193,257,3,1,2,69,23,47,1,,,,,,0.99337748,,"Michael Massey",27684,686681
"Joey Wiemer","MIL","CF",121,102,920.1,259,5,3,3,0,0,1,0,0,,,,,,0.98876404,,"Joey Wiemer",27690,686894
"Seiya Suzuki","CHC","RF",132,130,1146.2,221,2,3,2,1,0,1,0,0,,,,,,0.98672566,,"Seiya Suzuki",30116,673548
