"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
47415,456501,"Johnny Cueto",36,2022,"CWS",25,24,1,158.3,8,10,0,1,0,3.35,66,59,107,37,2,15,247,33,102,6,651,2372
57424,446372,"Corey Kluber",36,2022,"TB",31,31,0,164,10,10,0,0,0,4.34,82,79,123,32,3,20,276,21,139,10,689,2431
56753,453286,"Max Scherzer",37,2022,"NYM",23,23,0,145.3,11,5,0,0,0,2.29,39,37,75,20,0,13,167,24,173,11,565,2165
31734,425844,"Zack Greinke",38,2022,"KC",26,26,0,137,4,9,0,0,0,3.68,65,56,113,30,0,14,229,27,73,3,585,2272
45578,434671,"Aníbal Sánchez",38,2022,"WSH",14,14,0,69.3,4,6,0,0,0,4.28,34,33,32,9,1,13,105,33,48,4,292,1232
47279,445926,"Jesse Chavez",38,2022,,60,1,0,69.3,4,3,0,5,10,3.76,34,29,46,13,4,8,116,20,74,1,292,1208
48258,450203,"Charlie Morton",38,2022,"ATL",31,31,0,172,9,6,0,0,0,4.34,85,83,93,26,2,28,263,63,205,18,728,2897
45613,434378,"Justin Verlander",39,2022,"HOU",28,28,0,175,18,4,0,0,0,1.75,43,34,88,15,1,12,169,29,185,6,666,2607
31361,425794,"Adam Wainwright",40,2022,"STL",32,32,1,191.7,11,12,0,0,0,3.71,80,79,138,35,3,16,281,54,143,7,803,3133
36959,448179,"Rich Hill",42,2022,"BOS",26,26,0,124.3,8,7,0,0,0,4.27,67,59,77,27,6,15,209,37,109,4,526,1989
