Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Amed Rosario","CLE",141,550,588,155,113,25,6,11,77,57,31,0,120,3,4,0,12,13,0,0.281818181,"Amed Rosario",15518,642708
"C.J. Cron","COL",142,470,547,132,72,31,1,28,70,92,60,3,117,13,4,0,11,1,0,0.280851063,"C.J. Cron",12546,543068
"Carlos Correa","HOU",148,555,640,155,94,34,1,26,104,92,75,2,116,4,6,0,16,0,0,0.279279279,"Carlos Correa",14162,621043
"Josh Harrison","- - -",138,505,558,141,98,33,2,8,58,60,31,0,75,18,3,0,9,9,5,0.27920792,"Josh Harrison",8202,543281
"Rafael Devers","BOS",156,591,664,165,89,37,1,38,101,113,62,7,143,7,4,0,13,5,5,0.279187817,"Rafael Devers",17350,646240
"Manny Machado","SDP",153,564,640,157,96,31,2,28,92,106,63,10,102,2,11,0,10,12,3,0.278368794,"Manny Machado",11493,592518
"Jose Altuve","HOU",146,601,678,167,103,32,1,31,117,83,66,3,91,4,6,1,9,5,3,0.277870216,"Jose Altuve",5417,514888
"Jonathan Schoop","DET",156,623,674,173,120,30,1,22,85,84,37,0,133,6,8,0,15,2,0,0.277688603,"Jonathan Schoop",11265,570731
"Justin Turner","LAD",151,533,612,148,99,22,0,27,87,87,61,0,98,12,6,0,12,3,0,0.277673545,"Justin Turner",5235,457759
"Yordan Alvarez","HOU",144,537,598,149,80,35,1,33,92,104,50,3,145,8,3,0,16,1,0,0.277467411,"Yordan Alvarez",19556,670541
"Jared Walsh","LAA",144,530,585,147,83,34,1,29,70,98,48,6,152,4,3,0,7,2,1,0.27735849,"Jared Walsh",18607,665120
"Whit Merrifield","KCR",162,664,720,184,129,42,3,10,97,74,40,1,103,4,12,0,12,40,4,0.277108433,"Whit Merrifield",11281,593160
"Lourdes Gurriel Jr.","TOR",141,500,541,138,87,28,2,21,62,84,32,1,102,2,6,1,8,1,3,0.276,"Lourdes Gurriel Jr.",19238,666971
"Andrew Benintendi","KCR",134,493,538,136,90,27,2,17,63,73,36,0,97,2,6,1,2,8,9,0.275862068,"Andrew Benintendi",17901,643217
"Randy Arozarena","TBR",141,529,604,145,90,32,3,20,94,69,56,4,170,14,5,0,9,20,10,0.274102079,"Randy Arozarena",19290,668227
"Raimel Tapia","COL",133,487,533,133,99,26,2,6,69,50,40,2,70,1,4,1,8,20,6,0.273100616,"Raimel Tapia",14350,606132
"J.P. Crawford","SEA",160,619,687,169,123,37,0,9,89,54,58,1,114,5,4,1,10,3,6,0.273021001,"J.P. Crawford",15491,641487
"Salvador Perez","KCR",161,620,665,169,97,24,0,48,88,121,28,4,170,13,4,0,14,1,0,0.272580645,"Salvador Perez",7304,521692
"Giancarlo Stanton","NYY",139,510,579,139,85,19,0,35,64,97,63,1,157,3,3,0,22,0,0,0.272549019,"Giancarlo Stanton",4949,519317
"Myles Straw","- - -",158,564,638,153,119,29,1,4,86,48,67,0,121,2,4,1,13,30,6,0.271276595,"Myles Straw",17620,664702
"Jose Iglesias","- - -",137,483,511,131,93,27,2,9,65,48,21,0,75,6,1,0,10,5,2,0.271221532,"Jose Iglesias",10231,578428
"Jeimer Candelario","DET",149,557,626,151,90,42,3,16,75,67,65,1,135,4,0,0,10,0,0,0.271095152,"Jeimer Candelario",13621,600869
"Isiah Kiner-Falefa","TEX",158,635,677,172,136,25,3,8,74,53,28,2,90,11,2,1,11,20,5,0.270866141,"Isiah Kiner-Falefa",16512,643396
"Matt Olson","OAK",156,565,673,153,79,35,0,39,101,111,88,12,113,9,11,0,17,4,1,0.27079646,"Matt Olson",14344,621566
"Charlie Blackmon","COL",150,514,582,139,97,25,4,13,76,78,54,1,91,11,3,0,8,3,0,0.270428015,"Charlie Blackmon",7859,453568
"Eric Hosmer","SDP",151,509,565,137,97,28,0,12,53,65,48,2,99,5,2,1,13,5,4,0.269155206,"Eric Hosmer",3516,543333
"Jonathan India","CIN",150,532,631,143,86,34,2,21,98,69,71,1,141,23,4,1,13,12,3,0.268796992,"Jonathan India",21523,663697
"Jorge Polanco","MIN",152,588,644,158,88,35,2,33,97,98,45,0,118,5,6,0,4,11,6,0.268707482,"Jorge Polanco",13152,593871
"DJ LeMahieu","NYY",150,597,679,160,125,24,1,10,84,57,73,2,94,4,5,0,16,4,2,0.2680067,"DJ LeMahieu",9874,518934
"Pavin Smith","ARI",145,498,545,133,91,27,4,11,68,49,42,1,106,4,1,0,11,1,0,0.267068273,"Pavin Smith",19892,656976
"Jake Cronenworth","SDP",152,567,643,151,90,33,7,21,94,71,55,6,90,10,3,3,8,4,3,0.266313932,"Jake Cronenworth",18036,630105
"José Ramírez","CLE",152,552,636,147,74,32,5,36,111,103,72,10,87,7,5,0,13,27,4,0.266304347,"Jose Ramirez",13510,608070
"Dylan Carlson","STL",149,542,619,144,91,31,4,18,79,65,57,2,152,11,8,1,5,2,1,0.265682656,"Dylan Carlson",20126,666185
"Joey Votto","CIN",129,448,533,119,59,23,1,36,73,99,77,6,127,4,4,0,7,1,0,0.265625,"Joey Votto",4314,458015
"Marcus Semien","TOR",162,652,724,173,87,39,2,45,115,102,66,0,146,3,3,0,9,15,1,0.265337423,"Marcus Semien",12533,543760
"Nelson Cruz","- - -",140,513,584,136,82,21,1,32,79,86,51,10,126,7,9,0,14,3,0,0.265107212,"Nelson Cruz",2434,443558
"Kris Bryant","- - -",144,513,586,136,77,32,2,25,86,73,62,4,135,9,2,0,9,10,2,0.265107212,"Kris Bryant",15429,592178
"Javier Báez","- - -",138,502,547,133,82,18,2,31,80,87,28,2,184,13,3,0,12,18,5,0.264940239,"Javier Baez",12979,595879
"Miguel Rojas","MIA",132,495,539,131,89,30,3,9,66,48,37,0,74,5,1,1,10,13,3,0.264646464,"Miguel Rojas",7802,500743
"Josh Rojas","ARI",139,484,550,128,82,32,3,11,69,44,58,1,137,0,3,1,7,9,4,0.264462809,"Josh Rojas",19734,668942
"Mookie Betts","LAD",122,466,550,123,68,29,3,23,93,58,68,2,86,11,5,0,5,10,5,0.263948497,"Mookie Betts",13611,605141
"Nathaniel Lowe","TEX",157,557,642,147,102,24,3,18,75,72,80,2,162,2,3,0,13,8,0,0.263913824,"Nathaniel Lowe",19566,663993
"Yoán Moncada","CHW",144,520,616,137,89,33,1,14,74,61,84,1,157,10,2,0,6,3,2,0.263461538,"Yoan Moncada",17232,660162
"Kyle Farmer","CIN",147,483,529,127,87,22,2,16,60,63,22,1,97,18,5,1,16,2,3,0.262939958,"Kyle Farmer",14813,571657
"J.T. Realmuto","PHI",134,476,537,125,79,25,4,17,64,73,48,5,129,11,2,0,8,13,3,0.262605042,"J.T. Realmuto",11739,592663
"Avisaíl García","MIL",135,461,515,121,74,18,0,29,68,86,38,5,121,11,5,0,12,8,4,0.262472885,"Avisail Garcia",5760,541645
"Tommy Edman","STL",159,641,691,168,113,41,3,11,91,56,38,1,95,6,4,2,4,30,5,0.262090483,"Tommy Edman",19470,669242
"Pete Alonso","NYM",152,561,637,147,80,27,3,37,81,94,60,6,127,12,4,0,20,3,0,0.262032085,"Pete Alonso",19251,624413
"David Fletcher","LAA",157,626,665,164,132,27,3,2,74,47,31,1,60,1,1,6,10,15,3,0.26198083,"David Fletcher",17992,664058
"Willy Adames","- - -",140,497,555,130,72,32,1,25,77,73,57,1,156,0,1,0,9,5,4,0.261569416,"Willy Adames",15986,642715
"José Abreu","CHW",152,566,659,148,86,30,2,30,86,117,61,3,143,22,10,0,28,1,0,0.261484098,"Jose Abreu",15676,547989
"Josh Bell","WSN",144,498,568,130,78,24,1,27,75,88,65,2,101,2,3,0,22,0,0,0.261044176,"Josh Bell",13145,605137
"Jesús Aguilar","MIA",131,449,510,117,72,23,0,22,49,93,46,4,93,3,7,0,11,0,0,0.260579064,"Jesus Aguilar",11342,542583
"Gleyber Torres","NYY",127,459,516,119,88,22,0,9,50,51,50,1,104,1,4,2,12,14,6,0.259259259,"Gleyber Torres",16997,650402
"Ozzie Albies","ATL",156,629,686,163,86,40,7,30,103,106,47,2,128,3,7,0,4,20,4,0.259141494,"Ozzie Albies",16556,645277
"Hunter Renfroe","BOS",144,521,572,135,71,33,0,31,89,96,44,0,130,1,6,0,6,1,2,0.259117082,"Hunter Renfroe",15464,592669
"David Peralta","ARI",150,487,538,126,80,30,8,8,57,63,46,3,92,3,2,0,9,2,1,0.258726899,"David Peralta",2136,444482
"Shohei Ohtani","LAA",158,537,639,138,58,26,8,46,103,100,96,20,189,4,2,0,7,26,10,0.25698324,"Shohei Ohtani",19755,660271
"Miguel Cabrera","DET",130,472,526,121,90,16,0,15,48,75,40,0,118,5,9,0,21,0,0,0.256355932,"Miguel Cabrera",1744,408234
"Austin Hays","BAL",131,488,529,125,73,26,4,22,73,71,28,0,107,9,1,3,9,4,3,0.25614754,"Austin Hays",19363,669720
"Yandy Díaz","TBR",134,465,541,119,85,20,1,13,62,64,69,4,85,3,4,0,11,1,1,0.255913978,"Yandy Diaz",16578,650490
"Trey Mancini","BAL",147,556,616,142,87,33,1,21,77,71,51,4,143,8,1,0,19,0,0,0.255395683,"Trey Mancini",15149,641820
"Ryan Mountcastle","BAL",144,534,586,136,79,23,1,33,77,89,41,2,161,4,7,0,12,4,3,0.254681647,"Ryan Mountcastle",18373,663624
"Nolan Arenado","STL",157,593,653,151,80,34,3,34,81,105,50,8,96,3,7,0,20,2,0,0.254637436,"Nolan Arenado",9777,571448
"Chris Taylor","LAD",148,507,582,129,80,25,4,20,92,73,63,2,167,8,3,1,5,13,1,0.254437869,"Chris Taylor",13757,621035
"Ryan McMahon","COL",151,528,596,134,78,32,1,23,80,86,59,2,147,4,5,0,14,6,2,0.253787878,"Ryan McMahon",15112,641857
"Mitch Haniger","SEA",157,620,691,157,93,23,2,39,110,100,54,2,169,9,8,0,12,1,0,0.253225806,"Mitch Haniger",14274,571745
"Eduardo Escobar","- - -",146,549,599,139,80,26,5,28,77,90,48,1,124,1,1,0,3,1,0,0.253187613,"Eduardo Escobar",6153,500871
"Trevor Story","COL",142,526,595,132,69,34,5,24,88,75,53,2,139,11,5,0,7,20,6,0.25095057,"Trevor Story",12564,596115
"Enrique Hernández","BOS",134,508,585,127,69,35,3,20,84,60,61,0,110,9,7,0,4,1,0,0.25,"Enrique Hernandez",10472,571771
"Max Muncy","LAD",144,497,592,124,60,26,2,36,95,94,83,5,120,11,1,0,7,2,1,0.249496981,"Max Muncy",13301,571970
"Luis Urías","MIL",150,490,570,122,73,25,1,23,77,75,63,3,116,10,3,1,9,5,1,0.248979591,"Luis Urias",16622,649966
"Jonathan Villar","NYM",142,454,505,113,75,18,2,18,63,42,46,2,132,3,0,2,6,14,7,0.248898678,"Jonathan Villar",10071,542340
"Dansby Swanson","ATL",160,588,653,146,84,33,2,27,78,88,52,4,167,5,7,1,7,9,3,0.248299319,"Dansby Swanson",18314,621020
"Anthony Rizzo","- - -",141,496,576,123,75,23,3,22,73,61,52,2,87,23,5,0,15,6,2,0.24798387,"Anthony Rizzo",3473,519203
"Jazz Chisholm Jr.","MIA",124,464,507,115,73,20,4,18,70,53,34,0,145,4,3,2,3,23,8,0.247844827,"Jazz Chisholm Jr.",20454,665862
"Josh Donaldson","MIN",135,457,543,113,61,26,0,26,73,72,74,2,114,4,8,0,22,0,0,0.24726477,"Josh Donaldson",5038,518626
"Brandon Lowe","TBR",149,535,615,132,62,31,0,39,97,99,68,4,167,9,3,0,2,7,1,0.246728971,"Brandon Lowe",18882,664040
"Jed Lowrie","OAK",139,457,512,112,70,28,0,14,55,69,49,1,108,2,4,0,8,0,0,0.245076586,"Jed Lowrie",4418,476704
"Michael A. Taylor","KCR",142,483,528,118,89,16,1,12,58,54,33,0,144,5,5,2,9,14,7,0.244306418,"Michael A. Taylor",11489,572191
"Elvis Andrus","OAK",146,497,541,121,91,25,2,3,60,37,31,2,81,6,4,3,14,12,2,0.243460764,"Elvis Andrus",8709,462101
"Adolis García","TEX",149,581,622,141,82,26,2,31,77,90,32,0,194,5,4,0,15,16,5,0.242685025,"Adolis Garcia",19287,666969
"Trent Grisham","SDP",132,462,527,112,66,28,3,15,61,62,54,2,119,6,4,1,10,13,5,0.242424242,"Trent Grisham",18564,663757
"Nick Solak","TEX",127,458,511,111,80,18,2,11,57,49,34,0,107,15,2,2,11,7,5,0.242358078,"Nick Solak",19294,669256
"Randal Grichuk","TOR",149,511,545,123,75,25,1,22,59,81,27,0,114,3,4,0,17,0,3,0.2407045,"Randal Grichuk",10243,545341
"Robbie Grossman","DET",156,557,671,133,84,23,3,23,88,67,98,3,155,8,6,2,8,20,5,0.238779174,"Robbie Grossman",5254,543257
"Austin Meadows","TBR",142,518,591,121,62,29,3,27,79,106,59,3,122,6,8,0,4,4,3,0.233590733,"Austin Meadows",15672,640457
"César Hernández","- - -",149,570,637,132,88,21,2,21,84,62,59,2,135,5,3,0,11,1,1,0.231578947,"Cesar Hernandez",10556,514917
"Mark Canha","OAK",141,519,625,120,77,22,4,17,93,61,77,0,128,27,2,0,9,12,2,0.231213872,"Mark Canha",11445,592192
"Francisco Lindor","NYM",125,452,524,104,65,16,3,20,73,63,58,4,96,5,3,6,7,10,4,0.230088495,"Francisco Lindor",12916,596019
"Tommy Pham","SDP",155,475,561,109,68,24,2,15,74,49,78,3,128,4,4,0,10,14,6,0.229473684,"Tommy Pham",2967,502054
"Adam Duvall","- - -",146,513,555,117,60,17,2,38,67,113,35,1,174,4,3,0,7,5,0,0.228070175,"Adam Duvall",10950,594807
"Kevin Newman","PIT",148,517,554,117,87,22,3,5,50,39,27,3,41,1,3,6,7,6,1,0.226305609,"Kevin Newman",17696,621028
"Ian Happ","CHC",148,465,535,105,59,20,1,25,63,66,62,0,156,5,1,2,12,9,2,0.225806451,"Ian Happ",17919,664023
"Mike Yastrzemski","SFG",139,468,532,105,49,28,3,25,75,71,51,4,131,9,3,1,3,4,0,0.224358974,"Mike Yastrzemski",14854,573262
"Miguel Sanó","MIN",135,470,532,105,51,24,0,30,68,75,59,2,183,2,1,0,13,2,1,0.223404255,"Miguel Sano",12164,593934
"Jorge Soler","- - -",149,516,602,115,61,27,0,27,74,70,67,0,142,6,5,0,12,0,0,0.222868217,"Jorge Soler",14221,624585
"Andrew McCutchen","PHI",144,482,574,107,55,24,1,27,78,80,81,2,132,4,7,0,10,6,1,0.221991701,"Andrew McCutchen",9847,457705
"Hunter Dozier","KCR",144,487,543,105,56,27,6,16,55,54,43,0,154,7,6,0,12,5,4,0.215605749,"Hunter Dozier",15117,641531
"Carlos Santana","KCR",158,565,659,121,87,15,0,19,66,69,86,3,102,3,5,0,12,2,0,0.214159292,"Carlos Santana",2396,467793
"Kyle Seager","SEA",159,603,670,128,63,29,1,35,73,101,59,2,161,4,4,0,7,3,1,0.212271973,"Kyle Seager",9785,572122
"Matt Chapman","OAK",151,529,622,111,66,15,3,27,75,72,80,0,202,4,9,0,6,3,2,0.209829867,"Matt Chapman",16505,656305
"Joey Gallo","- - -",153,498,616,99,47,13,1,38,90,77,111,5,213,6,1,0,6,6,0,0.19879518,"Joey Gallo",14128,608336
"Eugenio Suárez","CIN",145,505,574,100,46,23,0,31,71,79,56,0,171,8,5,0,14,0,1,0.198019801,"Eugenio Suarez",12552,553993
