Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,NameASCII,PlayerId,MLBAMID
"Eugenio Suárez","CIN","3B",158,151,1308.2,106,246,17,9,8,20,23,2,3,,,,,,0.95392954,,"Eugenio Suarez",12552,553993
"Trevor Story","COL","SS",144,144,1257.1,182,416,8,1,7,84,41,44,5,,,,,,0.98679868,,"Trevor Story",12564,596115
"James McCann","CHW","C",106,102,905.1,884,39,7,0,5,3,3,4,1,,37,17,3,40,0.99247312,,"James McCann",12859,543510
"Anthony Rendon","WSN","3B",146,146,1265.1,95,249,11,6,5,25,25,3,6,,,,,,0.96901408,,"Anthony Rendon",12861,543685
"Francisco Lindor","CLE","SS",137,137,1196.1,159,312,10,3,7,58,30,27,11,,,,,,0.97920998,,"Francisco Lindor",12916,596019
"Javier Báez","CHC","SS",129,128,1116.2,165,366,15,3,12,87,48,37,3,,,,,,0.97252747,,"Javier Baez",12979,595879
"Jackie Bradley Jr.","BOS","CF",144,137,1247,303,10,4,3,1,0,3,0,0,,,,,,0.9873817,,"Jackie Bradley Jr.",12984,598265
"Josh Bell","PIT","1B",134,133,1160.2,981,96,13,8,5,85,6,0,89,29,,,,,0.98807339,,"Josh Bell",13145,605137
"Jorge Polanco","MIN","SS",142,139,1233,141,343,22,9,13,53,33,19,5,,,,,,0.95652174,,"Jorge Polanco",13152,593871
"Orlando Arcia","MIL","SS",150,139,1241.1,208,350,14,8,6,71,40,33,7,,,,,,0.97552448,,"Orlando Arcia",13185,606115
"Christian Walker","ARI","1B",142,132,1179,1041,139,11,4,6,84,15,1,83,15,,,,,0.99076406,,"Christian Walker",13419,572233
"José Ramírez","CLE","3B",126,125,1088.2,108,222,14,9,5,18,13,6,4,,,,,,0.95930233,,"Jose Ramirez",13510,608070
"Mookie Betts","BOS","RF",132,126,1129.1,274,8,1,1,0,0,0,0,0,,,,,,0.99646643,,"Mookie Betts",13611,605141
"Corey Seager","LAD","SS",132,125,1082.2,138,304,15,8,6,56,38,19,2,,,,,,0.96717724,,"Corey Seager",13624,608369
"Yasiel Puig","- - -","RF",146,143,1224,244,8,6,2,4,0,2,0,0,,,,,,0.97674419,,"Yasiel Puig",14225,624577
"Matt Olson","OAK","1B",127,125,1120.2,1023,90,8,3,5,89,18,0,86,23,,,,,0.99286351,,"Matt Olson",14344,621566
"Manuel Margot","SDP","CF",135,98,943.1,249,2,2,2,0,0,0,0,0,,,,,,0.99209486,,"Manuel Margot",14712,622534
"Tim Anderson","CHW","SS",122,122,1050,182,324,26,13,13,67,30,35,11,,,,,,0.95112782,,"Tim Anderson",15172,641313
"Adam Frazier","PIT","2B",142,133,1180.2,222,327,6,4,2,74,21,54,3,,,,,,0.98918919,,"Adam Frazier",15223,624428
"Kris Bryant","CHC","3B",115,110,939.1,48,186,13,7,6,13,14,0,1,,,,,,0.94736842,,"Kris Bryant",15429,592178
"Amed Rosario","NYM","SS",152,151,1337.1,161,370,17,11,6,69,39,31,2,,,,,,0.9689781,,"Amed Rosario",15518,642708
"José Abreu","CHW","1B",125,125,1103.2,1012,74,8,6,2,120,13,3,122,22,,,,,0.99268739,,"Jose Abreu",15676,547989
"Willy Adames","TBR","SS",152,145,1314.2,157,388,17,5,12,60,45,18,5,,,,,,0.96975089,,"Willy Adames",15986,642715
"Cody Bellinger","LAD","RF",115,102,911.1,198,10,2,2,0,0,1,0,0,,,,,,0.99047619,,"Cody Bellinger",15998,641355
"Trea Turner","WSN","SS",122,122,1065.1,130,298,13,7,6,54,33,22,2,,,,,,0.97052154,,"Trea Turner",16252,607208
"Michael Conforto","NYM","RF",132,110,1012.1,242,7,3,1,1,0,1,0,0,,,,,,0.98809524,,"Michael Conforto",16376,624424
"Rhys Hoskins","PHI","1B",158,157,1398.1,1193,122,9,8,1,107,6,1,108,23,,,,,0.99320242,,"Rhys Hoskins",16472,656555
"Kyle Schwarber","CHC","LF",140,137,1156.2,214,7,6,5,1,0,0,0,0,,,,,,0.97356828,,"Kyle Schwarber",16478,656941
"Matt Chapman","OAK","3B",156,152,1336,146,311,9,6,3,26,22,5,0,,,,,,0.9806867,,"Matt Chapman",16505,656305
"Ozzie Albies","ATL","2B",158,157,1405,273,384,4,2,2,109,42,66,9,,,,,,0.99394856,,"Ozzie Albies",16556,645277
"Ramón Laureano","OAK","CF",110,104,944.1,254,8,7,6,1,0,2,0,0,,,,,,0.9739777,,"Ramon Laureano",17128,657656
"Yoán Moncada","CHW","3B",129,128,1095.2,120,256,15,8,7,34,32,6,0,,,,,,0.96163683,,"Yoan Moncada",17232,660162
"Rafael Devers","BOS","3B",152,151,1353,117,292,22,14,8,17,15,3,2,,,,,,0.94895592,,"Rafael Devers",17350,646240
"Eloy Jiménez","CHW","LF",114,114,967.2,190,6,3,2,1,0,1,0,0,,,,,,0.98492462,,"Eloy Jimenez",17484,650391
"Andrew Benintendi","BOS","LF",131,128,1130.2,172,7,2,1,1,0,2,0,0,,,,,,0.98895028,,"Andrew Benintendi",17901,643217
"Paul DeJong","STL","SS",157,156,1372,211,435,7,6,1,104,60,47,14,,,,,,0.98928025,,"Paul DeJong",18015,657557
"Harrison Bader","STL","CF",122,95,909.2,239,8,4,3,1,0,4,0,0,,,,,,0.98406375,,"Harrison Bader",18030,664056
"Dansby Swanson","ATL","SS",126,123,1090.2,137,347,12,9,3,64,35,30,3,,,,,,0.97580645,,"Dansby Swanson",18314,621020
"Victor Robles","WSN","CF",141,135,1199,317,12,6,3,3,0,2,0,0,,,,,,0.98208955,,"Victor Robles",18363,645302
"Pete Alonso","NYM","1B",156,152,1328,1077,112,12,8,4,102,9,1,106,34,,,,,0.99000833,,"Pete Alonso",19251,624413
"Juan Soto","WSN","LF",150,150,1327.1,273,0,2,2,0,0,0,0,0,,,,,,0.99272727,,"Juan Soto",20123,665742
