Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Martín Prado","MIA",153,600,658,183,135,37,3,8,70,75,49,4,69,4,5,0,24,2,2,0.305,"Martin Prado",3312,445988
"Yunel Escobar","LAA",132,517,567,157,123,28,1,5,68,39,40,0,67,3,4,3,21,0,3,0.303675048,"Yunel Escobar",4191,488862
"J.T. Realmuto","MIA",137,509,545,154,112,31,0,11,60,48,28,1,100,5,3,0,12,12,4,0.302554027,"J.T. Realmuto",11739,592663
"Elvis Andrus","TEX",147,506,568,153,107,31,7,8,75,69,47,2,70,4,7,4,18,24,8,0.302371541,"Elvis Andrus",8709,462101
"Freddie Freeman","ATL",158,589,693,178,95,43,6,34,102,91,89,18,171,10,5,0,12,6,1,0.30220713,"Freddie Freeman",5361,518692
"Francisco Lindor","CLE",158,604,684,182,134,30,3,15,99,78,57,3,88,5,15,3,18,19,5,0.301324503,"Francisco Lindor",12916,596019
"Adrian Beltré","TEX",153,583,640,175,111,31,1,32,89,104,48,6,66,6,3,0,10,1,1,0.300171526,"Adrian Beltre",639,134181
"Carlos González","COL",150,584,632,174,105,42,2,25,87,100,46,6,129,1,1,0,10,2,2,0.297945205,"Carlos Gonzalez",7287,471865
"Robinson Canó","SEA",161,655,715,195,121,33,2,39,107,103,47,8,100,8,5,0,18,0,1,0.297709923,"Robinson Cano",3269,429664
"Christian Yelich","MIA",155,578,659,172,110,38,3,21,78,98,72,4,138,4,5,0,20,9,4,0.297577854,"Christian Yelich",11477,592885
"Paul Goldschmidt","ARI",158,579,705,172,112,33,3,24,106,95,110,15,150,7,8,0,14,32,5,0.297063903,"Paul Goldschmidt",9218,502671
"Melky Cabrera","CHW",151,591,646,175,114,42,5,14,70,86,47,2,69,0,5,3,17,2,0,0.296108291,"Melky Cabrera",4022,466320
"Carlos Beltrán","- - -",151,552,593,163,101,33,0,29,73,93,35,4,101,2,4,0,19,1,0,0.295289855,"Carlos Beltran",589,136860
"Nolan Arenado","COL",160,618,696,182,100,35,6,41,116,133,68,10,103,2,8,0,17,2,3,0.294498381,"Nolan Arenado",9777,571448
"Xander Bogaerts","BOS",157,652,719,192,136,34,1,21,115,89,58,0,123,6,3,0,14,13,4,0.294478527,"Xander Bogaerts",12161,593428
"César Hernández","PHI",155,547,622,161,130,14,11,6,67,39,66,4,116,2,2,5,6,17,13,0.294332723,"Cesar Hernandez",10556,514917
"Manny Machado","BAL",157,640,696,188,110,40,1,37,105,96,48,9,120,3,5,0,14,0,3,0.29375,"Manny Machado",11493,592518
"José Abreu","CHW",159,624,695,183,125,32,1,25,67,100,47,7,125,15,9,0,21,0,2,0.29326923,"Jose Abreu",15676,547989
"Kris Bryant","CHC",155,603,699,176,99,35,3,39,121,102,75,5,154,18,3,0,3,8,5,0.291873963,"Kris Bryant",15429,592178
"Jonathan Lucroy","- - -",142,490,544,143,92,24,3,24,67,81,47,5,100,3,4,0,16,5,0,0.291836734,"Jonathan Lucroy",7870,518960
"Anthony Rizzo","CHC",155,583,676,170,91,43,4,32,94,109,74,8,108,16,3,0,13,3,5,0.291595197,"Anthony Rizzo",3473,519203
"Ender Inciarte","ATL",131,522,578,152,118,24,7,3,85,29,45,5,68,4,2,5,8,16,7,0.291187739,"Ender Inciarte",4922,542255
"Brandon Phillips","CIN",141,550,584,160,114,34,1,11,74,64,18,3,68,8,6,2,17,14,8,0.29090909,"Brandon Phillips",791,408252
"Victor Martinez","DET",154,553,610,160,111,22,0,27,65,86,50,8,90,4,3,0,19,0,0,0.289330922,"Victor Martinez",393,400121
"Ian Kinsler","DET",153,618,679,178,117,29,4,28,117,83,45,0,115,13,3,0,5,14,6,0.288025889,"Ian Kinsler",6195,435079
"Buster Posey","SFG",146,539,614,155,106,33,2,14,82,80,64,7,68,3,8,0,18,6,1,0.287569573,"Buster Posey",9166,457763
"Eduardo Núñez","- - -",141,553,595,159,115,24,4,16,73,67,29,3,88,5,6,2,8,40,10,0.287522603,"Eduardo Nunez",6848,456488
"Nelson Cruz","SEA",155,589,667,169,98,27,1,43,96,105,62,5,159,9,7,0,15,2,0,0.286926994,"Nelson Cruz",2434,443558
"Danny Valencia","OAK",130,471,517,135,95,22,1,17,72,51,41,1,115,3,2,0,11,1,1,0.286624203,"Danny Valencia",6364,502143
"Odúbel Herrera","PHI",159,583,656,167,125,21,6,15,87,49,63,7,134,6,2,2,6,25,7,0.286449399,"Odubel Herrera",11476,546318
"Hanley Ramirez","BOS",147,549,620,157,98,28,1,30,81,111,60,5,120,7,4,0,17,9,3,0.285974499,"Hanley Ramirez",8001,434670
"Jonathan Villar","MIL",156,589,679,168,108,38,3,19,92,63,79,4,174,2,4,5,7,62,18,0.285229202,"Jonathan Villar",10071,542340
"Adrián González","LAD",156,568,633,162,113,31,0,18,69,90,55,9,117,4,6,0,16,0,2,0.285211267,"Adrian Gonzalez",1908,408236
"Ian Desmond","TEX",156,625,677,178,124,29,3,22,107,86,44,2,160,5,3,0,11,21,6,0.2848,"Ian Desmond",6885,435622
"Adam Eaton","CHW",157,619,706,176,124,29,9,14,91,59,63,2,115,14,3,7,6,14,5,0.284329563,"Adam Eaton",11205,594809
"Josh Donaldson","TOR",155,577,700,164,90,32,5,37,122,99,109,6,119,9,3,2,16,7,1,0.284228769,"Josh Donaldson",5038,518626
"Josh Harrison","PIT",131,487,522,138,102,25,7,4,57,59,18,0,76,5,8,4,10,19,4,0.283367556,"Josh Harrison",8202,543281
"Asdrúbal Cabrera","NYM",141,521,568,146,92,30,1,23,65,62,38,3,103,7,2,0,14,5,1,0.280230326,"Asdrubal Cabrera",4962,452678
"Yoenis Cespedes","NYM",132,479,543,134,77,25,1,31,72,86,51,8,108,7,6,0,14,3,1,0.279749478,"Yoenis Cespedes",13110,493316
"Kyle Seager","SEA",158,597,676,166,97,36,3,30,89,99,69,10,108,8,2,0,18,3,1,0.278056951,"Kyle Seager",9785,572122
"Ángel Pagán","SFG",129,495,543,137,96,24,5,12,71,55,42,1,66,0,3,0,11,15,4,0.276767676,"Angel Pagan",2918,434636
"Dexter Fowler","CHC",125,456,551,126,81,25,7,13,84,48,79,0,124,11,4,1,3,13,4,0.276315789,"Dexter Fowler",4062,451594
"Didi Gregorius","NYY",153,562,597,155,101,32,2,20,68,70,19,2,82,6,5,5,9,7,1,0.275800711,"Didi Gregorius",6012,544369
"Jason Kipnis","CLE",156,610,688,168,100,41,4,23,91,82,60,0,146,6,7,5,21,15,3,0.275409836,"Jason Kipnis",9776,543401
"Justin Turner","LAD",151,556,622,153,89,34,3,27,79,90,48,1,107,10,8,0,16,4,1,0.275179856,"Justin Turner",5235,457759
"Brandon Belt","SFG",156,542,655,149,83,41,8,17,77,82,104,4,148,5,4,0,7,0,4,0.274907749,"Brandon Belt",10264,474832
"Brandon Crawford","SFG",155,553,623,152,101,28,11,12,67,84,57,10,115,4,9,0,13,7,0,0.274864376,"Brandon Crawford",5343,543063
"Carlos Correa","HOU",153,577,660,158,99,36,3,20,76,96,75,5,139,5,3,0,12,13,3,0.273830155,"Carlos Correa",14162,621043
"Cheslor Cuthbert","KCR",128,475,510,130,89,28,1,12,49,46,32,0,96,0,2,1,14,2,0,0.27368421,"Cheslor Cuthbert",10473,596144
"Evan Longoria","TBR",160,633,685,173,92,41,4,36,81,98,42,6,144,3,7,0,13,0,3,0.273301737,"Evan Longoria",9368,446334
"Stephen Piscotty","STL",153,582,649,159,99,35,3,22,86,85,51,0,133,12,2,1,14,7,5,0.273195876,"Stephen Piscotty",13367,572039
"Adonis García","ATL",134,532,563,145,102,29,0,14,65,65,24,4,93,6,0,0,18,3,2,0.27255639,"Adonis Garcia",13777,611177
"Yasmany Tomás","ARI",140,530,563,144,82,30,1,31,72,83,31,4,136,1,1,0,18,2,4,0.271698113,"Yasmany Tomas",17171,630111
"Ben Zobrist","CHC",147,523,631,142,90,31,3,18,94,76,96,6,82,4,4,4,17,6,4,0.271510516,"Ben Zobrist",7435,450314
"Rougned Odor","TEX",150,605,632,164,94,33,4,33,89,88,19,0,135,4,4,0,6,14,7,0.27107438,"Rougned Odor",12282,596059
"Kole Calhoun","LAA",157,594,672,161,103,35,5,18,91,75,67,0,118,6,5,0,10,2,3,0.271043771,"Kole Calhoun",11200,594777
"Matt Carpenter","STL",129,473,566,128,65,36,6,21,81,68,81,6,108,5,4,3,4,0,4,0.270613107,"Matt Carpenter",8090,572761
"Starlin Castro","NYY",151,577,610,156,105,29,1,21,63,70,24,1,118,3,5,1,15,4,0,0.270363951,"Starlin Castro",4579,516770
"Anthony Rendon","WSN",156,567,647,153,93,38,2,20,91,85,65,2,117,7,8,0,5,12,6,0.269841269,"Anthony Rendon",12861,543685
"Nick Markakis","ATL",158,599,684,161,110,38,0,13,67,89,71,9,101,5,9,0,16,0,2,0.268781302,"Nick Markakis",5930,455976
"Brian Dozier","MIN",155,615,691,165,83,35,5,42,104,99,61,6,138,8,5,2,12,18,2,0.268292682,"Brian Dozier",9810,572821
"Albert Pujols","LAA",152,593,650,159,109,19,0,31,71,119,49,6,75,2,6,0,24,4,0,0.268128161,"Albert Pujols",1177,405395
"Matt Kemp","- - -",156,623,672,167,93,39,0,35,89,108,36,6,156,1,12,0,17,1,0,0.268057784,"Matt Kemp",5631,461314
"Jackie Bradley Jr.","BOS",156,558,636,149,86,30,7,26,94,87,63,5,143,10,5,0,10,9,2,0.267025089,"Jackie Bradley Jr.",12984,598265
"Jonathan Schoop","BAL",162,615,647,164,100,38,1,25,82,82,21,0,137,8,3,0,16,1,2,0.266666666,"Jonathan Schoop",11265,570731
"Kevin Pillar","TOR",146,548,584,146,102,35,2,7,59,53,24,0,90,6,3,3,12,14,6,0.266423357,"Kevin Pillar",12434,607680
"Eric Hosmer","KCR",158,605,667,161,111,24,1,25,80,104,57,5,132,1,4,0,18,5,3,0.266115702,"Eric Hosmer",3516,543333
"Denard Span","SFG",143,572,637,152,113,23,5,11,70,53,53,2,79,4,2,6,8,12,7,0.265734265,"Denard Span",8347,452655
"Marcell Ozuna","MIA",148,557,608,148,96,23,6,23,75,76,43,2,115,4,4,0,11,0,3,0.265709156,"Marcell Ozuna",10324,542303
"Nomar Mazara","TEX",145,516,568,137,101,13,3,20,59,64,39,1,112,6,7,0,12,0,2,0.265503875,"Nomar Mazara",14553,608577
"Adam Jones","BAL",152,619,672,164,116,19,0,29,86,83,39,2,115,5,8,1,13,2,0,0.264943457,"Adam Jones",6368,430945
"Logan Forsythe","TBR",127,511,567,135,87,24,4,20,76,52,46,0,127,8,2,0,8,6,6,0.264187866,"Logan Forsythe",7185,523253
"Kendrys Morales","KCR",154,558,618,147,93,24,0,30,65,93,48,2,120,7,5,0,20,0,0,0.26344086,"Kendrys Morales",8610,434778
"Jacoby Ellsbury","NYY",148,551,626,145,107,24,5,9,71,56,54,1,84,2,3,4,11,20,8,0.263157894,"Jacoby Ellsbury",4727,453056
"Scooter Gennett","MIL",136,498,542,131,86,30,1,14,58,56,38,1,114,2,2,1,11,8,1,0.263052208,"Scooter Gennett",10339,571697
"Edwin Encarnación","TOR",160,601,702,158,82,34,0,42,99,127,87,3,138,5,8,0,22,2,0,0.262895174,"Edwin Encarnacion",2151,429665
"Brett Gardner","NYY",148,547,634,143,108,22,6,7,80,41,70,0,106,8,5,4,6,16,4,0.261425959,"Brett Gardner",9927,458731
"Joe Mauer","MIN",134,494,576,129,92,22,4,11,68,49,79,10,93,1,2,0,11,2,0,0.261133603,"Joe Mauer",1857,408045
"George Springer","HOU",162,644,744,168,105,29,5,29,116,82,88,2,178,11,1,0,12,9,10,0.260869565,"George Springer",12856,543807
"Alcides Escobar","KCR",162,637,682,166,129,24,6,7,57,55,27,2,96,3,5,10,16,17,4,0.260596546,"Alcides Escobar",6310,444876
"Carlos Santana","CLE",158,582,688,151,83,31,3,34,89,87,99,0,99,2,5,0,18,5,2,0.259450171,"Carlos Santana",2396,467793
"Wil Myers","SDP",157,599,676,155,94,29,4,28,99,94,68,1,160,4,5,0,12,28,6,0.258764607,"Wil Myers",10047,571976
"Gregory Polanco","PIT",144,527,587,136,76,34,4,22,79,86,53,6,119,0,6,1,13,17,6,0.258064516,"Gregory Polanco",12907,570256
"Jordy Mercer","PIT",149,519,584,133,97,22,3,11,66,59,51,8,83,5,2,7,11,1,1,0.256262042,"Jordy Mercer",6547,474568
"Mark Trumbo","BAL",159,613,667,157,82,27,1,47,94,108,51,1,170,3,0,0,14,2,0,0.256117455,"Mark Trumbo",6876,444432
"Andrew McCutchen","PIT",153,598,675,153,100,26,3,24,81,79,69,7,143,5,3,0,15,6,7,0.255852842,"Andrew McCutchen",9847,457705
"Jose Iglesias","DET",137,467,513,119,89,26,0,4,57,32,28,1,50,8,3,7,12,7,4,0.254817987,"Jose Iglesias",10231,578428
"Maikel Franco","PHI",152,581,630,148,99,23,1,25,67,88,40,7,106,5,4,0,13,1,1,0.254733218,"Maikel Franco",12179,596748
"Howie Kendrick","LAD",146,487,543,124,88,26,2,8,65,40,50,2,96,3,3,0,20,10,2,0.254620123,"Howie Kendrick",4229,435062
"Marwin Gonzalez","HOU",141,484,518,123,81,26,3,13,55,51,22,1,118,5,1,6,16,12,6,0.254132231,"Marwin Gonzalez",5497,503556
"Troy Tulowitzki","TOR",131,492,544,125,80,21,0,24,54,79,43,1,101,5,4,0,14,1,0,0.25406504,"Troy Tulowitzki",3531,453064
"Yonder Alonso","OAK",156,482,532,122,81,34,0,7,52,56,45,1,74,1,4,0,15,3,1,0.253112033,"Yonder Alonso",2530,475174
"Michael Saunders","TOR",140,490,558,124,65,32,3,24,70,57,59,2,157,5,3,1,14,1,2,0.253061224,"Michael Saunders",9981,459431
"Zack Cozart","CIN",121,464,508,117,71,28,2,16,67,50,37,3,84,2,4,1,9,4,1,0.252155172,"Zack Cozart",2616,446359
"Chase Utley","LAD",138,512,565,129,86,26,3,14,79,52,40,1,115,11,1,1,0,2,2,0.251953125,"Chase Utley",1679,400284
"Stephen Vogt","OAK",137,490,532,123,77,30,2,14,54,56,35,3,83,4,3,0,6,0,0,0.251020408,"Stephen Vogt",5000,519390
"Chase Headley","NYY",140,467,529,117,84,18,1,14,58,51,51,3,118,6,5,0,7,8,2,0.250535331,"Chase Headley",4720,452104
"Jay Bruce","- - -",147,539,589,135,69,27,6,33,74,99,44,7,126,3,3,0,14,4,2,0.250463821,"Jay Bruce",9892,457803
"Jake Lamb","ARI",151,523,594,130,61,31,9,29,81,91,64,5,154,3,4,0,13,6,1,0.248565965,"Jake Lamb",13329,571875
"Eugenio Suárez","CIN",159,565,627,140,92,25,2,21,78,70,51,0,155,8,3,0,10,11,5,0.24778761,"Eugenio Suarez",12552,553993
"Leonys Martin","SEA",143,518,576,128,93,17,3,15,72,47,44,0,149,3,7,4,10,24,6,0.247104247,"Leonys Martin",11846,547982
"Salvador Perez","KCR",139,514,546,127,75,28,2,22,57,64,22,3,119,8,2,0,12,0,0,0.247081712,"Salvador Perez",7304,521692
"Khris Davis","OAK",150,555,610,137,69,24,2,42,85,102,42,0,166,8,5,0,19,1,2,0.246846846,"Khris Davis",9112,501981
"Justin Upton","DET",153,570,626,140,79,28,2,31,81,87,50,3,179,4,2,0,15,9,4,0.245614035,"Justin Upton",5222,457708
"Corey Dickerson","TBR",148,510,548,125,62,36,3,24,57,70,33,6,134,2,2,0,12,0,2,0.245098039,"Corey Dickerson",10762,572816
"Jayson Werth","WSN",143,525,606,128,79,28,0,21,84,69,71,0,139,4,6,0,17,5,1,0.243809523,"Jayson Werth",1327,150029
"Bryce Harper","WSN",147,506,627,123,73,24,2,24,84,86,108,20,117,3,10,0,11,21,10,0.243083003,"Bryce Harper",11579,547180
"Brad Miller","TBR",152,548,601,133,68,29,6,30,73,81,47,0,149,3,3,0,5,6,4,0.242700729,"Brad Miller",12775,543543
"Travis Shaw","BOS",145,480,530,116,64,34,2,16,63,71,43,4,133,3,4,0,10,5,1,0.241666666,"Travis Shaw",11982,543768
"Freddy Galvis","PHI",158,584,624,141,92,26,3,20,61,67,25,6,136,3,4,8,16,17,6,0.241438356,"Freddy Galvis",6609,520471
"Adam Duvall","CIN",150,552,608,133,63,31,6,33,85,103,41,1,164,6,8,0,7,6,5,0.240942028,"Adam Duvall",10950,594807
"Alexei Ramirez","- - -",145,478,506,115,85,22,2,6,38,48,21,3,63,4,2,1,8,8,9,0.240585774,"Alexei Ramirez",5133,493351
"Joe Panik","SFG",127,464,526,111,73,21,7,10,67,62,50,5,47,4,5,3,14,5,0,0.239224137,"Joe Panik",11936,605412
"Mike Napoli","CLE",150,557,645,133,76,22,1,34,92,101,78,2,194,5,5,0,15,5,1,0.238779174,"Mike Napoli",3057,435063
"Addison Russell","CHC",151,525,598,125,76,25,3,21,67,95,55,6,135,12,6,0,11,5,1,0.238095238,"Addison Russell",14106,608365
"B.J. Upton","- - -",149,492,539,117,79,15,3,20,64,61,37,1,155,2,6,1,6,27,8,0.237804878,"B.J. Upton",5015,425834
"Marcus Semien","OAK",159,568,621,135,79,27,2,27,72,75,51,1,139,0,1,1,12,10,2,0.237676056,"Marcus Semien",12533,543760
"Curtis Granderson","NYM",150,545,633,129,70,24,5,30,88,59,74,7,130,9,5,0,10,4,2,0.236697247,"Curtis Granderson",4747,434158
"Adeiny Hechavarría","MIA",155,508,547,120,94,17,6,3,52,38,33,7,73,1,3,2,10,1,0,0.236220472,"Adeiny Hechavarria",10459,588751
"José Bautista","TOR",116,423,517,99,52,24,1,22,68,69,87,1,103,3,4,0,21,2,2,0.234042553,"Jose Bautista",1887,430832
"Mitch Moreland","TEX",147,460,503,107,64,21,0,22,49,60,35,5,118,8,0,0,8,1,0,0.232608695,"Mitch Moreland",3086,519048
"Russell Martin","TOR",137,455,535,105,69,16,0,20,62,74,64,1,148,10,5,1,12,2,1,0.23076923,"Russell Martin",4616,431145
"Jason Heyward","CHC",142,530,592,122,87,27,1,7,61,49,54,0,93,5,2,1,12,11,4,0.230188679,"Jason Heyward",4940,518792
"Todd Frazier","CHW",158,590,666,133,72,21,0,40,89,98,64,1,163,4,7,1,11,15,5,0.225423728,"Todd Frazier",785,453943
"Chris Carter","MIL",160,549,644,122,53,27,1,41,84,94,76,1,206,9,10,0,18,3,1,0.222222222,"Chris Carter",9911,474892
"Chris Davis","BAL",157,566,665,125,66,21,0,38,99,84,88,3,219,8,3,0,6,1,0,0.220848056,"Chris Davis",9272,448801
"Alex Gordon","KCR",128,445,506,98,63,16,2,17,62,40,52,3,148,8,1,0,9,8,1,0.220224719,"Alex Gordon",5209,460086
"Danny Espinosa","WSN",157,516,601,108,69,15,0,24,66,72,54,12,174,20,4,7,4,9,2,0.209302325,"Danny Espinosa",9219,457787
