"last_name, first_name","player_id","oaa","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent"
"Carrera, Ezequiel",485567,"0","0","12","0.0","1","1","100.0","6","8","75.0","12","16","75.0","17","17","100.0"
"Calhoun, Kole",594777,"0","1","33","3.0","1","6","16.7","5","8","62.5","27","31","87.1","28","29","96.6"
"Mazara, Nomar",608577,"0","2","26","7.7","4","7","57.1","6","11","54.5","22","26","84.6","28","31","90.3"
"Ozuna, Marcell",542303,"-1","2","26","7.7","0","4","0.0","6","11","54.5","19","24","79.2","24","25","96.0"
"Crisp, Coco",424825,"-1","3","19","15.8","3","8","37.5","5","9","55.6","21","26","80.8","20","20","100.0"
"Hicks, Aaron",543305,"-1","1","11","9.1","1","2","50.0","7","10","70.0","15","18","83.3","19","22","86.4"
"González, Carlos",471865,"-2","1","30","3.3","2","7","28.6","5","8","62.5","20","25","80.0","25","27","92.6"
"Pagán, Ángel",434636,"-2","4","26","15.4","2","8","25.0","4","7","57.1","12","15","80.0","16","18","88.9"
"Davis, Rajai",434658,"-2","3","20","15.0","1","5","20.0","8","12","66.7","15","19","78.9","22","24","91.7"
"Markakis, Nick",455976,"-2","1","31","3.2","2","6","33.3","7","13","53.8","28","34","82.4","24","24","100.0"
"Marte, Starling",516782,"-2","2","15","13.3","2","9","22.2","4","10","40.0","22","27","81.5","20","21","95.2"
"Blackmon, Charlie",453568,"-2","0","29","0.0","0","3","0.0","8","13","61.5","30","32","93.8","24","27","88.9"
"Bautista, José",430832,"-2","0","18","0.0","0","4","0.0","6","9","66.7","9","13","69.2","18","18","100.0"
"Fowler, Dexter",451594,"-2","0","22","0.0","1","5","20.0","6","13","46.2","14","18","77.8","27","27","100.0"
"Grichuk, Randal",545341,"-2","0","25","0.0","0","2","0.0","12","16","75.0","21","27","77.8","20","20","100.0"
"Aoki, Norichika",493114,"-2","0","15","0.0","1","7","14.3","4","9","44.4","17","19","89.5","17","19","89.5"
"Span, Denard",452655,"-3","0","32","0.0","2","9","22.2","3","7","42.9","27","32","84.4","25","27","92.6"
"Trout, Mike",545361,"-3","1","27","3.7","2","5","40.0","4","16","25.0","20","25","80.0","42","43","97.7"
"Werth, Jayson",150029,"-4","1","33","3.0","1","4","25.0","3","5","60.0","9","15","60.0","21","22","95.5"
"Kendrick, Howie",435062,"-4","0","14","0.0","0","2","0.0","4","8","50.0","19","20","95.0","10","13","76.9"
"Jay, Jon",445055,"-4","1","17","5.9","1","7","14.3","2","5","40.0","9","10","90.0","11","11","100.0"
"Pence, Hunter",452254,"-4","5","20","25.0","0","4","0.0","4","11","36.4","11","15","73.3","15","18","83.3"
"Maybin, Cameron",457727,"-4","0","20","0.0","0","3","0.0","3","8","37.5","11","14","78.6","19","20","95.0"
"Saunders, Michael",459431,"-4","0","17","0.0","0","3","0.0","3","10","30.0","18","19","94.7","13","14","92.9"
"Chisenhall, Lonnie",502082,"-4","3","22","13.6","1","5","20.0","7","10","70.0","12","19","63.2","16","18","88.9"
"Harper, Bryce",547180,"-4","0","21","0.0","2","5","40.0","7","12","58.3","17","20","85.0","25","28","89.3"
"Drury, Brandon",592273,"-4","0","17","0.0","2","6","33.3","1","4","25.0","12","17","70.6","13","14","92.9"
"Upton, Justin",457708,"-5","0","27","0.0","1","5","20.0","4","8","50.0","22","25","88.0","22","26","84.6"
"Gómez, Carlos",460576,"-6","0","25","0.0","3","6","50.0","4","8","50.0","20","29","69.0","23","24","95.8"
"Smith, Seth",452234,"-6","0","22","0.0","1","5","20.0","1","8","12.5","16","17","94.1","12","13","92.3"
"Braun, Ryan",460075,"-9","1","23","4.3","0","5","0.0","7","15","46.7","9","14","64.3","19","21","90.5"
"Naquin, Tyler",571980,"-11","0","18","0.0","1","3","33.3","1","9","11.1","15","18","83.3","5","9","55.6"
"Martinez, J.D.",502110,"-11","0","20","0.0","2","9","22.2","3","7","42.9","8","15","53.3","15","18","83.3"
"Cabrera, Melky",466320,"-12","0","34","0.0","1","6","16.7","4","8","50.0","12","20","60.0","23","27","85.2"
"Cespedes, Yoenis",493316,"-12","1","26","3.8","2","8","25.0","4","11","36.4","11","20","55.0","18","20","90.0"
"McCutchen, Andrew",457705,"-14","1","39","2.6","1","4","25.0","7","16","43.8","18","30","60.0","21","23","91.3"
"Trumbo, Mark",444432,"-16","0","13","0.0","0","2","0.0","0","5","0.0","5","17","29.4","13","15","86.7"
"Tomás, Yasmany",630111,"-18","0","21","0.0","0","6","0.0","2","14","14.3","13","18","72.2","17","20","85.0"
"Kemp, Matt",461314,"-24","0","39","0.0","1","9","11.1","4","16","25.0","19","33","57.6","25","31","80.6"
