Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Robel Garcia","CHC","AAA",26,76,260,296,73,38,12,2,21,51,52,30,1,98,4,2,0,1,3,3,0.28076923,"13167"
"Blake Swihart","ARI","AAA",27,28,106,122,20,11,2,1,6,20,22,15,0,31,0,1,0,6,0,1,0.188679245,"13176"
"Michael Reed","SFG","AAA",26,15,53,60,12,7,4,0,1,8,9,7,0,21,0,0,0,2,2,0,0.226415094,"13228"
"Jacob Wilson","WSN","AAA",28,55,197,232,61,33,12,1,15,40,48,31,0,43,1,1,2,4,1,0,0.30964467,"13254"
"Nolan Fontana","TEX","AAA",28,34,108,132,18,11,4,0,3,14,10,21,0,40,2,1,0,1,0,0,0.166666666,"13267"
"Zach Vincej","BAL","AAA",28,101,366,399,99,69,22,0,8,49,51,24,1,64,3,4,2,11,0,4,0.270491803,"13269"
"Joey Rickard","SFG","AAA",28,64,236,272,77,45,20,2,10,55,33,29,0,43,4,3,0,6,1,2,0.326271186,"13277"
"Darnell Sweeney","PIT","AAA",28,30,89,98,20,13,4,1,2,10,13,5,0,35,2,0,2,3,2,1,0.224719101,"13284"
"Peter O'Brien","MIA","AAA",28,75,255,291,56,31,8,0,17,41,45,36,2,107,0,0,0,2,0,1,0.219607843,"13288"
"Ildemaro Vargas","ARI","AAA",27,28,124,137,50,36,9,3,2,20,24,11,0,5,1,1,0,3,1,1,0.403225806,"13324"
"Deven Marrero","MIA","AAA",28,112,383,431,94,61,16,2,15,55,42,43,1,100,1,1,3,12,10,1,0.245430809,"13325"
"Bubba Starling","KCR","AAA",26,72,261,285,81,61,11,2,7,34,38,21,0,59,0,3,0,3,9,3,0.310344827,"13356"
"Erik Gonzalez","PIT","AAA",27,20,78,81,15,10,3,1,1,6,10,3,0,29,0,0,0,1,1,1,0.192307692,"13369"
"Wynton Bernard","CHC","AAA",28,41,95,106,25,15,6,3,1,17,12,10,1,21,0,0,0,0,6,3,0.263157894,"13408"
"Cameron Perkins","LAD","AAA",28,84,294,326,83,50,23,1,9,47,35,24,1,49,7,0,1,10,7,1,0.282312925,"13444"
"Christian Lopes","TEX","AAA",26,54,195,228,53,33,15,0,5,24,33,24,0,45,5,1,3,4,4,4,0.271794871,"13472"
"Oscar Hernandez","BOS","AAA",25,47,148,168,31,15,10,0,6,20,20,12,0,33,2,2,3,4,0,0,0.209459459,"13490"
"Humberto Arteaga","KCR","AAA",25,66,284,302,85,69,10,1,5,39,26,12,0,34,3,1,2,11,11,5,0.299295774,"13595"
"Patrick Wisdom","TEX","AAA",27,107,396,453,95,49,15,0,31,68,74,53,3,125,2,1,1,8,8,2,0.239898989,"13602"
"Jeimer Candelario","DET","AAA",25,39,153,178,49,28,10,2,9,30,33,22,0,35,3,0,0,1,0,0,0.320261437,"13621"
"Preston Tucker","CHW","AAA",28,25,83,93,23,14,8,0,1,14,10,9,0,7,0,1,0,2,0,1,0.277108433,"13633"
"Terrance Gore","NYY","AAA",28,21,55,69,9,5,3,1,0,8,1,12,0,17,1,0,1,0,3,0,0.163636363,"13658"
"Jack Lopez","ATL","AAA",26,96,359,390,98,70,16,0,12,62,57,19,0,91,6,4,2,10,9,2,0.272980501,"13663"
"Tyrone Taylor","MIL","AAA",25,92,334,375,90,55,20,1,14,44,59,28,0,85,7,5,1,11,5,0,0.269461077,"13675"
"Christopher Bostick","BAL","AAA",26,106,392,442,101,64,22,3,12,59,50,33,0,99,7,4,6,7,4,2,0.257653061,"13718"
"Jacob Stallings","PIT","AAA",29,15,51,61,14,3,9,0,2,11,7,4,0,9,4,2,0,0,0,0,0.274509803,"13723"
"Elier Hernandez","KCR","AAA",24,112,396,428,97,72,13,2,10,50,36,25,0,116,4,1,2,15,8,5,0.244949494,"13750"
"Travis Jankowski","SDP","AAA",28,39,160,183,50,44,6,0,0,27,12,21,0,32,1,1,0,7,7,2,0.3125,"13768"
"Rob Refsnyder","ARI","AAA",28,86,302,338,94,61,21,2,10,42,45,31,2,87,1,4,0,10,0,2,0.311258278,"13770"
"Matt Reynolds","WSN","AAA",28,111,376,449,111,62,29,4,16,65,55,64,1,95,4,2,3,9,8,2,0.295212765,"13788"
"Eric Stamets","CLE","AAA",27,90,295,327,72,51,10,5,6,40,38,27,0,83,3,2,0,1,14,1,0.244067796,"13795"
"Anthony Bemboom","LAA","AAA",29,30,104,114,28,19,4,2,3,14,16,9,0,19,0,1,0,2,0,1,0.269230769,"13854"
"Mike Miller","MIN","AAA",29,78,279,312,70,55,12,0,3,35,29,29,1,46,1,2,1,6,4,4,0.250896057,"13891"
"Tyler Heineman","ARI","AAA",28,73,244,273,82,49,17,3,13,42,38,21,0,35,5,0,3,4,4,0,0.336065573,"13897"
"Seth Mejias-Brean","SDP","AAA",28,117,411,448,130,98,18,3,11,69,66,33,1,79,3,1,0,8,4,2,0.316301703,"13905"
"Sherman Johnson","CIN","AAA",28,71,203,241,49,35,9,1,4,32,15,34,0,55,1,0,3,3,4,4,0.24137931,"13906"
"Patrick Kivlehan","PIT","AAA",29,114,413,470,99,49,18,3,29,59,75,45,1,132,9,2,1,12,0,1,0.239709443,"13910"
"Addison Russell","CHC","AAA",25,27,96,119,27,14,6,0,7,25,26,14,0,25,5,4,0,3,1,2,0.28125,"14106"
"Albert Almora Jr.","CHC","AAA",25,13,49,54,11,7,3,1,0,6,2,4,0,7,0,0,1,2,2,1,0.224489795,"14109"
"Eric Haase","CLE","AAA",26,102,350,401,79,36,12,3,28,67,60,42,0,142,5,3,1,3,1,1,0.225714285,"14111"
"Ramon Torres","CHW","AAA",26,21,67,71,23,14,4,1,4,16,16,2,0,12,0,2,0,2,0,0,0.343283582,"14113"
"Tim Lopes","SEA","AAA",25,95,374,420,113,70,31,2,10,59,60,36,0,72,3,7,0,7,26,9,0.302139037,"14137"
"Jose Rondon","BAL","AAA",25,21,73,83,16,10,4,0,2,9,12,10,0,22,0,0,0,1,1,0,0.219178082,"14140"
"Daniel Robertson","TBR","AAA",25,28,104,123,27,24,1,0,2,11,9,16,0,25,3,0,0,6,1,0,0.259615384,"14145"
"Mac Williamson","SEA","AAA",28,25,90,106,33,19,5,0,9,23,23,13,1,27,1,2,0,1,1,0,0.366666666,"14158"
"Andrew Velazquez","CLE","AAA",24,46,174,187,46,27,13,2,4,25,21,10,0,39,2,0,1,6,3,5,0.264367816,"14196"
"Jason Coats","TBR","AAA",29,92,336,363,84,49,17,0,18,46,50,20,0,97,2,4,1,13,6,3,0.25,"14282"
"Wilmer Difo","WSN","AAA",27,61,233,261,70,49,14,3,4,48,30,25,0,51,1,1,1,4,13,5,0.300429184,"14320"
"Anthony Alford","TOR","AAA",24,76,282,319,73,47,16,3,7,46,37,31,0,94,5,0,1,4,22,8,0.258865248,"14329"
"Nick Williams","PHI","AAA",25,48,190,210,60,33,15,2,10,33,25,14,0,52,6,0,0,1,1,0,0.315789473,"14330"
"Dilson Herrera","NYM","AAA",25,117,407,460,101,47,29,1,24,66,64,43,2,127,8,2,0,5,12,5,0.248157248,"14335"
"Lewis Brinson","MIA","AAA",25,81,296,339,80,45,15,4,16,56,56,32,0,100,10,0,0,5,16,5,0.27027027,"14352"
"Harold Ramirez","MIA","AAA",24,31,110,120,39,22,12,1,4,19,14,6,0,19,4,0,0,2,1,1,0.354545454,"14387"
"Ronald Guzman","TEX","AAA",24,30,117,135,36,23,8,0,5,22,16,17,1,31,1,0,0,2,0,0,0.307692307,"14388"
"Joe Hudson","STL","AAA",28,60,197,222,44,28,5,1,10,24,30,20,0,69,1,4,0,10,0,0,0.223350253,"14412"
"Scott Heineman","TEX","AAA",26,42,159,182,54,38,6,2,8,34,25,17,0,45,4,2,0,6,4,3,0.339622641,"14453"
"Jake Cave","MIN","AAA",26,48,196,214,69,40,18,4,7,37,39,15,0,50,0,3,0,5,5,0,0.352040816,"14477"
"Luis Marte","ATL","AAA",25,86,312,330,81,64,12,0,5,41,33,15,0,77,1,2,0,8,5,1,0.259615384,"14515"
"Gabriel Guerrero","MIA","AAA",25,105,324,336,82,54,17,0,11,43,48,7,0,97,2,3,0,6,5,4,0.253086419,"14528"
"Anthony Santander","BAL","AAA",24,48,193,209,50,30,15,0,5,30,28,13,1,38,2,1,0,3,3,2,0.259067357,"14551"
"Wyatt Mathisen","ARI","AAA",25,87,283,345,80,37,19,1,23,72,61,39,0,84,20,3,0,7,1,0,0.282685512,"14555"
"Max Moroff","CLE","AAA",26,34,108,136,23,15,4,0,4,20,8,26,0,34,2,0,0,5,1,2,0.212962962,"14556"
"Carlos Tocci","TEX","AAA",23,89,328,367,80,67,9,0,4,45,31,30,0,64,5,4,0,10,4,6,0.243902439,"14558"
"Franchy Cordero","SDP","AAA",24,11,46,51,10,4,2,1,3,7,8,4,0,19,1,0,0,1,0,0,0.217391304,"14567"
"Webster Rivas","SDP","AAA",28,39,125,149,37,23,9,0,5,26,22,22,3,23,1,0,1,8,0,0,0.296,"14636"
"Tzu-Wei Lin","BOS","AAA",25,59,224,250,55,39,11,1,4,30,22,21,0,58,0,2,3,7,6,2,0.245535714,"14678"
"Harold Castro","DET","AAA",25,31,122,134,40,30,5,1,4,20,25,9,0,26,0,1,2,5,1,3,0.327868852,"14691"
"Dawel Lugo","DET","AAA",24,68,282,303,94,64,21,4,5,46,41,15,1,52,3,3,0,8,6,3,0.333333333,"14713"
"Brett Phillips","KCR","AAA",25,105,333,414,80,41,8,13,18,75,54,72,2,118,3,2,4,4,22,1,0.24024024,"14735"
"Phillip Ervin","CIN","AAA",26,40,145,172,42,27,8,1,6,27,26,19,0,34,5,3,0,2,6,6,0.289655172,"14738"
"Yu Chang","CLE","AAA",23,68,253,283,64,39,15,1,9,45,39,26,1,67,1,3,0,4,4,1,0.252964426,"14773"
"Mike Yastrzemski","SFG","AAA",28,40,136,163,43,19,11,1,12,38,25,22,1,36,2,2,1,3,2,2,0.31617647,"14854"
"Pat Valaika","COL","AAA",26,84,350,383,112,63,26,1,22,60,75,27,0,90,0,5,1,10,5,1,0.32,"14885"
"Daniel Palka","CHW","AAA",27,106,395,471,104,54,23,0,27,83,72,72,4,109,0,4,0,8,2,0,0.263291139,"14897"
"Jaycob Brugman","BAL","AAA",27,81,301,339,84,37,22,1,24,44,66,35,0,89,2,1,0,11,0,0,0.279069767,"14936"
"Jack Reinheimer","BAL","AAA",26,106,342,391,84,63,15,2,4,43,31,40,0,77,2,6,1,3,12,4,0.245614035,"14938"
"Johan Camargo","ATL","AAA",25,14,58,64,28,20,6,0,2,10,15,5,0,12,1,0,0,0,0,0,0.48275862,"14950"
"Zach Green","SFG","AAA",25,72,252,297,71,27,18,1,25,43,64,39,1,99,3,3,0,5,1,0,0.281746031,"14973"
"Johnny Field","CHC","AAA",27,84,278,303,65,32,22,3,8,39,41,21,0,85,1,3,0,6,7,4,0.233812949,"15048"
"Dom Nunez","COL","AAA",24,61,213,257,52,20,14,1,17,43,42,35,1,69,6,3,0,1,2,0,0.244131455,"15055"
"Adam Engel","CHW","AAA",27,64,248,277,67,41,13,4,9,43,29,22,0,62,7,0,0,4,13,3,0.27016129,"15082"
"Boog Powell","SDP","AAA",26,105,340,403,98,64,25,1,8,66,37,59,0,94,0,3,1,7,14,0,0.288235294,"15103"
"Jonathan Davis","TOR","AAA",27,82,294,352,77,45,19,3,10,64,36,40,1,83,17,0,1,4,13,4,0.261904761,"15104"
"Dylan Cozens","TBR","AAA",25,25,85,108,15,4,2,2,7,22,16,22,0,43,0,1,0,0,5,2,0.176470588,"15115"
"Jordan Patterson","TOR","AAA",27,104,359,401,84,47,19,2,16,61,47,24,2,129,15,1,2,12,3,1,0.233983286,"15119"
"Tim Locastro","ARI","AAA",26,31,123,143,37,16,11,2,8,35,21,10,0,24,9,0,1,0,9,1,0.300813008,"15124"
"Ian Miller","MIN","AAA",27,121,450,514,119,72,30,6,11,72,58,51,1,89,8,5,0,7,35,7,0.264444444,"15156"
"Josh VanMeter","CIN","AAA",24,49,181,211,63,34,14,1,14,43,43,24,0,37,3,2,1,3,8,3,0.348066298,"15170"
"Ryan Cordell","CHW","AAA",27,14,51,55,14,7,5,1,1,8,6,4,0,17,0,0,0,0,1,1,0.274509803,"15181"
"Dustin Peterson","DET","AAA",24,79,301,319,86,62,13,0,11,31,49,14,0,78,1,3,0,11,1,1,0.285714285,"15189"
"Jake Bauers","CLE","AAA",23,24,89,103,22,12,7,0,3,13,15,14,0,26,0,0,0,2,8,2,0.247191011,"15194"
"Carlos Asuaje","ARI","AAA",27,59,159,186,38,24,7,2,5,28,29,22,1,32,3,2,0,1,1,1,0.23899371,"15197"
"Stuart Turner","CIN","AAA",27,28,96,102,15,12,2,0,1,8,11,4,0,28,0,0,2,2,0,0,0.15625,"15207"
"Austin Wynns","BAL","AAA",28,62,197,230,52,44,5,0,3,26,25,25,0,35,3,3,2,4,0,0,0.26395939,"15271"
"Mike Tauchman","NYY","AAA",28,28,95,114,26,11,10,3,2,22,16,16,1,16,2,1,0,1,4,0,0.27368421,"15274"
"Zack Granite","TEX","AAA",26,119,504,541,146,117,18,8,3,66,37,31,0,45,2,4,0,7,25,13,0.289682539,"15343"
"Frank Schwindel","KCR","AAA",27,47,183,195,50,29,11,0,10,29,43,10,0,32,1,1,0,4,0,1,0.273224043,"15351"
"Jack Mayfield","HOU","AAA",28,100,380,431,109,56,26,1,26,78,79,37,0,78,5,9,0,11,7,1,0.286842105,"15402"
"Nate Orf","MIL","AAA",29,125,405,499,110,77,21,1,11,85,54,65,1,74,22,2,5,6,11,3,0.271604938,"15407"
"Daniel Castro","SEA","AAA",26,75,280,307,65,53,9,0,3,26,18,17,1,29,6,2,2,6,3,0,0.232142857,"15450"
"Engelb Vielma","BAL","AAA",25,37,113,132,23,15,7,1,0,13,9,14,0,33,3,0,2,2,0,1,0.203539823,"15481"
"Aristides Aquino","CIN","AAA",25,78,294,323,88,46,13,1,28,56,53,23,0,81,4,2,0,5,5,1,0.299319727,"15482"
"Victor Reyes","DET","AAA",24,74,289,308,88,58,19,1,10,50,58,14,1,50,1,4,0,6,10,6,0.304498269,"15487"
"Justin Williams","STL","AAA",23,36,102,119,36,24,5,0,7,20,26,16,1,30,0,1,0,2,0,0,0.352941176,"15490"
"J.P. Crawford","SEA","AAA",24,31,116,138,37,27,7,0,3,20,15,19,1,25,2,1,0,1,3,0,0.318965517,"15491"
"Abiatal Avelino","SFG","AAA",24,121,473,502,134,90,24,8,12,70,62,23,2,84,0,3,3,10,17,5,0.283298097,"15496"
"Jamie Westbrook","ARI","AAA",24,30,106,127,34,25,6,0,3,25,18,16,0,15,2,2,0,1,0,1,0.320754716,"15504"
"Franklin Barreto","OAK","AAA",23,98,373,424,110,57,29,5,19,88,65,42,0,113,6,2,1,11,15,1,0.294906166,"15519"
"Joseph Odom","SEA","AAA",27,17,62,69,19,12,5,0,2,5,10,7,0,19,0,0,0,2,0,0,0.306451612,"15535"
"Mike Ford","NYY","AAA",26,79,294,349,89,46,20,0,23,59,60,46,2,55,5,4,0,8,0,1,0.302721088,"15585"
"Willians Astudillo","MIN","AAA",27,18,78,83,33,27,1,0,5,18,19,2,0,2,2,1,0,1,1,1,0.423076923,"15608"
"Jacob Hannemann","CHC","AAA",28,44,117,136,29,16,7,1,5,21,15,15,0,22,1,2,1,0,8,3,0.247863247,"15644"
"Billy McKinney","TOR","AAA",24,36,129,154,35,19,8,4,4,17,20,22,1,25,2,1,0,1,1,1,0.271317829,"15654"
"Reese McGuire","TOR","AAA",24,72,243,277,60,42,12,1,5,30,29,25,2,44,2,5,2,5,4,0,0.24691358,"15674"
"Rowdy Tellez","TOR","AAA",24,26,93,109,34,18,9,0,7,20,21,14,0,25,1,1,0,1,0,0,0.365591397,"15679"
