Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
"Sam Hilliard","COL","AAA",30,65,264,305,76,42,15,5,14,57,44,38,0,77,0,3,0,4,13,2,0.287878787,"17954"
"Scott Kingery","PHI","AAA",30,125,463,505,124,77,17,5,25,73,67,34,0,138,0,3,5,4,25,2,0.267818574,"17975"
"David Fletcher","ATL","AAA",30,39,142,160,35,31,4,0,0,16,18,16,0,17,0,2,0,4,5,0,0.246478873,"17992"
"Hoy Park","OAK","AAA",28,115,358,434,91,61,18,3,9,71,55,67,1,98,3,3,2,2,15,6,0.254189944,"18027"
"Sam Haggerty","SEA","AAA",30,19,71,81,22,20,2,0,0,8,5,8,0,19,1,0,1,1,7,1,0.309859154,"18054"
"Kyle Garlick","ARI","AAA",32,136,540,623,128,75,22,3,28,87,105,71,3,171,6,6,0,10,1,1,0.237037037,"18063"
"Austin Allen","NYM","AAA",30,46,153,162,40,29,3,0,8,21,27,6,0,46,1,2,0,3,1,0,0.261437908,"18083"
"Nathan Lukes","TOR","AAA",29,54,207,231,69,55,7,0,7,30,31,22,0,36,2,0,0,6,4,2,0.333333333,"18123"
"Seth Brown","OAK","AAA",31,16,72,77,29,19,3,0,7,16,24,3,0,15,0,2,0,2,2,0,0.402777777,"18171"
"Brett Sullivan","SDP","AAA",30,101,396,453,104,56,25,6,17,70,63,49,1,60,4,4,0,9,3,0,0.262626262,"18217"
"Brian Anderson","SEA","AAA",31,84,299,347,71,51,11,0,9,43,49,38,0,93,4,6,0,10,0,0,0.237458193,"18289"
"Edwin Rios","CIN","AAA",30,99,360,421,103,53,28,0,22,65,70,56,3,117,3,2,0,3,2,0,0.286111111,"18316"
"Daz Cameron","OAK","AAA",27,41,137,165,42,19,15,2,6,32,27,27,1,35,1,0,0,2,8,2,0.306569343,"18353"
"Travis Blankenhorn","WSN","AAA",27,106,399,453,95,45,22,2,26,65,72,41,1,118,9,2,2,6,2,4,0.238095238,"18395"
"Juan Yepez","WSN","AAA",26,74,274,319,72,46,15,0,11,38,41,40,0,45,2,3,0,7,3,2,0.262773722,"18400"
"P.J. Higgins","CIN","AAA",31,134,514,568,133,90,32,0,11,50,68,45,1,140,4,5,0,10,0,1,0.258754863,"18433"
"Ali Sanchez","MIA","AAA",27,48,155,174,35,20,12,0,3,18,22,18,0,35,1,0,0,11,0,0,0.225806451,"18551"
"Donny Sands","SFG","AAA",28,13,51,56,9,8,1,0,0,5,5,5,0,16,0,0,0,3,0,0,0.176470588,"18603"
"Jared Walsh","CHW","AAA",30,41,130,149,24,11,4,1,8,15,17,18,0,55,1,0,0,3,1,0,0.184615384,"18607"
"Jose Azocar","SDP","AAA",28,64,260,281,77,55,13,3,6,43,41,9,1,42,5,6,1,6,30,6,0.296153846,"18821"
"Yohel Pozo","OAK","AAA",27,90,346,361,112,69,27,1,15,49,54,7,0,30,2,6,0,17,0,1,0.323699421,"18848"
"Jahmai Jones","NYY","AAA",26,34,102,119,31,21,5,1,4,22,16,11,0,25,4,1,1,4,10,1,0.303921568,"18872"
"Seby Zavala","SEA","AAA",30,33,101,123,19,8,7,0,4,17,16,16,0,43,5,1,0,1,0,1,0.188118811,"18887"
"Danny Mendick","CHW","AAA",30,52,179,197,47,24,12,0,11,29,35,17,0,43,1,0,0,4,3,5,0.262569832,"18889"
"Yusniel Diaz","SFG","AAA",27,20,51,67,9,5,1,0,3,10,5,15,0,14,0,1,0,4,4,0,0.176470588,"18905"
"Estevan Florial","CLE","AAA",26,64,197,231,42,29,4,0,9,34,30,30,0,72,2,2,0,3,22,4,0.213197969,"19151"
"Yuli Gurriel","ATL","AAA",40,75,291,333,85,54,18,1,12,38,48,39,0,49,2,1,0,8,11,1,0.292096219,"19198"
"Chris Okey","LAD","AAA",29,45,165,178,39,30,5,2,2,19,13,10,0,33,1,1,1,5,4,0,0.236363636,"19245"
"Cavan Biggio","ATL","AAA",29,13,48,68,8,5,1,0,2,8,7,17,0,14,2,1,0,1,2,1,0.166666666,"19252"
"Stone Garrett","WSN","AAA",28,71,235,274,58,43,12,0,3,30,20,29,0,83,4,1,0,2,1,1,0.24680851,"19273"
"Armando Alvarez","OAK","AAA",29,75,273,317,86,50,20,1,15,46,54,41,1,61,2,1,0,9,5,2,0.315018315,"19292"
"Nick Solak","SEA","AAA",29,90,296,347,92,70,13,0,9,52,53,41,1,53,8,2,0,10,10,1,0.31081081,"19294"
"Alex Call","WSN","AAA",29,75,252,312,56,31,13,1,11,45,50,54,0,60,3,3,0,2,13,2,0.222222222,"19296"
"Donovan Walton","SFG","AAA",30,99,340,387,104,76,17,4,7,53,51,39,3,46,4,4,0,10,4,1,0.305882352,"19314"
"Jose Rojas","NYY","AAA",31,82,280,332,68,29,17,1,21,52,63,45,0,72,2,5,0,6,4,1,0.242857142,"19331"
"Eli White","ATL","AAA",30,78,293,340,86,59,17,2,8,56,40,38,0,76,8,1,0,1,24,2,0.293515358,"19346"
"Weston Wilson","PHI","AAA",29,71,263,313,63,34,11,0,18,49,55,42,1,76,1,6,1,11,14,4,0.239543726,"19358"
"Trenton Brooks","SFG","AAA",28,94,331,407,100,71,18,1,10,62,58,63,0,61,3,8,2,6,10,1,0.302114803,"19384"
"Brian Serven","TOR","AAA",29,40,132,159,35,26,6,0,3,17,15,26,0,46,1,0,0,6,0,0,0.265151515,"19422"
"Yonny Hernandez","MIL","AAA",26,81,278,322,67,55,7,3,2,35,32,35,0,57,4,1,4,10,13,8,0.241007194,"19432"
"Cooper Hummel","HOU","AAA",29,101,350,442,97,58,26,3,10,55,59,79,2,89,9,4,0,4,15,4,0.277142857,"19458"
"Alex De Goti","TEX","AAA",29,30,94,107,25,21,3,0,1,11,9,10,0,23,1,0,2,1,3,2,0.265957446,"19477"
"Andrew Knizner","ARI","AAA",29,27,99,113,23,17,4,0,2,16,12,10,0,24,3,1,0,4,1,0,0.232323232,"19514"
"Simon Muzziotti","PHI","AAA",25,61,217,240,51,34,9,3,5,28,24,19,1,47,1,2,1,1,5,1,0.235023041,"19553"
"Zack Short","ATL","AAA",29,29,88,109,19,15,3,1,0,18,7,19,1,27,1,0,1,2,3,0,0.21590909,"19562"
"Nate Mondou","SDP","AAA",29,101,371,443,99,66,20,8,5,55,55,55,2,89,8,7,2,7,11,4,0.266846361,"19563"
"Daniel Johnson","BAL","AAA",28,118,451,500,117,75,20,1,21,69,76,37,0,129,6,6,0,11,17,10,0.259423503,"19643"
"Mike Brosseau","KCR","AAA",30,102,350,405,92,68,9,0,15,62,44,40,0,84,12,3,0,15,2,1,0.262857142,"19683"
"Edward Olivares","PIT","AAA",28,27,95,108,25,20,2,0,3,18,12,9,0,15,3,1,0,4,9,5,0.263157894,"19698"
"Darick Hall","PHI","AAA",28,114,432,488,102,69,17,0,16,50,72,50,2,111,4,2,0,5,2,1,0.236111111,"19717"
"Carlos Narvaez","NYY","AAA",25,96,335,403,85,54,20,0,11,54,58,56,1,105,8,4,0,6,9,1,0.253731343,"19722"
"Rylan Bannon","MIN","AAA",28,128,434,539,96,54,22,2,18,70,77,96,2,136,7,2,0,10,11,4,0.221198156,"19768"
"Esteban Quiroz","PHI","AAA",32,54,158,190,25,17,4,0,4,17,22,27,0,52,3,2,0,5,1,0,0.158227848,"19780"
"Zach Remillard","CHW","AAA",30,47,158,176,23,16,3,1,3,19,15,11,0,43,3,2,2,1,2,2,0.14556962,"19788"
"Jhonny Pereda","MIA","AAA",28,49,165,195,49,36,9,0,4,24,14,28,0,40,2,0,0,8,0,0,0.296969696,"19802"
"Jason Delay","PIT","AAA",29,45,150,171,43,34,8,0,1,20,16,14,0,27,3,1,1,1,1,1,0.286666666,"19806"
"Charles Leblanc","LAA","AAA",28,98,339,414,86,51,20,3,12,56,52,68,1,103,3,4,0,8,4,3,0.253687315,"19813"
"Joshua Palacios","PIT","AAA",28,50,182,208,53,28,19,1,5,32,25,22,1,47,2,1,1,6,5,4,0.291208791,"19818"
"Chuckie Robinson","CHW","AAA",29,55,199,216,49,37,4,1,7,22,32,13,0,56,1,3,0,7,0,2,0.246231155,"19824"
"Rene Pinto","TBR","AAA",27,53,209,230,40,24,5,0,11,29,31,16,0,84,3,2,0,7,0,0,0.191387559,"19859"
"Riley Adams","WSN","AAA",28,40,144,170,41,24,8,0,9,27,21,16,0,44,8,1,0,1,1,0,0.284722222,"19864"
"Drew Ellis","LAA","AAA",28,32,111,134,27,19,2,1,5,21,13,21,1,25,2,0,0,3,2,0,0.243243243,"19873"
"Tristan Gray","MIA","AAA",28,112,418,469,105,57,25,4,19,59,64,41,0,121,5,5,0,7,0,1,0.251196172,"19877"
"Pavin Smith","ARI","AAA",28,62,236,289,75,45,15,2,13,51,51,49,2,49,1,3,0,8,1,1,0.31779661,"19892"
"Diego Castillo","MIN","AAA",26,113,398,470,104,70,23,2,9,60,54,63,0,70,4,5,0,16,13,4,0.261306532,"19906"
"Sandro Fabian","TEX","AAA",26,116,448,501,121,71,31,2,17,57,81,45,1,76,6,2,0,16,4,4,0.270089285,"19910"
"Ryan McKenna","SFG","AAA",27,55,195,229,42,25,10,1,6,28,26,25,0,50,3,4,2,5,15,2,0.215384615,"19928"
"Luke Williams","ATL","AAA",27,55,216,241,61,33,19,0,9,30,40,21,0,62,1,3,0,3,18,4,0.282407407,"19931"
"Josh Lowe","TBR","AAA",26,13,51,55,13,9,0,1,3,7,13,4,0,24,0,0,0,0,0,0,0.25490196,"19953"
"Carter Kieboom","WSN","AAA",26,91,306,359,81,58,16,0,7,53,42,46,0,72,4,3,0,13,3,2,0.264705882,"19958"
"Taylor Trammell","NYY","AAA",26,106,336,407,86,46,20,2,18,65,63,63,0,109,6,2,0,2,20,5,0.25595238,"19960"
"Eguy Rosario","SDP","AAA",24,95,354,413,93,44,24,4,21,67,70,51,0,88,5,3,0,4,19,5,0.262711864,"19964"
"Bobby Dalbec","BOS","AAA",29,97,361,410,91,50,20,1,20,68,68,46,0,148,1,2,0,6,11,1,0.252077562,"19966"
"Conner Capel","CIN","AAA",27,74,234,287,51,26,12,1,12,34,33,45,0,63,2,5,0,3,9,4,0.217948717,"19983"
"Bryce Johnson","SDP","AAA",28,74,260,319,75,51,15,5,4,53,34,43,0,65,11,3,2,3,20,3,0.288461538,"20002"
"Keston Hiura","LAA","AAA",27,86,324,364,93,51,15,1,26,62,66,35,1,107,4,1,0,3,1,0,0.287037037,"20003"
"Miles Mastrobuoni","CHC","AAA",28,54,216,244,47,31,12,0,4,34,22,27,1,44,0,0,1,3,15,1,0.217592592,"20017"
"Bligh Madris","DET","AAA",28,108,365,429,81,40,20,2,19,57,60,53,0,111,3,3,0,1,21,5,0.221917808,"20054"
"Alan Trejo","LAD","AAA",28,59,211,241,56,39,10,1,6,27,24,26,0,54,1,2,1,11,5,3,0.265402843,"20056"
"J.C. Escarra","NYY","AAA",29,52,169,201,51,29,14,0,8,36,34,27,0,30,3,2,0,4,2,0,0.301775147,"20084"
"Mark Contreras","BOS","AAA",29,104,322,378,64,41,15,3,5,51,35,45,0,104,9,2,0,6,25,5,0.198757763,"20122"
"Matthew Batten","SDP","AAA",29,121,479,546,120,83,24,3,10,82,78,51,1,111,6,8,2,8,22,1,0.25052192,"20157"
"Miguel Vargas","LAD","AAA",24,41,145,191,42,19,14,1,8,35,38,38,0,33,4,4,0,2,8,6,0.289655172,"20178"
"Gilberto Celestino","PIT","AAA",25,72,255,284,70,54,13,0,3,34,26,27,0,57,2,0,0,11,9,1,0.274509803,"20233"
"Kevin Smith","NYY","AAA",27,73,238,264,58,41,14,0,3,31,33,17,0,88,3,6,0,5,12,2,0.243697478,"20242"
"Jonathan Arauz","LAD","AAA",25,60,225,245,51,36,11,1,3,25,21,19,0,56,0,1,0,11,2,0,0.226666666,"20275"
"Corey Julks","HOU","AAA",28,38,151,180,42,26,9,1,6,32,17,24,0,34,1,4,0,5,7,0,0.278145695,"20311"
"Luis Gonzalez","NYY","AAA",28,22,78,91,22,15,5,2,0,12,5,10,0,24,2,1,0,3,3,0,0.282051282,"20332"
"Jared Young","STL","AAA",28,74,235,286,67,39,15,2,11,46,35,41,0,53,9,0,1,5,6,4,0.285106382,"20404"
"Brewer Hicklen","MIL","AAA",28,115,415,499,102,58,17,5,22,78,72,61,3,139,18,5,0,6,44,5,0.245783132,"20450"
"Seth Beer","PIT","AAA",27,44,158,177,43,27,8,0,8,24,33,13,0,38,4,2,0,2,0,0,0.272151898,"20493"
"Drew Waters","KCR","AAA",25,109,393,457,114,64,33,4,13,84,61,53,0,121,6,5,0,4,20,7,0.290076335,"20505"
"Nolan Jones","COL","AAA",26,20,71,84,19,8,7,1,3,15,15,10,1,27,3,0,0,0,0,0,0.267605633,"20529"
"Jose Devers","MIA","AAA",24,54,188,208,45,31,8,3,3,28,17,15,0,35,3,1,1,4,3,1,0.239361702,"20540"
"Elehuris Montero","COL","AAA",25,65,256,297,79,44,16,3,16,44,52,36,3,78,3,2,0,6,1,0,0.30859375,"20543"
"CJ Alexander","KCR","AAA",27,94,374,411,113,61,27,6,19,63,68,31,0,85,4,1,0,6,2,3,0.302139037,"20557"
"Kody Clemens","PHI","AAA",28,68,274,301,73,43,13,3,14,43,50,20,0,63,4,3,0,4,6,1,0.266423357,"20572"
"Ivan Herrera","STL","AAA",24,27,93,112,26,19,1,1,5,18,16,19,0,20,0,0,0,2,3,0,0.279569892,"20599"
"Logan Porter","NYM","AAA",28,73,247,292,66,41,14,1,10,35,40,39,0,82,3,3,0,6,3,0,0.267206477,"20626"
"Carlos Perez","CHW","AAA",27,100,370,398,101,68,20,1,12,47,56,20,0,42,3,4,1,14,1,1,0.272972972,"20805"
"Oscar Gonzalez","NYY","AAA",26,78,286,306,84,52,22,2,8,51,45,15,0,62,3,2,0,8,7,0,0.293706293,"20970"
"Leo Rivas","SEA","AAA",26,63,203,266,60,43,12,1,4,50,32,55,0,51,1,4,3,2,24,6,0.295566502,"21009"
"Trey Cabbage","HOU","AAA",27,66,247,291,60,32,12,3,13,50,43,41,0,100,1,2,0,4,22,5,0.242914979,"21078"
"Alejo Lopez","ATL","AAA",28,112,411,473,126,99,21,2,4,63,55,47,0,64,12,2,1,1,21,7,0.306569343,"21127"
"Sean Bouchard","COL","AAA",28,46,179,208,58,29,12,6,11,38,41,25,1,47,4,0,0,8,5,2,0.324022346,"21270"
