Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Nick Ahmed","ARI","SS",721.1,,,,2,,2,11,,15,,0.9852679967880249,3.5154600143432617,-1.1095170080661774,3.391208052635193,5.868557693385788,,16,12,15.993394574585784,"Nick Ahmed",12147,605113
"Andrelton Simmons","LAA","SS",1045,,,,2,,0,18,,20,,0.694566011428833,8.726840019226074,1.85885888338089,11.280266046524048,18.10524341436439,,12,10,15.896531993504492,"Andrelton Simmons",10847,592743
"Freddy Galvis","PHI","SS",1350,,,,0,,2,2,,4,,1.2149900197982788,8.716300010681152,4.98437887430191,14.915689826011658,14.846110366362598,,9,8,15.857600909634296,"Freddy Galvis",6609,520471
"Tony Wolters","COL","C",501.1,3,1,2,,,-1,,,4,,,,,,,11.949999809265137,,-1,15.609893327413225,"Tony Wolters",11470,547172
"Nolan Arenado","COL","3B",1377.1,,,,0,,4,11,,13,,-1.0583800077438354,-0.18660099804401398,4.543281197547913,3.2982999086380005,2.8385693597428583,,18,15,15.58551084641092,"Nolan Arenado",9777,571448
"Adeiny Hechavarría","MIA","SS",1222,,,,-1,,1,7,,7,,-1.1602400541305542,4.30702018737793,3.454010248184204,6.6007901430130005,7.045714989847996,,11,6,15.470139917567653,"Adeiny Hechavarria",10459,588751
"Kevin Kiermaier","TBR","CF",872.1,,,,,4,6,15,,25,2.948620080947876,,12.046699523925781,0.19187402725219727,15.187219858169556,21.305348646073114,,13,16,15.221501093113504,"Kevin Kiermaier",11038,595281
"Jackie Bradley Jr.","BOS","CF",1375.2,,,,,7,2,5,,14,5.581999778747559,,2.1805601119995117,0.4263010025024414,8.188859701156616,8.1100933636279,,12,16,15.16253371135503,"Jackie Bradley Jr.",12984,598265
"Martín Maldonado","MIL","C",559,2,1,3,,,2,,,7,,,,,,,6.510000228881836,,3,14.76255772231031,"Martin Maldonado",6887,455117
"Tyler Flowers","ATL","C",686,14,-1,-7,,,-3,,,3,,,,,,,14.270000457763672,,-6,14.555515620104803,"Tyler Flowers",9134,452095
"Jordy Mercer","PIT","SS",1245.1,,,,1,,1,-8,,-6,,-1.0593899488449097,-7.254429817199707,2.849504917860031,-5.464310050010681,-6.475384978622925,,8,5,14.331193248377055,"Jordy Mercer",6547,474568
"Brandon Crawford","SFG","SS",1309,,,,1,,3,21,,25,,2.2484400272369385,12.076000213623047,3.7046879678964615,18.029139757156372,19.188072191798813,,8,8,14.277098101849278,"Brandon Crawford",5343,543063
"Jose Iglesias","DET","SS",1163,,,,2,,2,6,,10,,2.5943799018859863,2.6967499256134033,6.776070177555084,12.067200183868408,12.195368498972018,,10,11,14.196687943693409,"Jose Iglesias",10231,578428
"Roberto Pérez","CLE","C",451.2,3,0,3,,,2,,,9,,,,,,,8.25,,2,13.767318684024552,"Roberto Perez",2900,547379
"Derek Norris","SDP","C",983,8,6,-3,,,2,,,14,,,,,,,10.59000015258789,,-5,13.571594395767772,"Derek Norris",6867,519083
"René Rivera","NYM","C",481.2,2,2,2,,,-1,,,8,,,,,,,7.159999847412109,,2,13.229959834136059,"Rene Rivera",3648,425784
"Alcides Escobar","KCR","SS",1412,,,,-1,,0,-3,,-4,,-0.6320350170135498,-1.6649399995803833,3.2881861329078674,0.9912049770355225,0.9443829780418362,,5,6,12.962180926623661,"Alcides Escobar",6310,444876
"Leonys Martin","SEA","CF",1275,,,,,6,1,-10,,-3,5.82135009765625,,-2.569089889526367,0.9568619728088379,4.209120154380798,4.823519883531992,,11,13,12.668607191862147,"Leonys Martin",11846,547982
"Wilson Ramos","WSN","C",1096.1,1,0,-1,,,0,,,-3,,,,,,,2.5799999237060547,,1,12.62988229041779,"Wilson Ramos",1433,467092
"Miguel Montero","CHC","C",558.1,8,0,-6,,,-3,,,0,,,,,,,11.25,,-4,12.533004842272888,"Miguel Montero",3364,471083
"Jonathan Schoop","BAL","2B",1429,,,,4,,-1,6,,9,,1.6072399616241455,-7.58951997756958,4.875145271420479,-1.107140064239502,-1.013414252284567,,12,13,12.205222982746443,"Jonathan Schoop",11265,570731
"Jonathan Lucroy","- - -","C",1063.1,4,-9,5,,,4,,,3,,,,,,,-0.21000000089406967,,3,12.037700806160833,"Jonathan Lucroy",7870,518960
"Christian Vázquez","BOS","C",438.2,6,-1,1,,,-1,,,6,,,,,,,7.53000020980835,,0,11.552702114552323,"Christian Vazquez",9774,543877
"Adrian Beltré","TEX","3B",1219,,,,1,,-1,15,,17,,1.6036200523376465,4.232659816741943,4.848528861999512,10.684810161590576,9.411936605750341,,13,11,11.388092980945265,"Adrian Beltre",639,134181
"Travis d'Arnaud","NYM","C",615.2,3,-5,-4,,,1,,,-3,,,,,,,8.399999618530273,,-3,11.131962629621423,"Travis d'Arnaud",7739,518595
"Starlin Castro","NYY","2B",1266,,,,-4,,-2,-3,,-9,,-2.5840399265289307,-0.33707600831985474,-1.1638822928071022,-4.084999918937683,-4.391801231439002,,12,8,10.925606736681083,"Starlin Castro",4579,516770
"Curt Casali","TBR","C",560.1,5,2,1,,,3,,,11,,,,,,,6.130000114440918,,0,10.88119210227186,"Curt Casali",12510,592200
"Brian McCann","NYY","C",757,2,-1,-5,,,-2,,,-6,,,,,,,3.890000104904175,,0,10.478480758068109,"Brian McCann",4810,435263
"Tim Anderson","CHW","SS",859.2,,,,0,,-1,4,,3,,-0.29568400979042053,5.197480201721191,-2.9841628968715668,1.9176360070705414,3.0407598149914636,,6,5,10.196819096913703,"Tim Anderson",15172,641313
"James McCann","DET","C",843.2,0,1,7,,,1,,,8,,,,,,,-2.7799999713897705,,6,10.069240099182066,"James McCann",12859,543510
"Jean Segura","ARI","2B",1172,,,,1,,0,10,,11,,1.1198300123214722,-5.430850028991699,2.0765130519866943,-2.234510064125061,-2.3948712882427894,,11,10,10.01389056820772,"Jean Segura",5933,516416
"Kyle Seager","SEA","3B",1399.2,,,,3,,1,8,,13,,1.2905100584030151,0.7154409885406494,-2.0869959592819214,-0.08104991912841797,0.13408133066168015,,11,9,9.816961175530128,"Kyle Seager",9785,572122
"Robinson Canó","SEA","2B",1376.1,,,,3,,1,7,,11,,1.7976900339126587,-0.17505499720573425,2.320096015930176,3.9427300691604614,5.399244909013058,,10,9,9.788119695285765,"Robinson Cano",3269,429664
"Brian Dozier","MIN","2B",1331,,,,-1,,3,-4,,-2,,1.4666800498962402,-1.0521399974822998,3.4803171157836914,3.894850015640259,3.3875305928064114,,9,6,9.578387173389029,"Brian Dozier",9810,572821
"Jeff Mathis","MIA","C",310,5,2,0,,,1,,,8,,,,,,,7.050000190734863,,0,9.285552306038557,"Jeff Mathis",3448,425772
"Ian Kinsler","DET","2B",1299,,,,3,,1,4,,8,,1.0754799842834473,0.41319799423217773,2.266957014799118,3.7556300163269043,3.3545437705770635,,9,11,8.889193825420918,"Ian Kinsler",6195,435079
"Evan Gattis","HOU","C",445.1,2,4,3,,,-5,,,4,,,,,,,2.4700000286102295,,3,8.821838761956172,"Evan Gattis",11003,594828
"Trevor Story","COL","SS",823,,,,0,,-3,17,,14,,0.5373860001564026,-1.2316999435424805,0.4052940011024475,-0.28902000188827515,-0.4210526526658578,,4,2,8.712091733503442,"Trevor Story",12564,596115
"José Ramírez","CLE","3B",865.2,,,,0,,1,3,,5,,0.012344500049948692,0.42394301295280457,2.667614907026291,3.1039043869823217,5.546360363673774,,10,7,8.406339251626473,"Jose Ramirez",13510,608070
"Willson Contreras","CHC","C",389.2,0,-3,4,,,0,,,1,,,,,,,2.5299999713897705,,3,8.397480267258643,"Willson Contreras",11609,575929
"David Ross","CHC","C",448.2,5,3,5,,,1,,,12,,,,,,,1.940000057220459,,3,8.394046077369026,"David Ross",1551,424325
"Jake Marisnick","HOU","CF",569.2,,,,,4,0,6,,10,3.8304800987243652,,1.3418400287628174,0.49640700221061707,5.668720126152039,13.093150479357634,,9,9,8.27343877555308,"Jake Marisnick",11339,545350
"Caleb Joseph","BAL","C",355.1,2,0,0,,,0,,,3,,,,,,,3.819999933242798,,1,8.15180252119034,"Caleb Joseph",7087,543376
"Joe Panik","SFG","2B",1081,,,,0,,1,1,,2,,-0.07196799665689468,1.3400299549102783,4.336608022451401,5.604672037065029,5.781670279608744,,8,5,7.862869897973033,"Joe Panik",11936,605412
"Byron Buxton","MIN","CF",773.2,,,,,-2,1,3,,2,-0.702892005443573,,2.1401898860931396,-0.05320897698402405,1.3840880990028381,2.344090753923292,,9,8,7.764263826066275,"Byron Buxton",14161,621439
"J.J. Hardy","BAL","SS",990,,,,3,,0,3,,6,,1.8632500171661377,2.7147998809814453,3.3416730761528015,7.919719934463501,9.867965219507024,,2,2,7.635949773742727,"J.J. Hardy",3797,429666
"Mookie Betts","BOS","RF",1381.2,,,,,4,5,21,,30,6.935910224914551,,12.637200355529785,1.5436170101165771,21.116710662841797,20.886799837455953,,15,15,7.625738168657375,"Mookie Betts",13611,605141
"Kevin Plawecki","NYM","C",349.2,2,1,0,,,0,,,3,,,,,,,3.950000047683716,,0,7.0358517825825935,"Kevin Plawecki",13807,608700
"Justin Turner","LAD","3B",1224.2,,,,-1,,-1,10,,9,,-0.6544250249862671,6.494029998779297,3.349368780851364,9.188974976539612,11.31016422401775,,7,5,6.776837293819947,"Justin Turner",5235,457759
"Kevin Pillar","TOR","CF",1293,,,,,-1,-2,25,,22,-0.11761400103569031,,12.844200134277344,-0.5064709782600403,12.220085889101028,16.846828623498187,,10,7,6.706164457470681,"Kevin Pillar",12434,607680
"Welington Castillo","ARI","C",925,-5,0,2,,,5,,,2,,,,,,,-4.5,,3,6.703768791584244,"Welington Castillo",3256,456078
"Danny Espinosa","WSN","SS",1358,,,,1,,3,7,,11,,0.2975730001926422,1.4127600193023682,-3.0995529294013977,-1.3892169892787933,-1.6069299615151234,,-3,-2,6.655400608653499,"Danny Espinosa",9219,457787
"Matt Wieters","BAL","C",980.1,-6,3,0,,,0,,,-3,,,,,,,-6.699999809265137,,5,6.495978211193817,"Matt Wieters",4298,446308
"Josh Harrison","PIT","2B",1077.2,,,,0,,2,7,,9,,-1.209439992904663,-1.2219500541687012,1.4262323006987572,-1.0051579922437668,-0.8631749558805559,,6,4,6.430515507616944,"Josh Harrison",8202,543281
"Manny Machado","BAL","3B",998,,,,1,,2,12,,15,,0.14388400316238403,2.990880012512207,4.947975484654307,8.082733929157257,9.887095094412812,,7,6,6.316334563763688,"Manny Machado",11493,592518
"Yan Gomes","CLE","C",582.1,-3,1,2,,,-1,,,-1,,,,,,,0.33000001311302185,,1,6.316055784649729,"Yan Gomes",9627,543228
"Chase Headley","NYY","3B",1169,,,,-1,,1,4,,4,,-1.4918400049209595,4.53223991394043,3.9918248653411865,7.032229781150818,9.649574593309955,,6,4,6.121483672849502,"Chase Headley",4720,452104
"Jose Lobaton","WSN","C",277.2,1,0,0,,,1,,,2,,,,,,,4.230000019073486,,-1,6.096420532148393,"Jose Lobaton",4243,446653
"Gary Sánchez","NYY","C",316,-1,0,4,,,0,,,3,,,,,,,-0.5199999809265137,,4,6.070693204329661,"Gary Sanchez",11442,596142
"José Peraza","CIN","SS",250,,,,-1,,-2,2,,-1,,-0.38794100284576416,1.2429499626159668,0.17477239668369293,1.0297889709472656,6.854220942176621,,6,4,6.056147125770598,"Jose Peraza",13593,606299
"Matt Duffy","- - -","3B",593,,,,0,,-1,8,,7,,-0.5263239741325378,3.4659341859660344,2.7796938528622377,5.7193053462251555,10.715704135208945,,7,5,5.864752930807156,"Matt Duffy",13836,622110
"César Hernández","PHI","2B",1247.1,,,,3,,1,-2,,2,,1.817270040512085,7.11959981918335,0.013144999742507935,8.950010061264038,9.356627149401971,,5,4,5.80447659096395,"Cesar Hernandez",10556,514917
"Eugenio Suárez","CIN","3B",1308.2,,,,1,,0,-1,,1,,0.38429099321365356,1.6566799879074097,-3.6681731045246124,-1.627199113368988,-1.51336854057055,,6,5,5.692991444074625,"Eugenio Suarez",12552,553993
"Ian Desmond","TEX","CF",1109,,,,,1,-2,-10,,-11,1.9619499444961548,,0.18282000720500946,-2.622671961784363,-0.4779001474380493,-0.8255654132701982,,2,6,5.537044376762101,"Ian Desmond",6885,435622
"Colby Rasmus","HOU","LF",672.1,,,,,7,3,6,,16,6.684460163116455,,0.61524897813797,0.7216880023479462,8.021400213241577,19.009053632616997,,1,7,5.489189587995783,"Colby Rasmus",9893,458675
"Max Kepler","MIN","RF",907.1,,,,,3,-1,5,,7,0.05628490075469017,,2.5203700065612793,-1.308409959077835,1.2682448588311672,1.7322831643351746,,13,10,5.452616648776806,"Max Kepler",12144,596146
"Lorenzo Cain","KCR","CF",614.2,,,,,-1,0,10,,9,-0.3914389908313751,,5.253620147705078,-0.05852401256561279,4.803660839796066,10.136765184956538,,6,6,5.345862470028446,"Lorenzo Cain",9077,456715
"Javier Báez","CHC","3B",370.2,,,,0,,-1,1,,0,,-0.49896401166915894,1.77593994140625,0.056598007678985596,1.3335760235786438,3.3165783956948562,,7,5,5.341351933371073,"Javier Baez",12979,595879
"Mike Zunino","SEA","C",443.2,4,3,-1,,,2,,,8,,,,,,,3.25,,-2,5.327849489044683,"Mike Zunino",13265,572287
"DJ LeMahieu","COL","2B",1242.2,,,,-2,,3,2,,3,,-2.6916000843048096,-2.0356500148773193,2.3108100593090057,-2.4164410829544067,-2.4822505317671015,,4,3,5.260461797254023,"DJ LeMahieu",9874,518934
"Luke Maile","TBR","C",301,2,2,1,,,0,,,5,,,,,,,0.8999999761581421,,2,5.237716226418131,"Luke Maile",13355,571912
"Asdrúbal Cabrera","NYM","SS",1154,,,,0,,3,-5,,-2,,0.6119120121002197,-3.9291300773620605,4.497312903404236,1.1801010370254517,1.3062181331079166,,-3,-2,5.153427529195041,"Asdrubal Cabrera",4962,452678
"Andrew Toles","LAD","LF",110.1,,,,,2,1,5,,8,1.9411200284957886,,2.86365008354187,-0.12566420435905457,4.679099917411804,66.45288982174614,,4,5,5.152310577102546,"Andrew Toles",13414,592808
"Troy Tulowitzki","TOR","SS",1128.2,,,,0,,1,8,,9,,1.0750900506973267,0.7946109771728516,3.3309488892555237,5.200659871101379,5.721660325454664,,-3,-2,5.10977160473698,"Troy Tulowitzki",3531,453064
"Josh Thole","TOR","C",343,2,1,0,,,-2,,,1,,,,,,,2.9000000953674316,,-1,5.03787707568892,"Josh Thole",9689,489365
"Todd Frazier","CHW","3B",1320.1,,,,0,,-1,1,,0,,0.34607699513435364,-7.374780178070068,4.894981205463409,-2.1337229907512665,-1.859198240683115,,5,3,5.037726367270974,"Todd Frazier",785,453943
"Tucker Barnhart","CIN","C",931.2,-2,-7,3,,,4,,,-1,,,,,,,-3.369999885559082,,0,5.021054562708141,"Tucker Barnhart",10200,571466
"Christian Colón","KCR","2B",247,,,,0,,0,6,,6,,0.40253400802612305,1.968459963798523,1.9313769936561584,4.3023741245269775,16.454100473360583,,6,5,5.003107765184394,"Christian Colon",11145,518568
"Cameron Rupp","PHI","C",911.1,-5,-2,-2,,,0,,,-11,,,,,,,-1.9900000095367432,,-1,4.935337637800393,"Cameron Rupp",11146,519237
"Odúbel Herrera","PHI","CF",1301.1,,,,,5,-2,7,,10,0.42169100046157837,,5.240970134735107,-1.8930189609527588,3.7696409821510315,4.013460702899741,,5,5,4.8796671910285045,"Odubel Herrera",11476,546318
"Keon Broxton","MIL","CF",511,,,,,-2,-1,12,,9,-1.227810025215149,,3.813649892807007,-1.2540950179100037,1.3317500352859497,4.557129269939358,,6,5,4.767380037618791,"Keon Broxton",9253,542979
"Jake Lamb","ARI","3B",1186.1,,,,-1,,-1,-3,,-5,,-1.3612699508666992,-7.287129878997803,-3.179760903120041,-11.828169822692871,-12.810259420894882,,4,3,4.704046336780356,"Jake Lamb",13329,571875
"Javier Báez","CHC","2B",383,,,,1,,2,6,,9,,0.050937000662088394,2.1026101112365723,-0.6236040145158768,1.5299469865858555,5.494416023915012,,5,4,4.666498315243168,"Javier Baez",12979,595879
"Jett Bandy","LAA","C",520,-1,-1,3,,,1,,,2,,,,,,,-2.7799999713897705,,3,4.570669796094335,"Jett Bandy",12508,542908
"Carlos Pérez","LAA","C",670.1,1,2,2,,,2,,,10,,,,,,,-3.2699999809265137,,2,4.529369206238814,"Carlos Perez",10642,542208
"Jedd Gyorko","STL","2B",337.2,,,,1,,1,5,,7,,0.26658201217651367,1.3410500288009644,1.4238580167293549,3.031481981277466,10.931555076046568,,5,5,4.529115811074621,"Jedd Gyorko",10816,576397
"Kris Bryant","CHC","3B",857,,,,0,,1,4,,3,,-0.0034286200534552336,4.3292999267578125,-1.0752179622650146,3.25065143709071,4.925229450137439,,5,4,4.5186773354159016,"Kris Bryant",15429,592178
"Jung Ho Kang","PIT","3B",728.1,,,,0,,-2,-1,,-3,,-0.014917200431227684,-0.9020389914512634,-2.853603094816208,-3.7705572303384542,-6.08207271112481,,5,4,4.5147524192062845,"Jung Ho Kang",17182,628356
"Juan Lagares","NYM","CF",325.2,,,,,-1,2,7,,8,0.387470006942749,,0.7861809730529785,-0.49499697983264923,0.6786530017852783,3.1227819930573215,,5,5,4.370951376200274,"Juan Lagares",5384,501571
"Marcus Semien","OAK","SS",1385.1,,,,1,,0,0,,1,,0.13754700124263763,-2.7634201049804688,-3.527598887681961,-6.153472915291786,-5.49908463869776,,-6,-4,4.346133922239927,"Marcus Semien",12533,543760
"Cristhian Adames","COL","SS",339.1,,,,-1,,1,-1,,-1,,-1.560230016708374,-1.0003000497817993,-0.34468479827046394,-2.905210018157959,-10.654362567833491,,2,1,4.257726494537654,"Cristhian Adames",6013,542436
"Ketel Marte","SEA","SS",1032.2,,,,0,,-1,-1,,-2,,0.7040910124778748,-2.3405699729919434,-6.477423787117004,-8.113899290561676,-11.540992485625404,,-3,-1,4.174515896342897,"Ketel Marte",13613,606466
"Sandy León","BOS","C",600.1,-4,1,3,,,0,,,0,,,,,,,-2.859999895095825,,2,4.1513554724632025,"Sandy Leon",5273,506702
"Darwin Barney","TOR","SS",180,,,,-1,,0,2,,1,,-0.657039999961853,1.8057500123977661,1.6581610143184662,2.8068701028823853,16.95629528590611,,4,2,4.130875265299131,"Darwin Barney",2430,446381
"Eduardo Escobar","MIN","SS",579,,,,0,,-1,-6,,-7,,0.84825599193573,-1.474519968032837,-1.0041990131139755,-1.63046395778656,-3.481532782663555,,1,-1,4.042546141030178,"Eduardo Escobar",6153,500871
"Manny Machado","BAL","SS",380,,,,1,,0,4,,5,,0.5997229814529419,0.3931959867477417,-0.4545313287526369,0.5383871830999851,1.3511275622408765,,2,1,3.9917699005789804,"Manny Machado",11493,592518
"Tyler Saladino","CHW","2B",344.2,,,,1,,0,2,,3,,0.5699700117111206,-0.48470398783683777,2.0196960121393204,2.1049599647521973,7.731988600322178,,4,4,3.965016649617611,"Tyler Saladino",10807,573135
"Jason Heyward","CHC","RF",1029.2,,,,,-2,1,13,,12,-0.6570309996604919,,12.348400115966797,0.349373996257782,12.040668547153473,17.50790592604862,,11,9,3.7604802240271686,"Jason Heyward",4940,518792
"Elvis Andrus","TEX","SS",1294,,,,0,,-1,-10,,-11,,0.6910529732704163,-11.905099868774414,-0.0976485013961792,-11.31164687871933,-10.260175006326813,,-6,-4,3.6883237685392407,"Elvis Andrus",8709,462101
"Christian Bethancourt","SDP","C",322.2,1,1,1,,,-2,,,4,,,,,,,-0.25,,1,3.566090597909212,"Christian Bethancourt",10028,542194
"Kolten Wong","STL","2B",635.1,,,,2,,-3,4,,3,,2.3467299938201904,3.4215199947357178,-0.3554979935288429,5.412750005722046,8.815396501306902,,3,3,3.511539378490151,"Kolten Wong",12532,543939
"Jimmy Rollins","CHW","SS",299,,,,-1,,0,-5,,-6,,-0.2813180088996887,-1.7293699979782104,1.1200640574097633,-0.8906279802322388,-4.028298861036698,,2,1,3.471427668167606,"Jimmy Rollins",971,276519
"Devon Travis","TOR","2B",859.1,,,,0,,-4,1,,-3,,0.7170959711074829,0.05801669880747795,-0.7572149932384491,0.017897963523864746,0.21225941808600168,,2,4,3.4279540213477455,"Devon Travis",13862,581527
"Bobby Wilson","- - -","C",620,1,-2,-3,,,2,,,-5,,,,,,,1.8399999663233757,,-4,3.4085077630713845,"Bobby Wilson",6564,435064
"Andrew Romine","DET","3B",136,,,,0,,0,2,,2,,-0.2629159986972809,0.3413650095462799,1.1877329796552658,1.2661839425563812,8.486623477422448,,4,3,3.380696322712451,"Andrew Romine",1159,461865
"Drew Butera","KCR","C",325.1,-1,0,-2,,,-2,,,-6,,,,,,,0.7200000286102295,,0,3.324938244811032,"Drew Butera",3411,460077
"Jake Marisnick","HOU","LF",194,,,,,1,2,4,,7,0.0674659013748169,,2.6043200492858887,0.23461540788412094,2.9063957929611206,21.887261551969193,,5,4,3.2750111225163354,"Jake Marisnick",11339,545350
"Cliff Pennington","LAA","2B",335,,,,0,,0,4,,4,,0.7647079825401306,0.4885689914226532,0.4848340004682541,1.7381109595298767,8.222745437096883,,4,3,3.185652155885139,"Cliff Pennington",3395,460060
"Marwin Gonzalez","HOU","3B",158.1,,,,0,,0,2,,2,,-0.301595002412796,-0.30596500635147095,0.37348780035972595,-0.23407220095396042,-4.979678280651569,,4,3,3.0893773070275286,"Marwin Gonzalez",5497,503556
"Kris Bryant","CHC","LF",353.1,,,,,1,-1,3,,3,1.0728199481964111,,1.7929600477218628,0.4008044842630625,3.2665798664093018,13.113675774007604,,3,4,3.0766569921743554,"Kris Bryant",15429,592178
"Trea Turner","WSN","CF",387.2,,,,,1,-1,-2,,-2,-1.3803499937057495,,-2.2629098892211914,-0.21218401193618774,-3.8554400205612183,-13.656374061010716,,2,3,3.0198824857845645,"Trea Turner",16252,607208
"Travis Jankowski","SDP","CF",697,,,,,-2,-2,8,,4,-1.6684800386428833,,5.364709854125977,0.796347975730896,4.492579817771912,7.619838468356482,,5,3,2.9663059276273627,"Travis Jankowski",13768,608671
"Shane Robinson","LAA","LF",169.2,,,,,1,0,3,,4,2.494760036468506,,1.9734200239181519,0.008363999426364899,4.476549983024597,25.826249902064987,,3,3,2.9629287956151895,"Shane Robinson",4249,453203
"Ryan Schimpf","SDP","3B",108.2,,,,0,,0,3,,3,,0.14399099349975586,0.45423001050949097,1.261967048048973,1.860190987586975,16.58285105929655,,4,3,2.951913856524229,"Ryan Schimpf",9953,572114
"Marcell Ozuna","MIA","RF",70.2,,,,,2,1,3,,6,1.5277199745178223,,1.7028800249099731,0.0972370021045208,3.327839970588684,61.489799533571514,,2,3,2.9408926553522927,"Marcell Ozuna",10324,542303
"Trea Turner","WSN","2B",234,,,,0,,-1,3,,2,,0.7069709897041321,-0.24932900071144104,0.6122599989175797,1.0699020028114319,5.307337266581875,,3,3,2.9225584497466217,"Trea Turner",16252,607208
"Rougned Odor","TEX","2B",1271,,,,3,,1,-11,,-7,,3.9550700187683105,-2.603749990463257,-6.75472629070282,-5.4034104347229,-5.370013184851309,,0,0,2.8933439143260737,"Rougned Odor",12282,596059
"Ichiro Suzuki","MIA","LF",103.1,,,,,3,1,1,,5,2.9390499591827393,,-0.5099989771842957,0.24243900924921036,2.671489953994751,28.981445942606246,,1,3,2.8373448019615455,"Ichiro Suzuki",1101,400085
"Jason Heyward","CHC","CF",171,,,,,2,0,1,,3,2.4582600593566895,,-0.09797439724206924,0.18987790495157242,2.550163358449936,20.096591001278476,,2,3,2.821039814052628,"Jason Heyward",4940,518792
"Jedd Gyorko","STL","3B",272,,,,0,,0,-1,,-1,,0.6748219728469849,0.051630400121212006,-0.05816100537776947,0.6682909429073334,2.376297285110492,,3,3,2.8086232123142514,"Jedd Gyorko",10816,576397
"Erik Kratz","- - -","C",222,0,0,2,,,0,,,1,,,,,,,0.7299999892711639,,0,2.7274445138312795,"Erik Kratz",4403,456124
"Casey McGehee","DET","3B",211,,,,0,,1,-1,,0,,0.1885329931974411,-0.6512420177459717,1.6291170418262482,1.1664079874753952,10.519815010151692,,2,2,2.6468093876226906,"Casey McGehee",6086,431171
"Orlando Arcia","MIL","SS",464.2,,,,0,,0,4,,4,,-0.47758200764656067,-3.7842400074005127,0.20053819380700588,-4.0612819492816925,-12.636291960352345,,0,-1,2.639210866977896,"Orlando Arcia",13185,606115
"Kelby Tomlinson","SFG","2B",141.1,,,,0,,0,0,,0,,0.2992149889469147,0.9414759874343872,-0.06835580617189407,1.172334998846054,12.567919893906666,,3,2,2.6279301833318702,"Kelby Tomlinson",13005,605509
"Erick Aybar","- - -","SS",882,,,,0,,0,-1,,-1,,-1.1701200008392334,-1.3374459892511368,-2.6266542859375477,-5.134217917919159,-8.220695485242508,,-4,-5,2.598167281701774,"Erick Aybar",4082,430947
"Paulo Orlando","KCR","CF",316.2,,,,,1,0,2,,3,0.3347199857234955,,3.0820701122283936,-0.41759997606277466,2.99918994307518,12.674356906541757,,2,3,2.581011706903197,"Paulo Orlando",8628,449181
"John Ryan Murphy","MIN","C",207.1,-1,1,1,,,-2,,,-1,,,,,,,0.44999998807907104,,0,2.5579998791357683,"John Ryan Murphy",10346,571974
"Javier Báez","CHC","SS",194,,,,1,,1,1,,3,,0.46352100372314453,1.6557400226593018,-0.13986501097679138,1.9793909788131714,15.830069571210627,,2,2,2.5540965448905473,"Javier Baez",12979,595879
"Didi Gregorius","NYY","SS",1309.1,,,,-2,,-2,-4,,-8,,-1.477180004119873,-1.0014400482177734,0.38899530470371246,-2.0896210074424744,-2.56924351518685,,-8,-7,2.5440657865866196,"Didi Gregorius",6012,544369
