Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"In-bok Lee 이인복","Giants (KBO)",30,3,0,4.108695992900682,25,8,0,0,0,0,1,61.1,271,75,31,28,5,14,1,5,0,0,45,"In-bok Lee","sa3012467",
"Yeong-u Jo 조영우","Landers (KBO)",26,4,8,5.670000216293343,30,8,0,0,1,0,0,66.2,291,74,46,42,10,26,0,0,3,0,48,"Yeong-u Jo","sa3012483",
"Min-su Kim 김민수","Wiz (KBO)",28,4,2,2.7931039993885958,56,1,0,0,0,2,12,58,253,56,24,18,2,24,3,3,3,1,55,"Min-su Kim","sa3012504",
"Sang-baek Eom 엄상백","Wiz (KBO)",24,4,1,4.1012660208239025,10,9,0,0,0,0,0,52.2,228,41,24,24,7,28,0,3,0,0,45,"Sang-baek Eom","sa3012505",
"Won-tae Choi 최원태","Heroes (KBO)",24,9,11,4.5837210928884495,28,28,0,0,0,0,0,143.1,643,163,89,73,11,53,2,10,3,0,93,"Won-tae Choi","sa3012525",
"Taek-hyeong Kim 김택형","Landers (KBO)",24,5,1,2.389380692296708,59,0,0,0,7,4,4,75.1,316,61,23,20,3,42,5,3,3,0,62,"Taek-hyeong Kim","sa3012526",
"Je-seong Bae 배제성","Wiz (KBO)",24,9,10,3.6847061469371947,26,26,0,0,0,0,0,141.2,621,126,67,58,6,82,1,1,9,0,136,"Je-seong Bae","sa3012544",
"Min-woo Lee 이민우","Tigers (KBO)",28,1,6,8.052631578947368,16,12,1,0,0,0,0,57,275,78,53,51,8,31,0,5,2,1,28,"Min-woo Lee","sa3012546",
"Hyun-sang Joo 주현상","Eagles (KBO)",28,2,2,3.5761595728063775,43,0,0,0,0,0,3,50.1,218,46,21,20,6,21,2,1,6,0,33,"Hyun-sang Joo","sa3012555",
"Min-woo Kim 김민우","Eagles (KBO)",25,14,10,3.9978542081596866,29,28,0,0,0,0,0,155.1,662,131,71,69,15,76,1,7,5,1,125,"Min-woo Kim","sa3012556",
"Beom-su Kim 김범수","Eagles (KBO)",25,4,9,5.221699428626582,56,2,0,0,1,7,10,70.2,319,68,44,41,2,42,1,2,8,1,70,"Beom-su Kim","sa3012557",
"Young-ha Lee 이영하","Bears (KBO)",24,5,6,6.292373695033923,35,11,0,0,1,2,2,78.2,364,81,58,55,9,57,0,1,7,0,53,"Young-ha Lee","sa3012579",
"Woo-Suk Go 고우석","Twins (KBO)",22,1,5,2.1724140788655877,63,0,0,0,30,7,0,58,240,47,15,14,3,23,5,3,1,0,68,"Woo-Suk Go","sa3012630",
"Myeong-sin Kim 김명신","Bears (KBO)",27,3,2,4.2985084416422925,58,1,0,0,0,1,3,67,289,72,37,32,6,14,1,6,1,0,43,"Myeong-sin Kim","sa3012636",
"Won-joon Choi 최원준","Bears (KBO)",26,12,4,3.296842211170147,29,29,0,0,0,0,0,158.1,673,160,65,58,15,37,1,10,0,0,113,"Won-joon Choi","sa3012637",
"Ji-guang Choi 최지광","Lions (KBO)",23,7,1,4.909092125110409,60,0,0,0,0,2,16,51.1,231,53,30,28,5,27,0,2,2,0,49,"Ji-guang Choi","sa3012642",
"Jin-tae Park 박진태","Tigers (KBO)",26,3,3,5.9538475515154445,59,0,0,0,0,0,10,65,305,68,44,43,6,36,0,13,5,0,45,"Jin-tae Park","sa3012656",
"Min-gyu Kim 김민규","Bears (KBO)",22,2,3,6.071006876410493,31,6,0,0,0,0,2,56.1,262,64,40,38,9,28,0,4,3,0,39,"Min-gyu Kim","sa3012671",
"Been Gwak 곽빈","Bears (KBO)",22,4,7,4.104729835529065,21,21,0,0,0,0,0,98.2,455,78,50,45,7,79,0,12,6,1,96,"Been Gwak","sa3012674",
"Woo-jin An 안우진","Heroes (KBO)",21,8,8,3.260061996508666,21,21,0,0,0,0,0,107.2,450,88,47,39,13,41,1,7,5,1,110,"Woo-jin An","sa3012678",
"Chae-heung Choi 최채흥","Lions (KBO)",26,5,9,4.561308091553237,26,20,1,0,0,0,2,122.1,538,143,66,62,16,37,1,2,4,1,82,"Chae-heung Choi","sa3012683",
"Seung-heon Lee 이승헌","Giants (KBO)",22,0,3,5.7745667286499875,16,12,0,0,0,0,0,57.2,278,65,39,37,2,43,0,7,11,1,31,"Seung-heon Lee","sa3012687",
"Yu-sin Kim 김유신","Tigers (KBO)",22,2,6,7.619632615131085,15,11,0,0,0,0,0,54.1,249,63,47,46,11,35,0,2,0,0,29,"Yu-sin Kim","sa3012692",
"Min-jun Choi 최민준","Landers (KBO)",22,3,3,5.860465636183773,38,12,0,0,0,1,4,86,398,93,56,56,11,50,0,7,5,1,62,"Min-jun Choi","sa3012698",
"Young-kyu Kim 김영규","Dinos (KBO)",21,5,3,5.371728606974594,37,8,0,0,0,0,5,63.2,286,69,41,38,10,28,0,1,3,0,42,"Young-kyu Kim","sa3012700",
"Woo-young Jung 정우영","Twins (KBO)",21,7,3,2.2153853954791947,70,0,0,0,2,5,28,65,263,43,16,16,0,26,1,8,2,0,41,"Woo-young Jung","sa3012714",
"Tae-in Won 원태인","Lions (KBO)",21,14,8,2.95141718637673,27,27,0,0,0,0,0,164.2,677,149,60,54,11,53,1,5,5,1,137,"Tae-in Won","sa3012723",
"Jun-won Seo 서준원","Giants (KBO)",20,1,3,7.333334369424095,26,8,0,0,0,0,3,54,257,72,46,44,5,29,3,2,1,0,37,"Jun-won Seo","sa3012727",
"Myung-gi Song 송명기","Dinos (KBO)",20,8,9,5.910811054572484,24,24,0,0,0,0,0,123.1,574,147,83,81,12,58,1,9,2,1,102,"Myung-gi Song","sa3012743",
"Kyung-eun Noh 노경은","Giants (KBO)",37,3,5,7.349113089577316,14,11,0,0,0,0,0,56.1,269,79,50,46,11,24,0,4,3,0,35,"Kyung-eun Noh","sa3012918",
"Sang-su Kim 김상수","Landers (KBO)",33,4,3,5.091429015365951,50,0,0,0,6,3,4,58.1,273,71,33,33,10,30,3,1,2,0,44,"Sang-su Kim","sa3013115",
"Kang-ryul Kim 김강률","Bears (KBO)",32,3,0,2.0903228378693166,50,0,0,0,21,7,3,51.2,230,54,15,12,2,25,4,1,4,0,41,"Kang-ryul Kim","sa3013163",
"Jung-hyun Baek 백정현","Lions (KBO)",33,14,5,2.6257929812533667,27,27,0,0,0,0,0,157.2,648,142,54,46,15,54,2,2,5,0,109,"Jung-hyun Baek","sa3013166",
"Chan-heon Jeong 정찬헌","- - -",31,9,5,4.014577304123606,23,23,1,1,0,0,0,114.1,497,133,55,51,6,27,0,6,3,0,59,"Chan-heon Jeong","sa3013196",
"Hee-kwan Yoo 유희관","Bears (KBO)",35,4,7,7.71428618139153,15,15,0,0,0,0,0,63,314,107,57,54,10,24,0,3,0,0,23,"Hee-kwan Yoo","sa3013257",
"Tae-hoon Kim 김태훈","Landers (KBO)",31,2,4,4.965518874306144,65,0,0,0,1,8,17,58,269,55,35,32,7,38,3,10,4,1,49,"Tae-hoon Kim","sa3013306",
"Min-ho Lee 이민호","Twins (KBO)",19,8,9,4.304348111648435,25,22,0,0,0,0,0,115,477,89,58,55,13,45,1,14,6,0,100,"Min-ho Lee","sa3014273",
"Yun-sik Kim 김윤식","Twins (KBO)",21,7,4,4.320000659179788,35,3,0,0,0,1,1,66.2,301,65,37,32,3,36,2,6,0,2,56,"Yun-sik Kim","sa3014275",
"Jae-woong Kim 김재웅","Heroes (KBO)",22,0,1,3.543750337958368,51,0,0,0,1,1,12,53.1,243,49,24,21,5,33,3,1,2,0,47,"Jae-woong Kim","sa3014289",
"Hyeong Jun So 소형준","Wiz (KBO)",19,7,7,4.159663865546219,24,24,0,0,0,0,0,119,521,123,67,55,6,51,1,4,5,0,85,"Hyeong Jun So","sa3014303",
"Dae-kyung Yun 윤대경","Eagles (KBO)",27,2,6,3.9399146791272703,43,9,0,0,0,1,7,77.2,337,73,35,34,8,34,2,6,3,0,54,"Dae-kyung Yun","sa3014324",
"Jae Min Kang 강재민","Eagles (KBO)",24,2,1,2.1315793753331587,58,0,0,0,5,7,14,63.1,269,51,16,15,2,26,3,5,1,1,55,"Jae Min Kang","sa3014332",
"Hai Young Jung 정해영","Tigers (KBO)",19,5,4,2.204082061627848,64,0,0,0,34,4,0,65.1,272,49,18,16,5,28,1,4,1,0,49,"Hai Young Jung","sa3014352",
"Dong Hyeok Kim 김동혁","Heroes (KBO)",19,0,5,5.04878095755051,40,8,0,0,1,1,0,82,367,89,51,46,5,34,4,14,0,1,30,"Dong Hyeok Kim","sa3014360",
"Jung Yong Yi 이정용","Twins (KBO)",25,3,3,2.971292299888253,66,0,0,0,0,1,14,69.2,284,55,25,23,4,23,1,1,0,0,74,"Jung Yong Yi","sa3014366",
"Min-hyeok Shin 신민혁","Dinos (KBO)",22,9,6,4.406896551724138,30,25,0,0,0,0,0,145,625,155,75,71,17,44,0,5,2,2,107,"Min-hyeok Shin","sa3014368",
"Won Seok Oh 오원석","Landers (KBO)",20,7,6,5.8909094994915705,33,21,0,0,0,0,1,110,530,125,84,72,11,73,1,10,2,1,95,"Won Seok Oh","sa3014380",
"Walker Lockett 로켓","Bears (KBO)",27,9,9,2.975806451612903,21,21,1,0,0,0,0,124,540,132,44,41,5,42,1,12,1,1,112,"Walker Lockett","sa3014750",
"Enderson Franco 프랑코","Giants (KBO)",28,9,8,5.4,37,27,0,0,0,0,1,150,677,147,97,90,20,75,0,20,6,1,124,"Enderson Franco","sa3014754",
"Daniel Mengden 멩덴","Tigers (KBO)",28,8,3,3.6,21,21,0,0,0,0,0,120,502,109,53,48,12,35,0,8,2,3,104,"Daniel Mengden","sa3014755",
"Eui Lee Lee 이의리","Tigers (KBO)",19,4,5,3.612676153389196,19,19,0,0,0,0,0,94.2,404,69,42,38,6,56,0,2,5,0,93,"Eui Lee Lee","sa3014756",
"Wesley Parsons 파슨스","Dinos (KBO)",28,4,8,3.7218045112781954,24,24,1,0,0,0,0,133,577,109,56,55,9,63,0,11,10,1,148,"Wesley Parsons","sa3014762",
"Ji Hun Jang 장지훈","Landers (KBO)",22,2,5,3.921162446392019,60,1,0,0,1,2,9,80.1,342,84,40,35,6,19,1,4,1,1,51,"Ji Hun Jang","sa3014775",
"Joong-hyeon Yoon 윤중현","Tigers (KBO)",26,5,6,3.9193553210049688,30,13,0,0,0,0,2,82.2,373,91,44,36,7,31,0,14,2,0,33,"Joong-hyeon Yoon","sa3015067",
"Ki Joong Kim 김기중","Eagles (KBO)",18,2,4,4.695652396428477,15,12,0,0,0,0,0,53.2,260,63,32,28,4,36,2,4,0,2,36,"Ki Joong Kim","sa3015113",
"Mike Montgomery 몽고메리","Lions (KBO)",31,2,5,5.264150943396227,12,11,0,0,0,0,0,53,247,46,33,31,3,38,0,4,4,0,55,"Mike Montgomery","sa3017447",
"Jae Yun Kim 김재윤","Wiz (KBO)",30,4,3,2.4902916310566474,66,0,0,0,33,5,0,68.2,280,57,20,19,5,24,4,0,1,0,64,"Jae Yun Kim","sa503670",
