Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Shogo Nakamura ","Marines (NPB)",27,143,512,586,119,80,22,0,17,68,59,53,2,96,12,3,6,10,12,6,0.232421875,"Shogo Nakamura","sa3063430",
"Daichi Suzuki ","Marines (NPB)",29,140,527,614,152,99,34,4,15,76,68,56,0,75,16,2,13,11,3,1,0.288425047,"Daichi Suzuki","sa3063434",
"Katsuya Kakunaka ","Marines (NPB)",32,108,368,435,95,69,17,1,8,47,48,55,2,63,5,4,3,10,2,2,0.258152173,"Katsuya Kakunaka","sa3063438",
"Takashi Ogino ","Marines (NPB)",33,125,508,569,160,108,35,7,10,76,46,40,1,56,8,4,9,5,28,10,0.314960629,"Takashi Ogino","sa3063442",
"Ginji Akaminai ","Golden Eagles (NPB)",31,141,529,590,161,131,24,1,5,56,56,52,2,58,4,1,4,19,2,5,0.304347826,"Ginji Akaminai","sa3063480",
"Eigoro Mogi ","Golden Eagles (NPB)",25,141,568,648,160,113,28,6,13,86,55,66,1,121,3,2,9,7,6,5,0.28169014,"Eigoro Mogi","sa3063484",
"Hiroaki Shimauchi ","Golden Eagles (NPB)",29,133,506,585,145,109,21,5,10,68,57,58,0,65,11,1,9,11,3,4,0.286561264,"Hiroaki Shimauchi","sa3063497",
"Takuya Kai ","Hawks (NPB)",26,137,377,454,98,72,15,0,11,42,43,50,0,114,1,3,23,9,9,4,0.259946949,"Takuya Kai","sa3063526",
"Yurisbel Gracial ","Hawks (NPB)",33,103,373,410,119,73,17,1,28,61,68,22,1,84,7,4,4,10,4,3,0.319034852,"Yurisbel Gracial","sa3063533",
"Kenta Imamiya ","Hawks (NPB)",27,106,383,426,98,69,15,0,14,44,41,32,2,67,3,1,7,3,4,5,0.255874673,"Kenta Imamiya","sa3063535",
"Taisei Makihara ","Hawks (NPB)",26,114,409,436,99,80,14,2,3,37,27,10,0,85,4,1,12,2,10,13,0.242053789,"Taisei Makihara","sa3063539",
"Nobuhiro Matsuda ","Hawks (NPB)",36,143,534,576,139,82,25,2,30,64,76,33,4,115,3,4,2,14,5,3,0.260299625,"Nobuhiro Matsuda","sa3063541",
"Seiichi Uchikawa ","Hawks (NPB)",36,137,500,535,128,95,21,0,12,49,41,28,4,49,2,4,1,16,3,0,0.256,"Seiichi Uchikawa","sa3063546",
"Alfredo Despaigne ","Hawks (NPB)",33,130,448,519,116,71,9,0,36,61,88,63,1,119,5,3,0,6,0,1,0.258928571,"Alfredo Despaigne","sa3063547",
"Yamato Maeda ","BayStars (NPB)",31,137,438,490,104,85,17,2,0,42,37,34,1,75,6,2,10,7,3,1,0.237442922,"Yamato Maeda","sa3063598",
"Toshiro Miyazaki ","BayStars (NPB)",30,114,433,473,123,85,22,1,15,54,49,32,2,35,3,5,0,13,0,0,0.284064665,"Toshiro Miyazaki","sa3063601",
"Kazuki Kamizato ","BayStars (NPB)",25,123,427,458,119,79,31,3,6,62,35,26,2,121,2,0,3,7,15,10,0.278688524,"Kazuki Kamizato","sa3063612",
"Koji Chikamoto ","Tigers (NPB)",24,142,586,640,159,123,20,7,9,81,42,31,2,110,6,3,14,2,36,15,0.271331058,"Koji Chikamoto","sa3063654",
"Seiya Kinami ","Tigers (NPB)",25,113,363,390,95,71,18,2,4,32,32,18,5,77,3,0,6,8,2,0,0.261707988,"Seiya Kinami","sa3063657",
"Keita Nakagawa ","Buffaloes (NPB)",23,111,364,396,105,79,21,2,3,39,32,25,1,62,1,2,4,6,9,5,0.288461538,"Keita Nakagawa","sa3063681",
"Xavier Batista ","Carp (NPB)",27,103,372,423,100,62,11,1,26,54,64,45,2,108,3,3,0,6,0,0,0.268817204,"Xavier Batista","sa506667",
