Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Hotaka Yamakawa ","Lions (NPB)",28,102,322,401,66,35,7,0,24,47,73,64,4,100,13,2,0,6,0,0,0.204968944,"Hotaka Yamakawa","sa3063051",
"Yuji Kaneko ","Lions (NPB)",30,86,301,338,75,65,7,0,3,41,21,29,0,55,0,3,5,5,15,10,0.249169435,"Yuji Kaneko","sa3063053",
"Takumi Kuriyama ","Lions (NPB)",36,111,372,428,101,67,22,0,12,37,67,53,2,77,1,2,0,10,0,0,0.271505376,"Takumi Kuriyama","sa3063060",
"Yohei Ohshima ","Dragons (NPB)",34,118,462,525,146,121,21,3,1,58,30,47,3,51,4,3,9,5,16,8,0.316017316,"Yohei Ohshima","sa3063061",
"Kensuke Kondoh ","Fighters (NPB)",26,108,371,467,126,88,32,1,5,56,60,89,3,72,2,5,0,6,4,0,0.339622641,"Kensuke Kondoh","sa3063115",
"Kazuma Okamoto ","Giants (NPB)",24,118,440,500,121,65,25,0,31,79,97,55,2,85,5,0,0,9,2,0,0.275,"Kazuma Okamoto","sa3063134",
"Hayato Sakamoto ","Giants (NPB)",31,115,412,479,119,71,28,1,19,64,65,62,7,85,0,4,1,8,4,1,0.288834951,"Hayato Sakamoto","sa3063135",
"Sho Nakata ","Fighters (NPB)",31,119,440,506,105,56,18,0,31,52,108,55,3,109,2,9,0,19,1,0,0.238636363,"Sho Nakata","sa3063138",
"Naoki Yoshikawa ","Giants (NPB)",25,112,354,389,97,71,16,2,8,47,32,30,4,60,3,0,2,6,11,3,0.274011299,"Naoki Yoshikawa","sa3063146",
"Ryo Watanabe ","Fighters (NPB)",25,117,414,465,117,94,13,4,6,49,39,43,0,81,0,3,5,9,4,2,0.282608695,"Ryo Watanabe","sa3063148",
"Haruki Nishikawa ","Fighters (NPB)",28,115,422,523,129,104,17,3,5,82,39,92,1,84,2,3,4,5,43,6,0.305687203,"Haruki Nishikawa","sa3063153",
"Taishi Ohta ","Fighters (NPB)",30,115,455,481,125,94,16,1,14,57,68,25,1,105,1,0,0,11,3,3,0.274725274,"Taishi Ohta","sa3063156",
"Ryutaro Umeno ","Tigers (NPB)",29,98,298,342,78,54,17,0,7,36,29,33,1,77,0,2,9,9,5,1,0.261744966,"Ryutaro Umeno","sa3063197",
"Yusuke Ohyama ","Tigers (NPB)",25,116,423,471,122,68,21,5,28,66,85,41,6,96,5,1,1,15,1,3,0.288416075,"Yusuke Ohyama","sa3063203",
"Munetaka Murakami ","Swallows (NPB)",20,120,424,515,130,70,30,2,28,70,86,87,12,115,3,1,0,8,11,5,0.306603773,"Munetaka Murakami","sa3063258",
"Tetsuto Yamada ","Swallows (NPB)",27,94,334,384,85,55,17,1,12,52,52,48,3,83,0,2,0,6,8,4,0.254491017,"Tetsuto Yamada","sa3063265",
"Tomotaka Sakaguchi ","Swallows (NPB)",35,114,398,458,98,74,14,1,9,55,36,47,1,60,7,3,3,8,4,5,0.246231155,"Tomotaka Sakaguchi","sa3063267",
"Shota Dohbayashi ","Carp (NPB)",28,111,401,451,112,77,21,0,14,55,58,41,2,91,4,2,3,12,17,4,0.279301745,"Shota Dohbayashi","sa3063312",
"Ryosuke Kikuchi ","Carp (NPB)",30,106,376,429,102,69,19,4,10,43,41,35,2,68,1,1,16,9,3,2,0.271276595,"Ryosuke Kikuchi","sa3063313",
"Ryoma Nishikawa ","Carp (NPB)",25,76,296,328,90,66,18,0,6,36,32,28,1,52,2,0,2,6,6,1,0.304054054,"Ryoma Nishikawa","sa3063318",
"Kosuke Tanaka ","Carp (NPB)",30,112,378,454,95,71,11,5,8,51,39,55,3,86,5,4,12,1,8,4,0.251322751,"Kosuke Tanaka","sa3063320",
"Yoshihiro Maru ","Giants (NPB)",31,120,423,491,120,61,31,1,27,63,77,63,4,101,0,2,3,3,8,4,0.283687943,"Yoshihiro Maru","sa3063325",
"Ryuhei Matsuyama ","Carp (NPB)",34,108,404,426,112,75,27,1,9,38,67,18,4,72,1,3,0,11,0,2,0.277227722,"Ryuhei Matsuyama","sa3063326",
"Takahiro Okada ","Buffaloes (NPB)",32,100,328,377,84,50,18,0,16,36,55,40,1,87,4,5,0,11,5,3,0.25609756,"Takahiro Okada","sa3063378",
"Yudai Fujioka ","Marines (NPB)",26,106,314,370,72,55,11,2,4,34,33,36,1,60,1,2,16,5,8,2,0.229299363,"Yudai Fujioka","sa3063422",
"Seiya Inoue ","Marines (NPB)",30,113,376,447,92,66,11,0,15,44,67,59,2,93,8,4,0,12,0,0,0.244680851,"Seiya Inoue","sa3063426",
"Shogo Nakamura ","Marines (NPB)",28,120,422,499,105,72,25,0,8,57,49,52,1,97,8,2,15,6,6,3,0.248815165,"Shogo Nakamura","sa3063430",
"Daichi Suzuki ","Golden Eagles (NPB)",30,120,478,546,141,109,27,1,4,71,55,46,0,58,7,3,12,18,1,3,0.294979079,"Daichi Suzuki","sa3063434",
"Hisanori Yasuda ","Marines (NPB)",21,113,393,460,87,60,20,1,6,32,54,62,1,106,1,4,0,10,2,1,0.221374045,"Hisanori Yasuda","sa3063436",
"Hiroaki Shimauchi ","Golden Eagles (NPB)",30,114,406,471,114,86,19,1,8,50,53,48,1,71,7,4,6,8,9,1,0.280788177,"Hiroaki Shimauchi","sa3063497",
"Takuya Kai ","Hawks (NPB)",27,104,289,360,61,35,15,0,11,44,33,43,0,80,3,3,22,7,4,4,0.211072664,"Takuya Kai","sa3063526",
"Ryoya Kurihara ","Hawks (NPB)",23,118,440,500,107,66,21,3,17,52,73,38,0,90,5,6,11,7,5,5,0.243181818,"Ryoya Kurihara","sa3063528",
"Nobuhiro Matsuda ","Hawks (NPB)",37,116,395,431,90,58,16,3,13,36,46,32,0,76,1,3,0,2,1,1,0.227848101,"Nobuhiro Matsuda","sa3063541",
"Akira Nakamura ","Hawks (NPB)",30,100,362,413,98,77,13,2,6,43,50,39,0,47,3,6,3,4,0,0,0.270718232,"Akira Nakamura","sa3063554",
"Yuki Yanagita ","Hawks (NPB)",31,119,427,515,146,89,23,5,29,90,86,84,8,103,1,3,0,2,7,2,0.341920374,"Yuki Yanagita","sa3063557",
"Ukyo Shuto ","Hawks (NPB)",24,103,307,346,83,67,8,7,1,48,27,24,0,79,2,2,11,2,50,6,0.270358306,"Ukyo Shuto","sa3063563",
"Toshiro Miyazaki ","BayStars (NPB)",31,113,429,460,129,88,26,1,14,47,53,24,2,29,4,3,0,15,0,0,0.3006993,"Toshiro Miyazaki","sa3063601",
"Keita Sano ","BayStars (NPB)",25,106,402,451,132,91,20,1,20,48,69,42,1,58,4,3,0,13,0,0,0.328358208,"Keita Sano","sa3063604",
"Takayuki Kajitani ","BayStars (NPB)",31,109,433,482,140,91,29,1,19,88,53,45,3,85,1,2,1,4,14,8,0.323325635,"Takayuki Kajitani","sa3063611",
"Koji Chikamoto ","Tigers (NPB)",25,120,474,519,139,104,21,5,9,81,45,30,2,61,7,1,7,4,31,8,0.293248945,"Koji Chikamoto","sa3063654",
"Seiya Kinami ","Tigers (NPB)",26,92,297,334,74,50,20,1,3,42,25,24,3,54,2,3,8,1,2,1,0.249158249,"Seiya Kinami","sa3063657",
"Hiroto Kobukata ","Golden Eagles (NPB)",24,112,379,438,109,85,16,5,3,61,31,43,0,59,4,2,10,5,16,10,0.287598944,"Hiroto Kobukata","sa3063756",
