"last_name, first_name","player_id","oaa","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent"
"Friedl, TJ",670770,"6","1","23","4.3","1","2","50.0","11","12","91.7","20","22","90.9","24","24","100.0"
"Mullins, Cedric",656775,"5","0","10","0.0","5","6","83.3","6","8","75.0","24","27","88.9","32","35","91.4"
"Thomas, Alek",677950,"5","1","20","5.0","3","4","75.0","8","11","72.7","29","33","87.9","31","33","93.9"
"Waters, Drew",671221,"5","3","22","13.6","2","5","40.0","6","6","100.0","13","14","92.9","20","21","95.2"
"Moniak, Mickey",666160,"4","1","15","6.7","0","0",,"4","4","100.0","17","19","89.5","17","17","100.0"
"Trout, Mike",545361,"4","1","19","5.3","0","3","0.0","3","5","60.0","15","15","100.0","16","16","100.0"
"Kepler, Max",596146,"4","1","17","5.9","2","6","33.3","7","12","58.3","18","18","100.0","37","38","97.4"
"Straw, Myles",664702,"4","0","22","0.0","5","5","100.0","6","10","60.0","27","30","90.0","31","31","100.0"
"Chisholm Jr., Jazz",665862,"4","4","16","25.0","2","6","33.3","8","12","66.7","11","12","91.7","14","14","100.0"
"McCormick, Chas",676801,"4","2","17","11.8","0","4","0.0","9","11","81.8","17","19","89.5","21","22","95.5"
"Carroll, Corbin",682998,"4","4","34","11.8","2","4","50.0","6","12","50.0","19","21","90.5","25","25","100.0"
"Ward, Taylor",621493,"3","1","19","5.3","1","6","16.7","6","7","85.7","12","12","100.0","12","12","100.0"
"Margot, Manuel",622534,"3","2","12","16.7","2","3","66.7","6","9","66.7","14","19","73.7","11","11","100.0"
"Rosario, Eddie",592696,"3","3","29","10.3","2","7","28.6","8","14","57.1","19","21","90.5","22","23","95.7"
"Yelich, Christian",592885,"3","1","17","5.9","1","4","25.0","7","7","100.0","19","20","95.0","22","23","95.7"
"Fairchild, Stuart",656413,"3","1","13","7.7","1","2","50.0","4","6","66.7","17","19","89.5","10","10","100.0"
"Nootbaar, Lars",663457,"3","1","30","3.3","2","4","50.0","9","13","69.2","16","18","88.9","24","24","100.0"
"García, Adolis",666969,"3","0","31","0.0","5","8","62.5","10","17","58.8","25","28","89.3","26","27","96.3"
"Brennan, Will",686823,"2","0","14","0.0","3","6","50.0","6","10","60.0","14","18","77.8","28","29","96.6"
"Yastrzemski, Mike",573262,"2","0","15","0.0","1","4","25.0","8","8","100.0","15","17","88.2","16","16","100.0"
"Ruiz, Esteury",665923,"2","2","20","10.0","3","7","42.9","9","13","69.2","16","18","88.9","13","14","92.9"
"Hays, Austin",669720,"2","0","22","0.0","0","2","0.0","5","6","83.3","18","19","94.7","16","16","100.0"
"Suwinski, Jack",669261,"2","1","24","4.2","2","8","25.0","5","8","62.5","25","27","92.6","34","35","97.1"
"Bellinger, Cody",641355,"2","1","10","10.0","1","2","50.0","5","6","83.3","9","12","75.0","20","21","95.2"
"Gurriel Jr., Lourdes",666971,"2","0","15","0.0","0","3","0.0","9","11","81.8","12","14","85.7","29","30","96.7"
"Springer, George",543807,"2","2","27","7.4","1","5","20.0","8","10","80.0","26","28","92.9","18","21","85.7"
"Verdugo, Alex",657077,"1","2","24","8.3","2","3","66.7","8","11","72.7","11","14","78.6","20","20","100.0"
"Nimmo, Brandon",607043,"1","1","20","5.0","3","9","33.3","6","12","50.0","27","30","90.0","28","29","96.6"
"Laureano, Ramón",657656,"1","1","23","4.3","1","4","25.0","7","10","70.0","12","14","85.7","16","17","94.1"
"Suzuki, Seiya",673548,"1","0","17","0.0","2","2","100.0","14","17","82.4","10","14","71.4","17","17","100.0"
"Baddoo, Akil",668731,"0","2","18","11.1","0","1","0.0","3","3","100.0","9","11","81.8","15","17","88.2"
"Hernández, Teoscar",606192,"0","2","28","7.1","1","7","14.3","6","9","66.7","20","23","87.0","28","30","93.3"
"Sánchez, Jesús",660821,"0","0","15","0.0","2","7","28.6","8","11","72.7","9","13","69.2","19","19","100.0"
"Colás, Oscar",693049,"0","0","13","0.0","1","5","20.0","3","5","60.0","4","5","80.0","20","20","100.0"
"Greene, Riley",682985,"0","0","13","0.0","2","4","50.0","1","3","33.3","11","14","78.6","14","14","100.0"
"Tauchman, Mike",643565,"0","1","12","8.3","2","7","28.6","9","10","90.0","9","11","81.8","19","19","100.0"
"Kelenic, Jarred",672284,"0","0","13","0.0","1","2","50.0","3","5","60.0","15","17","88.2","14","14","100.0"
"Duran, Jarren",680776,"-1","0","8","0.0","1","4","25.0","5","9","55.6","13","13","100.0","9","12","75.0"
"Vierling, Matt",663837,"-1","2","26","7.7","1","5","20.0","5","10","50.0","10","13","76.9","17","17","100.0"
"Betts, Mookie",605141,"-1","0","15","0.0","1","5","20.0","3","6","50.0","10","11","90.9","8","8","100.0"
"McCarthy, Jake",664983,"-1","0","6","0.0","2","3","66.7","5","11","45.5","15","15","100.0","17","17","100.0"
"Santander, Anthony",623993,"-2","1","18","5.6","3","5","60.0","5","10","50.0","15","16","93.8","18","19","94.7"
"Conforto, Michael",624424,"-2","0","23","0.0","1","1","100.0","3","7","42.9","15","17","88.2","17","19","89.5"
"Brown, Seth",664913,"-2","0","15","0.0","1","5","20.0","4","7","57.1","10","13","76.9","20","20","100.0"
"Lowe, Josh",666139,"-2","0","15","0.0","0","2","0.0","4","9","44.4","17","19","89.5","17","18","94.4"
"Peralta, David",444482,"-2","0","16","0.0","1","2","50.0","5","11","45.5","10","11","90.9","19","22","86.4"
"Kiner-Falefa, Isiah",643396,"-2","0","11","0.0","0","2","0.0","2","5","40.0","12","12","100.0","12","14","85.7"
"Reynolds, Bryan",668804,"-3","1","20","5.0","0","3","0.0","4","9","44.4","14","16","87.5","19","20","95.0"
"Thomas, Lane",657041,"-3","0","34","0.0","2","5","40.0","13","21","61.9","20","24","83.3","25","28","89.3"
"Hicks, Aaron",543305,"-3","0","13","0.0","1","5","20.0","3","8","37.5","10","13","76.9","11","11","100.0"
"Duvall, Adam",594807,"-3","3","17","17.6","0","3","0.0","1","6","16.7","7","9","77.8","13","15","86.7"
"Bleday, JJ",668709,"-3","1","21","4.8","0","0",,"2","6","33.3","12","15","80.0","13","14","92.9"
"Benson, Will",666181,"-3","0","14","0.0","1","6","16.7","9","15","60.0","9","12","75.0","21","22","95.5"
"Renfroe, Hunter",592669,"-4","0","31","0.0","0","6","0.0","6","8","75.0","9","11","81.8","14","15","93.3"
"Carpenter, Kerry",681481,"-4","0","13","0.0","2","6","33.3","3","9","33.3","12","12","100.0","16","21","76.2"
"Jones, Nolan",666134,"-4","0","15","0.0","2","6","33.3","3","6","50.0","5","7","71.4","16","17","94.1"
"Castellanos, Nick",592206,"-4","0","24","0.0","1","9","11.1","4","10","40.0","11","13","84.6","29","29","100.0"
"Tucker, Kyle",663656,"-5","0","37","0.0","2","6","33.3","12","22","54.5","21","28","75.0","37","38","97.4"
"Arozarena, Randy",668227,"-5","0","25","0.0","1","7","14.3","9","15","60.0","21","26","80.8","19","20","95.0"
"Marte, Starling",516782,"-5","0","14","0.0","1","2","50.0","1","7","14.3","12","15","80.0","14","16","87.5"
"Grichuk, Randal",545341,"-6","1","28","3.6","0","4","0.0","3","8","37.5","13","17","76.5","20","20","100.0"
"Soto, Juan",665742,"-7","1","36","2.8","3","7","42.9","6","11","54.5","15","20","75.0","19","21","90.5"
"Happ, Ian",664023,"-7","1","23","4.3","1","4","25.0","5","11","45.5","22","28","78.6","23","26","88.5"
"Acuña Jr., Ronald",660670,"-7","0","23","0.0","0","5","0.0","8","15","53.3","19","21","90.5","28","30","93.3"
"De La Cruz, Bryan",650559,"-8","0","36","0.0","0","4","0.0","3","10","30.0","21","25","84.0","26","28","92.9"
"Melendez, MJ",669004,"-10","0","27","0.0","0","8","0.0","7","10","70.0","12","16","75.0","24","28","85.7"
"Benintendi, Andrew",643217,"-11","1","31","3.2","1","5","20.0","2","8","25.0","17","23","73.9","23","27","85.2"
"Walker, Jordan",691023,"-13","0","21","0.0","2","7","28.6","4","14","28.6","3","9","33.3","15","17","88.2"
"Profar, Jurickson",595777,"-14","0","18","0.0","1","4","25.0","1","8","12.5","8","14","57.1","13","16","81.3"
"Schwarber, Kyle",656941,"-18","0","22","0.0","0","4","0.0","0","8","0.0","8","17","47.1","22","26","84.6"
