"last_name, first_name","player_id","oaa","n_fieldout_5stars","n_opp_5stars","n_5star_percent","n_fieldout_4stars","n_opp_4stars","n_4star_percent","n_fieldout_3stars","n_opp_3stars","n_3star_percent","n_fieldout_2stars","n_opp_2stars","n_2star_percent","n_fieldout_1stars","n_opp_1stars","n_1star_percent"
"Grichuk, Randal",545341,"7","3","18","16.7","2","3","66.7","9","11","81.8","21","22","95.5","21","22","95.5"
"Kiermaier, Kevin",595281,"7","2","11","18.2","1","3","33.3","10","11","90.9","12","13","92.3","19","19","100.0"
"Heredia, Guillermo",628338,"7","5","21","23.8","4","6","66.7","6","11","54.5","18","20","90.0","12","12","100.0"
"Pollock, AJ",572041,"6","2","21","9.5","1","3","33.3","8","11","72.7","22","22","100.0","20","20","100.0"
"Jones, JaCoby",592444,"6","1","12","8.3","2","6","33.3","16","19","84.2","23","27","85.2","29","29","100.0"
"Bellinger, Cody",641355,"6","3","9","33.3","2","4","50.0","3","5","60.0","11","11","100.0","12","12","100.0"
"Nimmo, Brandon",607043,"5","1","20","5.0","5","5","100.0","10","14","71.4","16","17","94.1","14","15","93.3"
"Trout, Mike",545361,"5","0","20","0.0","1","5","20.0","7","8","87.5","26","28","92.9","21","21","100.0"
"Conforto, Michael",624424,"5","2","23","8.7","2","3","66.7","5","5","100.0","19","19","100.0","24","25","96.0"
"García, Avisaíl",541645,"4","1","33","3.0","1","2","50.0","9","10","90.0","18","19","94.7","20","21","95.2"
"Maybin, Cameron",457727,"3","0","11","0.0","3","6","50.0","6","6","100.0","20","23","87.0","19","22","86.4"
"Gómez, Carlos",460576,"3","3","17","17.6","2","5","40.0","6","8","75.0","15","20","75.0","23","24","95.8"
"Acuña Jr., Ronald",660670,"3","1","20","5.0","4","4","100.0","5","7","71.4","13","14","92.9","18","19","94.7"
"Allen, Greg",656185,"3","2","16","12.5","3","7","42.9","4","7","57.1","9","11","81.8","15","16","93.8"
"Heyward, Jason",518792,"2","2","18","11.1","5","5","100.0","8","14","57.1","22","25","88.0","25","27","92.6"
"Yelich, Christian",592885,"2","1","27","3.7","2","6","33.3","7","11","63.6","23","26","88.5","29","30","96.7"
"Benintendi, Andrew",643217,"2","5","32","15.6","0","3","0.0","8","15","53.3","20","22","90.9","24","26","92.3"
"Martin, Leonys",547982,"2","2","21","9.5","2","5","40.0","3","6","50.0","18","19","94.7","14","17","82.4"
"Markakis, Nick",455976,"2","4","35","11.4","5","9","55.6","7","10","70.0","26","34","76.5","27","30","90.0"
"Gardner, Brett",458731,"2","0","22","0.0","2","6","33.3","8","11","72.7","27","32","84.4","30","32","93.8"
"Gallo, Joey",608336,"1","1","17","5.9","1","5","20.0","6","8","75.0","7","9","77.8","21","22","95.5"
"Gordon, Alex",460086,"1","1","23","4.3","6","8","75.0","13","21","61.9","21","25","84.0","20","20","100.0"
"González, Carlos",471865,"1","4","29","13.8","3","7","42.9","7","10","70.0","12","14","85.7","30","33","90.9"
"Hernández, Gorkys",491676,"1","1","19","5.3","1","2","50.0","12","17","70.6","18","20","90.0","28","28","100.0"
"Judge, Aaron",592450,"1","0","13","0.0","0","1","0.0","5","10","50.0","13","14","92.9","21","22","95.5"
"Calhoun, Kole",594777,"1","1","23","4.3","1","3","33.3","9","15","60.0","14","16","87.5","27","28","96.4"
"Cave, Jake",595909,"1","0","19","0.0","2","4","50.0","6","7","85.7","13","14","92.9","13","13","100.0"
"Kemp, Tony",643393,"1","0","13","0.0","0","6","0.0","9","9","100.0","9","13","69.2","11","11","100.0"
"Braun, Ryan",460075,"0","1","19","5.3","0","1","0.0","5","8","62.5","10","11","90.9","21","22","95.5"
"Schebler, Scott",594988,"0","1","16","6.3","3","9","33.3","5","6","83.3","11","14","78.6","9","10","90.0"
"Springer, George",543807,"0","1","24","4.2","3","6","50.0","2","5","40.0","15","17","88.2","12","14","85.7"
"Pillar, Kevin",607680,"0","2","33","6.1","1","7","14.3","12","17","70.6","27","32","84.4","32","34","94.1"
"Pham, Tommy",502054,"0","0","23","0.0","2","5","40.0","9","12","75.0","17","19","89.5","15","17","88.2"
"Canha, Mark",592192,"0","1","17","5.9","0","1","0.0","7","10","70.0","15","16","93.8","14","16","87.5"
"Brinson, Lewis",621446,"-1","1","21","4.8","2","5","40.0","9","14","64.3","22","25","88.0","22","26","84.6"
"Rosario, Eddie",592696,"-1","1","29","3.4","3","4","75.0","5","10","50.0","16","18","88.9","16","19","84.2"
"Herrera, Odúbel",546318,"-1","1","17","5.9","5","7","71.4","11","18","61.1","33","38","86.8","13","19","68.4"
"Peralta, David",444482,"-1","2","19","10.5","2","11","18.2","11","14","78.6","15","20","75.0","25","25","100.0"
"Ozuna, Marcell",542303,"-1","2","32","6.3","1","8","12.5","6","9","66.7","15","21","71.4","20","21","95.2"
"Anderson, Brian",605119,"-1","1","22","4.5","0","5","0.0","3","4","75.0","13","15","86.7","22","24","91.7"
"Smith, Mallex",605480,"-1","1","26","3.8","7","10","70.0","5","14","35.7","22","24","91.7","22","25","88.0"
"Piscotty, Stephen",572039,"-2","3","26","11.5","3","8","37.5","7","15","46.7","22","27","81.5","29","30","96.7"
"Renfroe, Hunter",592669,"-2","2","15","13.3","3","8","37.5","7","13","53.8","12","15","80.0","21","22","95.5"
"Parra, Gerardo",467827,"-3","1","22","4.5","2","5","40.0","7","13","53.8","20","25","80.0","14","15","93.3"
"Jackson, Austin",457706,"-3","0","24","0.0","0","1","0.0","4","8","50.0","16","18","88.9","17","19","89.5"
"Brantley, Michael",488726,"-3","1","22","4.5","1","7","14.3","4","7","57.1","16","20","80.0","26","27","96.3"
"Haniger, Mitch",571745,"-3","2","27","7.4","2","9","22.2","11","20","55.0","23","27","85.2","35","38","92.1"
"Polanco, Gregory",570256,"-3","3","27","11.1","1","5","20.0","5","12","41.7","14","16","87.5","27","31","87.1"
"Puig, Yasiel",624577,"-4","0","21","0.0","2","6","33.3","6","12","50.0","7","9","77.8","17","19","89.5"
"Jay, Jon",445055,"-4","1","21","4.8","1","9","11.1","6","7","85.7","17","21","81.0","21","25","84.0"
"Eaton, Adam",594809,"-4","1","20","5.0","0","4","0.0","2","8","25.0","7","8","87.5","11","11","100.0"
"Hicks, Aaron",543305,"-4","0","21","0.0","1","4","25.0","4","8","50.0","14","18","77.8","22","24","91.7"
"Kemp, Matt",461314,"-5","0","13","0.0","0","6","0.0","2","7","28.6","8","10","80.0","15","15","100.0"
"Soto, Juan",665742,"-5","1","27","3.7","1","5","20.0","4","8","50.0","15","22","68.2","17","18","94.4"
"Span, Denard",452655,"-5","0","24","0.0","1","4","25.0","7","15","46.7","13","18","72.2","19","20","95.0"
"Happ, Ian",664023,"-6","1","11","9.1","2","9","22.2","2","6","33.3","12","15","80.0","20","22","90.9"
"Williams, Nick",608384,"-6","0","19","0.0","1","2","50.0","4","10","40.0","10","13","76.9","13","14","92.9"
"Schwarber, Kyle",656941,"-7","0","19","0.0","0","9","0.0","1","8","12.5","15","17","88.2","26","27","96.3"
"Upton, Justin",457708,"-7","0","26","0.0","1","8","12.5","10","15","66.7","15","23","65.2","33","35","94.3"
"Hernández, Teoscar",606192,"-8","1","24","4.2","0","3","0.0","6","12","50.0","17","21","81.0","19","23","82.6"
"Mazara, Nomar",608577,"-8","1","32","3.1","1","6","16.7","2","8","25.0","18","24","75.0","23","28","82.1"
"Pederson, Joc",592626,"-9","1","15","6.7","0","5","0.0","4","10","40.0","12","17","70.6","12","14","85.7"
"Blackmon, Charlie",453568,"-10","1","45","2.2","0","6","0.0","5","10","50.0","16","22","72.7","23","26","88.5"
"McCutchen, Andrew",457705,"-10","0","28","0.0","3","13","23.1","7","15","46.7","19","24","79.2","23","25","92.0"
"Mancini, Trey",641820,"-10","1","19","5.3","3","9","33.3","2","10","20.0","9","15","60.0","20","24","83.3"
"Dietrich, Derek",518618,"-11","0","14","0.0","0","4","0.0","1","6","16.7","4","8","50.0","9","12","75.0"
"Harper, Bryce",547180,"-14","0","21","0.0","1","3","33.3","5","16","31.3","9","16","56.3","19","22","86.4"
"Jones, Adam",430945,"-14","1","39","2.6","0","9","0.0","1","12","8.3","19","25","76.0","33","35","94.3"
"Hoskins, Rhys",656555,"-17","0","19","0.0","0","7","0.0","2","12","16.7","8","15","53.3","33","35","94.3"
"Castellanos, Nick",592206,"-23","0","34","0.0","0","6","0.0","2","12","16.7","9","22","40.9","22","26","84.6"
