Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Adonis Medina","PHI","AAA",24,4,5,5.054187951928944,17,17,0,0,0,0,,67.2,298,71,48,38,10,26,1,1,4,1,55,"19903"
"Tyson Miller","TEX","AAA",25,5,3,3.2282610368863933,23,10,0,0,0,0,,61.1,253,49,27,22,7,25,0,2,7,0,65,"19976"
"Bryse Wilson","ATL","AAA",23,5,2,4.228916051374325,10,9,1,0,0,0,,55.1,235,61,26,26,8,16,0,2,3,0,42,"19990"
"John Schreiber","BOS","AAA",27,3,3,2.713568047265138,33,8,0,0,1,1,,66.1,280,61,23,20,3,26,0,1,2,0,65,"20020"
"Phillip Diehl","CIN","AAA",26,2,3,2.4695119653551085,58,0,0,0,3,3,,54.2,215,39,21,15,9,12,0,3,2,0,71,"20030"
"Darren McCaughan","SEA","AAA",25,5,4,4.526011760293233,20,20,0,0,0,0,,115.1,473,111,61,58,20,17,0,7,1,1,99,"20038"
"Jake Fishman","MIA","AAA",26,5,1,3.674556544788658,34,2,0,0,1,0,,56.1,231,44,26,23,7,17,0,7,4,1,51,"20060"
"Mauricio Llovera","PHI","AAA",25,2,2,3.4615384615384617,32,4,0,0,5,1,,52,224,41,21,20,5,24,2,5,3,1,48,"20080"
"Nick Nelson","NYY","AAA",25,3,4,3.8076923076923075,29,5,0,0,1,0,,52,236,50,31,22,6,29,0,2,13,0,62,"20153"
"Kyle Muller","ATL","AAA",23,5,4,3.389121771664387,17,17,0,0,0,0,,79.2,345,66,37,30,9,42,0,1,15,0,93,"20167"
"Ben Braymer","WSN","AAA",27,7,8,5.779264803910252,25,21,0,0,0,1,,99.2,440,93,65,64,19,60,0,6,5,0,79,"20175"
"Zach Logue","TOR","AAA",25,9,3,3.324627054961877,18,17,0,0,0,0,,89.1,369,79,39,33,9,20,0,9,2,0,93,"20231"
"Deivi Garcia","NYY","AAA",22,3,7,6.849265474349243,24,22,0,0,0,0,,90.2,437,102,73,69,21,68,0,7,7,1,97,"20276"
"Cory Abbott","CHC","AAA",25,5,6,5.90625,19,19,0,0,0,0,,96,436,97,69,63,20,53,0,5,3,0,130,"20277"
"Alec Bettinger","MIL","AAA",25,3,7,4.748276361744465,21,18,0,0,0,0,,96.2,416,104,56,51,15,26,0,3,3,0,98,"20312"
"Riley O'Brien","CIN","AAA",26,7,7,4.55325484897725,23,22,0,0,0,0,,112.2,490,93,59,57,16,55,1,10,7,0,121,"20348"
"Luis Madero","MIA","AAA",24,7,3,2.8421052631578947,17,7,0,0,0,0,,57,240,46,28,18,4,24,0,1,2,0,58,"20399"
"Peter Solomon","HOU","AAA",24,8,1,4.699659192567292,21,18,0,0,1,0,,97.2,426,89,55,51,16,42,0,2,8,0,112,"20476"
"Braden Bristo","NYY","AAA",26,5,3,4.86,38,1,0,0,0,2,,50,218,40,28,27,7,30,1,3,6,0,61,"20494"
"Phoenix Sanders","TBR","AAA",26,5,2,3.375,50,0,0,0,2,3,,64,247,47,27,24,8,11,0,3,1,0,80,"20541"
"Bowden Francis","TOR","AAA",25,10,6,3.949253551460218,21,20,0,0,0,0,,111.2,460,82,55,49,19,43,0,9,4,1,110,"20548"
"Kirk McCarty","CLE","AAA",25,9,6,5.008064516129032,24,24,0,0,0,0,,124,528,117,73,69,25,44,1,3,2,0,104,"20555"
"Humberto Mejia","ARI","AAA",24,7,5,5.52558217966226,15,15,0,0,0,0,,71.2,320,83,46,44,10,27,0,5,1,0,63,"20739"
"Cristopher Sanchez","PHI","AAA",24,5,6,4.684931506849315,19,17,0,0,0,0,,73,325,58,39,38,4,48,0,2,4,1,89,"20778"
"Seth Martinez","HOU","AAA",26,5,3,2.8092483071345242,36,0,0,0,0,2,,57.2,230,35,21,18,5,20,0,3,3,0,78,"21045"
"Humberto Castellanos","ARI","AAA",23,6,1,4.994219212683598,12,12,1,0,0,0,,57.2,247,56,32,32,14,14,1,5,1,0,59,"21183"
"Darien Nunez","LAD","AAA",28,7,0,2.423076923076923,31,1,0,0,0,1,,52,201,30,15,14,4,20,0,1,5,0,80,"21197"
"J.P. France","HOU","AAA",26,6,1,3.585062467650257,17,13,0,0,0,0,,80.1,346,67,39,32,12,38,0,2,5,0,107,"21212"
"Joe Ryan","MIN","AAA",25,4,3,3.409090909090909,14,13,0,0,0,0,,66,249,40,27,25,9,12,0,3,3,0,92,"21390"
"Sean Hjelle","SFG","AAA",24,2,6,5.737500547170691,10,10,0,0,0,0,,53.1,248,67,45,34,6,29,1,1,1,0,35,"21481"
"Daniel Lynch IV","KCR","AAA",24,4,3,5.842105263157895,12,11,0,0,0,0,,57,257,74,39,37,10,18,0,3,4,0,62,"21537"
"Jackson Kowar","KCR","AAA",24,9,4,3.4586781221094207,17,16,0,0,0,0,,80.2,338,66,31,31,7,34,0,4,14,0,115,"21549"
"Braxton Garrett","MIA","AAA",23,5,4,3.8871599946564546,18,18,0,0,0,0,,85.2,357,73,41,37,10,32,0,4,1,0,86,"21844"
"Angel Rondon","STL","AAA",23,6,4,4.5782614770324015,19,13,0,0,0,0,,76.2,339,85,46,39,15,22,0,3,1,1,68,"22036"
"Max Kranick","PIT","AAA",23,4,4,4.141104682136459,12,12,0,0,0,0,,54.1,231,53,30,25,6,16,0,2,0,0,45,"22175"
"Hunter Greene","CIN","AAA",21,5,8,4.132653382955542,14,14,0,0,0,0,,65.1,276,59,35,30,11,25,0,4,2,0,79,"22182"
"Tobias Myers","TBR","AAA",22,3,4,4.5,12,12,0,0,0,0,,58,242,52,31,29,11,18,0,1,1,2,65,"22191"
"Matthew Liberatore","STL","AAA",21,9,9,4.042781078545153,22,18,0,0,0,0,,124.2,520,123,66,56,19,33,0,4,3,1,123,"22294"
"Angel De Jesus","DET","AAA",24,3,4,4.207792624713117,35,2,0,0,5,1,,51.1,224,32,27,24,7,32,0,9,4,1,62,"22323"
"Nivaldo Rodriguez","DET","AAA",24,4,2,5.370967576704715,23,11,0,0,0,0,,62,284,73,44,37,11,28,0,0,5,0,44,"22449"
"Johan Oviedo","STL","AAA",23,1,6,6.128834929561959,12,11,0,0,0,0,,54.1,245,55,38,37,7,29,0,5,3,1,59,"22487"
"Packy Naughton","LAA","AAA",25,2,2,4.764705454684497,13,9,0,0,0,1,,56.2,244,69,30,30,7,13,0,0,4,0,53,"23292"
"Beau Sulser","PIT","AAA",27,7,9,5.649456990238438,26,24,0,0,0,0,,122.2,564,150,87,77,21,53,1,4,11,0,102,"23420"
"JP Sears","NYY","AAA",25,7,0,2.8687502735853454,10,10,0,0,0,0,,53.1,204,41,19,17,5,11,0,0,2,0,65,"23429"
"Tommy Romero","TBR","AAA",23,7,2,3.1764708474283347,12,12,0,0,0,0,,62.1,244,39,22,22,7,21,0,2,3,0,70,"23465"
"Aaron Ashby","MIL","AAA",23,5,4,4.405263511678878,21,12,0,0,0,2,,63.1,276,55,35,31,4,32,0,2,4,0,100,"23550"
"Josh Walker","NYM","AAA",26,1,3,5.18543098757217,9,9,0,0,0,0,,50.1,206,43,31,29,5,18,0,0,0,0,33,"23617"
"Nick Allgeyer","TOR","AAA",25,5,5,5.339552542817559,22,17,0,0,0,0,,89.1,409,95,58,53,15,52,0,3,4,0,80,"24486"
"Jonathan Stiever","CHW","AAA",24,5,5,5.837837837837838,17,17,0,0,0,0,,74,335,80,51,48,13,28,0,3,12,1,88,"24584"
"Kyle Bradish","BAL","AAA",24,5,5,4.2576928074402804,21,19,0,0,0,0,,86.2,378,85,45,41,10,39,1,0,11,0,105,"24586"
"Connor Thomas","STL","AAA",23,6,4,3.09836096575237,22,14,2,0,1,1,,101.2,436,108,51,35,11,30,0,3,3,2,92,"25873"
"Hunter Brown","HOU","AAA",22,5,1,3.8823529411764706,11,8,0,0,0,0,,51,216,47,24,22,6,21,0,1,1,1,55,"25880"
"Yennier Cano","MIN","AAA",27,2,2,3.8571432393203575,30,1,0,0,4,2,,51.1,226,45,23,22,4,29,0,2,2,1,58,"25911"
"Zack Thompson","STL","AAA",23,2,10,7.064516129032258,22,19,0,0,2,0,,93,444,114,76,73,18,57,0,6,8,0,82,"25918"
"Matt Shoemaker","SFG","AAA",34,5,3,3.9668249314168005,13,11,0,0,0,1,,70.1,286,64,33,31,8,17,0,6,4,0,71,"4776"
"Scott Kazmir","SFG","AAA",37,3,3,4.613923605045018,13,12,0,0,0,0,,52.2,217,45,28,27,6,18,0,2,3,0,48,"4897"
"Vance Worley","NYM","AAA",33,4,6,5.232558139534884,16,15,0,0,0,0,,86,397,108,55,50,17,32,0,7,5,1,39,"6435"
"Blaine Hardy","MIL","AAA",34,6,6,2.6341465375311532,30,8,0,0,0,1,,68.1,280,57,25,20,10,29,1,0,4,1,62,"6499"
"Preston Guilmet","MIA","AAA",33,5,2,3.783439858157393,32,0,0,0,0,1,,52.1,206,37,24,22,8,13,0,1,3,0,67,"7303"
"Andrew Albers","MIN","AAA",35,8,4,3.8823529411764706,18,17,0,0,0,0,,102,439,120,54,44,15,11,0,4,4,1,88,"7853"
"Josh Lindblom","MIL","AAA",34,5,4,3.0955417021287763,22,20,0,0,0,0,,104.2,444,102,38,36,10,26,1,2,6,0,117,"7882"
"Marcus Walden","CHC","AAA",32,6,4,4.866278368244406,38,3,0,0,0,5,,57.1,264,70,39,31,9,23,1,2,3,0,58,"8004"
"Steven Wright","PIT","AAA",36,4,7,6.678947904803459,18,12,0,0,1,0,,63.1,304,74,51,47,5,44,0,4,5,1,70,"8185"
"AJ Ramos","LAA","AAA",34,0,2,5.264150943396227,42,0,0,0,2,0,,53,245,55,35,31,9,26,1,3,4,0,76,"8350"
"Homer Bailey","OAK","AAA",35,2,7,6.878981560286169,13,13,0,0,0,0,,52.1,246,67,41,40,7,21,0,4,3,0,56,"8362"
"Adam Warren","NYY","AAA",33,4,4,3.5895950591163364,38,1,0,0,2,3,,57.2,254,55,26,23,5,29,2,4,3,0,60,"9029"
"Austin Bibens-Dirkx","LAD","AAA",36,10,6,5.1349698058492095,25,17,0,0,0,0,,108.2,484,133,71,62,14,26,0,3,1,0,87,"9559"
"Brian Moran","TBR","AAA",32,1,0,2.16,53,0,0,0,1,1,,50,196,29,15,12,1,14,1,9,2,0,65,"9646"
"Vidal Nuno","LAD","AAA",33,6,2,6.58125062763697,18,7,0,0,0,0,,53.1,236,65,42,39,10,11,0,3,0,0,43,"9674"
"Luis Romero","OAK","AAA",27,3,6,6.267857996785027,28,13,0,0,2,1,,74.2,344,86,56,52,15,34,1,7,3,1,54,"sa3003109"
"John Parke","CHW","AAA",26,2,3,3.621950882520826,11,11,0,0,0,0,,54.2,224,46,25,22,7,16,0,3,0,0,38,"sa3003988"
"Connor Johnstone","ATL","AAA",26,3,8,4.843049658740238,33,16,0,0,0,0,,74.1,295,72,43,40,15,10,0,1,1,0,48,"sa3004190"
"Austin Warner","STL","AAA",27,7,3,3.344037165375759,41,5,0,0,2,0,,72.2,298,57,33,27,8,22,1,6,4,1,75,"sa3004494"
"Drew Strotman","TBR","AAA",24,10,5,5.287834067317343,25,24,0,0,0,1,,112.1,504,115,69,66,12,63,0,3,7,0,104,"sa3004584"
"David Parkinson","PHI","AAA",25,1,11,7.92766008921912,20,18,0,0,0,0,,78.1,375,109,73,69,16,28,0,4,1,0,68,"sa3004857"
"Marcelo Martinez","KCR","AAA",24,5,7,5.122529953215826,18,17,0,0,0,0,,84.1,368,90,52,48,19,27,0,3,2,0,84,"sa3005060"
"Josh Green","ARI","AAA",25,8,4,7.338926550278967,26,15,0,0,0,0,,99.1,470,149,82,81,21,30,0,11,2,1,62,"sa3006701"
"Matt Frisbee","SFG","AAA",24,1,6,7.6415094339622645,11,9,0,0,0,0,,53,255,77,50,45,16,18,0,2,0,0,46,"sa3006801"
"Tommy Parsons","STL","AAA",25,2,6,5.864254203451746,24,9,0,0,1,0,,73.2,317,84,48,48,19,24,0,0,3,0,70,"sa3007624"
"Kevin Smith","BAL","AAA",24,3,6,6.23076979333729,16,15,0,0,0,0,,56.1,273,56,41,39,14,49,0,5,6,1,68,"sa3007710"
"Brett Conine","HOU","AAA",24,8,4,5.655405988477344,25,18,0,0,1,0,,98.2,453,105,75,62,20,43,0,14,9,1,83,"sa3008024"
"Matt Tomshaw","CHW","AAA",32,0,6,7.860758734521143,14,8,0,0,0,0,,52.2,220,52,48,46,23,10,0,0,2,0,46,"sa598974"
"Bryan Bonnell","WSN","AAA",27,1,3,4.292307692307692,36,4,0,0,5,1,,65,279,65,35,31,5,19,0,3,3,0,59,"sa658824"
"Jake Kalish","KCR","AAA",29,3,6,6.9375,30,15,0,0,0,1,,96,425,110,75,74,31,35,0,3,3,1,106,"sa709032"
"Ian Clarkin","COL","AAA",26,3,5,8.766234634818995,17,9,0,0,0,0,,51.1,252,66,53,50,11,34,0,4,5,0,19,"sa737534"
