"bpid","mlbid","Name","Age","Season","Team","G","GS","IP","W","L","SV","ERA","RA9","DRA","FIP","cFIP","WHIP","K%","BB%","HR%","GB%","DRA-","WARP"
69545,605288,"Adrian Houser",29,2022,"MIL",22,21,102.7,6,10,0,4.73,5.79,5.37,4.24,115,1.45,15.2,10.1,1.8,46.6,123,-0.4
70271,605483,"Blake Snell",29,2022,"SD",24,24,128,8,10,0,3.38,3.59,3.44,2.86,77,1.2,32,9.5,2.1,36.7,79,2.4
70429,605130,"Scott Barlow",29,2022,"KC",69,0,74.3,7,4,24,2.18,2.78,3.29,3.57,87,1,26.6,7.6,3.1,46.8,76,0.9
70464,605347,"Jorge López",29,2022,,67,0,71,4,7,23,2.54,3.3,3.55,3.37,92,1.18,24.2,10.4,1.3,58,82,0.7
70473,605397,"Joe Musgrove",29,2022,"SD",30,30,181,10,7,0,2.93,3.33,3.46,3.64,86,1.08,24.9,5.7,3,44.9,80,3.4
70753,605164,"Dylan Bundy",29,2022,"MIN",29,29,140,8,8,0,4.89,5.08,5.19,4.61,114,1.28,15.8,4.7,4,33.8,119,-0.3
70798,605540,"Brandon Woodruff",29,2022,"MIL",27,27,153.3,13,4,0,3.05,3.29,3.39,3.14,82,1.07,30.6,6.8,2.9,37.4,78,3
70883,607074,"Carlos Rodón",29,2022,"SF",31,31,178,14,8,0,2.88,2.98,3.4,2.31,77,1.03,33.4,7.3,1.7,34.3,78,3.5
70943,605400,"Aaron Nola",29,2022,"PHI",32,32,205,11,13,0,3.25,3.29,2.99,2.64,76,0.96,29.1,3.6,2.4,43.1,69,4.9
70964,607200,"Erick Fedde",29,2022,"WSH",27,27,127,6,13,0,5.81,5.95,5.62,5.21,116,1.63,16.4,10.1,3.7,42,129,-0.9
70977,605200,"Zach Davies",29,2022,"AZ",27,27,134.3,2,5,0,4.09,4.42,5.12,4.89,117,1.3,17.9,9.1,3.7,42,118,-0.1
71017,596001,"Jakob Junis",29,2022,"SF",23,17,112,5,7,0,4.42,4.58,4.24,3.7,96,1.29,20.5,5.2,2.7,42.7,98,0.8
71098,607536,"Kyle Freeland",29,2022,"COL",31,31,174.7,9,11,0,4.53,4.95,5.58,4.27,110,1.41,17.1,6.9,2.5,42.2,128,-1.1
100945,622491,"Luis Castillo",29,2022,,25,25,150.3,8,6,0,2.99,3.35,3.34,3.08,83,1.08,27.2,7.3,2.1,46.4,77,3
102061,601713,"Nick Pivetta",29,2022,"BOS",33,33,179.7,10,12,0,4.56,4.56,4.72,4.37,105,1.38,22.6,9.4,3.5,38.5,109,0.7
102639,641771,"Chad Kuhl",29,2022,"COL",27,27,137,6,11,0,5.72,5.98,5.8,5.31,116,1.55,17.8,9.4,4.1,36.7,133,-1.3
104855,656756,"Jordan Montgomery",29,2022,,32,32,178.3,9,6,0,3.48,3.63,4.34,3.6,98,1.09,21.8,5,2.9,46.6,100,1.5
104943,657093,"Spenser Watkins",29,2022,"BAL",23,20,105.3,5,6,0,4.7,5.04,5.38,4.19,117,1.41,13.7,6.5,2.4,41.7,124,-0.5
106950,605488,"Jeffrey Springs",29,2022,"TB",33,25,135.3,9,5,0,2.46,2.79,3.54,2.98,85,1.07,26.2,5.6,2.6,41,81,2.3
109313,669920,"Jason Alexander",29,2022,"MIL",18,11,71.7,2,3,0,5.4,5.9,5.34,5.4,116,1.62,14.3,8.7,3.7,50.6,123,-0.4
66311,570632,"José Ureña",30,2022,,21,17,97,3,8,0,5.01,5.75,5.37,4.7,116,1.57,14.6,10,2.5,50.2,123,-0.5
66339,570666,"Luis Cessa",30,2022,"CIN",46,10,80.7,4,4,0,4.57,4.91,4.61,5.04,111,1.28,17.6,8.1,4.2,48.6,106,0.1
67083,592662,"Robbie Ray",30,2022,"SEA",32,32,189,12,12,0,3.71,3.81,4.14,4.11,92,1.19,27.4,8,4.1,38.5,95,2
67143,592826,"Vince Velasquez",30,2022,"CWS",27,9,75.3,3,3,0,4.78,5.02,4.84,4.2,109,1.23,21.6,7.8,3.4,35.9,111,-0.1
68444,547179,"Michael Lorenzen",30,2022,"LAA",18,18,97.7,8,6,0,4.24,4.42,4.35,4.26,101,1.28,20.7,10.7,2.7,50.7,100,0.8
68564,592351,"Jon Gray",30,2022,"TEX",24,24,127.3,7,7,0,3.96,4.31,3.75,3.75,91,1.13,25.7,7.5,3.3,43.9,86,1.9
68694,592791,"Jameson Taillon",30,2022,"NYY",32,32,177.3,14,5,0,3.91,3.96,4.41,3.89,102,1.13,20.7,4.4,3.6,40.4,101,1.3
68759,594835,"Marco Gonzales",30,2022,"SEA",32,32,183,10,15,0,4.13,4.77,6.02,5,122,1.33,13.2,6.4,3.8,42.2,138,-2.1
70885,592716,"Adrian Sampson",30,2022,"CHC",21,19,104.3,4,5,0,3.11,3.45,5.06,3.85,113,1.23,17.1,6.3,2.3,41.1,116,-0.1
100206,592866,"Trevor Williams",30,2022,"NYM",30,9,89.7,3,5,1,3.21,3.41,4.6,3.94,107,1.23,22.6,6.2,3.2,35.8,106,0.1
102044,592761,"Caleb Smith",30,2022,"AZ",44,1,70,1,3,0,4.11,4.5,5.3,5.63,114,1.37,21.5,12.9,4.6,29.9,122,-0.8
102084,608723,"Austin Voth",30,2022,,41,17,101.7,5,4,0,4.34,4.6,4.72,4.1,106,1.4,20.4,7,3.2,34.1,108,0.2
103721,640455,"Sean Manaea",30,2022,"SD",30,28,158,8,9,0,4.96,5.41,4.72,4.59,104,1.3,23.2,7.5,4.3,37.4,109,0.5
103929,642232,"Ryan Yarbrough",30,2022,"TB",20,9,80,3,8,0,4.5,4.95,5.67,4.72,113,1.38,17.2,6.2,3.4,37.2,130,-1
58407,543475,"Jordan Lyles",31,2022,"BAL",32,32,179,12,11,0,4.42,4.73,5.5,4.34,114,1.39,18.6,6.7,3.4,39.8,126,-1
58533,527048,"Martín Pérez",31,2022,"TEX",32,32,196.3,12,8,0,2.89,3.21,4.63,3.21,103,1.26,20.6,8.4,1.3,50.2,106,0.9
65957,543037,"Gerrit Cole",31,2022,"NYY",33,33,200.7,13,8,0,3.5,3.63,3.3,3.41,82,1.02,32.4,6.3,4.2,42,76,4.1
66556,571800,"Drew Hutchison",31,2022,"DET",28,18,105.3,3,9,0,4.53,4.96,5.64,4.87,119,1.48,14.7,9.1,3.2,39.2,130,-0.9
68557,592332,"Kevin Gausman",31,2022,"TOR",31,31,174.7,12,10,0,3.35,3.71,3.12,2.33,74,1.24,28.3,3.9,2.1,39.5,72,4
69637,606160,"Rafael Montero",31,2022,"HOU",71,0,68.3,5,2,14,2.37,2.9,3.3,2.59,86,1.02,27,8.5,1.1,51.7,76,0.9
69887,607259,"Nick Martinez",31,2022,"SD",47,10,106.3,4,4,8,3.47,3.72,4.21,4.48,102,1.29,21.2,9.2,3.3,47.4,97,0.6
70371,573186,"Marcus Stroman",31,2022,"CHC",25,25,138.7,6,7,0,3.5,3.96,3.85,3.82,95,1.15,20.9,6.3,2.8,51.5,88,2
70437,605182,"Mike Clevinger",31,2022,"SD",23,22,114.3,7,7,0,4.33,4.41,5.28,5.03,116,1.2,18.8,7.2,4.1,35.5,121,-0.4
70641,608379,"Michael Wacha",31,2022,"BOS",23,23,127.3,11,2,0,3.32,3.46,4.54,4.09,107,1.12,20.2,6,3.5,41.2,104,0.8
99874,571760,"Andrew Heaney",31,2022,"LAD",16,14,72.7,4,4,0,3.1,4.21,3.34,3.8,75,1.09,35.5,6.1,4.5,34.9,77,1.4
100718,622072,"Alex Wood",31,2022,"SF",26,26,130.7,8,12,0,5.1,5.37,4.27,3.82,97,1.24,23.6,5.4,3.1,48.7,98,1.2
103333,643256,"Adam Cimber",31,2022,"TOR",77,0,70.7,10,6,4,2.8,3.57,4.09,3.41,103,1.12,19.8,4.4,2,41.1,94,0.2
103494,643511,"Tyler Rogers",31,2022,"SF",68,0,75.7,3,4,0,3.57,4.04,4.23,3.5,106,1.27,15.4,7.2,0.9,55.6,97,0.1
125512,579328,"Yusei Kikuchi",31,2022,"TOR",32,20,100.7,6,7,1,5.19,5.99,4.87,5.56,101,1.5,27.3,12.8,5.1,44.1,112,0.1
57743,518516,"Madison Bumgarner",32,2022,"AZ",30,30,158.7,7,15,0,4.88,5.5,6.36,4.9,118,1.44,16,7,3.6,36.6,146,-2.5
57820,543135,"Nathan Eovaldi",32,2022,"BOS",20,20,109.3,6,3,0,3.87,4.53,3.5,4.25,90,1.23,22.4,4.3,4.6,47.3,81,2
58507,543606,"Jake Odorizzi",32,2022,,22,22,106.3,6,6,0,4.4,4.91,5.44,4.27,116,1.33,19,7.7,3.1,31.9,125,-0.5
59012,541640,"Erasmo Ramírez",32,2022,"WSH",60,2,86.3,4,2,0,2.92,3.23,3.81,4.11,101,1.08,17.6,4,3.2,45.1,88,0.6
59626,571578,"Patrick Corbin",32,2022,"WSH",31,31,152.7,6,19,0,6.31,7.02,5.9,4.89,112,1.7,18,6.9,3.8,44.6,136,-1.6
65947,542881,"Tyler Anderson",32,2022,"LAD",30,28,178.7,15,5,0,2.57,2.87,4.42,3.36,102,1,19.5,4.8,2,39.9,102,1.2
66213,554430,"Zack Wheeler",32,2022,"PHI",26,26,153,12,7,0,2.82,3.06,3.25,2.95,82,1.04,26.9,5.6,2.1,45.9,75,3.2
69172,543294,"Kyle Hendricks",32,2022,"CHC",16,16,84.3,4,6,0,4.8,4.8,5.56,4.88,114,1.29,18.5,6.7,4.2,36.3,128,-0.5
70306,543243,"Sonny Gray",32,2022,"MIN",24,24,119.7,8,5,0,3.08,3.31,3.96,3.35,96,1.13,24,7.4,2.3,44.1,91,1.5
