"bpid","mlbid","Name","Age","Season","Team","G","GS","CG","IP","W","L","SV","BS","HLD","ERA","R","ER","1B","2B","3B","HR","TB","BB","K","HBP","TBF","Pitches"
131748,669467,"Andre Pallante",24,2023,"STL",62,0,0,68,4,1,0,5,14,4.76,37,36,54,16,0,6,110,30,43,3,302,1138
137960,675911,"Spencer Strider",24,2023,"ATL",32,32,0,186.7,20,5,0,0,0,3.86,85,80,92,29,3,22,247,58,281,9,763,3087
143774,686613,"Hunter Brown",24,2023,"HOU",31,29,0,155.7,11,13,0,0,0,5.09,94,88,95,34,2,26,273,55,178,9,665,2720
148629,693821,"Bryce Elder",24,2023,"ATL",31,31,0,174.7,12,4,0,0,0,3.81,79,74,106,32,3,19,255,63,128,8,732,2842
148632,694297,"Brandon Pfaadt",24,2023,"AZ",19,18,0,96,3,9,0,0,0,5.72,63,61,59,25,3,22,206,26,94,3,421,1612
105737,661403,"Emmanuel Clase",25,2023,"CLE",75,0,0,72.7,3,9,44,12,0,3.22,37,26,52,12,0,4,92,16,64,1,302,1120
107428,665871,"Javier Assad",25,2023,"CHC",32,10,0,109.3,5,3,0,1,3,3.05,38,37,59,18,3,13,156,41,94,3,449,1710
107530,666745,"Jhony Brito",25,2023,"NYY",25,13,0,90.3,9,7,1,0,1,4.28,47,43,48,18,2,14,146,28,72,4,372,1445
107559,665795,"Edward Cabrera",25,2023,"MIA",22,20,0,99.7,7,7,0,0,0,4.24,48,47,49,18,0,11,129,66,118,4,434,1802
107732,666808,"Camilo Doval",25,2023,"SF",69,0,0,67.7,6,6,39,8,0,2.93,32,22,38,10,0,3,70,26,87,8,281,1138
108272,666205,"Kyle Muller",25,2023,"OAK",21,13,0,77,1,5,0,1,0,7.6,65,65,73,22,1,16,184,39,56,3,372,1454
108756,666214,"Joey Wentz",25,2023,"DET",25,19,0,105.7,3,13,0,0,0,6.9,87,81,78,26,2,25,236,47,98,0,492,1930
108966,666159,"Matt Manning",25,2023,"DET",15,15,0,78,5,4,0,0,0,3.58,37,31,38,9,2,11,106,21,50,5,316,1179
109005,670912,"Johan Oviedo",25,2023,"PIT",32,32,1,177.7,9,14,0,0,0,4.31,91,85,96,41,5,19,269,83,158,13,781,2980
109108,669060,"Bryse Wilson",25,2023,"MIL",53,0,0,76.7,6,0,3,1,5,2.58,26,22,33,16,2,9,107,22,61,2,314,1156
109128,666129,"Braxton Garrett",25,2023,"MIA",31,30,0,159.7,9,7,0,0,0,3.66,68,65,93,37,4,20,259,29,156,11,659,2479
109131,666142,"Cole Ragans",25,2023,,29,12,0,96,7,5,0,0,3,3.47,40,37,51,10,2,7,105,41,113,2,392,1584
109135,666200,"Jesús Luzardo",25,2023,"MIA",32,32,0,178.7,10,10,0,0,0,3.58,79,71,94,43,3,22,277,55,208,6,741,2987
109278,670174,"Josh Winckowski",25,2023,"BOS",60,1,0,84.3,4,4,3,4,19,2.88,34,27,65,15,0,9,131,31,82,3,367,1386
112439,668933,"Graham Ashcraft",25,2023,"CIN",26,26,0,145.7,7,9,0,0,0,4.76,78,77,98,23,4,23,248,52,111,10,624,2312
114244,666374,"Matt Brash",25,2023,"SEA",78,0,0,70.7,9,4,4,5,24,3.06,26,24,51,9,2,3,87,29,107,6,308,1304
122051,680686,"Josiah Gray",25,2023,"WSH",30,30,0,159,8,13,0,0,0,3.91,72,69,100,29,1,22,249,80,143,9,698,2812
123283,674072,"Tommy Henry",25,2023,"AZ",17,16,0,89,5,4,0,0,0,4.15,42,41,55,17,2,12,143,35,64,4,381,1389
125609,669923,"George Kirby",25,2023,"SEA",31,31,1,190.7,13,10,0,0,0,3.35,74,71,122,28,7,22,287,19,172,6,757,2824
127605,666201,"Alek Manoah",25,2023,"TOR",19,19,0,87.3,3,9,0,0,0,5.87,61,57,59,17,2,15,159,59,79,9,415,1689
127779,679525,"Alec Marsh",25,2023,"KC",17,8,0,74.3,3,9,0,0,0,5.69,50,47,39,17,5,16,152,39,85,9,342,1342
130740,669194,"Ryne Nelson",25,2023,"AZ",29,27,0,144,8,8,0,0,0,5.31,87,85,88,37,10,24,288,46,96,1,619,2355
138737,668868,"Zack Thompson",25,2023,"STL",25,9,0,66.3,5,7,0,1,1,4.48,35,33,46,15,0,8,108,25,72,2,287,1166
140615,669713,"Hayden Wesneski",25,2023,"CHC",34,11,0,89.3,3,5,0,1,2,4.63,50,46,49,12,1,20,156,32,83,3,379,1479
141005,682227,"Brandon Williamson",25,2023,"CIN",23,23,0,117,5,5,0,0,0,4.46,63,58,66,26,1,18,193,39,98,2,491,1937
143917,686610,"Ken Waldichuk",25,2023,"OAK",35,22,0,141,4,9,1,0,0,5.36,93,84,84,39,2,24,264,71,132,9,639,2550
144245,687330,"Kevin Kelly",25,2023,"TB",57,0,0,67,5,2,1,1,12,3.09,27,23,33,18,0,2,77,15,56,10,276,1066
144657,686973,"Louis Varland",25,2023,"MIN",17,10,0,68,4,3,0,0,2,4.63,35,35,39,7,4,16,129,17,71,1,283,1091
101992,628711,"Julio Urías",26,2023,"LAD",21,21,0,117.3,11,8,0,0,0,4.6,61,60,59,28,1,24,214,24,117,6,482,1849
103054,642545,"Jaime Barria",26,2023,"LAA",34,6,0,82.3,2,6,0,2,2,5.68,63,52,54,17,0,20,168,30,62,2,362,1350
104258,650556,"Bryan Abreu",26,2023,"HOU",72,0,0,72,3,2,5,4,24,1.75,17,14,29,9,0,6,71,31,100,3,287,1211
104499,650911,"Cristopher Sánchez",26,2023,"PHI",19,18,0,99.3,3,5,0,0,0,3.44,44,38,52,18,2,16,158,16,96,3,396,1459
105007,657277,"Logan Webb",26,2023,"SF",33,33,2,216,11,13,0,0,0,3.25,83,78,143,34,4,20,303,31,194,5,850,3182
105859,664747,"Alexis Díaz",26,2023,"CIN",71,0,0,67.3,9,6,37,3,2,3.07,30,23,30,10,0,4,66,36,86,10,286,1161
105936,663559,"Bailey Falter",26,2023,,18,14,0,80.7,2,9,0,0,0,5.36,55,48,59,17,1,17,164,20,60,0,347,1295
106195,664299,"Cristian Javier",26,2023,"HOU",31,31,0,162,10,5,0,0,0,4.56,85,82,81,33,4,25,259,62,159,7,687,2882
106280,663567,"Peter Lambert",26,2023,"COL",25,11,0,87.3,3,7,0,0,0,5.36,54,52,49,17,9,18,182,28,71,5,375,1450
107254,663776,"Patrick Sandoval",26,2023,"LAA",28,28,0,144.7,7,13,0,0,0,4.11,89,66,103,29,1,12,212,74,128,4,652,2620
107962,663855,"Jordan Hicks",26,2023,,65,0,0,65.7,3,9,12,3,13,3.29,30,24,41,11,1,4,82,32,81,4,285,1114
110000,672578,"Carlos Hernández",26,2023,"KC",67,4,0,70,1,10,4,6,17,5.27,43,41,33,17,2,10,113,32,77,1,301,1251
114191,680694,"Kyle Bradish",26,2023,"BAL",30,30,0,168.7,12,7,0,0,0,2.83,54,53,90,27,1,14,203,44,168,8,671,2639
121380,669302,"Logan Gilbert",26,2023,"SEA",32,32,1,190.7,13,7,0,0,0,3.73,82,79,102,36,2,29,296,36,189,2,770,2922
122242,675627,"Michael Grove",26,2023,"LAD",18,12,0,69,2,3,0,0,1,6.13,47,47,53,15,3,12,140,19,73,3,302,1146
123804,663773,"Bryan Hoeing",26,2023,"MIA",33,7,0,70.7,2,3,0,0,2,5.48,45,43,32,24,2,13,138,25,53,2,304,1125
124381,663623,"Jake Irvin",26,2023,"WSH",24,24,0,121,3,7,0,0,0,4.61,66,62,79,17,2,20,199,54,99,8,530,2146
128501,663556,"Shane McClanahan",26,2023,"TB",21,21,0,115,11,2,0,0,0,3.29,42,42,57,20,3,15,166,41,121,0,469,1821
137001,663903,"Brady Singer",26,2023,"KC",29,29,0,159.7,8,11,0,0,0,5.52,102,98,113,44,5,20,296,49,133,8,702,2612
137044,669373,"Tarik Skubal",26,2023,"DET",15,15,0,80.3,7,3,0,0,0,2.8,28,25,40,11,3,4,87,14,102,3,310,1218
101582,624133,"Ranger Suárez",27,2023,"PHI",22,22,0,125,4,6,0,0,0,4.18,59,58,87,26,3,13,200,48,119,2,540,2023
102491,641154,"Pablo López",27,2023,"MIN",32,32,1,194,11,8,0,0,0,3.66,81,79,121,26,5,24,284,48,234,9,801,3024
102644,641793,"Zack Littell",27,2023,,28,14,0,90,3,6,0,0,0,4.1,43,41,60,20,1,13,155,12,74,4,379,1312
103056,642547,"Freddy Peralta",27,2023,"MIL",30,30,0,165.7,12,10,0,0,0,3.86,77,71,75,30,0,26,239,54,210,6,680,2839
104002,645261,"Sandy Alcantara",27,2023,"MIA",28,28,3,184.7,7,12,0,0,0,4.14,91,85,123,30,1,22,274,48,151,5,762,2721
104779,656427,"Jack Flaherty",27,2023,,29,27,0,144.3,8,9,0,0,1,4.99,83,80,106,37,2,17,254,66,148,12,650,2634
104816,656605,"Mitch Keller",27,2023,"PIT",32,32,1,194.3,13,9,0,0,0,4.21,97,91,122,38,2,25,304,55,210,12,825,3119
104824,656629,"Michael Kopech",27,2023,"CWS",30,27,0,129.3,5,12,0,0,0,5.43,80,78,63,21,2,29,227,91,134,11,591,2429
104914,657006,"Justin Steele",27,2023,"CHC",30,30,0,173.3,16,5,0,0,0,3.06,71,59,117,34,2,14,247,36,176,7,716,2678
104930,657053,"Touki Toussaint",27,2023,,20,16,0,87,4,7,0,0,0,4.97,48,48,49,9,1,10,110,57,85,7,384,1595
105588,641360,"Phil Bickford",27,2023,,61,0,0,67.3,5,5,1,1,4,4.95,41,37,35,14,2,8,101,39,76,4,304,1229
105703,656302,"Dylan Cease",27,2023,"CWS",33,33,0,177,7,9,0,0,0,4.58,98,90,112,32,9,19,279,79,214,9,784,3262
105831,660853,"Enyel De Los Santos",27,2023,"CLE",70,0,0,65.7,5,2,0,3,16,3.29,26,24,31,15,0,4,77,25,62,4,262,1048
108886,668678,"Zac Gallen",27,2023,"AZ",34,34,1,210,17,9,0,0,0,3.47,87,81,121,42,3,22,302,47,220,5,846,3248
108953,665152,"Dean Kremer",27,2023,"BAL",32,32,0,172.7,13,5,0,0,0,4.12,85,79,117,26,1,27,280,55,157,5,735,2925
109174,671345,"Jason Foley",27,2023,"DET",70,0,0,69,3,3,7,2,28,2.61,21,20,48,13,2,2,88,15,55,1,276,1047
109416,657508,"Mike Baumann",27,2023,"BAL",60,0,0,64.7,10,1,0,4,6,3.76,29,27,32,12,1,7,87,33,61,2,273,1070
109459,656232,"Brandon Bielak",27,2023,"HOU",15,13,0,80,5,6,0,0,0,3.83,43,34,54,19,1,12,143,36,62,5,353,1387
109650,676710,"Kutter Crawford",27,2023,"BOS",31,23,0,129.3,6,8,0,0,2,4.04,59,58,62,26,2,17,188,36,135,5,527,2103
110406,669212,"Eli Morgan",27,2023,"CLE",61,0,0,67.3,5,2,1,2,8,4.01,37,30,52,11,1,9,113,24,75,1,299,1190
110808,657756,"Connor Seabold",27,2023,"COL",27,13,0,87.3,1,7,0,0,0,7.52,76,73,67,27,3,19,206,28,67,7,408,1562
110810,676664,"JP Sears",27,2023,"OAK",32,32,0,172.3,5,14,0,0,0,4.54,90,87,94,33,4,34,308,53,161,16,735,2867
110894,663986,"Trevor Stephan",27,2023,"CLE",71,0,0,68.7,7,7,2,8,28,4.06,35,31,39,17,1,6,100,26,75,5,294,1127
111116,656557,"Tanner Houck",27,2023,"BOS",21,21,0,106,6,10,0,0,0,5.01,61,59,66,24,0,14,170,41,99,6,463,1740
111133,641927,"Bailey Ober",27,2023,"MIN",26,26,0,144.3,8,6,0,0,0,3.43,58,55,78,24,1,22,217,29,146,7,577,2327
111164,656638,"Alex Lange",27,2023,"DET",67,0,0,66,7,5,26,6,6,3.68,30,27,25,12,0,6,73,45,79,6,288,1146
111244,656849,"David Peterson",27,2023,"NYM",27,21,1,111,3,8,0,0,1,5.03,64,62,87,17,4,16,197,50,128,6,492,1966
111276,676477,"Garrett Whitlock",27,2023,"BOS",22,10,0,71.7,5,5,1,1,3,5.15,43,41,49,18,2,13,143,13,72,3,304,1195
111290,657376,"Clarke Schmidt",27,2023,"NYY",33,32,0,159,9,9,0,0,0,4.64,91,82,103,41,1,24,284,46,149,11,694,2712
111294,656288,"Griffin Canning",27,2023,"LAA",24,22,0,127,7,8,0,0,0,4.32,62,61,77,19,3,22,212,36,139,5,536,2084
111310,656412,"Alex Faedo",27,2023,"DET",15,12,0,64.7,2,5,0,0,1,4.45,35,32,23,13,0,12,97,20,58,1,262,1034
113203,663941,"Tristan Beck",27,2023,"SF",33,3,0,85,3,3,2,1,4,3.92,40,37,58,15,0,10,128,21,68,2,354,1298
113690,656234,"Jake Bird",27,2023,"COL",70,3,0,89.3,3,3,0,11,13,4.33,47,43,67,19,2,6,135,27,77,7,381,1391
123933,663947,"Tyler Holton",27,2023,"DET",59,1,0,85.3,3,2,1,1,14,2.11,21,20,38,9,0,9,92,18,74,1,324,1195
128959,656731,"Tylor Megill",27,2023,"NYM",25,25,0,126.3,9,8,0,0,0,4.7,76,66,98,25,0,18,220,58,105,6,567,2235
135535,657746,"Joe Ryan",27,2023,"MIN",29,29,1,161.7,11,10,0,0,0,4.51,83,81,92,30,1,32,283,34,197,6,672,2683
100261,608337,"Lucas Giolito",28,2023,,33,33,0,184.3,8,15,0,0,0,4.88,110,100,87,34,7,41,340,73,204,9,794,3190
100368,612434,"Miguel Castro",28,2023,"AZ",75,0,0,64.7,6,6,7,4,13,4.31,32,31,32,11,0,8,86,25,60,3,268,1008
102443,640470,"Adbert Alzolay",28,2023,"CHC",58,0,0,64,2,5,22,3,7,2.67,23,19,38,8,1,5,77,13,67,5,253,962
104899,656945,"Tanner Scott",28,2023,"MIA",74,0,0,78,9,5,12,4,24,2.31,22,20,39,11,0,3,73,24,104,4,307,1208
106294,664875,"Justin Lawrence",28,2023,"COL",69,0,0,75,4,7,11,7,11,3.72,37,31,45,12,3,5,98,36,78,7,326,1184
107467,670280,"David Bednar",28,2023,"PIT",66,0,0,67.3,3,3,39,3,0,2,22,15,36,12,2,3,78,21,80,3,277,1105
107554,669203,"Corbin Burnes",28,2023,"MIL",32,32,0,193.7,10,8,0,0,0,3.39,77,73,99,19,1,22,228,66,200,8,784,3079
107636,650644,"Aaron Civale",28,2023,,23,23,0,122.3,7,5,0,0,0,3.46,47,47,75,21,1,12,168,33,116,5,504,2009
108053,650633,"Michael King",28,2023,"NYY",49,9,0,104.7,4,8,6,4,8,2.75,35,32,63,13,2,10,135,32,127,5,431,1681
108430,615698,"Cal Quantrill",28,2023,"CLE",19,19,0,99.7,4,7,0,0,0,5.24,59,58,74,22,4,11,174,35,58,7,444,1710
108830,669456,"Shane Bieber",28,2023,"CLE",21,21,1,128,6,6,0,0,0,3.8,56,54,79,29,2,14,199,34,107,3,533,1954
108873,641540,"Dane Dunning",28,2023,"TEX",35,26,0,172.7,12,7,0,0,3,3.7,73,71,113,27,3,20,256,55,140,10,722,2696
108931,641712,"Dakota Hudson",28,2023,"STL",18,12,0,81.3,6,3,0,0,1,4.98,46,45,57,22,0,9,137,34,45,6,354,1317
108937,643377,"Griffin Jax",28,2023,"MIN",71,0,0,65.3,6,10,4,7,23,3.86,30,28,42,9,2,5,86,19,68,4,274,1047
109104,669330,"Tyler Wells",28,2023,"BAL",25,20,0,118.7,7,6,1,0,1,3.64,50,48,41,15,2,25,177,34,117,4,470,1903
111306,660271,"Shohei Ohtani",28,2023,"LAA",23,23,1,132,10,5,0,0,0,3.14,50,46,52,15,0,18,154,55,167,11,531,2087
120416,641585,"J.P. France",28,2023,"HOU",24,23,0,136.3,11,6,0,0,0,3.83,64,58,98,20,1,19,217,47,101,2,581,2202
69756,606303,"Joel Payamps",29,2023,"MIL",69,0,0,70.7,7,5,3,3,27,2.55,24,20,41,8,0,8,89,17,77,5,287,1120
70610,608331,"Max Fried",29,2023,"ATL",14,14,1,77.7,8,1,0,0,0,2.55,24,22,55,8,0,7,99,18,80,2,311,1235
70795,607192,"Tyler Glasnow",29,2023,"TB",21,21,0,120,10,7,0,0,0,3.53,52,47,61,16,3,13,154,37,162,1,485,1894
70913,596133,"Luke Weaver",29,2023,,29,25,0,123.7,3,6,0,0,0,6.4,90,88,83,40,3,29,288,40,109,4,563,2258
100518,621107,"Zach Eflin",29,2023,"TB",31,31,0,177.7,16,8,0,0,0,3.5,69,69,104,31,4,19,254,24,186,3,703,2577
100519,621112,"Paul Blackburn",29,2023,"OAK",21,20,0,103.7,4,7,0,1,0,4.43,54,51,81,22,3,11,178,43,104,3,464,1875
100574,621244,"José Berríos",29,2023,"TOR",32,32,0,189.7,11,12,0,0,0,3.65,82,77,113,33,2,25,285,52,184,9,782,2937
101074,622663,"Luis Severino",29,2023,"NYY",19,18,0,89.3,4,8,0,0,0,6.65,73,66,66,22,2,23,208,34,79,5,417,1636
101249,623167,"Chris Flexen",29,2023,,29,16,0,102.3,2,8,0,0,0,6.86,81,78,88,19,1,25,229,38,74,4,466,1755
101728,625643,"Reynaldo López",29,2023,,68,0,0,66,3,7,6,6,22,3.27,25,24,36,5,1,8,81,34,83,1,278,1203
102336,630023,"Yonny Chirinos",29,2023,,20,9,0,85,5,5,0,0,1,5.4,53,51,53,22,1,15,160,27,53,5,367,1342
103789,596295,"Austin Gomber",29,2023,"COL",27,27,0,139,9,9,0,0,0,5.5,88,85,100,35,3,26,283,43,87,3,603,2160
104921,657024,"Erik Swanson",29,2023,"TOR",69,0,0,66.7,4,2,4,2,29,2.97,22,22,35,8,1,8,86,21,75,0,262,1058
105798,621016,"Jose Cuas",29,2023,,72,2,0,65.3,3,2,1,3,10,3.99,30,29,43,10,2,8,101,35,71,7,292,1176
106036,664139,"Ian Gibaut",29,2023,"CIN",74,0,0,75.7,8,4,3,6,23,3.33,33,28,51,10,0,8,103,28,69,4,318,1214
107058,664285,"Framber Valdez",29,2023,"HOU",31,31,2,198,12,11,0,0,0,3.45,86,76,107,37,3,19,266,57,200,10,808,2948
107865,664062,"Tony Gonsolin",29,2023,"LAD",20,20,0,103,8,5,0,0,0,4.98,61,57,52,15,0,19,158,40,82,7,435,1664
108235,621345,"A.J. Minter",29,2023,"ATL",70,0,0,64.7,3,6,10,3,21,3.76,28,27,41,8,1,6,84,21,82,0,260,1060
108560,669947,"Jesse Scholtens",29,2023,"CWS",26,11,0,85,1,9,1,0,1,5.29,54,50,73,12,0,15,157,30,58,2,377,1447
108893,656464,"Kevin Ginkel",29,2023,"AZ",60,0,0,65.3,9,1,4,2,8,2.48,24,18,23,15,0,3,65,24,70,2,255,1058
108934,608344,"Cole Irvin",29,2023,"BAL",24,12,0,77.3,1,4,0,0,1,4.42,42,38,51,15,1,11,128,21,68,7,336,1273
115326,666974,"Yennier Cano",29,2023,"BAL",72,0,0,72.7,1,4,8,6,31,2.11,19,17,40,16,0,4,88,13,65,3,283,1017
120676,660261,"Shintaro Fujinami",29,2023,,64,7,0,79,7,8,2,4,5,7.18,65,63,44,18,2,9,122,45,83,7,357,1404
67132,592789,"Noah Syndergaard",30,2023,,18,18,0,88.7,2,6,0,0,0,6.5,65,64,62,17,3,22,193,19,56,10,391,1408
67148,592836,"Taijuan Walker",30,2023,"PHI",31,31,0,172.7,15,6,0,0,0,4.38,87,84,96,35,4,20,258,71,138,8,733,2837
67182,593334,"Domingo Germán",30,2023,"NYY",20,19,1,108.7,5,7,0,0,0,4.56,61,55,42,19,2,20,166,34,114,6,444,1651
67588,593958,"Eduardo Rodriguez",30,2023,"DET",26,26,0,152.7,13,9,0,0,0,3.3,59,56,86,25,2,15,202,48,143,3,621,2371
69545,605288,"Adrian Houser",30,2023,"MIL",23,21,0,111.3,8,5,0,0,0,4.12,56,51,89,18,1,13,180,34,96,1,481,1855
70271,605483,"Blake Snell",30,2023,"SD",32,32,0,180,14,9,0,0,0,2.25,47,45,78,22,0,15,182,99,234,3,742,3168
70429,605130,"Scott Barlow",30,2023,,63,0,0,68,2,6,13,3,7,4.37,39,33,46,10,1,4,85,34,79,5,299,1196
70473,605397,"Joe Musgrove",30,2023,"SD",17,17,0,97.3,10,3,0,0,0,3.05,35,33,63,17,0,10,137,21,97,9,399,1550
70798,605540,"Brandon Woodruff",30,2023,"MIL",11,11,1,67,5,1,0,0,0,2.28,17,17,23,8,0,9,75,15,74,3,253,1042
70883,607074,"Carlos Rodón",30,2023,"NYY",14,14,0,64.3,3,8,0,0,0,6.85,51,49,36,14,0,15,124,28,64,4,286,1129
70943,605400,"Aaron Nola",30,2023,"PHI",32,32,0,193.7,12,9,0,0,0,4.46,105,96,108,35,3,32,315,45,202,1,793,3087
70977,605200,"Zach Davies",30,2023,"AZ",18,18,0,82.3,2,5,0,0,0,7,67,64,67,17,4,10,153,39,72,2,377,1495
71017,596001,"Jakob Junis",30,2023,"SF",40,4,0,86,4,3,1,2,2,3.87,42,37,54,23,1,12,151,21,96,5,367,1388
71098,607536,"Kyle Freeland",30,2023,"COL",29,29,0,155.7,6,14,0,0,0,5.03,96,87,122,30,6,29,316,42,94,1,677,2414
100945,622491,"Luis Castillo",30,2023,"SEA",33,33,0,197,14,9,0,0,0,3.34,81,73,91,36,5,28,290,56,219,5,802,3207
102061,601713,"Nick Pivetta",30,2023,"BOS",38,16,0,142.7,10,9,1,1,2,4.04,69,64,55,31,1,23,212,50,183,6,587,2379
104855,656756,"Jordan Montgomery",30,2023,,32,32,0,188.7,10,11,0,0,0,3.2,75,67,111,45,3,18,282,48,166,4,777,2917
106414,664208,"Phil Maton",30,2023,"HOU",68,0,0,66,4,3,1,2,10,3,27,22,31,12,0,6,79,25,74,9,274,1039
109041,670950,"Trevor Richards",30,2023,"TOR",56,3,0,72.7,2,1,0,2,11,4.95,41,40,36,13,1,13,117,35,105,2,315,1352
136521,673540,"Kodai Senga",30,2023,"NYM",29,29,0,166.3,12,7,0,0,0,2.98,60,55,88,21,0,17,198,77,202,5,694,2791
68444,547179,"Michael Lorenzen",31,2023,,29,25,1,153,9,9,1,0,0,4.18,76,71,91,26,1,20,226,47,111,2,624,2365
68564,592351,"Jon Gray",31,2023,"TEX",29,29,1,157.3,9,8,0,0,0,4.12,75,72,110,16,1,22,233,54,142,9,656,2393
68694,592791,"Jameson Taillon",31,2023,"CHC",30,29,0,154.3,8,10,1,0,0,4.84,96,83,100,28,1,27,267,41,140,5,655,2533
68781,594902,"Ben Lively",31,2023,"CIN",19,12,0,88.7,4,7,0,0,0,5.38,53,53,60,14,2,20,174,25,79,3,383,1383
100206,592866,"Trevor Williams",31,2023,"WSH",30,30,0,144.3,6,10,0,0,0,5.55,97,89,110,32,2,34,316,52,111,5,658,2608
100612,621381,"Matt Strahm",31,2023,"PHI",56,10,0,87.7,9,5,2,3,11,3.29,34,32,39,17,1,11,120,21,108,3,351,1366
102428,640448,"Kyle Finnegan",31,2023,"WSH",67,0,0,69.3,7,5,28,8,8,3.76,33,29,44,11,0,11,110,24,63,1,288,1106
103721,640455,"Sean Manaea",31,2023,"SF",37,10,0,117.7,7,6,1,1,3,4.44,68,58,66,19,5,14,175,42,128,8,499,2052
103929,642232,"Ryan Yarbrough",31,2023,,25,9,0,89.7,8,7,2,1,1,4.52,45,45,69,14,0,13,149,13,67,8,376,1421
104993,657240,"Julian Merryweather",31,2023,"CHC",69,0,0,72,5,1,2,2,17,3.38,28,27,44,6,0,8,88,36,98,1,303,1228
58407,543475,"Jordan Lyles",32,2023,"KC",31,31,3,177.7,6,17,0,0,0,6.28,130,124,87,48,2,39,345,45,120,6,748,2816
58533,527048,"Martín Pérez",32,2023,"TEX",35,20,0,141.7,10,4,0,0,2,4.45,74,70,103,24,2,21,241,49,93,4,608,2223
58731,527054,"Julio Teheran",32,2023,"MIL",14,11,0,71.7,3,5,0,0,0,4.4,36,35,39,14,2,13,125,13,50,4,288,1079
65957,543037,"Gerrit Cole",32,2023,"NYY",33,33,2,209,15,4,0,0,0,2.63,64,61,110,26,1,20,245,48,222,7,821,3281
66174,554340,"Yimi García",32,2023,"TOR",73,0,0,66,3,4,3,4,19,4.09,35,30,47,11,1,8,104,15,79,6,282,1100
68557,592332,"Kevin Gausman",32,2023,"TOR",31,31,0,185,12,9,0,0,0,3.16,72,65,100,43,1,19,265,55,237,3,763,3069
69637,606160,"Rafael Montero",32,2023,"HOU",68,0,0,67.3,3,3,1,5,10,5.08,40,38,46,14,3,11,127,29,79,3,298,1253
69887,607259,"Nick Martinez",32,2023,"SD",63,9,0,110.3,6,4,1,6,15,3.43,45,42,76,11,0,12,146,40,106,3,461,1751
70361,571948,"Hoby Milner",32,2023,"MIL",73,0,0,64.3,2,1,0,3,17,1.82,16,13,34,9,1,5,75,13,59,2,252,1027
