"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
134616,677587,"Brayan Rocchio",23,2024,10,6,62.5,0,14.8,0.02,-0.076,0,60,0.001,-0.4,303,-0.001,-0.4
134822,677594,"Julio Rodríguez",23,2024,24,5,82.8,4,9.2,0.013,-0.01,0.1,82,0.002,0.1,600,0,0.3
135022,679032,"Johan Rojas",23,2024,25,4,86.2,4,13.9,0.045,0.024,0.3,46,0.007,0.8,312,0.003,1.1
138565,677588,"José Tena",23,2024,6,1,85.7,0,26.7,0.01,-0.011,0.3,18,0.018,0,106,0,0.3
140156,683011,"Anthony Volpe",23,2024,28,7,80,0,9.8,0.019,-0.023,0.6,94,0.007,0.1,695,0,0.7
141747,683083,"Nasim Nuñez",23,2024,8,2,80,1,15.4,0.043,-0.014,0,16,0.001,0.1,100,0.001,0.1
144145,687093,"Vaughn Grissom",23,2024,2,0,100,0,0,0.002,0.003,0,13,-0.004,0,76,0,0
144289,686797,"Brooks Lee",23,2024,3,0,100,0,0,-0.013,0.012,0,15,-0.002,-0.1,186,0,-0.1
144429,687263,"Zach Neto",23,2024,30,10,75,3,11.4,0.039,0.007,0.5,61,0.008,0.8,486,0.002,1.2
144555,687363,"Victor Scott II",23,2024,5,1,83.3,2,8.3,0.011,0.017,0.1,16,0.009,0.1,121,0.001,0.2
144718,687597,"Jordan Beck",23,2024,7,1,87.5,0,25,0.022,-0.001,0.1,18,0.008,0.1,105,0.001,0.2
144940,687529,"Grant McCray",23,2024,5,0,100,0,11.1,0.017,0.016,0.1,8,0.013,0.1,108,0.001,0.2
146339,690291,"Jace Jung",23,2024,0,1,0,0,0,-0.012,-0.034,-0.1,16,-0.005,-0.1,89,-0.001,-0.1
146515,682988,"Tyler Locklear",23,2024,1,0,100,0,33.3,0.004,-0.003,0.1,6,0.008,0,27,0,0.1
146945,688363,"Graham Pauley",23,2024,0,0,,0,0,-0.006,,0,1,0.021,,2,,
151394,700932,"Kyle Manzardo",23,2024,0,0,,0,0,-0.016,,-0.2,15,-0.012,,112,,
108518,666703,"Eguy Rosario",24,2024,0,0,,1,0,-0.009,,0,2,0.002,,35,,
109139,671277,"Luis García Jr.",24,2024,22,5,81.5,1,7.3,0.017,0.017,0.3,75,0.004,0.5,487,0.001,0.8
109355,672356,"Gabriel Arias",24,2024,5,2,71.4,0,14.3,0.018,-0.025,0,12,-0.001,0,129,0,0
109543,672744,"Alexander Canario",24,2024,1,0,100,0,0,0.006,-0.002,0,6,0.003,0,20,0,0
109724,672701,"José Devers",24,2024,0,0,,0,0,-0.008,,-0.1,3,-0.017,,12,,
109864,672580,"Maikel Garcia",24,2024,37,2,94.9,1,6.8,0.047,0.067,0.4,93,0.004,2.2,505,0.004,2.6
110017,671056,"Iván Herrera",24,2024,5,0,100,1,9.5,-0.009,0.013,0.2,37,0.007,0,252,0,0.2
110402,672515,"Gabriel Moreno",24,2024,3,1,75,0,6.1,-0.006,-0.013,0,54,0.001,-0.1,267,0,0
110535,672724,"Oswald Peraza",24,2024,0,0,,0,0,,,,,,,,,
110536,672695,"Geraldo Perdomo",24,2024,9,1,90,0,16.2,0.002,0.01,0.2,50,0.005,0.1,379,0,0.3
110551,672761,"Wenceel Pérez",24,2024,9,5,64.3,1,12.9,0.016,-0.059,0.4,50,0.008,-0.2,276,-0.001,0.2
110621,671218,"Heliot Ramos",24,2024,6,1,85.7,0,6.8,-0.013,-0.012,0.1,61,0.001,-0.3,546,-0.001,-0.2
110685,671286,"Johnathan Rodríguez",24,2024,0,0,,0,14.3,-0.011,,0,6,-0.004,,44,,
110868,672820,"Lenyn Sosa",24,2024,3,1,75,1,7.4,-0.009,0.014,0,33,0,0,215,0,0
110877,670869,"Livan Soto",24,2024,0,0,,0,,-0.007,,0,2,0.008,,16,,
111017,668901,"Mark Vientos",24,2024,0,0,,0,2.4,-0.018,,-0.2,48,-0.005,,302,,
111154,676679,"Luis Vázquez",24,2024,0,0,,0,100,-0.004,,,,,,11,,
111498,677941,"Jordyn Adams",24,2024,2,0,100,0,20,0.023,0.004,0,1,-0.005,0,18,0.001,0
112639,678225,"Ji Hwan Bae",24,2024,6,2,75,0,14.3,0.041,-0.004,0.1,11,0.011,0.1,74,0.001,0.2
112867,680718,"Addison Barger",24,2024,2,0,100,0,7.7,-0.006,-0.001,0.1,21,0.006,0,156,0,0.1
113835,669208,"Ryan Bliss",24,2024,5,3,62.5,0,0,0.041,-0.045,0.1,9,0.008,-0.1,88,-0.001,0
115660,671213,"Triston Casas",24,2024,0,1,0,0,4.3,-0.016,-0.041,-0.3,28,-0.009,-0.1,210,-0.001,-0.4
117074,681297,"Colton Cowser",24,2024,9,4,69.2,1,10.8,-0.001,-0.025,0.3,87,0.003,-0.2,543,0,0.1
117672,680779,"Henry Davis",24,2024,0,0,,0,15.4,-0.016,,0,14,0.003,,104,,
118072,680728,"Adrian Del Castillo",24,2024,1,1,50,0,0,0.003,-0.023,0,16,-0.001,0,69,0,0
118309,672282,"Reid Detmers",24,2024,,,,,,,,,,,,,,
119177,669364,"Xavier Edwards",24,2024,31,4,88.6,4,5.3,0.038,0.047,0.4,62,0.007,1.4,447,0.003,1.8
121206,680869,"Zack Gelof",24,2024,25,3,89.3,1,10.3,0.032,0.048,0.1,55,0.002,1.2,475,0.003,1.4
121931,669357,"Nolan Gorman",24,2024,6,1,85.7,1,4.9,-0.003,-0.005,-0.2,46,-0.003,0,270,0,-0.2
125372,672284,"Jarred Kelenic",24,2024,7,2,77.8,1,22.9,-0.006,0,0.1,43,0.003,-0.1,390,0,0
127532,669234,"Justyn-Henry Malloy",24,2024,1,1,50,0,9.1,-0.009,-0.024,-0.1,20,-0.007,-0.1,177,0,-0.2
128870,678009,"Parker Meadows",24,2024,9,4,69.2,1,4.3,0.018,-0.02,0.2,37,0.005,0,286,0,0.2
130661,666310,"Bo Naylor",24,2024,6,3,66.7,1,10.7,0.001,-0.05,-0.2,36,-0.006,-0.2,285,-0.001,-0.4
130940,681393,"Connor Norby",24,2024,3,3,50,0,0,-0.005,-0.062,0.1,23,0.004,-0.2,143,-0.001,-0.1
131149,681351,"Logan O'Hoppe",24,2024,2,3,40,0,7.1,-0.01,-0.056,-0.1,64,-0.002,-0.3,480,-0.001,-0.5
131409,680716,"Jonathan Ornelas",24,2024,0,0,,0,0,-0.009,,0.1,3,0.022,,30,,
136838,672279,"Michael Siani",24,2024,20,3,87,1,19,0.031,0.006,0,46,0,0.4,286,0.001,0.3
138635,677950,"Alek Thomas",24,2024,4,1,80,0,0,-0.007,-0.028,0,8,0.002,-0.1,103,-0.001,0
138910,679529,"Spencer Torkelson",24,2024,0,0,,0,14.6,-0.02,,-0.3,51,-0.006,,290,,
139196,668930,"Brice Turang",24,2024,50,6,89.3,1,10.9,0.039,0.051,0.3,68,0.004,2.3,727,0.003,2.5
139705,678246,"Miguel Vargas",24,2024,3,1,75,0,10,-0.009,-0.019,0.1,26,0.004,-0.1,221,0,0
140577,669224,"Austin Wells",24,2024,1,2,33.3,2,9.3,-0.01,0,-0.2,41,-0.006,-0.1,374,0,-0.4
141166,677951,"Bobby Witt Jr.",24,2024,31,12,72.1,7,18.6,0.022,0.004,1.2,123,0.01,0.6,693,0.001,1.8
141688,683146,"Brett Baty",24,2024,0,0,,0,9.5,-0.016,,-0.1,24,-0.004,,127,,
144778,687952,"Christian Encarnacion-Strand",24,2024,0,0,,0,25,-0.014,,0.1,11,0.005,,91,,
144832,687957,"Dustin Harris",24,2024,0,0,,0,,-0.002,,,,,,2,,
149417,696100,"Hunter Goodman",24,2024,1,1,50,0,16.7,-0.004,-0.026,0.1,12,0.005,0,110,0,0
151226,700242,"Trey Sweeney",24,2024,2,0,100,0,22.2,-0.01,-0.001,-0.1,12,-0.008,0,99,0,-0.1
151281,686217,"Sal Frelick",24,2024,18,3,85.7,2,10.8,-0.001,0.009,0.1,80,0.001,0,564,0,0.1
151463,696285,"Jacob Young",24,2024,33,10,76.7,5,18.2,0.052,0.003,0.5,65,0.008,0.9,475,0.002,1.5
153145,702358,"Trey Lipscomb",24,2024,11,2,84.6,0,12.5,0.016,-0.006,-0.1,27,-0.003,0.1,210,0,0
153781,701305,"Zach Dezenzo",24,2024,0,0,,0,0,-0.01,,0,6,0,,36,,
106074,660813,"Brusdar Graterol",25,2024,,,,,,,,,,,,,,
106498,660707,"Elehuris Montero",25,2024,0,0,,0,4.3,-0.015,,-0.1,28,-0.003,,167,,
106820,660688,"Keibert Ruiz",25,2024,3,1,75,1,8.2,-0.011,0.012,-0.4,49,-0.007,-0.1,281,0,-0.4
107182,665742,"Juan Soto",25,2024,7,4,63.6,0,4.1,-0.01,-0.058,-0.3,105,-0.003,-0.6,880,-0.001,-1
107184,665489,"Vladimir Guerrero Jr.",25,2024,2,2,50,1,8.8,-0.018,-0.06,-0.4,105,-0.004,-0.4,594,-0.001,-0.9
107293,665750,"Leody Taveras",25,2024,23,6,79.3,2,8.8,0.033,0.01,0.1,59,0.002,0.6,415,0.001,0.7
107401,665804,"Miguel Amaya",25,2024,0,0,,0,5.7,-0.017,,-0.3,44,-0.006,,276,,
107439,668731,"Akil Baddoo",25,2024,1,0,100,0,0,0.002,-0.006,0.1,6,0.011,0,29,0,0.1
107561,665828,"Oswaldo Cabrera",25,2024,4,2,66.7,0,5.6,-0.006,-0.037,0,51,0,-0.2,305,-0.001,-0.2
107571,665856,"Jair Camargo",25,2024,0,0,,0,0,-0.006,,0,2,-0.007,,2,,
107582,666185,"Dylan Carlson",25,2024,2,1,66.7,0,13,-0.009,-0.002,0,18,0.002,-0.1,168,0,0
107628,665953,"Andrés Chaparro",25,2024,1,1,50,0,27.3,-0.006,-0.036,-0.2,15,-0.011,0,67,-0.001,-0.2
107675,665833,"Oneil Cruz",25,2024,22,1,95.7,3,15.5,0.008,0.033,0.4,65,0.006,0.4,519,0.001,0.9
107784,665877,"José Fermín",25,2024,2,1,66.7,0,0,-0.001,-0.018,0,9,0.003,0,119,0,0
107858,665926,"Andrés Giménez",25,2024,30,5,85.7,1,10.8,0.028,0.022,0.3,71,0.004,0.9,545,0.002,1.2
108145,665561,"Rafael Marchán",25,2024,0,0,,0,0,-0.011,,0,3,-0.005,,45,,
108284,665966,"Carlos Narváez",25,2024,0,0,,0,0,-0.005,,0,3,-0.008,,16,,
108343,665506,"Cristian Pache",25,2024,1,0,100,0,19,-0.01,,0,15,0.002,,122,,
108350,670623,"Isaac Paredes",25,2024,1,1,50,0,5.2,-0.015,-0.02,-0.4,73,-0.006,-0.3,511,-0.001,-0.7
108525,665923,"Esteury Ruiz",25,2024,5,4,55.6,1,50,0.098,-0.043,0,12,0.001,0,53,0,0
108651,665487,"Fernando Tatis Jr.",25,2024,11,3,78.6,1,6.4,0.009,-0.005,-0.1,43,-0.001,0.1,344,0,0
108656,669392,"Samad Taylor",25,2024,0,0,,0,0,-0.001,,0,2,0,,2,,
108701,665839,"Enmanuel Valdez",25,2024,1,1,50,1,0,-0.007,-0.001,-0.2,28,-0.007,0,146,0,-0.2
109083,669261,"Jack Suwinski",25,2024,9,1,90,0,14.3,0,-0.006,0.2,26,0.006,0,198,0,0.1
109125,670970,"Adrian Morejon",25,2024,,,,,,,,,,,,,,
109295,666176,"Jo Adell",25,2024,15,10,60,1,11.5,0.036,-0.088,0.1,52,0.002,-0.7,353,-0.002,-0.6
109297,672851,"Joan Adon",25,2024,,,,,,,,,,,,,,
109318,669397,"Nick Allen",25,2024,0,0,,0,0,-0.014,,0.1,11,0.006,,98,,
109448,672642,"Steward Berroa",25,2024,6,2,75,0,0,0.038,-0.016,0,12,-0.004,0,86,0,0
109542,669134,"Luis Campusano",25,2024,0,0,,0,12.5,-0.014,,-0.7,34,-0.02,,186,,
109738,673237,"Yainer Diaz",25,2024,2,0,100,0,2.4,-0.02,-0.005,-0.3,101,-0.003,-0.3,512,-0.001,-0.6
109838,671289,"Tyler Freeman",25,2024,11,6,64.7,2,10.5,0.016,-0.095,0,42,0,-0.5,269,-0.002,-0.5
110120,671083,"Buddy Kennedy",25,2024,1,0,100,0,0,0.003,-0.004,0,3,-0.014,0,19,0,0
110182,668904,"Royce Lewis",25,2024,0,0,,0,0,-0.018,,0,31,0,,238,,
110207,672640,"Otto Lopez",25,2024,20,4,83.3,2,4.8,0.023,0.014,0.4,65,0.006,0.5,447,0.001,0.9
110333,669004,"MJ Melendez",25,2024,4,4,50,1,6.7,-0.002,-0.055,0.3,39,0.008,-0.2,287,-0.001,0.1
110401,666624,"Christopher Morel",25,2024,8,7,53.3,1,3.8,0.004,-0.072,0.3,59,0.005,-0.5,413,-0.001,-0.2
110594,668472,"Nick Pratto",25,2024,,,,,,,,,,,,,,
110800,676914,"Davis Schneider",25,2024,6,0,100,0,4.8,-0.008,0.008,-0.1,48,-0.003,-0.1,280,0,-0.2
111018,668723,"Ryan Vilade",25,2024,0,0,,0,,-0.009,,0.1,6,0.021,,39,,
111044,671221,"Drew Waters",25,2024,0,0,,0,0,-0.006,,0,4,0.005,,8,,
111086,677800,"Wilyer Abreu",25,2024,8,3,72.7,1,20.4,-0.002,-0.023,-0.1,58,-0.001,-0.2,418,0,-0.2
111090,676070,"Jacob Amaya",25,2024,1,0,100,0,40,-0.005,0.001,0,10,0,0,63,0,0
111156,676369,"Nelson Velázquez",25,2024,2,0,100,1,21.7,-0.007,-0.001,0,25,-0.001,0,154,0,-0.1
111187,677649,"Ezequiel Duran",25,2024,1,2,33.3,1,4,-0.016,-0.021,0.2,39,0.006,-0.2,233,-0.001,0.1
111216,672386,"Alejandro Kirk",25,2024,0,0,,0,2.4,-0.017,,-1,45,-0.021,,320,,
111707,677942,"Blaze Alexander",25,2024,3,1,75,0,9.1,-0.002,-0.013,0.3,26,0.011,0,204,0,0.2
112687,672275,"Patrick Bailey",25,2024,4,0,100,0,10,-0.011,0.009,-0.1,39,-0.003,-0.1,401,0,-0.2
112715,671117,"Darren Baker",25,2024,0,0,,0,,-0.007,,,,,,27,,
114833,676475,"Alec Burleson",25,2024,9,4,69.2,0,3.7,-0.006,-0.038,0,71,0,-0.3,548,-0.001,-0.3
118199,676113,"Zach DeLoach",25,2024,0,1,0,0,12.5,-0.004,-0.038,0,11,-0.003,0,61,-0.001,-0.1
118215,676356,"Jonny DeLuca",25,2024,16,6,72.7,1,10.7,0.033,-0.005,0,32,0.001,0.3,310,0.001,0.3
120345,679822,"Justin Foscue",25,2024,0,0,,0,100,-0.012,,0,4,0.002,,25,,
125175,666397,"Edouard Julien",25,2024,6,0,100,0,6.7,-0.007,0.025,0.2,37,0.007,0,358,0,0.2
125642,677008,"Heston Kjerstad",25,2024,1,0,100,0,0,-0.009,-0.007,0,10,-0.001,0,78,0,0
126858,679845,"Nick Loftin",25,2024,1,0,100,0,0,-0.012,-0.006,0.1,15,0.005,-0.1,128,0,0
127849,668885,"Austin Martin",25,2024,7,3,70,1,8.1,0.004,-0.021,0.1,44,0.003,-0.1,277,0,0.1
129622,669003,"Garrett Mitchell",25,2024,11,4,73.3,2,17.4,0.049,-0.02,0.3,23,0.013,0.1,172,0.001,0.4
136264,669477,"Casey Schmitt",25,2024,0,0,,0,12.5,-0.014,,-0.1,15,-0.004,,99,,
137960,675911,"Spencer Strider",25,2024,,,,,,,,,,,,,,
138572,669326,"Bryce Teodosio",25,2024,0,0,,0,0,,,,,,,,,
138833,669911,"Michael Toglia",25,2024,10,1,90.9,2,2.2,0.003,0.013,-0.1,41,-0.003,0.1,320,0,-0.1
140632,676059,"Jordan Westburg",25,2024,6,3,66.7,1,3.2,0.001,-0.018,0.2,51,0.004,-0.1,352,0,0.1
140882,675961,"Alika Williams",25,2024,1,0,100,0,14.3,-0.012,,0,11,-0.002,,78,,
143882,686676,"Korey Lee",25,2024,6,3,66.7,1,9.8,0.001,-0.023,0.2,38,0.005,-0.1,280,0,0.1
144443,687401,"Joey Ortiz",25,2024,11,6,64.7,0,8.9,0,-0.078,0.2,53,0.005,-0.5,474,-0.001,-0.3
144454,686780,"Pedro Pagés",25,2024,2,0,100,0,16,-0.011,0.004,-0.2,21,-0.011,-0.1,185,0,-0.3
147697,689172,"Brett Wisely",25,2024,2,3,40,3,7.7,-0.008,-0.017,-0.1,35,-0.004,-0.1,231,0,-0.2
148608,686894,"Joey Wiemer",25,2024,1,1,50,1,0,-0.003,,0.1,5,0.011,,16,,
148620,693304,"Nick Gonzales",25,2024,5,3,62.5,1,18.2,-0.011,-0.013,0.5,49,0.011,-0.2,379,0,0.4
148622,693307,"Dillon Dingler",25,2024,0,0,,0,0,-0.011,,0,5,-0.004,,49,,
148633,694355,"Tyler Gentry",25,2024,0,0,,0,,,,,,,,,,
148642,694376,"Shay Whitcomb",25,2024,0,0,,0,0,-0.008,,0,5,-0.001,,28,,
151203,694362,"Blake Dunn",25,2024,2,0,100,0,20,0.01,-0.001,0,6,-0.001,0,46,0,0
151227,700250,"Ben Rice",25,2024,0,1,0,0,0,-0.01,-0.027,0,18,-0.002,-0.1,138,0,-0.1
151256,695257,"Billy Cook",25,2024,1,0,100,0,50,-0.007,,0,1,0.009,,25,,
151283,694388,"Joey Loperfido",25,2024,4,2,66.7,0,0,0,-0.017,0,28,0.001,-0.1,256,0,0
151288,695238,"Will Wagner",25,2024,0,0,,0,0,-0.013,,-0.1,9,-0.006,,61,,
151383,694359,"Niko Kavadas",25,2024,1,0,100,0,0,-0.016,,-0.1,16,-0.004,,136,,
152770,693049,"Oscar Colás",25,2024,0,1,0,0,0,0,-0.034,0,2,0.005,0,33,-0.001,0
165254,808982,"Jung Hoo Lee",25,2024,2,3,40,1,14.3,-0.005,-0.041,0.2,28,0.009,-0.1,202,-0.001,0.1
105454,660670,"Ronald Acuña Jr.",26,2024,16,3,84.2,4,11.5,0.034,0.025,0.1,48,0.001,0.6,262,0.002,0.6
105636,660644,"Vidal Bruján",26,2024,5,6,45.5,0,14.7,0.021,-0.096,0.3,40,0.008,-0.4,229,-0.002,-0.1
105690,660636,"Diego A. Castillo",26,2024,0,0,,0,25,-0.004,,0,4,0,,9,,
105764,661388,"William Contreras",26,2024,9,2,81.8,1,5.3,-0.014,0.008,-0.3,93,-0.003,-0.3,784,0,-0.6
105932,660758,"Sandro Fabian",26,2024,0,0,,0,,,,,,,,,,
105984,664314,"Estevan Florial",26,2024,2,1,66.7,0,33.3,0.011,-0.015,0.1,8,0.013,0,68,0,0.1
106217,663330,"Jahmai Jones",26,2024,1,1,50,0,0,0,-0.025,0,11,-0.004,0,90,0,-0.1
106748,660844,"Leo Rivas",26,2024,3,0,100,0,5.6,0.003,0.007,-0.1,16,-0.006,0,104,0,-0.1
106844,660821,"Jesús Sánchez",26,2024,16,2,88.9,0,6.8,0.005,0.015,-0.1,70,-0.002,0.2,474,0,0.1
106975,660761,"José Suarez",26,2024,,,,,,,,,,,,,,
107149,660766,"Juan Yepez",26,2024,2,1,66.7,1,17.4,-0.006,-0.02,0,26,0.001,-0.1,186,0,0
107172,663474,"Triston McKenzie",26,2024,,,,,,,,,,,,,,
107415,666018,"Jonathan Aranda",26,2024,0,0,,1,23.8,-0.017,,-0.1,21,-0.005,,118,,
107480,666181,"Will Benson",26,2024,16,7,69.6,2,4,0.022,-0.043,-0.2,45,-0.003,-0.1,340,0,-0.3
107491,666182,"Bo Bichette",26,2024,5,1,83.3,2,4.2,-0.003,-0.003,-0.2,35,-0.006,0,282,0,-0.2
107559,665795,"Edward Cabrera",26,2024,,,,,,,,,,,,,,
107597,528748,"Humberto Castellanos",26,2024,,,,,,,,,,,,,,
107632,665862,"Jazz Chisholm Jr.",26,2024,40,10,80,4,13.1,0.058,-0.022,1.3,72,0.019,0.3,413,0.001,1.7
107706,665782,"Luis De Los Santos",26,2024,0,0,,0,20,-0.013,,0,2,-0.008,,34,,
107982,669087,"Sam Huff",26,2024,0,0,,0,0,,,,,,,,,
108055,666135,"Alex Kirilloff",26,2024,0,0,,0,14.3,-0.017,,0.1,23,0.005,,147,,
108118,666139,"Josh Lowe",26,2024,25,1,96.2,0,13.9,0.02,0.042,0.2,41,0.005,0.7,383,0.002,0.9
108127,666158,"Gavin Lux",26,2024,5,2,71.4,0,9.3,-0.01,-0.032,0.1,50,0.003,-0.2,408,-0.001,-0.1
108236,669304,"Jose Miranda",26,2024,2,2,50,1,2.6,-0.011,-0.014,-0.2,53,-0.004,-0.2,426,0,-0.4
108243,666160,"Mickey Moniak",26,2024,8,4,66.7,1,10.7,0.009,-0.007,0.1,36,0.002,0.1,289,0,0.1
108516,666163,"Ben Rortvedt",26,2024,1,0,100,0,7.7,-0.016,-0.007,-0.1,29,-0.004,-0.2,294,-0.001,-0.3
108682,666211,"Taylor Trammell",26,2024,0,0,,0,0,-0.004,,0,3,0.001,,14,,
108947,666134,"Nolan Jones",26,2024,5,4,55.6,0,9.7,0.008,-0.065,0,39,0.001,-0.3,267,-0.001,-0.2
108966,666159,"Matt Manning",26,2024,,,,,,,,,,,,,,
109122,669016,"Brandon Marsh",26,2024,19,3,86.4,0,19.6,0.013,0.012,0.2,65,0.003,0.3,413,0.001,0.5
109128,666129,"Braxton Garrett",26,2024,,,,,,,,,,,,,,
109135,666200,"Jesús Luzardo",26,2024,,,,,,,,,,,,,,
