"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
108661,642136,"Matt Thaiss",25,2020,0,0,,0,25,-0.004,,-0.1,6,-0.02,,24,,
108765,642203,"Taylor Widener",25,2020,,,,,,,,,,,,,,
108818,669211,"Keegan Akin",25,2020,,,,,,,,,,,,,,
108830,669456,"Shane Bieber",25,2020,,,,,,,,,,,,,,
108855,666915,"Bobby Dalbec",25,2020,0,0,,0,0,-0.007,,0,10,0,,54,,
108878,669289,"Santiago Espinal",25,2020,1,0,100,0,12.5,0.005,0.004,0,13,-0.002,0,17,0,0
108931,641712,"Dakota Hudson",25,2020,,,,,,,,,,,,,,
108954,669270,"Joel Kuhnel",25,2020,,,,,,,,,,,,,,
108957,641778,"Eric Lauer",25,2020,,,,,,,,,,,,,,
108977,656716,"Zach McKinstry",25,2020,0,0,,0,100,0.001,,,,,,2,,
109040,668804,"Bryan Reynolds",25,2020,1,1,50,0,12.5,-0.001,-0.011,0.1,23,0.003,0,4,-0.002,0.1
109106,669952,"Mitch White",25,2020,,,,,,,,,,,,,,
109159,641312,"Shaun Anderson",25,2020,,,,,,,,,,,,,,
109161,668227,"Randy Arozarena",25,2020,4,0,100,0,8.3,0.013,0.01,0.1,9,0.009,0,112,0,0.1
110582,668676,"Zach Plesac",25,2020,,,,,,,,,,,,,,
110715,667670,"Brent Rooker",25,2020,0,0,,0,0,-0.003,,0,1,0,,19,,
111081,669145,"Bruce Zimmermann",25,2020,,,,,,,,,,,,,,
111083,676604,"Tyler Zuber",25,2020,,,,,,,,,,,,,,
111306,660271,"Shohei Ohtani",25,2020,7,1,87.5,0,13.3,-0.001,0.01,0,19,0.001,0,5,0.009,0.1
125575,667463,"John King",25,2020,,,,,,,,,,,,,,
66875,591712,"Óscar Hernández",26,2020,0,0,,0,0,0.002,,,,,,2,,
67568,593871,"Jorge Polanco",26,2020,4,2,66.7,0,8.7,0.001,-0.01,0,30,0.001,0,6,-0.005,0
69012,599096,"Dilson Herrera",26,2020,0,0,,0,,,,,,,,,,
69095,605612,"Harold Castro",26,2020,0,0,,0,30,-0.002,,0,10,-0.001,,14,,
69270,596059,"Rougned Odor",26,2020,0,1,0,0,20,0,-0.016,0,6,0.003,0,1,-0.01,0
69314,600474,"Pedro Severino",26,2020,1,0,100,1,0,-0.002,0.002,-0.1,19,-0.004,0,5,0,-0.1
69321,600524,"Renato Núñez",26,2020,0,0,,0,0,-0.002,,-0.2,26,-0.006,,3,,
69338,600869,"Jeimer Candelario",26,2020,1,1,50,0,11.8,-0.003,-0.012,0,34,-0.001,0,21,-0.001,-0.1
69455,602104,"Ramón Urías",26,2020,0,0,,0,0,-0.005,,0,2,-0.014,,29,,
69615,606132,"Raimel Tapia",26,2020,8,2,80,0,6.9,0.001,0.006,0.6,49,0.012,0,4,0.008,0.6
69634,606157,"Aristides Aquino",26,2020,1,0,100,0,0,0.006,0.004,0,4,0.001,0,16,0,0
69752,606299,"José Peraza",26,2020,1,1,50,0,0,0,-0.015,0,16,0.002,0,7,-0.003,0
69790,606466,"Ketel Marte",26,2020,1,0,100,0,14.3,-0.006,0.006,0.1,31,0.004,0,74,0,0.1
70339,546991,"Albert Almora Jr.",26,2020,0,0,,0,0,-0.002,,0.1,7,0.008,,15,,
70343,547004,"Rio Ruiz",26,2020,1,2,33.3,0,16.7,0.007,-0.031,-0.3,22,-0.015,-0.1,23,-0.002,-0.4
70399,596019,"Francisco Lindor",26,2020,6,2,75,1,0,0.003,-0.002,0.1,30,0.004,0,37,0,0.1
