"bpid","mlbid","Name","Age","Season","SB","CS","SB%","PO","XBT%","TRAA","SRAA","DRBa","DRBa Opps","DRBa Rate","DRBn","DRBn Opps","DRBn Rate","DRB"
109738,673237,"Yainer Diaz",23,2022,0,0,,0,,-0.002,,,,,,3,,
109755,669023,"Jeter Downs",23,2022,0,0,,0,50,-0.004,,0.1,2,0.038,,37,,
109838,671289,"Tyler Freeman",23,2022,1,0,100,0,6.7,-0.004,0.002,0.1,19,0.003,0,79,0,0.1
110120,671083,"Buddy Kennedy",23,2022,0,0,,0,0,-0.007,,0.1,9,0.006,,58,,
110182,668904,"Royce Lewis",23,2022,0,0,,1,66.7,-0.008,,0,6,0.001,,47,,
110207,672640,"Otto Lopez",23,2022,0,1,0,0,0,0.006,-0.039,0,2,-0.01,0,27,-0.001,0
110333,669004,"MJ Melendez",23,2022,2,3,40,0,11.5,-0.008,-0.086,0.4,77,0.005,-0.3,477,-0.001,0
110372,668751,"Cal Mitchell",23,2022,3,1,75,0,5.9,0.001,-0.02,-0.2,32,-0.007,0,174,0,-0.2
110401,666624,"Christopher Morel",23,2022,10,7,58.8,2,2.4,0.02,-0.046,0.6,51,0.011,-0.1,355,0,0.5
110594,668472,"Nick Pratto",23,2022,0,0,,1,9.1,-0.008,,-0.1,13,-0.009,,83,,
110851,675986,"Canaan Smith-Njigba",23,2022,0,0,,0,,-0.001,,,,,,6,,
111044,671221,"Drew Waters",23,2022,0,0,,0,14.3,-0.008,,0,11,0.004,,51,,
111156,676369,"Nelson Velázquez",23,2022,5,2,71.4,0,4.8,0.013,-0.02,0,24,0.002,0,172,0,0
111187,677649,"Ezequiel Duran",23,2022,4,1,80,0,11.1,0.005,0.028,0,36,-0.001,0.1,178,0.001,0.1
111216,672386,"Alejandro Kirk",23,2022,0,0,,1,1.7,-0.013,,-1.2,92,-0.013,,600,,
114833,676475,"Alec Burleson",23,2022,1,0,100,0,0,-0.008,,,,,,27,,
126286,681526,"Bryan Lavastida",23,2022,0,0,,0,,-0.005,,,,,,16,,
129622,669003,"Garrett Mitchell",23,2022,8,0,100,0,9.1,0.049,0.044,0.2,17,0.009,0.3,74,0.004,0.5
137960,675911,"Spencer Strider",23,2022,,,,,,,,,,,,,,
138833,669911,"Michael Toglia",23,2022,1,1,50,0,0,0.003,-0.026,0,10,-0.002,0,91,0,0
143882,686676,"Korey Lee",23,2022,0,0,,0,,-0.003,,0,2,-0.001,,14,,
105454,660670,"Ronald Acuña Jr.",24,2022,29,11,72.5,1,15.4,0.039,-0.029,1,77,0.013,0.2,536,0,1.2
105636,660644,"Vidal Bruján",24,2022,5,5,50,1,0,0.053,-0.083,0,14,0,-0.3,110,-0.002,-0.3
105690,660636,"Diego A. Castillo",24,2022,1,1,50,0,15.4,-0.004,-0.021,0,21,-0.002,0,157,0,-0.1
105764,661388,"William Contreras",24,2022,2,0,100,0,9.8,-0.01,0,-0.3,56,-0.005,-0.1,313,0,-0.4
105811,663478,"Brendon Davis",24,2022,1,0,100,0,25,0.014,0.003,-0.1,5,-0.011,0,13,0.001,0
105984,664314,"Estevan Florial",24,2022,2,0,100,0,0,0.01,-0.007,0,1,0,0,21,0,0
106015,660650,"Dérmis Garcia",24,2022,0,0,,0,10,-0.007,,-0.1,12,-0.005,,72,,
106066,660757,"Oscar Gonzalez",24,2022,1,2,33.3,0,5.3,-0.01,-0.074,0,52,-0.001,-0.2,381,-0.001,-0.2
106153,660634,"Yonny Hernández",24,2022,2,0,100,0,0,0.04,0.005,0,2,0,0,12,0.002,0
106844,660821,"Jesús Sánchez",24,2022,1,0,100,0,10.3,-0.011,0.012,-0.4,38,-0.009,-0.1,244,0,-0.4
106975,660761,"José Suarez",24,2022,,,,,,,,,,,,,,
107147,664337,"Miguel Yajure",24,2022,,,,,,,,,,,,,,
107149,660766,"Juan Yepez",24,2022,0,0,,0,0,-0.012,,-0.2,33,-0.006,,209,,
107151,660623,"Huascar Ynoa",24,2022,,,,,,,,,,,,,,
107170,663465,"Kolby Allard",24,2022,,,,,,,,,,,,,,
107172,663474,"Triston McKenzie",24,2022,,,,,,,,,,,,,,
107183,665650,"Lucius Fox",24,2022,1,0,100,1,0,-0.001,,0,4,0.007,,4,,
107415,666018,"Jonathan Aranda",24,2022,0,0,,0,20,-0.009,,-0.2,9,-0.019,,43,,
107480,666181,"Will Benson",24,2022,0,0,,0,0,-0.007,,0,12,0.002,,64,,
107491,666182,"Bo Bichette",24,2022,13,8,61.9,2,10.1,0.012,-0.07,-0.3,88,-0.003,-0.5,707,-0.001,-0.8
107559,665795,"Edward Cabrera",24,2022,,,,,,,,,,,,,,
107597,528748,"Humberto Castellanos",24,2022,,,,,,,,,,,,,,
107632,665862,"Jazz Chisholm Jr.",24,2022,12,5,70.6,0,14.3,0.038,-0.022,0.4,33,0.011,0.1,204,0,0.5
107839,665621,"Rony García",24,2022,,,,,,,,,,,,,,
107982,669087,"Sam Huff",24,2022,1,0,100,0,0,-0.011,,0,11,0,,106,,
108055,666135,"Alex Kirilloff",24,2022,0,0,,0,0,-0.009,,-0.1,15,-0.004,,97,,
108090,666137,"Khalil Lee",24,2022,0,0,,0,,,,,,,,,,
108118,666139,"Josh Lowe",24,2022,3,0,100,1,19,0.005,0.023,-0.1,22,-0.002,0.1,112,0.001,0
108127,666158,"Gavin Lux",24,2022,7,2,77.8,0,6.9,0.002,-0.001,0.7,76,0.01,0,433,0,0.8
108236,669304,"Jose Miranda",24,2022,1,1,50,0,4.3,-0.011,,-0.1,49,-0.003,,362,,
108243,666160,"Mickey Moniak",24,2022,1,0,100,0,25,-0.006,,0,14,0.003,,66,,
108272,666205,"Kyle Muller",24,2022,,,,,,,,,,,,,,
108682,666211,"Taylor Trammell",24,2022,2,1,66.7,0,28.6,0.005,-0.022,0,19,-0.001,0,117,0,0
108822,666120,"Ian Anderson",24,2022,,,,,,,,,,,,,,
108947,666134,"Nolan Jones",24,2022,0,0,,0,0,-0.006,,-0.1,15,-0.008,,49,,
108952,668820,"Max Kranick",24,2022,,,,,,,,,,,,,,
108966,666159,"Matt Manning",24,2022,,,,,,,,,,,,,,
108971,669160,"Dustin May",24,2022,,,,,,,,,,,,,,
109005,670912,"Johan Oviedo",24,2022,,,,,,,,,,,,,,
109108,669060,"Bryse Wilson",24,2022,,,,,,,,,,,,,,
109122,669016,"Brandon Marsh",24,2022,10,4,71.4,2,5.1,0.013,-0.021,0.7,44,0.016,0,379,0,0.7
109128,666129,"Braxton Garrett",24,2022,,,,,,,,,,,,,,
109135,666200,"Jesús Luzardo",24,2022,,,,,,,,,,,,,,
109776,666464,"Jerar Encarnacion",24,2022,2,0,100,0,40,-0.001,-0.003,0,5,-0.002,0,60,0,0
110664,673357,"Luis Robert Jr.",24,2022,11,3,78.6,0,3.9,0.009,-0.007,0.4,60,0.007,0.1,432,0,0.5
110935,669352,"Bubba Thompson",24,2022,18,3,85.7,2,11.1,0.082,0.053,0.3,29,0.012,1.1,177,0.006,1.4
111286,669432,"Trevor Rogers",24,2022,,,,,,,,,,,,,,
111300,676480,"Jose Barrero",24,2022,4,1,80,0,0,0.015,0.002,0.1,8,0.011,0.1,98,0.001,0.1
112434,676879,"Aaron Ashby",24,2022,,,,,,,,,,,,,,
113823,668709,"JJ Bleday",24,2022,4,1,80,0,21.4,0.002,-0.003,-0.1,16,-0.008,0,175,0,-0.1
114683,663460,"Kris Bubic",24,2022,,,,,,,,,,,,,,
115478,681481,"Kerry Carpenter",24,2022,0,0,,0,18.2,-0.007,,0,11,0.004,,52,,
122051,680686,"Josiah Gray",24,2022,,,,,,,,,,,,,,
125906,668952,"Ryan Kreidler",24,2022,0,1,0,0,10,-0.002,-0.05,0,10,0.002,0,66,-0.001,0
126005,680757,"Steven Kwan",24,2022,19,5,79.2,2,5.2,0.014,0.032,0.4,126,0.003,0.7,651,0.001,1.1
126172,669127,"Shea Langeliers",24,2022,0,0,,0,0,-0.01,,-0.1,12,-0.008,,124,,
127605,666201,"Alek Manoah",24,2022,,,,,,,,,,,,,,
128477,664983,"Jake McCarthy",24,2022,23,3,88.5,0,12.2,0.038,0.044,0.3,42,0.008,1.1,386,0.003,1.4
130740,669194,"Ryne Nelson",24,2022,,,,,,,,,,,,,,
130939,663457,"Lars Nootbaar",24,2022,4,1,80,0,8.8,-0.003,-0.001,0.5,49,0.01,0,344,0,0.5
132232,665161,"Jeremy Peña",24,2022,11,2,84.6,0,7.7,0.007,0.017,0.5,63,0.008,0.2,493,0,0.8
135527,668939,"Adley Rutschman",24,2022,4,0,100,0,8.3,-0.014,,0.4,83,0.005,,523,,
137201,669701,"Josh Smith",24,2022,4,3,57.1,0,10.7,0.01,-0.048,0.2,35,0.006,-0.1,224,-0.001,0.1
137710,668715,"Spencer Steer",24,2022,0,1,0,0,16.7,-0.004,-0.043,0,7,-0.005,0,71,0,-0.1
137906,681082,"Bryson Stott",24,2022,12,4,75,3,12.5,0.012,0.023,0.5,64,0.007,0.3,434,0.001,0.8
137926,669065,"Kyle Stowers",24,2022,0,0,,0,0,-0.01,,0,12,-0.002,,72,,
138172,680552,"Travis Swaggerty",24,2022,0,0,,0,,-0.002,,0,1,0,,4,,
140293,670242,"Matt Wallner",24,2022,1,0,100,0,100,0.002,0.01,0,4,0.01,0,51,0,0
142220,673962,"Josh Jung",24,2022,2,0,100,1,14.3,-0.003,0,-0.1,11,-0.007,0,69,0,-0.1
142821,683734,"Andrew Vaughn",24,2022,0,0,,0,3.7,-0.015,,-0.8,61,-0.013,,459,,
143748,686469,"Vinnie Pasquantino",24,2022,1,0,100,0,3.4,-0.013,-0.001,-0.4,36,-0.012,-0.1,311,0,-0.6
143892,686681,"Michael Massey",24,2022,3,0,100,0,7.1,-0.002,0.012,0,13,0,0,164,0,0
144013,686823,"Will Brennan",24,2022,2,1,66.7,0,0,0.013,-0.014,0,11,-0.001,0,82,0,0
101992,628711,"Julio Urías",25,2022,,,,,,,,,,,,,,
103054,642545,"Jaime Barria",25,2022,,,,,,,,,,,,,,
103221,642727,"Sergio Alcántara",25,2022,1,2,33.3,0,13.3,0.023,-0.047,0.1,31,0.005,0.1,210,0,0.2
103744,657129,"Marcus Wilson",25,2022,0,0,,0,0,-0.003,,0,2,0,,14,,
104004,645277,"Ozzie Albies",25,2022,3,5,37.5,0,23.8,0.012,-0.099,0.2,25,0.008,-0.4,244,-0.001,-0.2
104023,645302,"Victor Robles",25,2022,15,4,78.9,3,12.5,0.024,0.045,0.2,47,0.003,0.5,248,0.002,0.7
104033,645444,"Jose Herrera",25,2022,0,0,,0,7.7,-0.01,,-0.1,12,-0.011,,113,,
104042,646240,"Rafael Devers",25,2022,3,1,75,0,4.9,-0.01,-0.004,-0.2,102,-0.002,-0.2,651,0,-0.4
104096,649966,"Luis Urías",25,2022,1,2,33.3,0,4,-0.01,-0.06,-0.2,60,-0.003,-0.3,476,-0.001,-0.4
104121,650331,"Lewin Díaz",25,2022,1,0,100,0,8.3,-0.012,,-0.1,16,-0.006,,135,,
104123,650333,"Luis Arraez",25,2022,4,4,50,0,6.6,-0.006,-0.075,-0.3,115,-0.002,-0.5,761,-0.001,-0.8
104129,650339,"Jermaine Palacios",25,2022,0,0,,0,0,-0.009,,0,14,0.003,,88,,
104176,650391,"Eloy Jiménez",25,2022,0,0,,0,9.7,-0.012,,-0.2,35,-0.005,,215,,
104180,650402,"Gleyber Torres",25,2022,10,5,66.7,3,9.4,0.005,-0.015,0.3,46,0.006,0,482,0,0.3
104205,650489,"Willi Castro",25,2022,9,4,69.2,1,5.1,0.01,-0.018,0.7,57,0.012,0,376,0,0.7
104261,650559,"Bryan De La Cruz",25,2022,4,0,100,0,5.9,-0.008,0.01,-0.2,38,-0.005,-0.1,250,0,-0.2
104290,650619,"Meibrys Viloria",25,2022,0,0,,0,11.1,-0.006,,0,18,0.001,,42,,
104450,650859,"Luis Rengifo",25,2022,6,2,75,2,16.1,0,0.009,0.4,56,0.007,0,432,0,0.4
104481,650893,"Génesis Cabrera",25,2022,,,,,,,,,,,,,,
104495,650907,"René Pinto",25,2022,0,0,,0,0,-0.01,,0.1,9,0.007,,102,,
104616,656024,"Carlos Pérez",25,2022,0,0,,0,0,-0.001,,,,,,8,,
104799,656529,"Sam Hentges",25,2022,,,,,,,,,,,,,,
104872,656821,"Kevin Padlo",25,2022,0,0,,0,,0,,,,,,9,,
104934,657061,"Cole Tucker",25,2022,1,0,100,0,0,0.003,0,0,6,0.007,0,37,0,0
105007,657277,"Logan Webb",25,2022,,,,,,,,,,,,,,
105329,658551,"Junior Fernández",25,2022,,,,,,,,,,,,,,
105438,663911,"Nick Plummer",25,2022,0,0,,0,33.3,-0.003,,0,3,0.001,,7,,
105477,663531,"Logan Allen",25,2022,,,,,,,,,,,,,,
105525,658648,"Pedro Avila",25,2022,,,,,,,,,,,,,,
105595,663905,"Travis Blankenhorn",25,2022,0,0,,0,,,,,,,,,,
105670,663662,"Daz Cameron",25,2022,2,0,100,1,20,0.003,0.006,-0.1,4,-0.025,0,43,0,-0.1
105735,663757,"Trent Grisham",25,2022,7,1,87.5,0,9.4,0,0.006,0.2,53,0.004,0,381,0,0.3
105936,663559,"Bailey Falter",25,2022,,,,,,,,,,,,,,
105950,657571,"Caleb Ferguson",25,2022,,,,,,,,,,,,,,
106121,663647,"Ke'Bryan Hayes",25,2022,20,5,80,1,5.8,0.016,0.028,-0.3,72,-0.004,0.7,643,0.001,0.4
106439,663630,"Ryan McKenna",25,2022,2,1,66.7,0,8,-0.006,-0.025,0.2,31,0.006,-0.1,216,0,0.1
106527,663624,"Ryan Mountcastle",25,2022,4,1,80,0,4.3,-0.007,-0.005,-0.1,69,-0.001,-0.2,565,0,-0.2
106548,647304,"Josh Naylor",25,2022,6,1,85.7,1,0,-0.006,0.015,-0.1,50,-0.002,-0.1,418,0,-0.2
106550,663734,"Nick Neidert",25,2022,,,,,,,,,,,,,,
106555,663527,"Tyler Nevin",25,2022,0,0,,0,7.1,-0.011,,0,25,0.001,,159,,
106744,663586,"Austin Riley",25,2022,2,0,100,0,12.3,-0.012,0.001,0.3,105,0.003,-0.3,656,0,0
106765,663898,"Brendan Rodgers",25,2022,0,0,,0,4.8,-0.015,,0,76,0,,487,,
106864,663574,"Tony Santillan",25,2022,,,,,,,,,,,,,,
106960,663886,"Tyler Stephenson",25,2022,1,0,100,1,17.6,-0.012,,-0.1,17,-0.006,,176,,
107047,663656,"Kyle Tucker",25,2022,25,4,86.2,0,18.8,0.029,0.069,0,67,0.001,1.5,515,0.003,1.5
107130,663897,"Luke Williams",25,2022,11,4,73.3,1,12,-0.002,-0.025,0.2,24,0.009,-0.2,203,-0.001,0
107143,663765,"Jake Woodford",25,2022,,,,,,,,,,,,,,
107192,666783,"Yusniel Díaz",25,2022,0,0,,0,,,,,,,,,,
107254,663776,"Patrick Sandoval",25,2022,,,,,,,,,,,,,,
107269,664334,"Aaron Whitefield",25,2022,0,0,,0,,-0.002,,,,,,10,,
107577,668843,"Conner Capel",25,2022,1,1,50,0,0,0.011,-0.035,0.1,8,0.01,0,49,0,0.1
107938,668721,"Payton Henry",25,2022,0,0,,0,33.3,-0.005,,0,2,-0.001,,22,,
107962,663855,"Jordan Hicks",25,2022,,,,,,,,,,,,,,
109090,647351,"Abraham Toro",25,2022,2,0,100,0,3.2,-0.01,-0.005,-0.1,35,-0.002,-0.1,239,0,-0.1
109147,670541,"Yordan Alvarez",25,2022,1,1,50,0,7.3,-0.013,,-0.2,69,-0.003,,401,,
110000,672578,"Carlos Hernández",25,2022,,,,,,,,,,,,,,
110030,669374,"Keston Hiura",25,2022,5,2,71.4,2,0,0.012,0.005,0,20,-0.002,0.1,219,0,0.1
110280,665155,"Nick Maton",25,2022,0,0,,0,10,-0.009,,0.2,11,0.014,,72,,
110688,655889,"Manuel Rodríguez",25,2022,,,,,,,,,,,,,,
110855,675656,"Kevin Smith",25,2022,4,0,100,0,14.3,0.019,0.016,0,6,-0.006,0.1,82,0.001,0.1
110995,662139,"Daulton Varsho",25,2022,16,6,72.7,2,13,0.012,-0.005,0.7,69,0.01,0.2,567,0,0.9
111033,670764,"Taylor Walls",25,2022,10,3,76.9,3,5.8,0.012,0.018,0.7,53,0.013,0.3,448,0.001,1
111196,677651,"Luis Garcia",25,2022,,,,,,,,,,,,,,
111247,647315,"Zach Pop",25,2022,,,,,,,,,,,,,,
112968,663698,"Joey Bart",25,2022,2,1,66.7,1,8.3,-0.008,0.005,-0.1,32,-0.005,-0.1,252,0,-0.2
113235,666179,"Seth Beer",25,2022,0,0,,0,0,-0.012,,-0.3,16,-0.016,,106,,
113905,664761,"Alec Bohm",25,2022,2,3,40,2,2.4,-0.008,-0.086,-0.6,107,-0.006,-0.4,602,-0.001,-1
114635,677865,"Justin Bruihl",25,2022,,,,,,,,,,,,,,
114769,680814,"Peyton Burdick",25,2022,1,0,100,0,0,-0.008,0.004,0.1,10,0.005,0,124,0,0
115362,681962,"Vinny Capra",25,2022,0,0,,0,0,-0.006,,0,6,-0.001,,26,,
118722,680977,"Brendan Donovan",25,2022,2,3,40,1,3.8,-0.009,-0.043,0.6,94,0.006,-0.3,559,0,0.3
119003,680776,"Jarren Duran",25,2022,7,1,87.5,1,4.2,0.013,0.021,0.2,35,0.007,0.2,193,0.001,0.4
119087,681987,"Nate Eaton",25,2022,11,1,91.7,1,21.4,0.047,0.067,0.1,18,0.006,0.7,152,0.004,0.8
119844,663372,"Ryan Feltner",25,2022,,,,,,,,,,,,,,
120337,663743,"Nick Fortes",25,2022,5,3,62.5,1,20,0.016,-0.025,0.2,38,0.006,0,148,0,0.2
121858,663853,"Romy Gonzalez",25,2022,0,1,0,0,7.7,-0.002,-0.04,0,16,-0.003,0,70,0,-0.1
122776,663554,"Casey Mize",25,2022,,,,,,,,,,,,,,
123806,663538,"Nico Hoerner",25,2022,20,2,90.9,2,11.1,0.015,0.083,-0.1,54,-0.002,1.1,537,0.002,1.1
124341,663697,"Jonathan India",25,2022,3,4,42.9,1,5.9,-0.005,-0.117,0,63,0,-0.4,424,-0.001,-0.4
124395,664728,"Kyle Isbel",25,2022,9,6,60,1,17.9,0.026,-0.082,0.2,42,0.004,-0.3,236,-0.001,-0.2
124659,680777,"Ryan Jeffers",25,2022,0,0,,0,9.5,-0.012,,-0.1,31,-0.002,,183,,
125692,663753,"Reiss Knehr",25,2022,,,,,,,,,,,,,,
126235,663616,"Trevor Larnach",25,2022,0,0,,0,9.1,-0.01,,-0.1,15,-0.005,,158,,
127403,663611,"Nick Madrigal",25,2022,3,1,75,0,0,-0.01,-0.029,0,17,0.002,-0.1,227,0,-0.1
129503,680911,"Owen Miller",25,2022,2,0,100,0,8.2,-0.012,0.003,0,75,0,-0.2,508,0,-0.2
131575,681546,"James Outman",25,2022,0,0,,0,0,-0.004,,0.1,8,0.008,,19,,
131734,680700,"Richie Palacios",25,2022,2,0,100,0,0,-0.009,-0.008,0,17,-0.001,-0.1,152,0,-0.1
133279,665154,"Ford Proctor",25,2022,0,0,,0,25,-0.005,,0,5,0.007,,16,,
133509,663728,"Cal Raleigh",25,2022,1,0,100,0,10,-0.011,-0.004,-0.3,33,-0.008,-0.1,285,0,-0.4
134357,663845,"Alfonso Rivas III",25,2022,6,1,85.7,1,7.1,-0.006,0.013,-0.1,26,-0.005,0,301,0,-0.2
137044,669373,"Tarik Skubal",25,2022,,,,,,,,,,,,,,
137796,670276,"Cal Stevenson",25,2022,1,1,50,0,0,0.009,-0.031,0,8,0,0,53,0,0
139799,679631,"Terrin Vavra",25,2022,0,1,0,0,25,-0.002,-0.035,0.1,15,0.007,0,67,0,0.1
140000,663837,"Matt Vierling",25,2022,7,4,63.6,1,6.7,0.013,-0.049,0,35,-0.001,-0.1,304,0,-0.2
140051,681584,"David Villar",25,2022,0,1,0,0,0,-0.012,,-0.1,15,-0.004,,151,,
140258,667727,"Steele Walker",25,2022,0,0,,0,,-0.002,,0,2,-0.001,,10,,
