Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Seon-jae Moon 문선재","Tigers (KBO)",29,29,49,61,8,5,0,0,3,7,6,9,0,18,1,2,0,0,2,1,0.163265306,"Seon-jae Moon","sa3013246",
"Ju-hyeon Jung 정주현","Twins (KBO)",28,129,376,425,87,64,19,2,2,53,27,31,0,91,1,1,16,10,14,6,0.231382978,"Ju-hyeon Jung","sa3013251",
"Eun-seong Chae 채은성","Twins (KBO)",29,128,470,514,148,116,19,1,12,59,72,24,1,67,12,8,0,9,2,2,0.314893617,"Eun-seong Chae","sa3013253",
"Jin-ho Yoon 윤진호","Twins (KBO)",33,106,59,62,6,3,2,0,1,6,5,1,0,13,0,0,2,0,1,1,0.101694915,"Jin-ho Yoon","sa3013254",
"Kun-woo Park 박건우","Bears (KBO)",28,127,458,537,146,104,27,5,10,83,64,60,0,57,7,11,1,23,13,2,0.318777292,"Kun-woo Park","sa3013255",
"Soo-bin Jung 정수빈","Bears (KBO)",28,123,441,513,117,93,19,5,0,75,41,57,0,60,6,5,4,6,24,8,0.265306122,"Soo-bin Jung","sa3013258",
"Young-suk Jang 장영석","Heroes (KBO)",29,119,372,413,92,70,15,0,7,41,62,27,0,77,9,5,0,14,0,0,0.247311827,"Young-suk Jang","sa3013265",
"Dong-won Park 박동원","Heroes (KBO)",29,112,317,361,94,68,15,1,10,50,55,34,0,56,2,1,7,10,1,0,0.296529968,"Dong-won Park","sa3013271",
"Ji-young Lee 이지영","Heroes (KBO)",33,106,308,331,87,80,5,1,1,40,39,15,1,28,1,1,6,14,5,1,0.282467532,"Ji-young Lee","sa3013276",
"Young-seop Bae 배영섭","Wyverns (KBO)",33,30,71,80,16,15,1,0,0,5,7,6,0,15,2,1,0,0,2,0,0.225352112,"Young-seop Bae","sa3013278",
"Chi-hong An 안치홍","Tigers (KBO)",28,105,362,408,114,90,18,1,5,45,49,40,1,37,1,5,0,9,4,2,0.314917127,"Chi-hong An","sa3013286",
"Hea-sung Kim 김회성","Eagles (KBO)",33,58,104,117,24,17,4,0,3,7,18,11,0,24,0,1,1,1,2,1,0.23076923,"Hea-sung Kim","sa3013293",
"Hak-Ju Lee 이학주","Lions (KBO)",28,118,385,436,101,77,14,3,7,43,36,32,0,89,10,4,5,3,15,5,0.262337662,"Hak-Ju Lee","sa502536",
"Mel Rojas Jr. 로하스","Wiz (KBO)",29,142,521,578,168,111,30,3,24,68,104,49,5,120,3,5,0,4,4,4,0.322456813,"Mel Rojas Jr.","sa548194",
"Dong-Yub Kim 김동엽","Lions (KBO)",28,60,195,211,42,31,4,1,6,15,25,12,0,47,2,2,0,2,2,1,0.215384615,"Dong-Yub Kim","sa598813",
