Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Tae Yang Han 한태양","Giants (KBO)",21,108,230,267,63,45,14,2,2,42,22,32,0,69,2,0,3,3,3,2,0.273913043,"Tae Yang Han","sa3018255",
"Dong Hee Yoon 윤동희","Giants (KBO)",21,97,330,399,93,62,21,1,9,54,53,49,2,65,11,6,3,12,4,2,0.281818181,"Dong Hee Yoon","sa3018265",
"Jeung Woo Seok 석정우","Landers (KBO)",26,27,49,54,13,10,1,0,2,3,4,4,0,18,1,0,0,1,0,0,0.265306122,"Jeung Woo Seok","sa3018268",
"Hyeong Woo Cho 조형우","Landers (KBO)",23,102,269,294,64,52,8,0,4,23,29,19,0,64,3,2,1,5,0,0,0.237918215,"Hyeong Woo Cho","sa3019473",
"Jae-hwan Chun 천재환","Dinos (KBO)",31,129,261,294,62,43,10,3,6,47,31,17,0,58,5,5,6,3,15,5,0.237547892,"Jae-hwan Chun","sa3019748",
"Dae-hyeon Cho 조대현","Wiz (KBO)",25,64,75,90,14,10,4,0,0,7,11,7,0,22,2,0,6,0,0,0,0.186666666,"Dae-hyeon Cho","sa3019749",
"Byung-heon Lee 이병헌","Lions (KBO)",25,55,55,59,11,7,3,0,1,5,7,3,0,13,1,0,0,1,0,0,0.2,"Byung-heon Lee","sa3020656",
"Young Woong Kim 김영웅","Lions (KBO)",21,125,446,499,111,65,22,2,22,66,72,48,3,143,2,3,0,6,6,2,0.248878923,"Young Woong Kim","sa3020665",
"Min Suk Kim 김민석","Bears (KBO)",21,95,228,247,52,41,7,3,1,21,21,12,1,62,2,3,2,3,3,2,0.228070175,"Min Suk Kim","sa3020694",
"Hyun Bin Moon 문현빈","Eagles (KBO)",21,141,528,592,169,125,30,2,12,71,80,38,2,82,10,11,5,10,17,6,0.320075757,"Hyun Bin Moon","sa3020698",
"Sung-won Choo 주성원","Heroes (KBO)",24,58,156,174,39,32,6,0,1,21,12,13,0,45,4,1,0,2,4,0,0.25,"Sung-won Choo","sa3020897",
"Gun Hee Kim 김건희","Heroes (KBO)",20,105,322,344,78,53,20,2,3,24,25,13,0,102,0,2,7,10,2,1,0.242236024,"Gun Hee Kim","sa3020912",
"Dong Heon Kim 김동헌","Heroes (KBO)",20,49,82,91,22,19,3,0,0,8,8,7,0,23,1,1,0,0,0,0,0.268292682,"Dong Heon Kim","sa3020913",
"Dong Hyeok Kim 김동혁","Giants (KBO)",24,93,89,114,20,15,4,1,0,19,6,18,0,26,3,0,4,3,13,4,0.224719101,"Dong Hyeok Kim","sa3023320",
"Do Hyun Yoon 윤도현","Tigers (KBO)",22,40,149,160,41,26,7,2,6,24,17,8,0,36,1,0,2,1,2,1,0.275167785,"Do Hyun Yoon","sa3023322",
"Ji Hwan Park 박지환","Landers (KBO)",19,31,60,68,9,9,0,0,0,3,4,4,0,19,0,1,3,1,0,1,0.15,"Ji Hwan Park","sa3023390",
"Young Mook Hwang 황영묵","Eagles (KBO)",25,117,260,286,71,52,17,1,1,40,22,20,0,37,2,1,2,4,1,3,0.273076923,"Young Mook Hwang","sa3023498",
"Ji Hoo Song 송지후","Heroes (KBO)",20,33,80,86,14,10,3,0,1,5,8,3,0,18,2,1,0,3,0,1,0.175,"Ji Hoo Song","sa3023539",
"Won Yeong Choi 최원영","Twins (KBO)",21,119,103,115,29,24,5,0,0,37,2,4,0,20,4,1,3,4,8,4,0.281553398,"Won Yeong Choi","sa3023554",
"Jun Jae Jeong 정준재","Landers (KBO)",22,132,371,442,91,78,10,3,0,58,25,51,0,93,3,1,16,4,37,8,0.245283018,"Jun Jae Jeong","sa3023563",
"Hyun Min Ahn 안현민","Wiz (KBO)",21,112,395,482,132,87,19,4,22,72,80,75,5,72,9,3,0,4,7,1,0.334177215,"Hyun Min Ahn","sa3023680",
"Sung Jun Won 원성준","Heroes (KBO)",25,24,46,53,8,5,1,0,2,5,4,7,0,18,0,0,0,1,0,0,0.173913043,"Sung Jun Won","sa3024193",
"Ho Jun Lee 이호준","Giants (KBO)",21,99,132,153,32,18,7,4,3,20,23,14,0,33,3,1,3,3,1,0,0.242424242,"Ho Jun Lee","sa3025090",
"Do Geun Yang 양도근","Lions (KBO)",22,116,166,198,43,38,5,0,0,23,16,18,0,41,2,1,11,3,5,1,0.259036144,"Do Geun Yang","sa3025621",
"Ju Heon Lee 이주헌","Twins (KBO)",22,76,128,156,28,21,3,0,4,22,9,18,0,30,8,0,2,2,0,0,0.21875,"Ju Heon Lee","sa3025677",
"Jong Sung Im 임종성","Bears (KBO)",20,33,83,89,23,17,4,0,2,7,11,3,0,26,1,1,1,1,1,0,0.277108433,"Jong Sung Im","sa3025682",
"Dong Uk Yeo 여동욱","Heroes (KBO)",19,28,53,61,7,4,1,0,2,6,2,7,0,21,0,0,1,2,0,0,0.132075471,"Dong Uk Yeo","sa3066878",
"Tae Hyun Jeon 전태현","Heroes (KBO)",19,77,182,207,42,37,5,0,0,20,10,20,0,59,0,2,3,2,4,0,0.23076923,"Tae Hyun Jeon","sa3066879",
"Jae Hyun Park 박재현","Tigers (KBO)",18,58,62,69,5,4,1,0,0,11,3,6,0,26,0,1,0,0,4,3,0.080645161,"Jae Hyun Park","sa3066881",
"Joon Seo Eo 어준서","Heroes (KBO)",18,116,324,360,77,61,9,1,6,48,27,30,1,75,2,1,3,10,1,0,0.23765432,"Joon Seo Eo","sa3066885",
"Dong Jun Kim 김동준","Bears (KBO)",22,36,93,100,22,17,3,0,2,8,10,5,0,30,1,0,1,2,1,1,0.236559139,"Dong Jun Kim","sa3067160",
"Jun Soon Park 박준순","Bears (KBO)",18,91,282,298,80,63,11,2,4,34,19,10,1,56,1,3,2,6,10,2,0.283687943,"Jun Soon Park","sa3067161",
"Gwan Woo Park 박관우","Twins (KBO)",19,39,53,58,14,10,2,0,2,12,13,3,0,11,1,1,0,1,0,0,0.264150943,"Gwan Woo Park","sa3067494",
"Chan Hyung  박찬형","Giants (KBO)",,48,129,148,44,31,8,2,3,21,19,11,1,26,7,1,0,1,1,1,0.341085271,"Chan Hyung ","sa3068748",
"Jae-Hoon Ha 하재훈","Landers (KBO)",34,18,56,61,8,5,0,0,3,6,8,4,0,21,0,1,0,1,1,2,0.142857142,"Jae-Hoon Ha","sa502535",
"Mel Rojas Jr. 로하스","Wiz (KBO)",35,95,331,384,79,45,20,0,14,48,43,48,3,71,1,4,0,9,1,1,0.238670694,"Mel Rojas Jr.","sa548194",
"Ho-young Son 손호영","Giants (KBO)",30,97,328,375,82,66,12,0,4,39,41,22,0,66,10,4,11,9,7,0,0.25,"Ho-young Son","sa830429",
