Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Sung-won Choo 주성원","Heroes (KBO)",23,27,55,62,11,9,1,0,1,7,5,6,0,18,0,0,1,2,0,0,0.2,"Sung-won Choo","sa3020897",
"Jun Young Jeong 정준영","Wiz (KBO)",20,43,62,74,14,12,2,0,0,9,3,8,0,16,1,0,3,1,0,0,0.225806451,"Jun Young Jeong","sa3020909",
"Gun Hee Kim 김건희","Heroes (KBO)",19,83,261,283,67,43,15,0,9,27,38,18,0,82,0,4,0,7,0,0,0.25670498,"Gun Hee Kim","sa3020912",
"Jae Sang Kim 김재상","Lions (KBO)",19,35,84,91,20,14,4,0,2,13,12,5,0,23,0,1,1,0,4,0,0.238095238,"Jae Sang Kim","sa3020914",
"Soo Jong Park 박수종","Heroes (KBO)",25,80,129,148,33,27,5,1,0,23,6,13,0,17,2,0,4,4,3,0,0.255813953,"Soo Jong Park","sa3023318",
"Beom Seok Kim 김범석","Twins (KBO)",20,70,162,180,39,29,4,0,6,14,24,14,2,49,2,2,0,4,0,0,0.24074074,"Beom Seok Kim","sa3023328",
"Han Gyeol Park 박한결","Dinos (KBO)",20,28,65,71,12,4,1,0,7,8,14,6,0,29,0,0,0,1,0,0,0.184615384,"Han Gyeol Park","sa3023339",
"Jae Sang Lee 이재상","Heroes (KBO)",19,36,84,89,16,14,1,0,1,7,5,2,0,33,2,0,1,0,0,0,0.19047619,"Jae Sang Lee","sa3023384",
"Young Woo Ko 고영우","Heroes (KBO)",23,94,254,290,65,51,12,2,0,21,35,28,0,71,1,3,4,5,0,0,0.255905511,"Young Woo Ko","sa3023385",
"Ji Hwan Park 박지환","Landers (KBO)",18,76,228,249,63,48,9,2,4,33,21,12,0,61,3,3,3,3,8,3,0.276315789,"Ji Hwan Park","sa3023390",
"Young Mook Hwang 황영묵","Eagles (KBO)",24,123,349,389,105,90,8,4,3,52,35,31,0,56,5,1,3,6,4,7,0.300859598,"Young Mook Hwang","sa3023498",
"Jun Jae Jeong 정준재","Landers (KBO)",21,88,215,240,66,52,8,5,1,40,23,19,0,49,3,0,3,3,16,5,0.306976744,"Jun Jae Jeong","sa3023563",
"Sung Jun Won 원성준","Heroes (KBO)",24,51,112,125,28,21,5,0,2,12,11,10,0,36,0,2,1,2,2,0,0.25,"Sung Jun Won","sa3024193",
"Jae-Hoon Ha 하재훈","Landers (KBO)",33,107,290,317,72,43,19,0,10,40,36,18,0,90,2,5,2,5,15,2,0.248275862,"Jae-Hoon Ha","sa502535",
"Hak-Ju Lee 이학주","Giants (KBO)",33,43,95,105,25,19,2,2,2,13,4,6,0,44,2,0,2,0,0,1,0.263157894,"Hak-Ju Lee","sa502536",
"Mel Rojas Jr. 로하스","Wiz (KBO)",34,144,572,670,188,116,39,1,32,108,112,88,9,115,6,4,0,10,2,1,0.328671328,"Mel Rojas Jr.","sa548194",
"Ho-young Son 손호영","- - -",29,102,398,430,126,78,26,4,18,70,78,17,2,65,9,5,1,6,7,4,0.316582914,"Ho-young Son","sa830429",
"Yonathan Perlaza 페라자","Eagles (KBO)",25,122,455,522,125,77,24,0,24,75,70,63,5,129,2,2,0,6,7,5,0.274725274,"Yonathan Perlaza","sa917302",
"Kwang-Min Kwon 권광민","Eagles (KBO)",26,19,48,51,13,6,3,0,4,10,9,3,0,17,0,0,0,0,0,0,0.270833333,"Kwang-Min Kwon","sa943356",
