Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Aaron Bummer","CHW",0.27857143,0.61691542,0.41995842,0.42307692,0.86290323,0.69306931,0.41787942,0.59917355,0.12889813,0.1954262,0.32432432,"Aaron Bummer",16258,607481
"Joe Mantiply","ARI",0.37570621,0.60674157,0.47504026,0.63909774,0.81481481,0.73559322,0.42995169,0.63276836,0.12560386,0.19806763,0.3236715,"Joe Mantiply",14857,573009
"Nick Sandlin","CLE",0.26589595,0.59143969,0.40464345,0.51086957,0.82236842,0.70491803,0.42620232,0.4893617,0.11940299,0.2039801,0.32338308,"Nick Sandlin",20517,680704
"Sam Howard","PIT",0.30131827,0.68571429,0.44444444,0.49375,0.74537037,0.63829787,0.37234043,0.58291457,0.1607565,0.16193853,0.32269504,"Sam Howard",16265,607572
"Alex Wood","SFG",0.32178218,0.65106816,0.46924829,0.57692308,0.8296875,0.73398058,0.44783599,0.64615385,0.12482916,0.1977221,0.32255125,"Alex Wood",13781,622072
"Luis García","STL",0.30597015,0.70386266,0.49101796,0.46341463,0.81097561,0.69512195,0.46506986,0.62222222,0.1497006,0.17165669,0.32135729,"Luis Garcia",6984,472610
"Gerrit Cole","NYY",0.35399768,0.67578439,0.48871674,0.57446809,0.79642857,0.70296347,0.41865948,0.66804408,0.14516672,0.17581677,0.3209835,"Gerrit Cole",13125,543037
"Diego Castillo","- - -",0.35852373,0.67029973,0.48076923,0.49509804,0.85772358,0.69333333,0.39209402,0.57081545,0.1474359,0.17307692,0.32051282,"Diego Castillo",17496,650895
"Alex Vesia","LAD",0.28882834,0.72535211,0.47926267,0.55660377,0.67961165,0.63782051,0.43625192,0.50931677,0.17357911,0.14592934,0.31950845,"Alex Vesia",25007,681911
"Héctor Neris","PHI",0.3659181,0.69547325,0.49477072,0.57039711,0.75147929,0.6699187,0.39098954,0.59677419,0.16331456,0.15607401,0.31938858,"Hector Neris",11804,593576
"Andrew Miller","STL",0.28409091,0.62313433,0.43064516,0.61,0.83233533,0.74906367,0.43225806,0.59756098,0.10806452,0.21129032,0.31935484,"Andrew Miller",6785,453192
"Ryan Thompson","TBR",0.38403042,0.64090909,0.5010352,0.67326733,0.81560284,0.75619835,0.45548654,0.59701493,0.12215321,0.19668737,0.31884058,"Ryan Thompson",16647,657044
"Andrew Kittredge","TBR",0.44827586,0.68578554,0.54536188,0.55769231,0.84,0.70280374,0.40876656,0.69148936,0.16191446,0.15580448,0.31771894,"Andrew Kittredge",12828,552640
"Phil Maton","- - -",0.34268833,0.69416499,0.49148211,0.52586207,0.76521739,0.66897747,0.42333901,0.61279461,0.16269165,0.15417376,0.31686542,"Phil Maton",18064,664208
"Adam Ottavino","BOS",0.25887574,0.6106383,0.40314136,0.56,0.84320557,0.73593074,0.41012216,0.55434783,0.10645724,0.21029668,0.31675393,"Adam Ottavino",1247,493603
"Pierce Johnson","SDP",0.31914894,0.62442396,0.44593301,0.51282051,0.84870849,0.70815451,0.415311,0.56557377,0.13014354,0.18660287,0.31674641,"Pierce Johnson",13435,572955
"Kenley Jansen","LAD",0.34628378,0.68267223,0.49673203,0.56097561,0.77675841,0.69360902,0.44724556,0.61870504,0.15219421,0.1643324,0.31652661,"Kenley Jansen",3096,445276
"Max Scherzer","- - -",0.33688833,0.7196414,0.5033676,0.51582868,0.78708947,0.68450704,0.43495214,0.64069264,0.15880893,0.15703651,0.31584544,"Max Scherzer",3137,453286
"José Alvarado","PHI",0.25816993,0.60046189,0.4,0.44303797,0.83461538,0.68660287,0.41435407,0.50996016,0.12535885,0.19043062,0.31578947,"Jose Alvarado",17780,621237
"Anthony Bass","MIA",0.30727273,0.6405868,0.44942649,0.5443787,0.85877863,0.73549884,0.42648592,0.63461538,0.11887383,0.19603754,0.31491137,"Anthony Bass",7982,542914
"Shane McClanahan","TBR",0.34693878,0.68721461,0.49948823,0.48663102,0.83887043,0.70389344,0.44831116,0.64216634,0.14790174,0.16683726,0.314739,"Shane McClanahan",21483,663556
"Joe Musgrove","SDP",0.33966746,0.62998405,0.46358067,0.55769231,0.84810127,0.72613803,0.42682097,0.60828877,0.12695711,0.18754255,0.31449966,"Joe Musgrove",12970,605397
"Will Smith","ATL",0.34841629,0.67307692,0.47358665,0.53679654,0.83214286,0.69863014,0.38554217,0.63250883,0.14272475,0.17145505,0.3141798,"Will Smith",8048,519293
"Lance McCullers Jr.","HOU",0.28021978,0.60695652,0.41499283,0.49673203,0.86819484,0.72082973,0.41248207,0.55555556,0.11585366,0.19799139,0.31384505,"Lance McCullers Jr.",14120,621121
"Freddy Peralta","MIL",0.29154519,0.66971545,0.44949066,0.5125,0.7784522,0.67799811,0.41765705,0.61206897,0.14473684,0.16808149,0.31281834,"Freddy Peralta",18679,642547
"Brad Boxberger","MIL",0.26633166,0.6918239,0.45530726,0.65408805,0.74545455,0.71574642,0.44413408,0.56766917,0.12942272,0.18249534,0.31191806,"Brad Boxberger",10133,502202
"Aaron Nola","PHI",0.3414345,0.68068536,0.48805116,0.61631944,0.8180778,0.73793103,0.43217772,0.66622163,0.12790306,0.18377651,0.31167957,"Aaron Nola",16149,605400
"Tanner Scott","BAL",0.29199372,0.66582278,0.43507752,0.34946237,0.85171103,0.64365256,0.38275194,0.55378486,0.15503876,0.15600775,0.31104651,"Tanner Scott",17586,656945
"Sergio Romo","OAK",0.31626506,0.64116095,0.43432407,0.58571429,0.83950617,0.7218543,0.36337488,0.5984556,0.12080537,0.18983701,0.31064238,"Sergio Romo",9817,489265
"Patrick Sandoval","LAA",0.33896396,0.66486486,0.46431046,0.5282392,0.79132791,0.67313433,0.38461538,0.5785124,0.15166205,0.15858726,0.31024931,"Patrick Sandoval",19447,663776
"Kevin Gausman","SFG",0.35575758,0.72337278,0.52131912,0.53151618,0.81186094,0.70670927,0.45036642,0.63483871,0.15289807,0.15722851,0.31012658,"Kevin Gausman",14107,592332
"Casey Sadler","SEA",0.33526012,0.6,0.44234079,0.62068966,0.90070922,0.77431907,0.40447504,0.56551724,0.09982788,0.20998279,0.30981067,"Casey Sadler",11209,594987
"Charlie Morton","ATL",0.31268437,0.64551084,0.45664546,0.54528302,0.84652278,0.72947214,0.43254101,0.58201058,0.12353532,0.18613994,0.30967526,"Charlie Morton",4676,450203
"Logan Webb","SFG",0.34708171,0.62540366,0.46386631,0.54035874,0.87951807,0.7322298,0.41960253,0.66610738,0.12420958,0.18518519,0.30939476,"Logan Webb",17995,657277
"Dinelson Lamet","SDP",0.34221311,0.70348837,0.49158654,0.47305389,0.83471074,0.68704156,0.41346154,0.62200957,0.15384615,0.15504808,0.30889423,"Dinelson Lamet",17186,659275
"Jake Diekman","OAK",0.29046899,0.65131579,0.43777977,0.52083333,0.80808081,0.69529652,0.40823635,0.59160305,0.13339302,0.17547001,0.30886303,"Jake Diekman",5003,518617
"David Bednar","PIT",0.34349593,0.74886878,0.53533191,0.52662722,0.80060423,0.708,0.4732334,0.66666667,0.15631692,0.15203426,0.30835118,"David Bednar",19569,670280
"Edwin Díaz","NYM",0.35314092,0.70731707,0.4984985,0.49519231,0.8,0.67269076,0.41041041,0.59143969,0.16316316,0.14514515,0.30830831,"Edwin Diaz",14710,621242
"Gregory Soto","DET",0.29099678,0.64243615,0.44916004,0.50276243,0.81957187,0.70669291,0.45004421,0.58695652,0.13174182,0.17595049,0.30769231,"Gregory Soto",19677,642397
"Darwinzon Hernández","BOS",0.19700748,0.63920455,0.40371846,0.64556962,0.74222222,0.71710526,0.46746348,0.52747253,0.11405836,0.19363395,0.30769231,"Darwinzon Hernandez",19848,650382
"Giovanny Gallegos","STL",0.37986577,0.7107943,0.51132686,0.48056537,0.85100287,0.68512658,0.39724919,0.61612903,0.16100324,0.14644013,0.30744337,"Giovanny Gallegos",14986,606149
"Aaron Loup","NYM",0.31929047,0.63612565,0.46458583,0.56944444,0.86419753,0.75452196,0.45858343,0.64220183,0.11404562,0.19327731,0.30732293,"Aaron Loup",10343,571901
"A.J. Minter","ATL",0.34232365,0.67175573,0.49028571,0.53939394,0.81439394,0.70862471,0.44914286,0.63800905,0.14269406,0.16438356,0.30707763,"A.J. Minter",18655,621345
"Ryan Tepera","- - -",0.34680135,0.72316384,0.48734177,0.46601942,0.82421875,0.66450216,0.37341772,0.6375,0.16350211,0.14345992,0.30696203,"Ryan Tepera",10291,572193
"César Valdez","BAL",0.41189931,0.665625,0.51915456,0.60555556,0.82159624,0.72264631,0.42272127,0.60952381,0.14398943,0.16248349,0.30647292,"Cesar Valdez",9013,491624
"Pete Fairbanks","TBR",0.31818182,0.65868263,0.46511628,0.62142857,0.77727273,0.71666667,0.43152455,0.60846561,0.1316129,0.17419355,0.30580645,"Pete Fairbanks",17998,664126
"Chris Sale","BOS",0.36342593,0.65789474,0.48505435,0.66878981,0.785,0.73389356,0.41304348,0.67759563,0.12907609,0.17663043,0.30570652,"Chris Sale",10603,519242
"Huascar Ynoa","ATL",0.33910035,0.65691057,0.47098516,0.50680272,0.87623762,0.72063037,0.41497976,0.58870968,0.13157895,0.17408907,0.30566802,"Huascar Ynoa",20468,660623
"Tony Santillan","CIN",0.31012658,0.60627178,0.4218134,0.53741497,0.84482759,0.70404984,0.37713535,0.53157895,0.12483574,0.18002628,0.30486202,"Tony Santillan",19926,663574
"Tanner Houck","BOS",0.32267442,0.68329718,0.46736292,0.53603604,0.83492063,0.7113594,0.40121845,0.60701754,0.13489991,0.16971279,0.30461271,"Tanner Houck",19879,656557
"John Curtiss","- - -",0.32291667,0.70219436,0.49502134,0.56451613,0.84821429,0.74712644,0.45376956,0.6631016,0.12517781,0.17923186,0.30440967,"John Curtiss",16128,595928
"Trevor Rogers","MIA",0.33657745,0.69123932,0.48962656,0.56626506,0.80680062,0.71280603,0.43153527,0.56909091,0.1406178,0.16366989,0.30428769,"Trevor Rogers",22286,669432
"Austin Gomber","COL",0.30889541,0.64855072,0.46083198,0.58544304,0.85288641,0.75381008,0.44732577,0.65368852,0.11345219,0.19070773,0.30415991,"Austin Gomber",16561,596295
"Brooks Raley","HOU",0.33861386,0.6545961,0.46990741,0.56140351,0.78723404,0.69211823,0.41550926,0.64390244,0.14450867,0.15953757,0.30404624,"Brooks Raley",10061,548384
"Trevor Bauer","LAD",0.31439394,0.65116279,0.45215445,0.55120482,0.83823529,0.72029703,0.40906547,0.59953704,0.12646894,0.17739228,0.30386122,"Trevor Bauer",12703,545333
"Robert Stephenson","COL",0.31529412,0.64619883,0.46284224,0.61940299,0.81900452,0.74366197,0.44589309,0.57360406,0.11864407,0.1851369,0.30378096,"Robert Stephenson",13594,596112
"Garrett Whitlock","BOS",0.32508251,0.70220588,0.50347826,0.62944162,0.80366492,0.74438687,0.47304348,0.6442953,0.12869565,0.17478261,0.30347826,"Garrett Whitlock",20191,676477
"Carlos Rodón","CHW",0.34265176,0.71502591,0.50473613,0.54778555,0.8,0.70330652,0.43527289,0.58614232,0.14961694,0.15367283,0.30328977,"Carlos Rodon",16137,607074
"Dylan Cease","CHW",0.3254103,0.67647059,0.46668921,0.53913043,0.78509317,0.6826087,0.4024349,0.58333333,0.1481231,0.15488671,0.30300981,"Dylan Cease",18525,656302
"Yu Darvish","SDP",0.30013369,0.67714061,0.47345612,0.56347439,0.8387471,0.74446987,0.45973276,0.60646109,0.1209823,0.18201517,0.30299747,"Yu Darvish",13074,506433
"Rich Hill","- - -",0.29216867,0.64493997,0.45709703,0.65979381,0.85106383,0.78596491,0.46752205,0.62481089,0.09775641,0.20512821,0.30288462,"Rich Hill",4806,448179
"Emmanuel Clase","CLE",0.41610738,0.72017354,0.5487228,0.49596774,0.8373494,0.69137931,0.43614002,0.63082437,0.16934721,0.1333964,0.30274361,"Emmanuel Clase",21032,661403
"Dillon Maples","CHC",0.20930233,0.56108597,0.34690265,0.45833333,0.84677419,0.70408163,0.39115044,0.52517986,0.10265487,0.2,0.30265487,"Dillon Maples",14672,596027
"Brady Singer","KCR",0.28361669,0.62638469,0.43244425,0.60490463,0.8585209,0.76440849,0.43419327,0.55802048,0.10188019,0.20069961,0.3025798,"Brady Singer",25377,663903
"Miguel Castro","NYM",0.296,0.60669456,0.41693811,0.57657658,0.8,0.703125,0.38925081,0.52805281,0.1237785,0.17833876,0.30211726,"Miguel Castro",15684,612434
"Phil Bickford","- - -",0.28535354,0.73157895,0.50386598,0.49557522,0.82733813,0.7314578,0.48969072,0.61835749,0.13530928,0.16623711,0.30154639,"Phil Bickford",18519,641360
"Sonny Gray","CIN",0.29513109,0.62933931,0.42908438,0.5786802,0.87544484,0.75313808,0.4008079,0.58956522,0.1059246,0.19479354,0.30071813,"Sonny Gray",12768,543243
"Joely Rodríguez","- - -",0.38729508,0.61324042,0.47096774,0.62962963,0.83522727,0.72876712,0.37032258,0.57004831,0.12774194,0.17290323,0.30064516,"Joely Rodriguez",11487,570257
"Joe Ross","WSN",0.30868167,0.64015645,0.45823529,0.65277778,0.82484725,0.76123235,0.45117647,0.64347826,0.10941176,0.19117647,0.30058824,"Joe Ross",12972,605452
"Brandon Woodruff","MIL",0.34816754,0.69578783,0.50676157,0.64097744,0.80829596,0.74578652,0.45622776,0.65960452,0.12882562,0.17153025,0.30035587,"Brandon Woodruff",16162,605540
"Alex Cobb","LAA",0.34626866,0.61780105,0.44486692,0.65229885,0.84180791,0.74786325,0.36311787,0.61323155,0.11209626,0.18809373,0.30018999,"Alex Cobb",6562,502171
"Jakob Junis","KCR",0.30857143,0.62454874,0.44816587,0.58333333,0.87861272,0.76512456,0.44178628,0.56547619,0.10526316,0.19457735,0.29984051,"Jakob Junis",13619,596001
"Domingo Germán","NYY",0.37539767,0.68829114,0.50095238,0.5960452,0.80689655,0.71229404,0.40126984,0.63414634,0.14376187,0.15579481,0.29955668,"Domingo German",17149,593334
"Chad Green","NYY",0.35006974,0.7386172,0.5259542,0.59760956,0.76484018,0.70391872,0.45267176,0.64126984,0.1554878,0.14405488,0.29954268,"Chad Green",15552,643338
"Jarlín García","SFG",0.27722772,0.65794769,0.46606786,0.67142857,0.85626911,0.80085653,0.49600798,0.60594796,0.09281437,0.20658683,0.2994012,"Jarlin Garcia",18282,606424
"Dylan Bundy","LAA",0.30317274,0.62295082,0.44415243,0.61627907,0.88995215,0.78550296,0.44086728,0.5743073,0.09514436,0.20406824,0.2992126,"Dylan Bundy",12917,605164
"Nathan Eovaldi","BOS",0.33833116,0.70997846,0.51520328,0.59537572,0.84024267,0.75596817,0.47591391,0.65314136,0.125726,0.1732149,0.2989409,"Nathan Eovaldi",9132,543135
"Jordan Romano","TOR",0.33390119,0.70945946,0.49563531,0.54591837,0.80952381,0.70841487,0.43064985,0.66798419,0.14451988,0.1542192,0.29873909,"Jordan Romano",16122,605447
"Lucas Giolito","CHW",0.32810615,0.72484756,0.503367,0.54595588,0.78338591,0.69698997,0.44175084,0.59861111,0.15252525,0.14545455,0.2979798,"Lucas Giolito",15474,608337
"Julio Urías","LAD",0.35879945,0.67272727,0.50753769,0.65969582,0.8490991,0.77864215,0.47379756,0.70738255,0.11234745,0.18557071,0.29791816,"Julio Urias",14765,628711
"Adam Wainwright","STL",0.30349971,0.6045283,0.43350717,0.67485822,0.90387016,0.81278195,0.43187744,0.64251208,0.08116037,0.21642764,0.29758801,"Adam Wainwright",2233,425794
"Daniel Bard","COL",0.29027576,0.69070209,0.46381579,0.56,0.81043956,0.72163121,0.43338816,0.60526316,0.12900575,0.168447,0.29745275,"Daniel Bard",7115,453268
"Luis Garcia","HOU",0.32716049,0.66666667,0.46882494,0.55974843,0.8204023,0.7144075,0.41726619,0.59873618,0.13389289,0.16346922,0.29736211,"Luis Garcia",23735,677651
"Trevor May","NYM",0.34115806,0.73221757,0.50850492,0.55963303,0.78,0.69542254,0.42793196,0.59022556,0.15487914,0.14234557,0.29722471,"Trevor May",6398,543507
"Josh Taylor","BOS",0.32378855,0.72403561,0.494311,0.46258503,0.81557377,0.68286445,0.42604298,0.61244019,0.15676359,0.1403287,0.29709229,"Josh Taylor",17359,657031
"Alex Reyes","STL",0.29381443,0.67230444,0.43714972,0.50877193,0.78930818,0.67216117,0.37870296,0.5362776,0.14331465,0.15372298,0.29703763,"Alex Reyes",15015,621052
"Robbie Ray","TOR",0.34088335,0.74545455,0.5179879,0.5166113,0.80780488,0.70006146,0.43775868,0.61578266,0.15536453,0.14103789,0.29640242,"Robbie Ray",11486,592662
"Walker Buehler","LAD",0.33144476,0.68637347,0.4876269,0.6,0.86239496,0.7625244,0.44003807,0.65398773,0.11579949,0.1805203,0.2963198,"Walker Buehler",19374,621111
"Yimi García","- - -",0.30753564,0.71681416,0.50371156,0.66225166,0.7808642,0.74315789,0.47932131,0.58649789,0.12937434,0.16648993,0.29586426,"Yimi Garcia",12095,554340
"Liam Hendriks","CHW",0.38328076,0.80808081,0.56953056,0.42798354,0.805,0.66251944,0.4384411,0.70786517,0.19274978,0.1025641,0.29531388,"Liam Hendriks",3548,521230
"Jordan Holloway","MIA",0.24808184,0.62637363,0.40361446,0.57731959,0.84210526,0.74626866,0.41114458,0.56962025,0.10240964,0.19277108,0.29518072,"Jordan Holloway",20631,656548
"Luis Cessa","- - -",0.32549729,0.66414141,0.46680717,0.58333333,0.878327,0.75846501,0.41728135,0.61302682,0.11275026,0.18229715,0.29504742,"Luis Cessa",13345,570666
"Tanner Rainey","WSN",0.3071066,0.7195572,0.47518797,0.51239669,0.76923077,0.67088608,0.4075188,0.60264901,0.15639098,0.13834586,0.29473684,"Tanner Rainey",17610,663432
"James Karinchak","CLE",0.28217822,0.64553991,0.43217054,0.61403509,0.76363636,0.70627803,0.4127907,0.55319149,0.12693798,0.16763566,0.29457364,"James Karinchak",20151,675916
"Jake Brentz","KCR",0.26511628,0.67173913,0.43438914,0.52631579,0.81229773,0.71041667,0.41628959,0.56834532,0.12567812,0.1681736,0.29385172,"Jake Brentz",17783,641394
"Spencer Patton","TEX",0.30288462,0.67474048,0.45531915,0.65873016,0.82051282,0.75700935,0.40992908,0.54651163,0.1106383,0.18297872,0.29361702,"Spencer Patton",12361,607359
"Brad Brach","CIN",0.27556818,0.70044053,0.44214162,0.6185567,0.78616352,0.72265625,0.39205527,0.60431655,0.12262522,0.17098446,0.29360967,"Brad Brach",6627,542960
"Jeurys Familia","NYM",0.32055749,0.66591422,0.47099312,0.51630435,0.86440678,0.73068894,0.43559489,0.61068702,0.12684366,0.16617502,0.29301868,"Jeurys Familia",5114,544727
"Tyler Mahle","CIN",0.30068098,0.67443667,0.45118899,0.6358885,0.8202765,0.74687933,0.40269086,0.64031621,0.11420526,0.17866083,0.29286608,"Tyler Mahle",16358,641816
"Tim Mayza","TOR",0.33001988,0.63905325,0.45422117,0.58433735,0.88425926,0.7539267,0.4019025,0.64285714,0.1117717,0.18073722,0.29250892,"Tim Mayza",15042,641835
"Blake Snell","SDP",0.28611898,0.67700535,0.44184065,0.50990099,0.83412322,0.70781099,0.39838091,0.57636364,0.12910098,0.16318705,0.29228803,"Blake Snell",13543,605483
"Frankie Montas","OAK",0.3588597,0.708636,0.50198151,0.58411215,0.83143508,0.72697368,0.40918098,0.65167095,0.13705416,0.15521797,0.29227213,"Frankie Montas",14309,593423
"Corey Kluber","NYY",0.34076828,0.66290019,0.46860987,0.56727273,0.86363636,0.73365231,0.39686099,0.64516129,0.12481315,0.16741405,0.2922272,"Corey Kluber",2429,446372
"Mychal Givens","- - -",0.25675676,0.68926554,0.43233945,0.63909774,0.78278689,0.73209549,0.4059633,0.5462963,0.11569301,0.17640321,0.29209622,"Mychal Givens",10430,571710
"Wandy Peralta","- - -",0.40607211,0.67857143,0.50061958,0.57943925,0.81578947,0.69059406,0.34696406,0.63926941,0.15470297,0.13737624,0.29207921,"Wandy Peralta",14295,593974
"Mike Mayers","LAA",0.33423181,0.69635628,0.4789644,0.62903226,0.80232558,0.72972973,0.39967638,0.6031746,0.12944984,0.16262136,0.2920712,"Mike Mayers",15451,594577
"Alex Lange","DET",0.3573201,0.69491525,0.48200313,0.50694444,0.85365854,0.69155844,0.36932707,0.62962963,0.1486698,0.14241002,0.29107981,"Alex Lange",19883,656638
"José Berríos","- - -",0.33990981,0.64696612,0.46795925,0.69154229,0.86114495,0.78932584,0.41702267,0.6453265,0.09858692,0.19158725,0.29017417,"Jose Berrios",14168,621244
"Kyle McGowin","WSN",0.33666667,0.62672811,0.45841393,0.6039604,0.83823529,0.73839662,0.41972921,0.6015625,0.11992263,0.17021277,0.2901354,"Kyle McGowin",15071,641851
"Steven Okert","MIA",0.30057803,0.70196078,0.47088186,0.60576923,0.78212291,0.71731449,0.42429285,0.51408451,0.13311148,0.15640599,0.28951747,"Steven Okert",13580,595345
"Drew Rasmussen","- - -",0.30543319,0.68522073,0.47004992,0.64903846,0.83473389,0.76637168,0.43344426,0.68729642,0.10981697,0.1797005,0.28951747,"Drew Rasmussen",25385,656876
"Kyle Muller","ATL",0.30147059,0.67164179,0.44822485,0.54471545,0.81666667,0.70627063,0.3964497,0.48387097,0.13146233,0.15805022,0.28951256,"Kyle Muller",20167,666205
"Blake Treinen","LAD",0.35834609,0.66742081,0.48310502,0.58547009,0.84745763,0.731569,0.40365297,0.65734266,0.12968037,0.15981735,0.28949772,"Blake Treinen",12572,595014
"Ryne Harper","WSN",0.30921053,0.65019011,0.46737213,0.67021277,0.85380117,0.78867925,0.4638448,0.67567568,0.09876543,0.19047619,0.28924162,"Ryne Harper",12680,607560
"Ryan Hendrix","CIN",0.24404762,0.67156863,0.40555556,0.51219512,0.7810219,0.6803653,0.37777778,0.48591549,0.12962963,0.15925926,0.28888889,"Ryan Hendrix",19535,641682
"Jacob Webb","ATL",0.36526946,0.78205128,0.53697183,0.6147541,0.75956284,0.70163934,0.41197183,0.60784314,0.16021127,0.12852113,0.28873239,"Jacob Webb",19274,657097
"Garrett Crochet","CHW",0.27920792,0.64634146,0.44371585,0.58156028,0.80754717,0.72906404,0.44808743,0.56086957,0.12021858,0.16830601,0.28852459,"Garrett Crochet",27463,676979
