Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Jason Adam","TBR",0.32068311,0.65171504,0.45916115,0.59763314,0.74089069,0.68269231,0.4183223,0.64864865,0.14521452,0.1760176,0.32123212,"Jason Adam",11861,592094
"Evan Phillips","LAD",0.34482759,0.64122137,0.47213115,0.55555556,0.86507937,0.73611111,0.4295082,0.6025641,0.12445415,0.19650655,0.3209607,"Evan Phillips",17734,623465
"Jakob Junis","SFG",0.33333333,0.63636364,0.46292297,0.55849057,0.89153439,0.75427683,0.42764579,0.68119891,0.1133429,0.20659971,0.31994261,"Jakob Junis",13619,596001
"Ryan Pressly","HOU",0.37271215,0.69030733,0.50390625,0.45535714,0.87328767,0.69186047,0.41308594,0.68656716,0.15512195,0.16292683,0.31804878,"Ryan Pressly",7005,519151
"David Robertson","- - -",0.31962025,0.6353211,0.44850187,0.54950495,0.84115523,0.71816284,0.4082397,0.63568773,0.12628625,0.18896165,0.3152479,"David Robertson",8241,502085
"Giovanny Gallegos","STL",0.37288136,0.73863636,0.5186863,0.42929293,0.83846154,0.66157205,0.398641,0.65938865,0.17494357,0.13995485,0.31489842,"Giovanny Gallegos",14986,606149
"Gregory Santos","CHW",0.34863946,0.67538126,0.49188157,0.51707317,0.86451613,0.72621359,0.43839542,0.62975779,0.13441373,0.18017159,0.31458532,"Gregory Santos",21894,666619
"Shane McClanahan","TBR",0.34979839,0.70325694,0.5107084,0.51585014,0.79931389,0.69354839,0.45524437,0.63965885,0.15642151,0.15806806,0.31448957,"Shane McClanahan",21483,663556
"Allan Winans","ATL",0.34353741,0.63333333,0.47378277,0.64356436,0.85526316,0.77075099,0.4494382,0.64539007,0.10841121,0.20560748,0.31401869,"Allan Winans",21238,642216
"Tarik Skubal","DET",0.38253012,0.6967509,0.52545156,0.5511811,0.8238342,0.715625,0.45484401,0.62580645,0.14930271,0.16324856,0.31255127,"Tarik Skubal",22267,669373
"Jose E. Hernandez","PIT",0.28947368,0.67847411,0.45528455,0.55944056,0.81927711,0.7244898,0.42624855,0.58744395,0.125,0.1875,0.3125,"Jose E. Hernandez",22318,669796
"Joe Jiménez","ATL",0.32803181,0.71990741,0.50909091,0.52121212,0.80385852,0.70588235,0.46203209,0.6092437,0.14925373,0.16311301,0.31236674,"Joe Jimenez",15761,641729
"Victor González","LAD",0.33333333,0.63235294,0.45294118,0.61764706,0.79844961,0.71861472,0.4,0.59259259,0.12745098,0.18431373,0.31176471,"Victor Gonzalez",16408,624647
"Ian Hamilton","NYY",0.34333333,0.67546174,0.47191011,0.54854369,0.77734375,0.67532468,0.38712972,0.58158996,0.15274949,0.15885947,0.31160896,"Ian Hamilton",19261,641656
"Will Vest","DET",0.36720554,0.60230548,0.47179487,0.67295597,0.85645933,0.77717391,0.44487179,0.64824121,0.10512821,0.20641026,0.31153846,"Will Vest",19769,676684
"Abner Uribe","MIL",0.25079365,0.6453202,0.40540541,0.43037975,0.85496183,0.6952381,0.39189189,0.58267717,0.12307692,0.18846154,0.31153846,"Abner Uribe",25327,682842
"Griffin Jax","MIN",0.34744268,0.62916667,0.47659981,0.60913706,0.85430464,0.75751503,0.45845272,0.5620438,0.11545802,0.19561069,0.3110687,"Griffin Jax",20253,643377
"Keynan Middleton","- - -",0.36862745,0.73410405,0.51635514,0.49468085,0.7992126,0.66968326,0.40420561,0.6509434,0.17016317,0.13986014,0.31002331,"Keynan Middleton",15264,641871
"Craig Kimbrel","PHI",0.29716194,0.66730402,0.46969697,0.53370787,0.79083095,0.70398482,0.46613191,0.62589928,0.13732394,0.17253521,0.30985915,"Craig Kimbrel",6655,518886
"Gabe Speier","SEA",0.42857143,0.659375,0.5230179,0.56565657,0.84834123,0.71149144,0.40920716,0.78240741,0.15089514,0.15856777,0.30946292,"Gabe Speier",17170,642100
"Clay Holmes","NYY",0.2741652,0.64395604,0.43847656,0.57051282,0.85324232,0.75501114,0.44433594,0.58778626,0.10731707,0.20195122,0.30926829,"Clay Holmes",13649,605280
"Cristopher Sánchez","PHI",0.3764988,0.61980831,0.48082192,0.58280255,0.90206186,0.75925926,0.42876712,0.66666667,0.11575342,0.19315068,0.30890411,"Cristopher Sanchez",20778,650911
"Justin Lawrence","COL",0.27399381,0.58659218,0.4158918,0.60451977,0.85396825,0.76422764,0.45393068,0.6196319,0.0978903,0.21097046,0.30886076,"Justin Lawrence",17639,664875
"Raisel Iglesias","ATL",0.39250493,0.73002755,0.53333333,0.54773869,0.79245283,0.6875,0.41724138,0.65800866,0.16647532,0.1423651,0.30884041,"Raisel Iglesias",17130,628452
"Nick Lodolo","CIN",0.36315789,0.61654135,0.46749226,0.55072464,0.86585366,0.7218543,0.41176471,0.64457831,0.12962963,0.17901235,0.30864198,"Nick Lodolo",26378,666157
"Camilo Doval","SFG",0.33236152,0.69469027,0.47627417,0.54824561,0.7866242,0.68634686,0.39718805,0.57651246,0.14847162,0.15982533,0.30829694,"Camilo Doval",21992,666808
"José Alvarado","PHI",0.35406699,0.67283951,0.49326146,0.56756757,0.7706422,0.68852459,0.43665768,0.59883721,0.15343203,0.15477793,0.30820996,"Jose Alvarado",17780,621237
"Brendan White","DET",0.34715026,0.66192171,0.47976012,0.58955224,0.83870968,0.734375,0.42128936,0.65536723,0.12705531,0.18086697,0.30792227,"Brendan White",26024,686839
"Blake Snell","SDP",0.30834114,0.67601547,0.42834596,0.46504559,0.80829757,0.64185704,0.32638889,0.59299191,0.1533123,0.15457413,0.30788644,"Blake Snell",13543,605483
"Brennan Bernardino","BOS",0.22765957,0.62025316,0.40693642,0.61682243,0.84081633,0.77272727,0.4566474,0.53703704,0.09237875,0.2147806,0.30715935,"Brennan Bernardino",16835,657514
"Charlie Morton","ATL",0.31200453,0.6133829,0.42610837,0.52268603,0.85454545,0.70355078,0.37860662,0.6047486,0.12583246,0.18121276,0.30704522,"Charlie Morton",4676,450203
"Scott McGough","ARI",0.33844011,0.66407767,0.47445255,0.51851852,0.82748538,0.6991453,0.41768045,0.57807309,0.14251012,0.16356275,0.30607287,"Scott McGough",12056,543518
"Domingo Germán","NYY",0.36608066,0.70639535,0.50755287,0.53389831,0.83333333,0.70714286,0.41570997,0.64189189,0.14846107,0.15751358,0.30597465,"Domingo German",17149,593334
"Sam Hentges","CLE",0.29769392,0.63466667,0.44600939,0.50704225,0.87815126,0.73947368,0.44014085,0.56502242,0.11551925,0.19019837,0.30571762,"Sam Hentges",18548,656529
"Jordan Hicks","- - -",0.30852713,0.5565032,0.41292639,0.62311558,0.83141762,0.74130435,0.42100539,0.59298246,0.10625,0.19910714,0.30535714,"Jordan Hicks",19618,663855
"Hoby Milner","MIL",0.32733224,0.55769231,0.42064265,0.745,0.85344828,0.80324074,0.40506329,0.6547619,0.08276534,0.22200584,0.30477118,"Hoby Milner",13346,571948
"James Karinchak","CLE",0.29613734,0.60526316,0.40846995,0.60869565,0.83850932,0.73244147,0.36338798,0.52631579,0.10869565,0.19565217,0.30434783,"James Karinchak",20151,675916
"Nick Martinez","SDP",0.34375,0.65323741,0.46659052,0.57024793,0.85462555,0.72827417,0.39691605,0.63557484,0.12664005,0.17741015,0.3040502,"Nick Martinez",12730,607259
"Chris Sale","BOS",0.36619718,0.64349112,0.47844311,0.62087912,0.81149425,0.72465582,0.40479042,0.63294118,0.13157895,0.1722488,0.30382775,"Chris Sale",10603,519242
"Adam Ottavino","NYM",0.29672131,0.59661836,0.41796875,0.60220994,0.89068826,0.76869159,0.40429688,0.5862069,0.0963035,0.20719844,0.30350195,"Adam Ottavino",1247,493603
"Paul Sewald","- - -",0.31834532,0.7027027,0.49662488,0.62711864,0.78106509,0.72815534,0.46383799,0.64658635,0.13487476,0.16859345,0.30346821,"Paul Sewald",13892,623149
"Ryan Helsley","STL",0.35816619,0.68992248,0.49917628,0.536,0.78089888,0.67986799,0.42504119,0.56164384,0.15901639,0.1442623,0.30327869,"Ryan Helsley",18138,664854
"Erik Swanson","TOR",0.35657686,0.70794393,0.49858357,0.61777778,0.74587459,0.69128788,0.40415486,0.60687023,0.15391879,0.14919736,0.30311615,"Erik Swanson",16587,657024
"Tayler Saucedo","SEA",0.35833333,0.60517799,0.45500634,0.58139535,0.84491979,0.71866295,0.39163498,0.57487923,0.12801014,0.17490494,0.30291508,"Tayler Saucedo",17888,642048
"Jonathan Hernández","TEX",0.27745665,0.69082126,0.43218807,0.45833333,0.87412587,0.70711297,0.37432188,0.57823129,0.12658228,0.17540687,0.30198915,"Jonathan Hernandez",17464,642546
"Miguel Castro","ARI",0.32136752,0.63829787,0.45436508,0.60106383,0.84814815,0.74672489,0.41964286,0.57462687,0.11485149,0.18712871,0.3019802,"Miguel Castro",15684,612434
"Zach Eflin","TBR",0.37183099,0.64822818,0.49592549,0.65909091,0.85733333,0.77543036,0.44897167,0.6571835,0.11128344,0.19038387,0.30166731,"Zach Eflin",13774,621107
"Nick Sandlin","CLE",0.32124352,0.6588785,0.46474677,0.57526882,0.79078014,0.70512821,0.42502483,0.61924686,0.13690476,0.16468254,0.3015873,"Nick Sandlin",20517,680704
"Andrew Chafin","- - -",0.3370607,0.62372881,0.42888165,0.54976303,0.86413043,0.69620253,0.32030402,0.59375,0.13015184,0.17136659,0.30151844,"Andrew Chafin",12988,605177
"Joel Payamps","MIL",0.27945619,0.64628821,0.42946429,0.61081081,0.83445946,0.74844075,0.40892857,0.63763066,0.10784314,0.19340463,0.30124777,"Joel Payamps",14332,606303
"Pablo López","MIN",0.37666089,0.69914927,0.51455026,0.57208589,0.82190265,0.71722365,0.42757937,0.69038702,0.14531044,0.15587847,0.3011889,"Pablo Lopez",17085,641154
"Jimmy Cordero","NYY",0.28522337,0.59728507,0.41992188,0.62650602,0.86363636,0.77209302,0.43164063,0.56060606,0.09514563,0.20582524,0.30097087,"Jimmy Cordero",15690,622772
"Braxton Garrett","MIA",0.33927299,0.6427907,0.47094431,0.59033613,0.87988423,0.76178235,0.43381759,0.66312595,0.11182623,0.18905873,0.30088496,"Braxton Garrett",21844,666129
"Will Smith","TEX",0.35783366,0.71098266,0.49942063,0.57297297,0.84146341,0.7262181,0.400927,0.6460177,0.13641618,0.16416185,0.30057803,"Will Smith",8048,519293
"Shohei Ohtani","LAA",0.29199648,0.67084639,0.46513849,0.51807229,0.8271028,0.72176591,0.45702006,0.6007533,0.12923224,0.17119695,0.30042918,"Shohei Ohtani",19755,660271
"Fernando Cruz","CIN",0.32941176,0.73409091,0.48839286,0.5,0.77708978,0.66361974,0.39285714,0.54121864,0.16399287,0.13636364,0.30035651,"Fernando Cruz",7048,518585
"Kyle Nelson","ARI",0.37022133,0.71128609,0.51822323,0.48369565,0.86346863,0.70989011,0.43394077,0.70292887,0.15017065,0.15017065,0.3003413,"Kyle Nelson",20515,669459
"Justin Topa","SEA",0.30427046,0.64256198,0.46080306,0.70760234,0.8778135,0.81742739,0.46271511,0.64516129,0.08413002,0.21606119,0.3001912,"Justin Topa",15145,623437
"Matt Strahm","PHI",0.33659218,0.68615385,0.50292826,0.60995851,0.80941704,0.73944687,0.47584187,0.62962963,0.13094367,0.16898317,0.29992685,"Matt Strahm",13799,621381
"Phil Maton","HOU",0.34359806,0.72576832,0.49903846,0.57075472,0.7752443,0.69171484,0.40673077,0.64963504,0.15369837,0.14601345,0.29971182,"Phil Maton",18064,664208
"Tyler Holton","DET",0.32735426,0.68631179,0.48535565,0.63013699,0.82825485,0.75344828,0.44016736,0.6882716,0.11966527,0.17991632,0.29958159,"Tyler Holton",26231,663947
"Yency Almonte","LAD",0.3014553,0.61755486,0.4275,0.53793103,0.84263959,0.71345029,0.39875,0.59134615,0.12219451,0.17705736,0.29925187,"Yency Almonte",15068,622075
"Garrett Whitlock","BOS",0.34976888,0.6978022,0.50878661,0.56387665,0.85564304,0.74671053,0.45690377,0.70394737,0.12887029,0.16987448,0.29874477,"Garrett Whitlock",20191,676477
"Steven Okert","MIA",0.31175468,0.69212963,0.47301276,0.59016393,0.7993311,0.71991701,0.42394504,0.63967611,0.13222331,0.16650343,0.29872674,"Steven Okert",13580,595345
"Jesús Luzardo","MIA",0.33986562,0.69966722,0.48460509,0.5107084,0.85017836,0.70787293,0.40227577,0.5951417,0.14147157,0.15719064,0.29866221,"Jesus Luzardo",19959,666200
"Kevin Kelly","TBR",0.30272109,0.62343096,0.44652908,0.71348315,0.84563758,0.79621849,0.44840525,0.63043478,0.09099437,0.20731707,0.29831144,"Kevin Kelly",25679,687330
"Danny Coulombe","BAL",0.35372849,0.63517915,0.45783133,0.61621622,0.83076923,0.72631579,0.36987952,0.56190476,0.125,0.17307692,0.29807692,"Danny Coulombe",13293,543056
"Michael Fulmer","CHC",0.32085561,0.66323907,0.46105263,0.45,0.86434109,0.69406393,0.40947368,0.6371308,0.14105263,0.15684211,0.29789474,"Michael Fulmer",13218,605242
"Brandon Woodruff","MIL",0.32422587,0.69635628,0.50047939,0.58988764,0.83139535,0.74904215,0.47363375,0.66403162,0.12547893,0.17241379,0.29789272,"Brandon Woodruff",16162,605540
"Joe La Sorsa","- - -",0.28214286,0.66153846,0.46481481,0.69620253,0.84302326,0.79681275,0.48148148,0.6137931,0.09426987,0.20332717,0.29759704,"Joe La Sorsa",25481,686747
"Nick Ramirez","NYY",0.34491979,0.61971831,0.46352584,0.64341085,0.875,0.77704918,0.43161094,0.6627907,0.10318665,0.19423369,0.29742033,"Nick Ramirez",12575,598286
"Andrew Vasquez","- - -",0.28348214,0.58312655,0.4253819,0.66929134,0.91914894,0.83149171,0.47356052,0.63013699,0.07134503,0.22573099,0.29707602,"Andrew Vasquez",19482,607755
"Jeff Hoffman","PHI",0.3715415,0.70523416,0.51093211,0.48404255,0.83984375,0.68918919,0.41772152,0.62980769,0.15825688,0.13876147,0.29701835,"Jeff Hoffman",17432,656546
"Huascar Brazobán","MIA",0.36306729,0.66756032,0.47529644,0.59051724,0.80321285,0.7006237,0.36857708,0.61478599,0.14159292,0.1553589,0.29695182,"Huascar Brazoban",6107,623211
"Shane Bieber","CLE",0.30626655,0.6638246,0.45649949,0.56195965,0.90275229,0.77017937,0.42016377,0.67729831,0.10475217,0.19213081,0.29688298,"Shane Bieber",19427,669456
"Brooks Raley","NYM",0.2993311,0.63707572,0.43119266,0.56424581,0.8442623,0.72576832,0.39041794,0.63135593,0.11788618,0.17886179,0.29674797,"Brooks Raley",10061,548384
"Aaron Nola","PHI",0.37402453,0.65661253,0.49238743,0.61698957,0.87279152,0.75986842,0.41885326,0.64943253,0.11797027,0.17840983,0.29638009,"Aaron Nola",16149,605400
"Jhoan Duran","MIN",0.34879725,0.73103448,0.51229105,0.49753695,0.80188679,0.68330134,0.42772861,0.59215686,0.16176471,0.13431373,0.29607843,"Jhoan Duran",21029,661395
"Kevin Gausman","TOR",0.34454693,0.71346939,0.49185137,0.58110236,0.85011442,0.73691186,0.39928292,0.63433814,0.12927385,0.16672094,0.29599479,"Kevin Gausman",14107,592332
"A.J. Minter","ATL",0.34466019,0.7268623,0.50424128,0.52112676,0.8447205,0.71588785,0.41753063,0.61538462,0.14258912,0.15290807,0.29549719,"A.J. Minter",18655,621345
"Griffin Canning","LAA",0.3253112,0.68730325,0.48517146,0.52295918,0.8610687,0.73447947,0.4416126,0.60261194,0.12752294,0.16788991,0.29541284,"Griffin Canning",19867,656288
"Drey Jameson","ARI",0.32283465,0.63822526,0.45994065,0.52845528,0.85026738,0.72258065,0.4347181,0.52873563,0.12759644,0.16765579,0.29525223,"Drey Jameson",26260,686753
"Clayton Kershaw","LAD",0.33591065,0.70765661,0.494077,0.5601023,0.8442623,0.73326673,0.4254689,0.68260038,0.13159192,0.1636274,0.29521932,"Clayton Kershaw",2036,477132
"Freddy Peralta","MIL",0.32130178,0.7075718,0.47763297,0.53959484,0.80442804,0.69837758,0.40471997,0.62352941,0.14406481,0.15040507,0.29446988,"Freddy Peralta",18679,642547
"Julio Urías","LAD",0.34915925,0.66587112,0.49269876,0.67988669,0.85663082,0.7881449,0.45321796,0.65145228,0.10415542,0.18996222,0.29411765,"Julio Urias",14765,628711
"José Berríos","TOR",0.33255269,0.64768104,0.46441948,0.62676056,0.86180905,0.76392962,0.4184542,0.63171355,0.10956108,0.18441647,0.29397754,"Jose Berrios",14168,621244
"Logan Webb","SFG",0.34632035,0.64617691,0.47203017,0.68125,0.90603248,0.810253,0.41923319,0.65411765,0.08951005,0.20383166,0.29334171,"Logan Webb",17995,657277
"Nick Pivetta","BOS",0.35507246,0.67098704,0.48804029,0.5755102,0.84695394,0.73258813,0.42089803,0.61499148,0.13050776,0.16281997,0.29332774,"Nick Pivetta",15454,601713
"Eury Pérez","MIA",0.33956044,0.73076923,0.49869622,0.51779935,0.79824561,0.68496732,0.40677966,0.58823529,0.15669701,0.13654096,0.29323797,"Eury Perez",27768,691587
"Drew Rasmussen","TBR",0.34104046,0.67073171,0.50148368,0.53389831,0.92727273,0.78994083,0.48664688,0.73446328,0.10487445,0.18759232,0.29246677,"Drew Rasmussen",25385,656876
"Adbert Alzolay","CHC",0.34404537,0.72389791,0.51458333,0.54945055,0.84615385,0.73684211,0.44895833,0.62450593,0.13429752,0.15805785,0.29235537,"Adbert Alzolay",17859,640470
"Chasen Shreve","- - -",0.38253638,0.64705882,0.47808765,0.625,0.84659091,0.73333333,0.36122178,0.63212435,0.12749004,0.16467463,0.29216467,"Chasen Shreve",10855,592741
"Jake Diekman","- - -",0.26964286,0.59310345,0.41105528,0.68874172,0.80620155,0.76283619,0.43718593,0.53909465,0.09729188,0.19458375,0.29187563,"Jake Diekman",5003,518617
"Corbin Burnes","MIL",0.33158722,0.67521368,0.46216304,0.57977883,0.86075949,0.7357695,0.3799935,0.59566327,0.1220383,0.16975008,0.29178838,"Corbin Burnes",19361,669203
"Buck Farmer","CIN",0.33153639,0.66875,0.46399345,0.60162602,0.79750779,0.71252205,0.39279869,0.62783172,0.13316993,0.15849673,0.29166667,"Buck Farmer",14814,571656
"Tom Cosgrove","SDP",0.26801802,0.6692112,0.45639188,0.62184874,0.8365019,0.76963351,0.46953405,0.6097561,0.1051374,0.18637993,0.29151732,"Tom Cosgrove",23443,676680
"Michael Grove","LAD",0.34735202,0.68055556,0.4938918,0.53811659,0.87463557,0.74204947,0.43979058,0.61258278,0.12739965,0.16404887,0.29144852,"Michael Grove",23221,675627
"Kyle Bradish","BAL",0.30486991,0.65408253,0.45564822,0.54266958,0.89127517,0.75873544,0.43176649,0.57973174,0.10976533,0.18168055,0.29144587,"Kyle Bradish",24586,680694
"Mark Leiter Jr.","CHC",0.30373832,0.64251208,0.43655303,0.51282051,0.84210526,0.70281996,0.39204545,0.60966543,0.12961211,0.16177862,0.29139073,"Mark Leiter Jr.",15551,643410
"Keaton Winn","SFG",0.35889571,0.7238806,0.52356902,0.64102564,0.79381443,0.73633441,0.45117845,0.63953488,0.13804714,0.15319865,0.29124579,"Keaton Winn",23499,676775
"Alex Young","CIN",0.37692308,0.68067227,0.50057013,0.51020408,0.8600823,0.70387244,0.40706956,0.62288136,0.14789534,0.14334471,0.29124005,"Alex Young",18333,622065
"Elvis Peguero","MIL",0.35966387,0.6509434,0.4611172,0.56542056,0.86956522,0.71496437,0.3483023,0.5515873,0.1308615,0.16030534,0.29116685,"Elvis Peguero",21652,665625
"Dylan Cease","CHW",0.31597052,0.70415648,0.46198651,0.52877138,0.83680556,0.70537492,0.3761496,0.60969388,0.1360711,0.15507202,0.29114312,"Dylan Cease",18525,656302
"Shelby Miller","LAD",0.2679558,0.62458472,0.42986425,0.63917526,0.84574468,0.7754386,0.45399698,0.57668712,0.09653092,0.19457014,0.29110106,"Shelby Miller",10197,571946
"Yimi García","TOR",0.3338438,0.6935123,0.48,0.60550459,0.80322581,0.72159091,0.40636364,0.63475177,0.13363636,0.15727273,0.29090909,"Yimi Garcia",12095,554340
"Drew VerHagen","STL",0.32561983,0.65217391,0.46257198,0.52791878,0.85263158,0.71991701,0.4193858,0.61567164,0.1291866,0.16172249,0.29090909,"Drew VerHagen",13424,572403
"Josh Hader","SDP",0.3648855,0.72093023,0.49712092,0.57322176,0.77777778,0.68339768,0.37140115,0.57575758,0.1569378,0.13397129,0.29090909,"Josh Hader",14212,623352
"Zack Thompson","STL",0.29041916,0.626,0.43407534,0.64948454,0.85942492,0.7790927,0.42808219,0.58188153,0.09580838,0.19503849,0.29084688,"Zack Thompson",25918,668868
"John Schreiber","BOS",0.28690229,0.6568915,0.44038929,0.70289855,0.79464286,0.75966851,0.41484185,0.66176471,0.10583942,0.18491484,0.29075426,"John Schreiber",20020,670167
"Luis Castillo","SEA",0.35456017,0.74667651,0.52011225,0.57838661,0.80712166,0.71702638,0.42220143,0.63715711,0.14708632,0.14334684,0.29043316,"Luis Castillo",15689,622491
"José Leclerc","TEX",0.34756098,0.73831776,0.47594678,0.53070175,0.77637131,0.65591398,0.32855681,0.54935622,0.16359918,0.12678937,0.29038855,"Jose Leclerc",14524,600917
