Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Luis Castillo","SEA",11,12,3.6444867977385083,30,30,18,0,0,0,0,0,175.1,719,158,73,71,25,47,2,5,0,0,175,"Luis Castillo",15689,622491
"Kutter Crawford","BOS",9,16,4.361161766047359,33,33,15,0,0,0,0,0,183.2,759,155,97,89,34,51,0,9,4,0,175,"Kutter Crawford",20531,676710
"Shota Imanaga","CHC",15,3,2.907692393015125,29,29,19,0,0,0,0,0,173.1,694,149,66,56,27,28,0,3,3,0,174,"Shota Imanaga",33829,684007
"Logan Webb","SFG",13,10,3.473941540743131,33,33,20,1,1,0,0,0,204.2,841,202,83,79,11,50,3,2,4,1,172,"Logan Webb",17995,657277
"Bryce Miller","SEA",12,8,2.9445472179856282,31,31,18,0,0,0,0,0,180.1,704,131,62,59,21,45,1,3,2,0,171,"Bryce Miller",29837,682243
"Brady Singer","KCR",9,13,3.7068647738859655,32,32,13,0,0,0,0,0,179.2,762,175,77,74,22,54,0,10,2,0,170,"Brady Singer",25377,663903
"Framber Valdez","HOU",15,7,2.9092628438408847,28,28,17,1,0,0,0,0,176.1,703,140,60,57,13,55,0,6,8,1,169,"Framber Valdez",17295,664285
"Chris Bassitt","TOR",10,14,4.157894736842105,31,31,12,0,0,0,0,0,171,758,180,91,79,18,70,2,16,2,2,168,"Chris Bassitt",12304,605135
"Charlie Morton","ATL",8,10,4.1915323870115095,30,30,12,0,0,0,0,0,165.1,701,154,85,77,23,65,1,18,2,1,167,"Charlie Morton",4676,450203
"Nathan Eovaldi","TEX",12,8,3.796875226311399,29,29,16,0,0,0,0,0,170.2,696,147,74,72,23,42,0,7,3,0,166,"Nathan Eovaldi",9132,543135
"Max Fried","ATL",11,10,3.2523901522515013,29,29,16,2,1,0,0,0,174.1,714,146,71,63,13,57,0,7,6,0,166,"Max Fried",13743,608331
"Mitch Keller","PIT",11,12,4.247191011235955,31,31,15,1,0,0,0,0,178,773,182,90,84,23,50,0,15,1,2,166,"Mitch Keller",17594,656605
"Ronel Blanco","HOU",13,6,2.7968128340158906,30,29,14,1,1,0,0,0,167.1,676,114,56,52,22,68,0,2,3,0,166,"Ronel Blanco",19407,669854
"Kevin Gausman","TOR",14,11,3.8287292817679557,31,31,16,2,1,0,0,0,181,756,165,86,77,20,56,0,2,3,2,162,"Kevin Gausman",14107,592332
"Nestor Cortes","NYY",9,10,3.768642454290741,31,30,13,0,0,0,0,0,174.1,710,162,74,73,24,39,0,4,2,1,162,"Nestor Cortes",17874,641482
"Luis Severino","NYM",11,7,3.9065934065934065,31,31,14,1,1,0,0,0,182,761,166,86,79,23,60,0,11,6,2,161,"Luis Severino",15890,622663
"Jake Irvin","WSN",10,14,4.412078391911096,33,33,16,0,0,0,0,0,187.2,769,173,97,92,29,52,1,4,5,1,156,"Jake Irvin",21504,663623
"Erick Fedde","- - -",9,9,3.298872275069166,31,31,13,0,0,0,0,0,177.1,726,154,66,65,20,52,0,5,3,1,154,"Erick Fedde",17425,607200
"Tanner Houck","BOS",9,10,3.1231345061763083,30,30,19,1,1,0,0,0,178.2,743,156,75,62,11,48,1,16,2,0,154,"Tanner Houck",19879,656557
"José Berríos","TOR",16,11,3.6031196793401095,32,32,21,1,0,0,0,0,192.1,786,168,79,77,31,54,1,13,1,0,153,"Jose Berrios",14168,621244
"Cristopher Sánchez","PHI",11,9,3.319266240910031,31,31,17,2,1,0,0,0,181.2,754,182,76,67,11,44,0,0,7,1,153,"Cristopher Sanchez",20778,650911
"Brayan Bello","BOS",14,8,4.490759894298887,30,30,10,0,0,0,0,0,162.1,702,157,84,81,19,64,0,11,6,1,153,"Brayan Bello",23920,678394
"Kyle Gibson","STL",8,8,4.243615185667697,30,30,13,0,0,0,0,0,169.2,722,161,91,80,23,68,1,4,5,0,151,"Kyle Gibson",10123,502043
"Michael Wacha","KCR",13,8,3.3480002043457158,29,29,14,0,0,0,0,0,166.2,685,154,65,62,17,45,1,5,3,0,145,"Michael Wacha",14078,608379
"Tyler Anderson","LAA",10,15,3.8141265022285347,31,31,12,0,0,0,0,0,179.1,765,158,83,76,24,73,2,7,3,1,142,"Tyler Anderson",12880,542881
"Patrick Corbin","WSN",6,13,5.616412540838375,32,32,9,0,0,0,0,0,174.2,764,208,114,109,25,54,1,3,3,0,139,"Patrick Corbin",9323,571578
"Ryan Feltner","COL",3,10,4.490759894298887,30,30,13,0,0,0,0,0,162.1,692,165,94,81,20,52,0,7,4,0,138,"Ryan Feltner",21446,663372
"JP Sears","OAK",11,13,4.383764084468382,32,32,13,0,0,0,0,0,180.2,758,172,93,88,28,49,0,14,0,1,137,"JP Sears",23429,676664
"Jose Quintana","NYM",10,10,3.751467822393065,31,31,12,0,0,0,0,0,170.1,717,150,73,71,22,63,0,11,7,0,135,"Jose Quintana",11423,500779
"Colin Rea","MIL",12,6,4.294234755280374,32,27,8,0,0,1,1,0,167.2,714,169,83,80,29,43,1,10,2,0,135,"Colin Rea",12317,607067
"Zach Eflin","- - -",10,9,3.592741963115369,28,28,13,0,0,0,0,0,165.1,684,166,71,66,22,24,0,3,2,0,134,"Zach Eflin",13774,621107
"Griffin Canning","LAA",6,13,5.190291569699278,32,31,7,0,0,0,0,0,171.2,739,174,105,99,31,66,1,6,6,4,130,"Griffin Canning",19867,656288
"Jameson Taillon","CHC",12,8,3.266129132736241,28,28,16,0,0,0,0,0,165.1,675,154,67,60,21,33,0,1,4,2,125,"Jameson Taillon",11674,592791
"Miles Mikolas","STL",10,11,5.3475731324174385,32,32,15,0,0,0,0,0,171.2,720,194,106,102,26,25,0,5,0,1,122,"Miles Mikolas",9803,571945
"Austin Gomber","COL",5,12,4.745454545454545,30,30,12,0,0,0,0,0,165,696,178,89,87,30,38,0,1,3,0,116,"Austin Gomber",16561,596295
