Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Blake Snell","TBR",21,5,0,31,31,180.2,11.009225712130823,3.1881920614315504,0.7970480153578876,0.24120603015075376,0.87968952,0.447432762,0.10738255,95.95729722963952,1.892989036474983,3.1294926058933985,2.9445644049490522,3.1553982708037283,4.744420528411865,"Blake Snell",13543,605483
"Miles Mikolas","STL",18,4,0,32,32,200.2,6.5481720935735765,1.3006643199563954,0.7176079006655974,0.2786885245901639,0.76152305,0.493421052,0.092485549,94.26782777255639,2.82558110887079,3.404337492147244,3.2800328925527467,3.6673887269071055,4.253452301025391,"Miles Mikolas",9803,571945
"Zack Wheeler","NYM",12,7,0,29,29,182.1,8.83546568622118,2.714807892414329,0.6910420089781929,0.2792607802874743,0.74588477,0.442386831,0.081395348,96.02843685699588,3.3071296143956372,3.219146869358476,3.2481829419945996,3.8080245755307622,4.209418773651123,"Zack Wheeler",10310,554430
"Mike Clevinger","CLE",13,8,0,32,32,200,9.314999289321953,3.0149997699737723,0.9449999279022272,0.27984344422700586,0.79766537,0.404580152,0.101941747,93.79646786334685,3.0149997699737723,3.339465083542425,3.5204315483093285,3.8565950737244323,4.17940092086792,"Mike Clevinger",12808,605182
"Germán Márquez","COL",14,11,0,33,33,196,10.561223667594469,2.6173467350125423,1.1020407305315967,0.3112449799196787,0.73193916,0.472762645,0.156862745,95.32220314673157,3.7653058293162887,3.3547472149579884,3.4002274754741517,3.097661733785175,4.089283466339111,"German Marquez",15038,608566
"Kyle Freeland","COL",17,7,0,33,33,202.1,7.695223179043079,3.113674118687951,0.7561780002527881,0.28546712802768165,0.82835184,0.460481099,0.084577114,91.99338278785488,2.8467877656575555,3.7646126083818774,3.669492582481272,4.21796694432945,4.071618556976318,"Kyle Freeland",16256,607536
"Jameson Taillon","PIT",14,10,0,32,32,191,8.43455429999432,2.167539093853289,0.942408301675343,0.29775280898876405,0.79802956,0.462246777,0.116959064,95.30502783155856,3.204188225696166,3.501872106776109,3.4640964729816455,3.581511027885875,3.881178379058838,"Jameson Taillon",11674,592791
"Mike Foltynewicz","ATL",13,10,0,31,31,183,9.934425401162287,3.344262016232849,0.8360655040582122,0.25055432372505543,0.77136515,0.431034482,0.095505617,96.42018049350122,2.8524587785515476,3.115645564078908,3.3735463121037106,3.7723850081657195,3.826817035675049,"Mike Foltynewicz",10811,592314
"Marco Gonzales","SEA",13,9,0,29,29,166.2,7.830000477905303,1.7280001054687564,0.9180000560302769,0.31893004115226337,0.71965628,0.448897795,0.113333333,90.21925666841004,3.9960002438964994,4.076865028795851,3.43043159225464,3.590885190354854,3.482011079788208,"Marco Gonzales",15467,594835
"Kyle Hendricks","CHC",14,11,0,33,33,199,7.281406476857057,1.9899495961596927,0.9949747980798463,0.28125,0.75169738,0.469982847,0.119565217,87.30083977059925,3.437185666094015,3.7671163644035426,3.77852198064293,3.8684575418567397,3.39729642868042,"Kyle Hendricks",12049,543294
"Dallas Keuchel","HOU",12,11,0,34,34,204.2,6.728012862115099,2.550488535965201,0.7915309249547176,0.3001555209953344,0.72823434,0.536585365,0.1125,89.8833346722365,3.7377849233972773,3.593642931204435,3.688118859078292,3.8359612773863034,3.1890246868133545,"Dallas Keuchel",9434,572971
"José Berríos","MIN",12,11,0,32,32,192.1,9.452339938009118,2.8544194862304764,1.1698440517338018,0.2701612903225806,0.75757576,0.41535433,0.128205128,93.56770327669904,3.8370884896868698,3.696655891401205,3.9039324619881857,3.888672205777847,3.075144052505493,"Jose Berrios",14168,621244
"J.A. Happ","- - -",17,6,0,31,31,177.2,9.776735389689895,2.583489662560542,1.3677298213555813,0.271523178807947,0.74912892,0.401260504,0.133663366,92.47156769390581,3.647279523614883,3.824509950910622,3.97656665436181,3.878778192510057,2.9723049998283386,"J.A. Happ",7410,457918
"Andrew Heaney","LAA",9,10,0,30,30,180,9.000000762939518,2.2500001907348794,1.3500001144409277,0.294478527607362,0.71428571,0.412228796,0.151685393,91.88797433035714,4.150000351799889,4.097650330019345,3.993764979751028,3.6770287721517625,2.896528482437134,"Andrew Heaney",15423,571760
"Nick Pivetta","PHI",7,14,0,33,32,164,10.3170722108169,2.7987802274024567,1.3170730481893913,0.32629107981220656,0.69039914,0.466819221,0.157894736,94.96626663735628,4.774389799686544,3.568005384450446,3.794577858236706,3.4229040813180878,2.841741334996186,"Nick Pivetta",15454,601713
"Charlie Morton","HOU",15,3,0,30,30,167,10.83233433959099,3.4491014812628027,0.9700597916051632,0.2828282828282828,0.79545455,0.474327628,0.14516129,96.20428093112245,3.125748217394415,3.3563926014769563,3.5915692609329968,3.416720607248612,2.8359439373016357,"Charlie Morton",4676,450203
"Zack Greinke","ARI",15,11,0,33,33,207.2,8.624397862603743,1.863563357246035,1.2134831163462554,0.27175843694493784,0.80188679,0.45144804,0.14973262,89.53441783910534,3.2070625217722464,3.8497517295105785,3.7045728144542216,3.4390127407732614,2.7184059619903564,"Zack Greinke",1943,425844
"Trevor Williams","PIT",14,10,0,31,31,170.2,6.644531051977544,2.900390538561626,0.791015601425898,0.26147704590818366,0.76630435,0.408366533,0.079787234,91.26786752863279,3.111328032275199,4.031111265943054,3.8635565548203896,4.540335666172271,2.7151851654052734,"Trevor Williams",16977,592866
"Kyle Gibson","MIN",10,13,0,32,32,196.2,8.191525847433102,3.6152544242861175,1.0525424273238064,0.2846580406654344,0.75504829,0.498194945,0.148387096,93.33354612516213,3.6152544242861175,4.315449518285251,4.126533320661732,3.907890971429188,2.575366735458374,"Kyle Gibson",10123,502043
"Jake Odorizzi","MIN",7,10,0,32,32,164.1,8.872211227949695,3.833671518249868,1.0953347194999623,0.29046563192904656,0.69651741,0.284164859,0.088888888,91.18568210839955,4.4908723499498455,4.801448895674816,4.194914366414,4.874103416299965,2.5379722118377686,"Jake Odorizzi",6397,543606
"Jon Gray","COL",12,9,0,31,31,172.1,9.557060243383301,2.715667391562468,1.4100580686958968,0.32210526315789473,0.67932068,0.474541751,0.181208053,94.84771253602305,5.117988545636958,3.983614168536301,4.08306216393419,3.4743038265457575,2.4450812339782715,"Jon Gray",14916,592351
"Rick Porcello","BOS",17,7,0,33,33,191.1,8.937281754801056,2.2578396012128983,1.2700347756822552,0.2846299810246679,0.70866142,0.440801457,0.137755102,91.35005963740458,4.280487577299453,4.083598852507274,4.012347906788346,3.8697515340453843,2.4437599182128906,"Rick Porcello",2717,519144
"David Price","BOS",16,7,0,30,30,176,9.051136363636363,2.5568181818181817,1.2784090909090908,0.27391304347826084,0.77272727,0.401247401,0.132275132,92.89107946675901,3.5795454545454546,4.139655656074546,4.0183861212296925,3.9454046072777023,2.438720941543579,"David Price",3184,456034
"Derek Holland","SFG",7,9,0,36,30,171.1,8.87743266428844,3.519455553297784,0.9980545598904164,0.28846153846153844,0.76108871,0.397894736,0.111764705,91.65803713841055,3.5719847406604375,4.12714847959356,3.872493893357783,4.069621731272926,2.354164332151413,"Derek Holland",4141,502706
"Kevin Gausman","- - -",10,11,0,31,31,183.2,7.2522681004499585,2.4500905744763375,1.2740470987276955,0.29908256880733947,0.76812977,0.459507042,0.136842105,93.80196991404011,3.92014491916214,4.754229469992278,4.320141114360613,4.188418085236368,2.340659022331238,"Kevin Gausman",14107,592332
"Reynaldo López","CHW",7,10,0,32,32,188.2,7.2031806003951,3.5777387088055135,1.1925795696018378,0.26022304832713755,0.75348837,0.330357142,0.094696969,95.62230083154506,3.911660988294028,4.817122898239491,4.63392988843875,5.222408997394639,2.338585615158081,"Reynaldo Lopez",16400,625643
"Zack Godley","ARI",15,11,0,33,32,178.1,9.336448065559283,4.08785023410974,0.8074765894537759,0.323943661971831,0.67447496,0.488,0.113475177,86.44725690569196,4.743924963040933,4.767048174003807,3.8165063047063397,3.9560075799343837,2.2995544001460075,"Zack Godley",14862,643327
"Mike Leake","SEA",10,10,0,31,31,185.2,5.768402470444656,1.648114991555616,1.1149013178170342,0.30564784053156147,0.69366853,0.487138263,0.12568306,89.27310546875,4.3626573305883944,5.238988904815793,4.135296979276998,4.152777570660619,2.297271728515625,"Mike Leake",10130,502190
"Jhoulys Chacín","MIL",15,8,0,35,35,192.2,7.287197616587583,3.3166091716520407,0.8408304942216441,0.25,0.72449952,0.422222222,0.093264248,89.95099704283888,3.503460392590184,4.308635599510501,4.032403940153149,4.472343655095483,2.269423723220825,"Jhoulys Chacin",2608,468504
"Cole Hamels","- - -",9,12,0,32,32,190.2,8.874126347581896,3.068181981876719,1.3688811919142285,0.29108910891089107,0.76116682,0.449523809,0.174698795,92.46604437229438,3.7762239776944235,4.723854156414847,4.48735472349277,3.9480265808427086,2.193099796772003,"Cole Hamels",4972,430935
"Matthew Boyd","DET",9,13,0,31,31,170.1,8.401174419161935,2.694716323127413,1.4266145240086303,0.25813449023861174,0.71092832,0.289855072,0.112033195,90.73758030883678,4.385518721952456,3.439056168312272,4.4461458998816905,4.722305821904675,2.179098606109619,"Matthew Boyd",15440,571510
"Luis Castillo","CIN",10,12,0,31,31,169.2,8.75245553329691,2.599214067463931,1.4852651814079605,0.28199566160520606,0.71180556,0.458506224,0.179487179,95.90293537621359,4.296659989073029,4.302515699028332,4.315637827981338,3.6888320823701135,2.172131299972534,"Luis Castillo",15689,622491
"Gio González","- - -",10,11,0,32,32,171,7.789473162903825,4.210526034002068,0.8947367822254394,0.30060120240480964,0.73268206,0.452569169,0.104294478,90.27115232069067,4.210526034002068,4.631360518199793,4.160431508850638,4.442380384679367,2.162679970264435,"Gio Gonzalez",7448,461829
"Tanner Roark","WSN",9,15,0,31,30,180.1,7.286506483549757,2.4953789327225193,1.1977818877068094,0.2962264150943396,0.72806172,0.407339449,0.11707317,91.63836600320381,4.341959342937184,4.2942492874092055,4.269488879207378,4.416888667556362,2.1545831710100174,"Tanner Roark",8753,543699
"Jake Arrieta","PHI",10,11,0,31,31,172.2,7.193050616823329,2.971042646079201,1.0945946590818108,0.2874251497005988,0.68136273,0.515564202,0.142857142,92.31657757675438,3.961390194772268,4.104811575913924,4.255026234856957,4.080049889162996,1.9822840690612793,"Jake Arrieta",4153,453562
"Sean Newcomb","ATL",12,9,0,31,30,164,8.780488114425085,4.445122107927699,0.987804912872822,0.27293577981651373,0.74819401,0.434004474,0.111801242,93.01880886084172,3.896341600776131,3.694506039749226,4.136041366266823,4.330614731645354,1.9229982264805585,"Sean Newcomb",16943,656794
"Jon Lester","CHC",18,6,0,32,32,181.2,7.3816511694769575,3.170642113063928,1.188990792398973,0.28957528957528955,0.80323194,0.37735849,0.124352331,91.10923073508523,3.3192659621138,5.059076754945814,4.393459064188896,4.430679506836301,1.8399443626403809,"Jon Lester",4930,452657
"Tyler Anderson","COL",7,9,0,32,32,176,8.386364363441846,3.017045716116274,1.5340910420930205,0.2806652806652807,0.71891892,0.367063492,0.151515151,91.96143857271906,4.551136758209294,3.6583411118732365,4.569522607030958,4.2116804704814195,1.8182350397109985,"Tyler Anderson",12880,542881
"José Ureña","MIA",9,12,0,31,31,174,6.724137931034483,2.6379310344827585,0.9827586206896551,0.272,0.73145246,0.49609375,0.115151515,95.69415838068181,3.9827586206896552,4.074969595458845,4.17192582864871,4.31857232973836,1.653355598449707,"Jose Urena",11589,570632
"Wade LeBlanc","SEA",9,5,0,32,27,162,7.222222987516508,2.222222457697387,1.3333334746184322,0.2731182795698925,0.74812968,0.365702479,0.115384615,86.33304696712854,3.722222616643123,4.262374613762212,4.277715644784111,4.472381964230873,1.6290409490466118,"Wade LeBlanc",5221,453281
"Jose Quintana","CHC",13,11,0,32,32,174.1,8.156788000884719,3.5105163548111444,1.2906310127982148,0.2824742268041237,0.76767677,0.432323232,0.147058823,91.6812006353022,4.02676875993043,4.385558187275321,4.433854175069385,4.1801709937494635,1.5704058408737183,"Jose Quintana",11423,500779
"Jakob Junis","KCR",9,12,0,30,30,177,8.338983050847459,2.1864406779661016,1.6271186440677967,0.2976190476190476,0.74795082,0.419962335,0.162436548,91.35330687830688,4.372881355932203,4.451500698947498,4.6406575644757115,4.128613351647463,1.474478840827942,"Jakob Junis",13619,596001
"Mike Fiers","- - -",12,8,0,31,30,172,7.273255743380494,1.9360464928422896,1.6744185884041425,0.26907630522088355,0.8423586,0.394285714,0.140969162,89.58930837696997,3.5581395003588026,4.828846617781233,4.747640862699907,4.508784046837109,1.4443904757499695,"Mike Fiers",7754,571666
"Iván Nova","PIT",9,9,0,29,29,161,6.372670203483041,1.9565215537009337,1.4534160113206935,0.2876984126984127,0.73732719,0.455598455,0.147727272,93.14762430297398,4.192546186502001,4.719211522261302,4.570369330346931,4.276482757385805,1.2395005226135254,"Ivan Nova",1994,467100
"James Shields","CHW",7,16,0,34,33,204.2,6.77198648881193,3.429967182645003,1.495113900127309,0.26174496644295303,0.70619006,0.352090032,0.126865671,89.71435958591438,4.529315638620965,5.314709101286514,5.090398865155169,5.093490947813813,1.2219414934515953,"James Shields",7059,448306
"Dylan Bundy","BAL",8,16,0,31,31,171.2,9.646602513380477,2.831068128926879,2.1495146904815194,0.3161290322580645,0.69254984,0.34,0.178260869,91.7136109571323,5.452427507562878,4.4530083332542825,5.170140432729413,4.278129540457466,0.9843148589134216,"Dylan Bundy",12917,605164
"Julio Teheran","ATL",9,9,0,31,31,175.2,8.299810006366128,4.303605188486141,1.3320682726266626,0.21670428893905191,0.75587906,0.379609544,0.134715025,89.99394498089983,3.9449714227789623,4.452261257504515,4.828363216286309,4.718847359515634,0.7427172064781189,"Julio Teheran",6797,527054
"Lucas Giolito","CHW",10,13,0,32,32,173.1,6.490385377195549,4.673077471580796,1.4019232414742386,0.26833976833976836,0.63464837,0.44362292,0.133663366,92.4941143202862,6.126923796072599,5.244590910264927,5.5604318574759,5.460198671595581,0.05806777626276016,"Lucas Giolito",15474,608337
